experiment,theta_p,theta_n,act,pre,delta,write_width_u,write_mode,write_state_gate_mode,initial_pos_response,initial_neg_score,initial_neg_response,final_pos_response,final_neg_score,final_neg_response,initial_signed_response,final_signed_response,signed_read_delta,desired_signed_read_delta,wp_before,wn_before,wp_after,wn_after,wp_state_delta,wn_state_delta,signed_state_delta,pair_action_sign_aligned
pair_action_increase,0.34,0.13,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.20739,2.24411e-14,0.3,0.20635,2.23754e-14,0.3,-0.0926097,-0.0936496,-0.00103994,-0.00103994,0.34,0.129996,0.338902,0.129996,-0.00109844,-2.69773e-07,-0.00109817,False
pair_action_decrease,0.34,0.13,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207207,2.16602e-14,0.3,0.20717,1.09145e-11,0.3,-0.092793,-0.0928297,-3.6647e-05,3.6647e-05,0.339795,0.13,0.339767,0.129577,-2.78074e-05,-0.000422849,0.000395042,True
pair_action_increase,0.34,0.16,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.20739,-3.14355e-88,0.3,0.20635,-3.19316e-88,0.3,-0.0926097,-0.0936496,-0.00103994,-0.00103994,0.34,0.159972,0.338902,0.159971,-0.00109844,-1.32257e-06,-0.00109711,False
pair_action_decrease,0.34,0.16,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207207,-3.07867e-88,0.3,0.20717,-2.24891e-88,0.3,-0.092793,-0.0928297,-3.66498e-05,3.66498e-05,0.339795,0.16,0.339767,0.15948,-2.78101e-05,-0.000520168,0.000492358,True
pair_action_increase,0.34,0.24,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.20739,-1.52389e-112,0.3,0.20635,-1.58405e-112,0.3,-0.0926097,-0.0936496,-0.00103994,-0.00103994,0.34,0.239895,0.338902,0.239868,-0.00109844,-2.74789e-05,-0.00107096,False
pair_action_decrease,0.34,0.24,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207207,-1.39442e-112,0.3,0.20717,-2.66054e-112,0.3,-0.092793,-0.0928297,-3.66498e-05,3.66498e-05,0.339795,0.24,0.339767,0.239221,-2.78101e-05,-0.00077877,0.00075096,True
pair_action_increase,0.46,0.1,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213413,0.29988,0.000120048,0.213413,0.299748,0.000252114,0.213293,0.213161,-0.000132091,-0.000132091,0.46,0.1,0.458547,0.1,-0.00145311,-1.4313e-08,-0.0014531,False
pair_action_decrease,0.46,0.1,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213413,0.29988,0.000120048,0.213413,0.299748,0.000252114,0.213293,0.213161,-0.000132074,0.000132074,0.459674,0.1,0.459261,0.0996746,-0.000412474,-0.000325391,-8.70828e-05,True
pair_action_increase,0.46,0.13,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213413,2.24411e-14,0.3,0.213413,2.23754e-14,0.3,-0.0865872,-0.0865872,-2.46301e-08,-2.46301e-08,0.46,0.129996,0.458547,0.129996,-0.00145311,-2.69775e-07,-0.00145284,False
pair_action_decrease,0.46,0.13,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213413,2.16602e-14,0.3,0.213413,1.09145e-11,0.3,-0.0865872,-0.0865872,-7.8649e-09,7.8649e-09,0.459674,0.13,0.459261,0.129577,-0.000412488,-0.000422849,1.03613e-05,True
pair_action_increase,0.46,0.16,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213413,-3.14355e-88,0.3,0.213413,-3.16195e-88,0.3,-0.0865872,-0.0865872,-2.47152e-08,-2.47152e-08,0.46,0.159972,0.458547,0.159971,-0.00145311,-1.32258e-06,-0.00145179,False
pair_action_decrease,0.46,0.16,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213413,-3.07867e-88,0.3,0.213413,-2.24891e-88,0.3,-0.0865872,-0.0865872,-7.82263e-09,7.82263e-09,0.459674,0.16,0.459261,0.15948,-0.000412491,-0.000520168,0.000107677,True
pair_action_increase,0.46,0.24,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213413,-1.52383e-112,0.3,0.213413,-1.58496e-112,0.3,-0.0865872,-0.0865872,-2.47133e-08,-2.47133e-08,0.46,0.239895,0.458547,0.239868,-0.00145311,-2.74791e-05,-0.00142564,False
pair_action_decrease,0.46,0.24,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213413,-1.39436e-112,0.3,0.213413,-2.66048e-112,0.3,-0.0865872,-0.0865872,-7.9027e-09,7.9027e-09,0.459674,0.24,0.459261,0.239221,-0.000412491,-0.00077877,0.000366279,True
pair_action_increase,0.58,0.1,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213414,0.29988,0.000120048,0.213414,0.299748,0.000252114,0.213294,0.213162,-0.000132073,-0.000132073,0.58,0.1,0.578376,0.1,-0.00162438,-1.4313e-08,-0.00162437,False
pair_action_decrease,0.58,0.1,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213414,0.29988,0.000120048,0.213414,0.299748,0.000252114,0.213294,0.213162,-0.000132072,0.000132072,0.579552,0.1,0.578232,0.0996746,-0.00131938,-0.000325391,-0.000993985,True
pair_action_increase,0.58,0.13,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213414,2.24411e-14,0.3,0.213414,2.23754e-14,0.3,-0.0865861,-0.0865862,-7.41039e-09,-7.41039e-09,0.58,0.129996,0.578376,0.129996,-0.00162438,-2.69775e-07,-0.00162411,False
pair_action_decrease,0.58,0.13,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213414,2.16602e-14,0.3,0.213414,1.09145e-11,0.3,-0.0865861,-0.0865862,-6.34836e-09,6.34836e-09,0.579552,0.13,0.578232,0.129577,-0.00131939,-0.000422849,-0.000896541,True
pair_action_increase,0.58,0.16,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213414,-3.14355e-88,0.3,0.213414,-3.16195e-88,0.3,-0.0865861,-0.0865861,-7.44579e-09,-7.44579e-09,0.58,0.159972,0.578376,0.159971,-0.00162438,-1.32258e-06,-0.00162306,False
pair_action_decrease,0.58,0.16,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213414,-3.07867e-88,0.3,0.213414,-2.24891e-88,0.3,-0.0865861,-0.0865861,-6.32001e-09,6.32001e-09,0.579552,0.16,0.578232,0.15948,-0.00131939,-0.000520168,-0.000799225,True
pair_action_increase,0.58,0.24,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213414,-1.52383e-112,0.3,0.213414,-1.58496e-112,0.3,-0.0865861,-0.0865861,-7.44488e-09,-7.44488e-09,0.58,0.239895,0.578376,0.239868,-0.00162438,-2.74791e-05,-0.0015969,False
pair_action_decrease,0.58,0.24,0.25,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.213414,-1.39436e-112,0.3,0.213414,-2.66048e-112,0.3,-0.0865861,-0.0865861,-6.38892e-09,6.38892e-09,0.579552,0.24,0.578232,0.239221,-0.00131939,-0.00077877,-0.000540623,True
pair_action_increase,0.24,0.1,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112832,0.299869,0.000130702,0.112213,0.299737,0.000262752,0.112701,0.11195,-0.000751105,-0.000751105,0.24,0.1,0.239344,0.1,-0.000655771,-1.4313e-08,-0.000655757,False
pair_action_decrease,0.24,0.1,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.11274,0.299869,0.000130702,0.112728,0.299737,0.000262752,0.11261,0.112465,-0.000144589,0.000144589,0.239895,0.1,0.23989,0.0996746,-5.48791e-06,-0.000325391,0.000319904,True
pair_action_increase,0.24,0.13,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112832,1.34982e-14,0.3,0.112213,1.34588e-14,0.3,-0.187168,-0.187787,-0.000619055,-0.000619055,0.24,0.129996,0.239344,0.129996,-0.000655771,-2.69765e-07,-0.000655502,False
pair_action_decrease,0.24,0.13,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.11274,1.30119e-14,0.3,0.112728,7.95807e-12,0.3,-0.18726,-0.187272,-1.2542e-05,1.2542e-05,0.239895,0.13,0.23989,0.129577,-5.49081e-06,-0.000422849,0.000417359,True
pair_action_increase,0.24,0.16,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112833,-1.61939e-90,0.3,0.112214,-1.69598e-90,0.3,-0.187167,-0.187786,-0.000619063,-0.000619063,0.24,0.159972,0.239344,0.159971,-0.000655771,-1.32227e-06,-0.000654449,False
pair_action_decrease,0.24,0.16,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112741,-1.36185e-90,0.3,0.112728,-9.79829e-90,0.3,-0.187259,-0.187272,-1.25659e-05,1.25659e-05,0.239895,0.16,0.23989,0.15948,-5.49201e-06,-0.000520168,0.000514676,True
pair_action_increase,0.24,0.24,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112832,-1.13803e-120,0.3,0.112213,-1.14743e-120,0.3,-0.187168,-0.187787,-0.000619055,-0.000619055,0.24,0.239895,0.239344,0.239868,-0.000655771,-2.74756e-05,-0.000628296,False
pair_action_decrease,0.24,0.24,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.11274,-1.11739e-120,0.3,0.112728,-1.189e-120,0.3,-0.18726,-0.187272,-1.25431e-05,1.25431e-05,0.239895,0.24,0.23989,0.239221,-5.49201e-06,-0.00077877,0.000773278,True
pair_action_increase,0.34,0.1,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207395,0.299869,0.000130702,0.206355,0.299737,0.000262752,0.207264,0.206092,-0.00117249,-0.00117249,0.34,0.1,0.338902,0.1,-0.00109844,-1.4313e-08,-0.00109842,False
pair_action_decrease,0.34,0.1,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207212,0.299869,0.000130702,0.207175,0.299737,0.000262752,0.207081,0.206912,-0.000168706,0.000168706,0.339795,0.1,0.339767,0.0996746,-2.77985e-05,-0.000325391,0.000297593,True
pair_action_increase,0.34,0.13,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207395,1.34982e-14,0.3,0.206355,1.34588e-14,0.3,-0.0926048,-0.0936453,-0.00104044,-0.00104044,0.34,0.129996,0.338902,0.129996,-0.00109844,-2.69773e-07,-0.00109817,False
pair_action_decrease,0.34,0.13,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207212,1.30119e-14,0.3,0.207175,7.95807e-12,0.3,-0.0927884,-0.0928251,-3.6664e-05,3.6664e-05,0.339795,0.13,0.339767,0.129577,-2.78074e-05,-0.000422849,0.000395042,True
pair_action_increase,0.34,0.16,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207396,-1.61939e-90,0.3,0.206355,-1.69598e-90,0.3,-0.0926044,-0.0936448,-0.00104043,-0.00104043,0.34,0.159972,0.338902,0.159971,-0.00109844,-1.32257e-06,-0.00109711,False
pair_action_decrease,0.34,0.16,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207212,-1.36185e-90,0.3,0.207175,-9.79829e-90,0.3,-0.092788,-0.0928247,-3.66899e-05,3.66899e-05,0.339795,0.16,0.339767,0.15948,-2.78101e-05,-0.000520168,0.000492358,True
pair_action_increase,0.34,0.24,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207395,-1.13492e-120,0.3,0.206355,-1.14431e-120,0.3,-0.0926048,-0.0936453,-0.00104044,-0.00104044,0.34,0.239895,0.338902,0.239868,-0.00109844,-2.74789e-05,-0.00107096,False
pair_action_decrease,0.34,0.24,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207212,-1.1144e-120,0.3,0.207175,-1.1852e-120,0.3,-0.0927884,-0.0928251,-3.66666e-05,3.66666e-05,0.339795,0.24,0.339767,0.239221,-2.78101e-05,-0.00077877,0.00075096,True
pair_action_increase,0.46,0.1,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.321256,0.299869,0.000130702,0.319875,0.299737,0.000262752,0.321125,0.319612,-0.00151311,-0.00151311,0.46,0.1,0.458547,0.1,-0.00145311,-1.4313e-08,-0.0014531,False
pair_action_decrease,0.46,0.1,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.320959,0.299869,0.000130702,0.320523,0.299737,0.000262752,0.320829,0.32026,-0.000568266,0.000568266,0.459674,0.1,0.459261,0.0996746,-0.000412474,-0.000325391,-8.70828e-05,True
pair_action_increase,0.46,0.13,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.321256,1.34982e-14,0.3,0.319875,1.34588e-14,0.3,0.0212558,0.0198747,-0.00138106,-0.00138106,0.46,0.129996,0.458547,0.129996,-0.00145311,-2.69775e-07,-0.00145284,False
pair_action_decrease,0.46,0.13,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.320959,1.30119e-14,0.3,0.320523,7.95807e-12,0.3,0.0209593,0.0205231,-0.000436229,0.000436229,0.459674,0.13,0.459261,0.129577,-0.000412488,-0.000422849,1.03613e-05,True
pair_action_increase,0.46,0.16,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.321256,-1.61939e-90,0.3,0.319875,-1.69598e-90,0.3,0.0212557,0.0198747,-0.00138106,-0.00138106,0.46,0.159972,0.458547,0.159971,-0.00145311,-1.32258e-06,-0.00145179,False
pair_action_decrease,0.46,0.16,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.320959,-1.36185e-90,0.3,0.320523,-9.80135e-90,0.3,0.0209593,0.0205231,-0.000436231,0.000436231,0.459674,0.16,0.459261,0.15948,-0.000412491,-0.000520168,0.000107677,True
pair_action_increase,0.46,0.24,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.321256,-1.13868e-120,0.3,0.319875,-1.1481e-120,0.3,0.0212558,0.0198747,-0.00138106,-0.00138106,0.46,0.239895,0.458547,0.239868,-0.00145311,-2.74791e-05,-0.00142564,False
pair_action_decrease,0.46,0.24,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.320959,-1.11801e-120,0.3,0.320523,-1.18984e-120,0.3,0.0209593,0.0205231,-0.000436232,0.000436232,0.459674,0.24,0.459261,0.239221,-0.000412491,-0.00077877,0.000366279,True
pair_action_increase,0.58,0.1,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.435469,0.299869,0.000130702,0.433921,0.299737,0.000262752,0.435338,0.433658,-0.00168007,-0.00168007,0.58,0.1,0.578376,0.1,-0.00162438,-1.4313e-08,-0.00162437,False
pair_action_decrease,0.58,0.1,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.435059,0.299869,0.000130702,0.433738,0.299737,0.000262752,0.434928,0.433476,-0.0014522,0.0014522,0.579552,0.1,0.578232,0.0996746,-0.00131938,-0.000325391,-0.000993985,True
pair_action_increase,0.58,0.13,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.435469,1.34982e-14,0.3,0.433921,1.34588e-14,0.3,0.135469,0.133921,-0.00154802,-0.00154802,0.58,0.129996,0.578376,0.129996,-0.00162438,-2.69775e-07,-0.00162411,False
pair_action_decrease,0.58,0.13,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.435059,1.30119e-14,0.3,0.433738,7.95807e-12,0.3,0.135059,0.133738,-0.00132016,0.00132016,0.579552,0.13,0.578232,0.129577,-0.00131939,-0.000422849,-0.000896541,True
pair_action_increase,0.58,0.16,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.435469,-1.61939e-90,0.3,0.433921,-1.69598e-90,0.3,0.135469,0.133921,-0.00154803,-0.00154803,0.58,0.159972,0.578376,0.159971,-0.00162438,-1.32258e-06,-0.00162306,False
pair_action_decrease,0.58,0.16,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.435058,-1.36186e-90,0.3,0.433738,-9.80135e-90,0.3,0.135058,0.133738,-0.00132017,0.00132017,0.579552,0.16,0.578232,0.15948,-0.00131939,-0.000520168,-0.000799225,True
pair_action_increase,0.58,0.24,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.435469,-1.1387e-120,0.3,0.433921,-1.14812e-120,0.3,0.135469,0.133921,-0.00154802,-0.00154802,0.58,0.239895,0.578376,0.239868,-0.00162438,-2.74791e-05,-0.0015969,False
pair_action_decrease,0.58,0.24,0.5,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.435059,-1.11804e-120,0.3,0.433738,-1.18988e-120,0.3,0.135059,0.133738,-0.00132017,0.00132017,0.579552,0.24,0.578232,0.239221,-0.00131939,-0.00077877,-0.000540623,True
pair_action_increase,0.24,0.1,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112834,0.299869,0.000130931,0.112214,0.299737,0.000262981,0.112703,0.111952,-0.000751108,-0.000751108,0.24,0.1,0.239344,0.1,-0.000655771,-1.4313e-08,-0.000655757,False
pair_action_decrease,0.24,0.1,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112742,0.299869,0.000130931,0.112729,0.299737,0.000262981,0.112611,0.112466,-0.000144596,0.000144596,0.239895,0.1,0.23989,0.0996746,-5.48791e-06,-0.000325391,0.000319904,True
pair_action_increase,0.24,0.13,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112834,7.89975e-15,0.3,0.112214,7.87763e-15,0.3,-0.187166,-0.187786,-0.000619058,-0.000619058,0.24,0.129996,0.239344,0.129996,-0.000655771,-2.69765e-07,-0.000655502,False
pair_action_decrease,0.24,0.13,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112742,7.61178e-15,0.3,0.112729,5.03669e-12,0.3,-0.187258,-0.187271,-1.25492e-05,1.25492e-05,0.239895,0.13,0.23989,0.129577,-5.49081e-06,-0.000422849,0.000417359,True
pair_action_increase,0.24,0.16,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112834,1.07486e-90,0.3,0.112214,1.09135e-90,0.3,-0.187166,-0.187786,-0.000619058,-0.000619058,0.24,0.159972,0.239344,0.159971,-0.000655771,-1.32227e-06,-0.000654449,False
pair_action_decrease,0.24,0.16,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112742,1.01665e-90,0.3,0.112729,1.89572e-90,0.3,-0.187258,-0.187271,-1.2551e-05,1.2551e-05,0.239895,0.16,0.23989,0.15948,-5.49201e-06,-0.000520168,0.000514676,True
pair_action_increase,0.24,0.24,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112834,6.13712e-123,0.3,0.112215,6.6038e-123,0.3,-0.187166,-0.187785,-0.000619059,-0.000619059,0.24,0.239895,0.239344,0.239868,-0.000655771,-2.74756e-05,-0.000628296,False
pair_action_decrease,0.24,0.24,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.112742,5.18345e-123,0.3,0.112729,1.54561e-122,0.3,-0.187258,-0.187271,-1.25549e-05,1.25549e-05,0.239895,0.24,0.23989,0.239221,-5.49201e-06,-0.00077877,0.000773278,True
pair_action_increase,0.34,0.1,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207398,0.299869,0.000130931,0.206357,0.299737,0.000262981,0.207267,0.206094,-0.00117249,-0.00117249,0.34,0.1,0.338902,0.1,-0.00109844,-1.4313e-08,-0.00109842,False
pair_action_decrease,0.34,0.1,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207214,0.299869,0.000130931,0.207177,0.299737,0.000262981,0.207083,0.206914,-0.000168673,0.000168673,0.339795,0.1,0.339767,0.0996746,-2.77985e-05,-0.000325391,0.000297593,True
pair_action_increase,0.34,0.13,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207398,7.89975e-15,0.3,0.206357,7.87764e-15,0.3,-0.0926023,-0.0936428,-0.00104044,-0.00104044,0.34,0.129996,0.338902,0.129996,-0.00109844,-2.69773e-07,-0.00109817,False
pair_action_decrease,0.34,0.13,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207214,7.61178e-15,0.3,0.207177,5.03669e-12,0.3,-0.092786,-0.0928226,-3.66319e-05,3.66319e-05,0.339795,0.13,0.339767,0.129577,-2.78074e-05,-0.000422849,0.000395042,True
pair_action_increase,0.34,0.16,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207398,1.07486e-90,0.3,0.206357,1.09135e-90,0.3,-0.0926023,-0.0936428,-0.00104044,-0.00104044,0.34,0.159972,0.338902,0.159971,-0.00109844,-1.32257e-06,-0.00109711,False
pair_action_decrease,0.34,0.16,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207214,1.01665e-90,0.3,0.207177,1.89567e-90,0.3,-0.092786,-0.0928226,-3.66345e-05,3.66345e-05,0.339795,0.16,0.339767,0.15948,-2.78101e-05,-0.000520168,0.000492358,True
pair_action_increase,0.34,0.24,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207398,6.13716e-123,0.3,0.206357,6.60387e-123,0.3,-0.0926021,-0.0936425,-0.00104044,-0.00104044,0.34,0.239895,0.338902,0.239868,-0.00109844,-2.74789e-05,-0.00107096,False
pair_action_decrease,0.34,0.24,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.207214,5.18348e-123,0.3,0.207178,1.54562e-122,0.3,-0.0927857,-0.0928224,-3.66519e-05,3.66519e-05,0.339795,0.24,0.339767,0.239221,-2.78101e-05,-0.00077877,0.00075096,True
pair_action_increase,0.46,0.1,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.321258,0.299869,0.000130931,0.319877,0.299737,0.000262981,0.321127,0.319614,-0.0015131,-0.0015131,0.46,0.1,0.458547,0.1,-0.00145311,-1.4313e-08,-0.0014531,False
pair_action_decrease,0.46,0.1,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.320962,0.299869,0.000130931,0.320525,0.299737,0.000262981,0.320831,0.320262,-0.000568253,0.000568253,0.459674,0.1,0.459261,0.0996746,-0.000412474,-0.000325391,-8.70828e-05,True
pair_action_increase,0.46,0.13,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.321258,7.89975e-15,0.3,0.319877,7.87764e-15,0.3,0.0212581,0.019877,-0.00138105,-0.00138105,0.46,0.129996,0.458547,0.129996,-0.00145311,-2.69775e-07,-0.00145284,False
pair_action_decrease,0.46,0.13,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.320962,7.61178e-15,0.3,0.320525,5.03669e-12,0.3,0.0209616,0.0205254,-0.000436216,0.000436216,0.459674,0.13,0.459261,0.129577,-0.000412488,-0.000422849,1.03613e-05,True
pair_action_increase,0.46,0.16,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.321258,1.07486e-90,0.3,0.319877,1.09135e-90,0.3,0.0212581,0.019877,-0.00138105,-0.00138105,0.46,0.159972,0.458547,0.159971,-0.00145311,-1.32258e-06,-0.00145179,False
pair_action_decrease,0.46,0.16,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.320962,1.01665e-90,0.3,0.320525,1.89567e-90,0.3,0.0209616,0.0205254,-0.000436219,0.000436219,0.459674,0.16,0.459261,0.15948,-0.000412491,-0.000520168,0.000107677,True
pair_action_increase,0.46,0.24,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.321258,6.13606e-123,0.3,0.319877,6.60274e-123,0.3,0.0212583,0.0198773,-0.00138104,-0.00138104,0.46,0.239895,0.458547,0.239868,-0.00145311,-2.74791e-05,-0.00142564,False
pair_action_decrease,0.46,0.24,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.320962,5.18245e-123,0.3,0.320526,1.54545e-122,0.3,0.0209619,0.0205256,-0.000436229,0.000436229,0.459674,0.24,0.459261,0.239221,-0.000412491,-0.00077877,0.000366279,True
pair_action_increase,0.58,0.1,0.75,0.65,1.0,0.0008,bounded_charge_discharge,state_window,0.43547,0.299869,0.000130931,0.433922,0.299737,0.000262981,0.435339,0.433659,-0.00168024,-0.00168024,0.58,0.1,0.578376,0.1,-0.00162438,-1.4313e-08,-0.00162437,False
