image_size,block_size,stride,blocks,shared_channels,private_channels,channels,local_features,train_samples,test_samples,lr_spice,equivalent_lr_torch_mse_tanh,update_noise_std,seed,epoch,test_accuracy,test_correct,trial_wall_time_s,weight_sharing,shared_weight_values,shared_bias_values,private_weight_values,private_bias_values,readout_values,output_bias_values,train_state_values,gradient_state_values,temporary_state_values,phase_state_values,expanded_weight_equivalent_values,multiply_terms_per_sample
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,72,0.9075,1815,30.927638458,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,73,0.906,1812,31.308559958,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,74,0.9065,1813,31.694671957999997,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,75,0.907,1814,32.075494917,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,76,0.906,1812,32.452260042000006,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,77,0.908,1816,32.838229500000004,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,78,0.9075,1815,33.221560667000006,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,79,0.908,1816,33.601768,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,80,0.906,1812,33.984411083000005,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,81,0.9045,1809,34.372554208000004,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,82,0.905,1810,34.818391708,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,83,0.909,1818,35.202118125000005,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,84,0.9085,1817,35.585099833,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,85,0.909,1818,35.962064875,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,86,0.906,1812,36.335341292,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,87,0.909,1818,36.714582375,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,88,0.906,1812,37.094888708,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,89,0.91,1820,37.471441792,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,90,0.909,1818,37.847035042,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,91,0.9015,1803,38.226167542000006,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,92,0.9075,1815,38.609415125000005,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,93,0.9085,1817,38.99059175,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,94,0.909,1818,39.369426125000004,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,95,0.911,1822,39.752349917000004,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,96,0.9095,1819,40.134505917000006,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,97,0.909,1818,40.522623333000006,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,98,0.914,1828,40.909712917,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,99,0.9075,1815,41.303447625000004,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,100,0.909,1818,41.755451833,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,101,0.9055,1811,42.158697333,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,102,0.9085,1817,42.558403833,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,103,0.9105,1821,42.949293458,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,104,0.9075,1815,43.353581667,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,105,0.9095,1819,43.736408875,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,106,0.9105,1821,44.124328333,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,107,0.9085,1817,44.513369542,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,108,0.9135,1827,44.899177625,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,109,0.9075,1815,45.290448042,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,110,0.914,1828,45.693441167,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,111,0.9045,1809,46.077794417,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,112,0.9105,1821,46.483320208,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,113,0.907,1814,46.875502000000004,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,114,0.913,1826,47.265645542,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,115,0.8995,1799,47.652569667,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,116,0.917,1834,48.057002042,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,117,0.9135,1827,48.442658583000004,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,118,0.9075,1815,48.828656333000005,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,119,0.913,1826,49.220261750000006,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.008,0.04,0.0,0,120,0.915,1830,49.618507333000004,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,1,0.419,838,0.4211628329999968,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,2,0.7195,1439,0.8141225419999998,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,3,0.788,1576,1.2189159579999966,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,4,0.809,1618,1.6123049579999957,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,5,0.8215,1643,2.010632749999999,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,6,0.8445,1689,2.407606207999997,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,7,0.8425,1685,2.8563547919999976,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,8,0.8485,1697,3.2501850419999982,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,9,0.8465,1693,3.643474542,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,10,0.8585,1717,4.112843417000001,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,11,0.866,1732,4.5136992079999985,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,12,0.858,1716,4.9038891669999956,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,13,0.8725,1745,5.289305332999994,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,14,0.868,1736,5.671224291999998,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,15,0.874,1748,6.056659291999999,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,16,0.867,1734,6.436050957999996,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,17,0.873,1746,6.816297667000001,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,18,0.875,1750,7.197257332999996,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,19,0.8785,1757,7.575477874999997,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,20,0.8805,1761,7.9635549999999995,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,21,0.8825,1765,8.353337124999996,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,22,0.8795,1759,8.744317499999994,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,23,0.8845,1769,9.135097416999997,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,24,0.8875,1775,9.526585333,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,25,0.8885,1777,9.917423291999995,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,26,0.8865,1773,10.313649667,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,27,0.8895,1779,10.70321183299999,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,28,0.886,1772,11.088884,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,29,0.8895,1779,11.484462583000003,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,30,0.891,1782,11.874906332999991,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,31,0.8805,1761,12.278565667000002,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,32,0.89,1780,12.654965041999994,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,33,0.891,1782,13.037523583000002,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,34,0.8895,1779,13.423930124999991,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,35,0.885,1770,13.81608220799999,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
7,3,2,9,2,1,3,27,5000,2000,0.01,0.05,0.0,0,36,0.89,1780,14.208822832999992,partial_shared_kernel,18,2,81,9,270,10,390,390,74,854,243,513
