cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1
20,train,4,0,True,True,0.149406,0.143998,0.00540787,0.18458,0.179003,0.184582,0.179004,0.149472,0.144061,True,0.6075125,0.149406,0.143998,0.00540787,True,0.149466,0.144056,0.00541028,True,0.149516,0.144104,0.00541225,True,0.149527,0.144114,0.00541262,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335645,0.335648,1.20186,-0.00560807,0.23948,0.184803,-3.45777e-11
21,train,5,0,True,True,0.131582,0.138613,-0.00703153,0.166215,0.173465,0.166215,0.173466,0.131643,0.138677,False,0.545576875,0.131582,0.138613,-0.00703153,False,0.131638,0.138672,-0.00703411,False,0.131684,0.13872,-0.00703621,False,0.131694,0.13873,-0.00703657,False,0.770114,0.770111,0.608497,0.770114,0.409299,0.234623,0.168272,0.633585,0.335862,0.335868,1.20725,-0.00343035,0.239601,0.191345,-6.04296e-13
22,train,6,0,True,True,0.144057,0.136689,0.00736828,0.179074,0.171478,0.179076,0.171478,0.144123,0.136752,True,0.5987296249999999,0.144057,0.136689,0.00736828,True,0.144117,0.136746,0.00737092,True,0.144167,0.136793,0.00737307,True,0.144177,0.136803,0.00737347,True,0.541098,0.770114,0.770112,0.700955,0.34338,0.770114,0.123952,0.770112,0.335741,0.335749,1.20669,-0.00389296,0.23954,0.187852,-9.51581e-15
23,train,7,0,True,True,0.12817,0.13201,-0.00384009,0.162709,0.166669,0.162709,0.16667,0.128232,0.132074,False,0.47250024999999996,0.12817,0.13201,-0.00384009,False,0.128227,0.132069,-0.00384148,False,0.128274,0.132117,-0.00384262,False,0.128284,0.132127,-0.00384279,False,0.699475,0.770112,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335885,0.335892,1.20734,-0.00332641,0.239621,0.192436,-1.6552e-16
24,train,8,1,True,True,0.0925398,0.0878165,0.00472331,0.121144,0.12601,0.121144,0.12601,0.0878769,0.0926002,True,0.24862142500000003,0.0925398,0.0878165,0.00472331,True,0.0925952,0.0878719,0.00472326,True,0.0926407,0.0879175,0.00472321,True,0.0926504,0.0879273,0.00472305,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336498,0.336524,0.000114176,1.20321,0.224557,0.0217453,0.16488
25,train,9,1,True,True,0.0943562,0.0886115,0.00574471,0.121963,0.127881,0.121963,0.127881,0.0886719,0.0944166,True,0.21884825,0.0943562,0.0886115,0.00574471,True,0.0944116,0.0886669,0.00574473,True,0.0944572,0.0887124,0.00574474,True,0.0944668,0.0887222,0.00574462,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336648,0.336628,1.17609e-05,1.20093,0.00479633,0.000384448,0.0172563
26,train,10,1,True,True,0.112296,0.108838,0.00345736,0.1428,0.146361,0.1428,0.146361,0.1089,0.112357,True,0.433851125,0.112296,0.108838,0.00345736,True,0.112352,0.108895,0.00345739,True,0.112398,0.108941,0.00345742,True,0.112408,0.108951,0.0034573,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335817,0.335841,1.2078,-0.00231031,0.236159,6.79598e-06,0.173142
27,train,11,1,True,True,0.11581,0.109234,0.00657635,0.143209,0.14999,0.143209,0.149991,0.109295,0.115874,True,0.41239950000000003,0.11581,0.109234,0.00657635,True,0.115869,0.10929,0.00657819,True,0.115916,0.109337,0.00657969,True,0.115926,0.109346,0.00657994,True,0.248555,0.648564,0.26177,0.516055,0.770111,0.300008,0.152067,0.402066,0.336041,0.336068,1.20594,-0.000452516,0.233163,1.20134e-07,0.17118
28,train,12,1,True,True,0.0795969,0.0776526,0.00194434,0.110669,0.112672,0.110669,0.112672,0.0777124,0.0796566,True,0.255205325,0.0795969,0.0776526,0.00194434,True,0.0796517,0.0777075,0.00194424,True,0.0796968,0.0777526,0.00194415,True,0.0797066,0.0777626,0.00194401,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336592,0.336654,9.59362e-05,1.20219,0.427797,2.12241e-09,0.409516
29,train,13,1,True,True,0.110552,0.105834,0.00471834,0.139706,0.144565,0.139706,0.144565,0.105895,0.110614,True,0.33974525,0.110552,0.105834,0.00471834,True,0.110609,0.10589,0.00471842,True,0.110655,0.105936,0.00471848,True,0.110664,0.105946,0.00471843,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336281,0.336305,0.000112086,1.20306,0.229303,1.65456e-10,0.168878
30,train,14,1,True,True,0.118107,0.111856,0.00625093,0.145903,0.152339,0.145903,0.152339,0.111917,0.118167,True,0.317540325,0.118107,0.111856,0.00625093,True,0.118163,0.111912,0.00625092,True,0.118208,0.111957,0.00625089,True,0.118217,0.111967,0.00625075,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.336185,0.336211,0.000102052,1.20253,0.233981,-5.43309e-11,0.171876
31,train,15,1,True,True,0.111284,0.103202,0.00808123,0.136995,0.145318,0.136995,0.145318,0.103263,0.111345,True,0.25858512499999997,0.111284,0.103202,0.00808123,True,0.11134,0.103258,0.00808144,True,0.111386,0.103304,0.00808159,True,0.111395,0.103314,0.00808154,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336291,0.336327,0.000107283,1.20263,0.240002,-9.45577e-13,0.211023
32,train,0,0,True,True,0.10392,0.108696,-0.00477556,0.137735,0.142653,0.137735,0.142653,0.103981,0.108757,False,0.411487625,0.10392,0.108696,-0.00477556,False,0.103976,0.108752,-0.00477566,False,0.104022,0.108798,-0.00477573,False,0.104032,0.108808,-0.00477567,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335867,0.33588,1.20774,-0.00267212,0.235304,0.173175,0.019434
33,train,1,0,True,True,0.100228,0.105319,-0.00509066,0.133931,0.139175,0.133931,0.139175,0.100289,0.10538,False,0.40603550000000005,0.100228,0.105319,-0.00509066,False,0.100284,0.105375,-0.00509078,False,0.10033,0.105421,-0.00509086,False,0.10034,0.105431,-0.00509067,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.33582,0.33584,1.20779,-0.00247068,0.375439,0.326586,0.000340636
34,train,2,0,True,True,0.0981711,0.099767,-0.00159585,0.13181,0.133453,0.13181,0.133452,0.0982314,0.0998271,False,0.40227775000000005,0.0981711,0.099767,-0.00159585,False,0.0982265,0.0998222,-0.00159567,False,0.0982719,0.0998674,-0.00159552,False,0.0982819,0.0998773,-0.00159541,False,0.770112,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335735,0.335804,1.20729,-0.0011978,0.234717,0.173209,6.00687e-06
35,train,3,0,True,True,0.120909,0.116552,0.00435645,0.155225,0.15074,0.155225,0.15074,0.120969,0.116613,True,0.50180725,0.120909,0.116552,0.00435645,True,0.120964,0.116608,0.00435639,True,0.12101,0.116654,0.00435633,True,0.12102,0.116664,0.00435628,True,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335506,0.335549,1.20781,-0.00237049,0.239689,0.195058,1.03321e-07
36,train,4,0,True,True,0.12577,0.112088,0.013682,0.160223,0.146135,0.160222,0.146134,0.125829,0.112147,True,0.6075125,0.12577,0.112088,0.013682,True,0.125824,0.112142,0.0136823,True,0.125869,0.112186,0.0136826,True,0.125878,0.112196,0.0136823,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335561,0.335613,1.20779,-0.00215573,0.235337,0.173209,2.56514e-09
37,train,5,0,True,True,0.111299,0.105669,0.00562992,0.145326,0.139528,0.145325,0.139527,0.111359,0.105729,True,0.54557625,0.111299,0.105669,0.00562992,True,0.111354,0.105724,0.00562996,True,0.111399,0.105769,0.00562998,True,0.111408,0.105778,0.00562994,True,0.770112,0.77011,0.608497,0.770112,0.409299,0.234623,0.168272,0.633585,0.335775,0.335862,1.20656,-0.000718886,0.23547,0.173326,4.53435e-11
38,train,6,0,True,True,0.120766,0.103467,0.0172991,0.155072,0.137257,0.155071,0.137256,0.120825,0.103526,True,0.5987292500000001,0.120766,0.103467,0.0172991,True,0.12082,0.103521,0.0172995,True,0.120865,0.103565,0.0172998,True,0.120874,0.103575,0.0172996,True,0.541098,0.770113,0.770111,0.700955,0.34338,0.770113,0.123952,0.770112,0.335649,0.335761,1.20666,-0.000765842,0.239691,0.195309,7.92072e-13
39,train,7,0,True,True,0.108516,0.0994435,0.00907225,0.142464,0.13312,0.142464,0.13312,0.108576,0.0995037,True,0.4725,0.108516,0.0994435,0.00907225,True,0.108571,0.0994988,0.00907246,True,0.108617,0.0995442,0.00907261,True,0.108627,0.099554,0.00907258,True,0.699475,0.77011,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335803,0.335944,1.20511,-0.000111297,0.240127,0.219072,1.37943e-14
40,train,8,1,True,True,0.0873742,0.0845768,0.00279735,0.117806,0.120687,0.117806,0.120687,0.0846372,0.0874343,True,0.24862142500000003,0.0873742,0.0845768,0.00279735,True,0.0874294,0.0846322,0.00279716,True,0.0874747,0.0846777,0.00279701,True,0.0874844,0.0846876,0.00279684,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336468,0.336566,1.20098,1.31592e-05,0.23427,0.0200002,0.172177
41,train,9,1,True,True,0.0859762,0.0837101,0.00226608,0.116913,0.119246,0.116912,0.119246,0.0837703,0.0860361,True,0.21884825,0.0859762,0.0837101,0.00226608,True,0.0860312,0.0837654,0.00226584,True,0.0860764,0.0838107,0.00226566,True,0.086086,0.0838205,0.00226554,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.337747,0.337836,1.20117,2.65409e-05,0.427652,0.000345672,0.401815
42,train,10,1,True,True,0.0956359,0.0936063,0.00202961,0.12711,0.129201,0.12711,0.129201,0.093667,0.0956966,True,0.433851125,0.0956359,0.0936063,0.00202961,True,0.0956916,0.093662,0.00202955,True,0.0957373,0.0937078,0.00202951,True,0.0957474,0.093718,0.0020294,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335832,0.33588,1.20743,-0.00137784,0.234036,6.1103e-06,0.172813
43,train,11,1,True,True,0.0989339,0.0940093,0.00492456,0.127524,0.132596,0.127523,0.132595,0.0940697,0.0989942,True,0.41239962500000005,0.0989339,0.0940093,0.00492456,True,0.0989893,0.0940648,0.00492449,True,0.0990347,0.0941103,0.00492442,True,0.0990444,0.0941201,0.00492428,True,0.248555,0.648564,0.26177,0.516055,0.770112,0.300008,0.152067,0.402066,0.33605,0.336099,1.2032,0.000106908,0.415644,1.06716e-07,0.355957
44,train,12,1,True,True,0.0761404,0.0732081,0.00293227,0.106087,0.109108,0.106087,0.109108,0.0732676,0.0761996,True,0.255205325,0.0761404,0.0732081,0.00293227,True,0.0761947,0.0732627,0.00293202,True,0.0762394,0.0733076,0.00293184,True,0.0762492,0.0733175,0.00293164,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336725,0.336762,0.000119324,1.203,0.21805,1.88418e-09,0.161374
45,train,13,1,True,True,0.0960696,0.0883606,0.00770896,0.121705,0.129648,0.121705,0.129648,0.0884212,0.0961304,True,0.33974525,0.0960696,0.0883606,0.00770896,True,0.0961254,0.0884162,0.00770921,True,0.0961712,0.0884618,0.00770939,True,0.096181,0.0884718,0.00770924,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336337,0.336398,8.92815e-05,1.20216,0.37573,4.30302e-11,0.326788
46,train,14,1,True,True,0.100518,0.0868917,0.0136258,0.120187,0.134225,0.120187,0.134225,0.0869513,0.100578,True,0.317540325,0.100518,0.0868917,0.0136258,True,0.100573,0.0869464,0.0136262,True,0.100618,0.0869913,0.0136265,True,0.100627,0.0870012,0.0136263,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.33619,0.336038,6.38223e-05,1.20404,0.239124,-3.88793e-12,0.191521
47,train,15,1,True,True,0.10107,0.0829853,0.0180844,0.116165,0.134798,0.116165,0.134798,0.0830453,0.10113,True,0.25858512499999997,0.10107,0.0829853,0.0180844,True,0.101125,0.0830404,0.0180851,True,0.101171,0.0830856,0.0180857,True,0.101181,0.0830955,0.0180855,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.33669,0.336395,9.12732e-06,1.20088,0.00510749,-6.87258e-14,0.0172563
48,train,0,0,True,True,0.0831107,0.0886902,-0.00557951,0.116296,0.122045,0.116296,0.122045,0.0831711,0.0887507,False,0.411487625,0.0831107,0.0886902,-0.00557951,False,0.0831661,0.0887457,-0.00557963,False,0.0832116,0.0887913,-0.00557972,False,0.0832217,0.0888013,-0.00557959,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.336127,0.336037,9.54816e-05,1.20239,0.427704,0.405146,0.0183881
49,train,1,0,True,True,0.0841293,0.0790024,0.00512696,0.117345,0.11206,0.117345,0.11206,0.0841897,0.0790621,True,0.40603550000000005,0.0841293,0.0790024,0.00512696,True,0.0841848,0.0790572,0.00512753,True,0.0842303,0.0791023,0.00512796,True,0.0842404,0.0791123,0.00512807,True,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.336056,0.336354,1.20112,1.87855e-05,0.42769,0.403999,-7.88971e-05
50,train,2,0,True,True,0.0829176,0.0692896,0.013628,0.116095,0.10204,0.116095,0.10204,0.0829776,0.0693472,True,0.402278125,0.0829176,0.0692896,0.013628,True,0.0829727,0.0693425,0.0136302,True,0.0830179,0.0693861,0.0136318,True,0.083028,0.069396,0.013632,True,0.770115,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335949,0.336717,1.20084,6.75451e-06,0.0094975,0.0172563,-1.39466e-06
51,train,3,0,True,True,0.0930718,0.0837163,0.00935557,0.126557,0.116917,0.126557,0.116917,0.0931321,0.0837761,True,0.501807125,0.0930718,0.0837163,0.00935557,True,0.0931272,0.0837712,0.00935602,True,0.0931726,0.0838162,0.00935634,True,0.0931826,0.0838264,0.00935619,True,0.432994,0.770114,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335715,0.336104,1.20181,6.3737e-05,0.166651,0.13226,-2.46535e-08
52,train,4,0,True,True,0.0932261,0.0726443,0.0205818,0.126712,0.105494,0.126711,0.105493,0.0932855,0.0727013,True,0.6075119999999998,0.0932261,0.0726443,0.0205818,True,0.0932806,0.0726966,0.020584,True,0.0933253,0.0727397,0.0205856,True,0.0933352,0.0727497,0.0205855,True,0.608103,0.770114,0.770114,0.645065,0.08,0.770114,0.446472,0.770114,0.335802,0.336466,1.20098,1.18176e-05,0.00355944,0.0172563,-4.35797e-10
53,train,5,0,True,True,0.0830325,0.0706541,0.0123783,0.11621,0.103445,0.11621,0.103445,0.0830918,0.0707116,True,0.54557725,0.0830325,0.0706541,0.0123783,True,0.0830869,0.0707069,0.0123801,True,0.0831317,0.0707504,0.0123813,True,0.0831416,0.0707602,0.0123814,True,0.770115,0.770112,0.608497,0.770115,0.409299,0.234623,0.168272,0.633585,0.33611,0.336699,1.20085,7.55992e-06,7.60242e-05,0.0172563,-7.70356e-12
54,train,6,0,True,True,0.0897108,0.0696208,0.0200901,0.12309,0.102376,0.12309,0.102375,0.0897701,0.0696773,True,0.59872975,0.0897108,0.0696208,0.0200901,True,0.0897653,0.0696727,0.0200926,True,0.0898099,0.0697155,0.0200945,True,0.0898198,0.0697252,0.0200945,True,0.541098,0.770114,0.770112,0.700955,0.34338,0.770114,0.123952,0.770113,0.335927,0.336706,1.20084,6.94338e-06,1.6237e-06,0.0172563,-1.36175e-13
55,train,7,0,True,True,0.0815848,0.0721424,0.00944231,0.114721,0.104983,0.114721,0.104983,0.0816446,0.0722008,True,0.472500375,0.0815848,0.0721424,0.00944231,True,0.0816397,0.072196,0.00944369,True,0.0816847,0.07224,0.0094447,True,0.0816947,0.0722499,0.0094448,True,0.699475,0.770113,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.336239,0.336764,1.20083,6.93139e-06,3.46666e-08,0.0172563,-2.40716e-15
56,train,8,1,True,True,0.0812057,0.0734508,0.00775492,0.106339,0.11433,0.106339,0.11433,0.0735105,0.0812655,True,0.24862142500000003,0.0812057,0.0734508,0.00775492,True,0.0812606,0.0735056,0.00775502,True,0.0813057,0.0735506,0.00775509,True,0.0813154,0.0735606,0.00775488,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336903,0.336797,1.2012,3.08861e-05,0.203259,0.0177235,0.151806
57,train,9,1,True,True,0.070402,0.0690882,0.00131381,0.101839,0.103187,0.101839,0.103187,0.0691471,0.0704598,True,0.21884825,0.070402,0.0690882,0.00131381,True,0.070455,0.0691423,0.00131272,True,0.0704987,0.0691868,0.0013119,True,0.0705082,0.0691966,0.00131165,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.337522,0.337713,2.38136e-05,1.20099,0.534517,0.000313088,0.518924
58,train,10,1,True,True,0.0802075,0.0722028,0.00800473,0.105053,0.113303,0.105053,0.113303,0.0722625,0.0802675,True,0.433851125,0.0802075,0.0722028,0.00800473,True,0.0802626,0.0722576,0.00800498,True,0.0803079,0.0723027,0.00800516,True,0.0803179,0.072313,0.00800496,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.336492,0.336374,1.48312e-05,1.20102,0.0121601,5.53446e-06,0.0172563
59,train,11,1,True,True,0.0813701,0.0700374,0.0113327,0.102818,0.114499,0.102818,0.114499,0.0700966,0.0814298,True,0.41240000000000004,0.0813701,0.0700374,0.0113327,True,0.0814249,0.0700917,0.0113332,True,0.0814699,0.0701364,0.0113335,True,0.0814797,0.0701465,0.0113332,True,0.248555,0.648564,0.26177,0.516055,0.770115,0.300008,0.152067,0.402066,0.336694,0.336523,9.27223e-06,1.20089,0.427744,9.77764e-08,0.407211
