cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
16,initial_eval,16,0,False,False,0.290198,0.290383,-0.000185451,0.329288,0.329477,0.329266,0.329455,0.290434,0.290618,False,0.30304525,0.290198,0.290383,-0.000185451,False,0.290313,0.290498,-0.000185168,False,0.290389,0.290574,-0.000185008,False,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.0011577,0.00115696,7.76472e-10,1.2,,,,,,,,,
17,initial_eval,17,0,False,False,0.290215,0.290401,-0.000186522,0.329308,0.329498,0.329287,0.329477,0.290453,0.290638,False,0.48927899999999996,0.290215,0.290401,-0.000186522,False,0.290331,0.290517,-0.000185922,False,0.290408,0.290594,-0.000185584,False,0.640951,0.717267,0.770108,0.685167,0.108697,0.284195,0.178522,0.529325,0.00115762,0.00115688,1.2,7.76472e-10,,,,,,,,,
18,initial_eval,18,0,False,False,0.29022,0.290406,-0.00018584,0.329314,0.329503,0.329292,0.329482,0.290458,0.290643,False,0.6504165000000001,0.29022,0.290406,-0.00018584,False,0.290336,0.290522,-0.000185572,False,0.290413,0.290599,-0.000185421,False,0.396961,0.770114,0.770115,0.710292,0.629719,0.710614,0.445404,0.770113,0.0011576,0.00115686,1.2,7.76472e-10,,,,,,,,,
19,initial_eval,19,0,False,False,0.29021,0.290396,-0.000185989,0.329304,0.329493,0.329283,0.329472,0.290448,0.290633,False,0.5311495,0.29021,0.290396,-0.000185989,False,0.290326,0.290512,-0.000185412,False,0.290404,0.290589,-0.000185088,False,0.770109,0.613438,0.73708,0.770109,0.288301,0.178341,0.121709,0.770109,0.00115763,0.0011569,1.2,7.76472e-10,,,,,,,,,
20,initial_eval,20,0,False,False,0.290211,0.290393,-0.000182709,0.329303,0.329492,0.329281,0.32947,0.290448,0.290631,False,0.5292487499999999,0.290211,0.290393,-0.000182709,False,0.290326,0.29051,-0.000183092,False,0.290403,0.290587,-0.000183306,False,0.75562,0.482195,0.633557,0.770114,0.106731,0.619649,0.159538,0.706586,0.00115764,0.00115691,1.2,7.76472e-10,,,,,,,,,
21,initial_eval,21,0,False,False,0.2902,0.290383,-0.00018369,0.329292,0.329482,0.32927,0.32946,0.290437,0.290621,False,0.3978995,0.2902,0.290383,-0.00018369,False,0.290316,0.2905,-0.000184096,False,0.290393,0.290577,-0.000184322,False,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.00115768,0.00115694,7.76472e-10,1.2,,,,,,,,,
22,initial_eval,22,0,False,False,0.29019,0.290372,-0.000182088,0.329279,0.329468,0.329258,0.329447,0.290426,0.290609,False,0.512519625,0.29019,0.290372,-0.000182088,False,0.290305,0.290488,-0.000182723,False,0.290382,0.290565,-0.000183078,False,0.572917,0.476237,0.588594,0.770109,0.330766,0.770109,0.260624,0.330801,0.00115773,0.001157,1.2,7.76472e-10,,,,,,,,,
23,initial_eval,23,0,False,False,0.290199,0.290387,-0.000187499,0.329295,0.329484,0.329273,0.329463,0.290439,0.290624,False,0.493213875,0.290199,0.290387,-0.000187499,False,0.290316,0.290503,-0.000186431,False,0.290394,0.29058,-0.000185832,False,0.77011,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.00115767,0.00115693,7.76472e-10,1.2,,,,,,,,,
24,initial_eval,24,0,False,False,0.29018,0.286432,0.00374816,0.32927,0.325432,0.329249,0.325412,0.290416,0.286675,True,0.35681999999999997,0.29018,0.286432,0.00374816,True,0.290295,0.286551,0.0037446,True,0.290372,0.28663,0.00374249,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00115776,0.00117284,1.2,7.76472e-10,,,,,,,,,
25,initial_eval,25,0,False,False,0.290187,0.29037,-0.000182788,0.329277,0.329466,0.329256,0.329444,0.290423,0.290607,False,0.5605720000000001,0.290187,0.29037,-0.000182788,False,0.290302,0.290486,-0.000183181,False,0.290379,0.290562,-0.000183401,False,0.50609,0.566316,0.698648,0.753646,0.289464,0.77011,0.251963,0.648339,0.00115774,0.001157,1.2,7.76472e-10,,,,,,,,,
26,initial_eval,26,0,False,False,0.290186,0.290376,-0.000189479,0.32928,0.329471,0.329259,0.329449,0.290425,0.290612,False,0.5604003750000001,0.290186,0.290376,-0.000189479,False,0.290303,0.290491,-0.000188215,False,0.29038,0.290568,-0.000187505,False,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.00115773,0.00115699,1.2,7.76472e-10,,,,,,,,,
27,initial_eval,27,0,False,False,0.290183,0.29037,-0.000186886,0.329277,0.329467,0.329255,0.329445,0.290421,0.290607,False,0.5420527500000001,0.290183,0.29037,-0.000186886,False,0.290299,0.290486,-0.000186273,False,0.290377,0.290563,-0.000185929,False,0.770112,0.770114,0.770114,0.770114,0.241903,0.12439,0.119561,0.770114,0.00115774,0.001157,1.2,7.76472e-10,,,,,,,,,
28,initial_eval,28,0,False,False,0.290172,0.286862,0.00331008,0.329266,0.325851,0.329245,0.32583,0.290411,0.28709,True,0.36707737499999993,0.290172,0.286862,0.00331008,True,0.290289,0.286973,0.00331583,True,0.290366,0.287047,0.00331906,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00115778,0.00117118,7.76472e-10,1.2,,,,,,,,,
29,initial_eval,29,0,False,False,0.290174,0.290353,-0.000179301,0.329267,0.329449,0.329246,0.329428,0.290412,0.29059,False,0.36093624999999996,0.290174,0.290353,-0.000179301,False,0.29029,0.290469,-0.000178614,False,0.290368,0.290546,-0.000178222,False,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.00115778,0.00115707,7.76472e-10,1.2,,,,,,,,,
30,initial_eval,30,0,False,False,0.290169,0.290355,-0.000186413,0.32926,0.32945,0.329239,0.329428,0.290406,0.290591,False,0.4866560000000001,0.290169,0.290355,-0.000186413,False,0.290285,0.29047,-0.000185808,False,0.290362,0.290547,-0.000185465,False,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.0011578,0.00115707,1.2,7.76472e-10,,,,,,,,,
31,initial_eval,31,0,False,False,0.28327,0.287743,-0.00447356,0.322178,0.326764,0.322157,0.326743,0.283508,0.287977,False,0.315127875,0.28327,0.287743,-0.00447356,False,0.283386,0.287857,-0.00447121,False,0.283463,0.287933,-0.00446978,False,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00118595,0.00116757,1.2,7.76472e-10,,,,,,,,,
32,initial_eval,32,1,False,False,0.290346,0.290156,0.000189841,0.32925,0.329441,0.329229,0.32942,0.290394,0.290581,True,0.3103241375,0.290346,0.290156,0.000189841,True,0.290461,0.290273,0.000188349,True,0.290538,0.290351,0.000187511,True,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.00115784,0.0011571,7.76472e-10,1.2,,,,,,,,,
33,initial_eval,33,1,False,False,0.2864,0.28326,0.00313974,0.322185,0.325406,0.322166,0.325386,0.283508,0.286646,True,0.2686391125,0.2864,0.28326,0.00313974,True,0.286521,0.283382,0.00313881,True,0.286601,0.283463,0.00313826,True,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.00118592,0.00117295,7.76472e-10,1.2,,,,,,,,,
34,initial_eval,34,1,False,False,0.290337,0.290151,0.000185793,0.329245,0.329435,0.329224,0.329413,0.290389,0.290574,True,0.247402075,0.290337,0.290151,0.000185793,True,0.290454,0.290268,0.000185472,True,0.290531,0.290346,0.000185291,True,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00115786,0.00115713,1.2,7.76472e-10,,,,,,,,,
35,initial_eval,35,1,False,False,0.286422,0.283267,0.00315446,0.322194,0.325424,0.322175,0.325404,0.283516,0.286665,True,0.28502317499999996,0.286422,0.283267,0.00315446,True,0.286541,0.28339,0.00315138,True,0.286621,0.283471,0.00314962,True,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00118588,0.00117288,1.2,7.76472e-10,,,,,,,,,
36,initial_eval,36,1,False,False,0.290337,0.290154,0.000182645,0.329245,0.329434,0.329224,0.329413,0.29039,0.290574,True,0.466907275,0.290337,0.290154,0.000182645,True,0.290453,0.29027,0.000183147,True,0.29053,0.290347,0.000183426,True,0.16197,0.684524,0.770107,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00115786,0.00115713,1.2,7.76472e-10,,,,,,,,,
37,initial_eval,37,1,False,False,0.290335,0.290149,0.000185441,0.329243,0.329432,0.329222,0.329411,0.290387,0.290572,True,0.335891,0.290335,0.290149,0.000185441,True,0.290451,0.290266,0.000185153,True,0.290529,0.290344,0.000184991,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.00115787,0.00115714,7.76472e-10,1.2,,,,,,,,,
38,initial_eval,38,1,False,False,0.287736,0.290136,-0.00240027,0.329228,0.326758,0.329206,0.326737,0.290373,0.287969,False,0.382305125,0.287736,0.290136,-0.00240027,False,0.28785,0.290252,-0.00240216,False,0.287926,0.29033,-0.00240321,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.00115793,0.00116759,7.76472e-10,1.2,,,,,,,,,
39,initial_eval,39,1,False,False,0.286402,0.283256,0.00314611,0.322185,0.325414,0.322166,0.325394,0.283506,0.286652,True,0.20175882499999997,0.286402,0.283256,0.00314611,True,0.286525,0.283379,0.00314586,True,0.286606,0.283461,0.00314549,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00118592,0.00117292,1.2,7.76472e-10,,,,,,,,,
40,initial_eval,40,1,False,False,0.286393,0.290119,-0.00372563,0.32921,0.325402,0.329189,0.325382,0.290356,0.286641,False,0.21241474999999999,0.286393,0.290119,-0.00372563,False,0.286515,0.290235,-0.00372,False,0.286596,0.290312,-0.00371675,False,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.001158,0.00117297,7.76472e-10,1.2,,,,,,,,,
41,initial_eval,41,1,False,False,0.287712,0.283507,0.00420455,0.322404,0.32673,0.322383,0.326709,0.283733,0.287943,True,0.24675849999999996,0.287712,0.283507,0.00420455,True,0.287825,0.283617,0.00420767,True,0.287901,0.283691,0.00420941,True,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00118503,0.00116771,7.76472e-10,1.2,,,,,,,,,
42,initial_eval,42,1,False,False,0.286389,0.283243,0.00314583,0.322167,0.325396,0.322147,0.325376,0.28349,0.286636,True,0.18587850000000003,0.286389,0.283243,0.00314583,True,0.286511,0.283365,0.00314566,True,0.286591,0.283445,0.00314555,True,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.00118599,0.00117299,7.76472e-10,1.2,,,,,,,,,
43,initial_eval,43,1,False,False,0.287722,0.283264,0.00445735,0.322178,0.326742,0.322158,0.326721,0.283505,0.287954,True,0.27282999999999996,0.287722,0.283264,0.00445735,True,0.287835,0.283383,0.0044529,True,0.287911,0.283461,0.00445028,True,0.11078,0.257738,0.13034,0.399908,0.770115,0.240898,0.097806,0.175055,0.00118595,0.00116766,1.2,7.76472e-10,,,,,,,,,
44,initial_eval,44,1,False,False,0.287715,0.28326,0.00445444,0.322173,0.326734,0.322153,0.326712,0.2835,0.287946,True,0.32688025,0.287715,0.28326,0.00445444,True,0.287828,0.283378,0.00445001,True,0.287904,0.283456,0.00444739,True,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00118597,0.00116769,7.76472e-10,1.2,,,,,,,,,
45,initial_eval,45,1,False,False,0.286393,0.283247,0.00314647,0.32217,0.3254,0.322148,0.325378,0.283492,0.286638,True,0.16899925000000002,0.286393,0.283247,0.00314647,True,0.286514,0.283368,0.00314636,True,0.286594,0.283448,0.00314612,True,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.00118599,0.00117298,7.76472e-10,1.2,,,,,,,,,
46,initial_eval,46,1,False,False,0.287695,0.287505,0.000190416,0.326523,0.326713,0.326502,0.326692,0.287739,0.287926,True,0.31425375,0.287695,0.287505,0.000190416,True,0.287808,0.28762,0.000188601,True,0.287884,0.287696,0.000187577,True,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00116852,0.00116777,1.2,7.76472e-10,,,,,,,,,
47,initial_eval,47,1,False,False,0.287712,0.283262,0.00444968,0.322175,0.326731,0.322155,0.326709,0.283502,0.287943,True,0.2682082,0.287712,0.283262,0.00444968,True,0.287825,0.28338,0.0044452,True,0.287901,0.283458,0.00444259,True,0.162354,0.228891,0.0978166,0.426085,0.770112,0.161678,0.13612,0.162609,0.00118596,0.0011677,1.2,7.76472e-10,,,,,,,,,
48,initial_eval,48,1,False,False,0.287692,0.283244,0.00444797,0.322155,0.32671,0.322135,0.326689,0.283483,0.287923,True,0.253805,0.287692,0.283244,0.00444797,True,0.287805,0.283361,0.0044439,True,0.287881,0.283439,0.00444151,True,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00118604,0.00116778,1.2,7.76472e-10,,,,,,,,,
49,initial_eval,49,1,False,False,0.29029,0.287516,0.00277422,0.326536,0.329384,0.326515,0.329363,0.287752,0.290526,True,0.4932435,0.29029,0.287516,0.00277422,True,0.290406,0.287632,0.00277421,True,0.290483,0.287709,0.00277419,True,0.437398,0.585711,0.328765,0.48025,0.766049,0.770109,0.148938,0.428728,0.00116847,0.00115732,1.2,7.76472e-10,,,,,,,,,
50,initial_eval,50,1,False,False,0.290285,0.2901,0.000184761,0.329192,0.329381,0.329171,0.32936,0.290338,0.290522,True,0.25741375,0.290285,0.2901,0.000184761,True,0.290401,0.290217,0.000184644,True,0.290479,0.290294,0.000184577,True,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.00115807,0.00115733,1.2,7.76472e-10,,,,,,,,,
51,initial_eval,51,1,False,False,0.287697,0.283255,0.00444192,0.322169,0.326717,0.322147,0.326693,0.283495,0.287928,True,0.208235925,0.287697,0.283255,0.00444192,True,0.28781,0.283373,0.00443745,True,0.287886,0.283451,0.00443485,True,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.00118599,0.00116777,7.76472e-10,1.2,,,,,,,,,
52,initial_eval,52,1,False,False,0.28637,0.283225,0.0031457,0.322148,0.325377,0.322128,0.325356,0.283472,0.286617,True,0.19452275,0.28637,0.283225,0.0031457,True,0.286492,0.283346,0.00314554,True,0.286572,0.283427,0.00314542,True,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.00118607,0.00117307,1.2,7.76472e-10,,,,,,,,,
53,initial_eval,53,1,False,False,0.286381,0.283224,0.00315762,0.322144,0.325373,0.322124,0.325353,0.283469,0.286618,True,0.36896112499999995,0.286381,0.283224,0.00315762,True,0.286498,0.283344,0.00315341,True,0.286575,0.283424,0.00315101,True,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.00118609,0.00117308,1.2,7.76472e-10,,,,,,,,,
54,initial_eval,54,1,False,False,0.290267,0.290082,0.000185132,0.329174,0.329364,0.329153,0.329342,0.29032,0.290505,True,0.2491034375,0.290267,0.290082,0.000185132,True,0.290384,0.290199,0.000184946,True,0.290461,0.290277,0.000184841,True,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.00115814,0.0011574,7.76472e-10,1.2,,,,,,,,,
55,initial_eval,55,1,False,False,0.290258,0.290072,0.000185685,0.329161,0.329351,0.32914,0.32933,0.290308,0.290494,True,0.288436375,0.290258,0.290072,0.000185685,True,0.290374,0.290188,0.000185394,True,0.29045,0.290265,0.00018523,True,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.00115819,0.00115745,1.2,7.76472e-10,,,,,,,,,
56,initial_eval,56,1,False,False,0.290259,0.290071,0.000188202,0.329161,0.329351,0.329139,0.329329,0.290308,0.290494,True,0.3319903,0.290259,0.290071,0.000188202,True,0.290374,0.290187,0.000187123,True,0.290451,0.290264,0.000186517,True,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.00115819,0.00115745,1.2,7.76472e-10,,,,,,,,,
57,initial_eval,57,1,False,False,0.290257,0.290062,0.000194491,0.329151,0.329348,0.32913,0.329327,0.290298,0.290491,True,0.36300319999999997,0.290257,0.290062,0.000194491,True,0.290372,0.290178,0.000193695,True,0.290448,0.290255,0.000193252,True,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.00115823,0.00115746,7.76472e-10,1.2,,,,,,,,,
58,initial_eval,58,1,False,False,0.290254,0.290066,0.00018821,0.329157,0.329347,0.329136,0.329326,0.290304,0.29049,True,0.30504495000000004,0.290254,0.290066,0.00018821,True,0.29037,0.290183,0.000187117,True,0.290447,0.29026,0.000186503,True,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.0011582,0.00115747,7.76472e-10,1.2,,,,,,,,,
59,initial_eval,59,1,False,False,0.287666,0.283237,0.00442917,0.322151,0.326685,0.32213,0.326663,0.283477,0.287898,True,0.235791625,0.287666,0.283237,0.00442917,True,0.287779,0.283355,0.00442454,True,0.287855,0.283433,0.00442183,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.00118606,0.00116789,1.2,7.76472e-10,,,,,,,,,
60,initial_eval,60,1,False,False,0.286365,0.283219,0.00314561,0.322144,0.325373,0.322124,0.325353,0.283467,0.286612,True,0.1511760125,0.286365,0.283219,0.00314561,True,0.286487,0.283341,0.00314543,True,0.286567,0.283422,0.0031453,True,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.00118609,0.00117308,1.2,7.76472e-10,,,,,,,,,
61,initial_eval,61,1,False,False,0.286358,0.283212,0.0031456,0.322134,0.325363,0.322113,0.325341,0.283458,0.286603,True,0.19387995,0.286358,0.283212,0.0031456,True,0.286479,0.283333,0.00314543,True,0.286558,0.283413,0.00314531,True,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.00118613,0.00117313,7.76472e-10,1.2,,,,,,,,,
62,initial_eval,62,1,False,False,0.290242,0.290054,0.000188429,0.329145,0.329334,0.329123,0.329313,0.290291,0.290477,True,0.282842625,0.290242,0.290054,0.000188429,True,0.290358,0.29017,0.000187284,True,0.290434,0.290248,0.00018671,True,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.00115825,0.00115752,7.76472e-10,1.2,,,,,,,,,
63,initial_eval,63,1,False,False,0.287646,0.283222,0.00442333,0.322134,0.326662,0.322114,0.326641,0.283462,0.287877,True,0.33162787499999996,0.287646,0.283222,0.00442333,True,0.287759,0.28334,0.0044188,True,0.287835,0.283418,0.00441613,True,0.306762,0.236775,0.145135,0.56106,0.770107,0.239122,0.139169,0.254893,0.00118613,0.00116797,1.2,7.76472e-10,,,,,,,,,
64,train,0,0,True,True,0.290056,0.290242,-0.00018643,0.329148,0.329337,0.329126,0.329316,0.290294,0.290479,False,0.44785974999999995,0.290056,0.290242,-0.00018643,False,0.290173,0.290359,-0.00018583,False,0.290251,0.290436,-0.000185494,False,0.741245,0.57729,0.633202,0.77011,0.107267,0.142146,0.109099,0.502519,0.00115824,0.0011575,0.542648,0.547714,0.0214703,1.04306,1.04386,-0.000185433,9.96654e-07,2.01102e-06,9.94818e-07,2.01102e-06,2.8361e-06
65,train,1,0,True,True,0.290046,0.290231,-0.000185608,0.329136,0.329325,0.329114,0.329304,0.290283,0.290468,False,0.383877,0.290046,0.290231,-0.000185608,False,0.290162,0.290347,-0.000185224,False,0.29024,0.290425,-0.000185007,False,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.00115829,0.00115755,0.542651,0.547711,0.00873139,1.04386,1.04386,-0.000184968,6.39732e-07,2.011e-06,9.94814e-07,2.011e-06,2.83609e-06
