cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
10,initial_eval,10,0,False,False,0.179467,0.17965,-0.000182964,0.21553,0.215719,0.215518,0.215706,0.179713,0.179896,False,0.34533500000000006,0.179467,0.17965,-0.000182964,False,0.179586,0.179769,-0.000183135,False,0.179666,0.179849,-0.00018323,False,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00187221,0.00187029,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
11,initial_eval,11,0,False,False,0.179465,0.179648,-0.000182649,0.215527,0.215716,0.215514,0.215703,0.17971,0.179893,False,0.40108024999999997,0.179465,0.179648,-0.000182649,False,0.179584,0.179767,-0.000182915,False,0.179663,0.179846,-0.000183063,False,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.00187224,0.00187032,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
12,initial_eval,12,0,False,False,0.179466,0.17965,-0.000183445,0.21553,0.215719,0.215517,0.215706,0.179712,0.179896,False,0.49262754999999997,0.179466,0.17965,-0.000183445,False,0.179585,0.179769,-0.000183619,False,0.179665,0.179849,-0.000183713,False,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00187221,0.00187029,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
13,initial_eval,13,0,False,False,0.179453,0.179643,-0.000190533,0.215517,0.215712,0.215504,0.215699,0.179699,0.179889,False,0.41943698749999997,0.179453,0.179643,-0.000190533,False,0.179572,0.179762,-0.000190151,False,0.179652,0.179842,-0.00018995,False,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00187234,0.00187036,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
14,initial_eval,14,0,False,False,0.17946,0.179644,-0.000184864,0.215523,0.215712,0.21551,0.215699,0.179705,0.179889,False,0.5126675,0.17946,0.179644,-0.000184864,False,0.179579,0.179763,-0.000184477,False,0.179658,0.179843,-0.000184257,False,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00187228,0.00187036,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
15,initial_eval,15,0,False,False,0.179452,0.179638,-0.000186345,0.215517,0.215706,0.215504,0.215693,0.179699,0.179884,False,0.456683375,0.179452,0.179638,-0.000186345,False,0.179572,0.179757,-0.000185542,False,0.179652,0.179837,-0.000185087,False,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00187234,0.00187042,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
16,initial_eval,16,0,False,False,0.179442,0.17963,-0.00018778,0.215505,0.215694,0.215492,0.215681,0.179688,0.179873,False,0.30304525,0.179442,0.17963,-0.00018778,False,0.179561,0.179748,-0.000186505,False,0.179641,0.179827,-0.000185785,False,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.00187247,0.00187054,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
17,initial_eval,17,0,False,False,0.179453,0.179636,-0.000182838,0.215515,0.215704,0.215502,0.215691,0.179698,0.179881,False,0.489279625,0.179453,0.179636,-0.000182838,False,0.179572,0.179755,-0.000183069,False,0.179651,0.179835,-0.000183197,False,0.640951,0.717267,0.770113,0.685167,0.108697,0.284195,0.178522,0.529325,0.00187236,0.00187044,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
18,initial_eval,18,0,False,False,0.179452,0.179638,-0.00018526,0.215516,0.215705,0.215503,0.215693,0.179698,0.179883,False,0.65041625,0.179452,0.179638,-0.00018526,False,0.179572,0.179756,-0.000184859,False,0.179651,0.179836,-0.000184632,False,0.396961,0.770114,0.770114,0.710292,0.629719,0.710614,0.445404,0.770112,0.00187235,0.00187043,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
19,initial_eval,19,0,False,False,0.179445,0.179632,-0.000187381,0.215509,0.215698,0.215497,0.215686,0.179692,0.179877,False,0.531151625,0.179445,0.179632,-0.000187381,False,0.179565,0.179751,-0.000186107,False,0.179645,0.17983,-0.00018539,False,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.00187242,0.0018705,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
20,initial_eval,20,0,False,False,0.179444,0.179627,-0.000182146,0.215507,0.215695,0.215494,0.215682,0.17969,0.179873,False,0.5292487499999999,0.179444,0.179627,-0.000182146,False,0.179563,0.179746,-0.000182433,False,0.179643,0.179826,-0.000182594,False,0.75562,0.482195,0.633557,0.770114,0.106731,0.619649,0.159538,0.706586,0.00187244,0.00187053,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
21,initial_eval,21,0,False,False,0.179439,0.179623,-0.000183329,0.215501,0.215691,0.215489,0.215678,0.179685,0.179868,False,0.3978995,0.179439,0.179623,-0.000183329,False,0.179558,0.179742,-0.000183536,False,0.179638,0.179822,-0.00018365,False,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.0018725,0.00187058,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
22,initial_eval,22,0,False,False,0.179441,0.179625,-0.000184458,0.215504,0.215693,0.215492,0.21568,0.179687,0.179871,False,0.5125206250000001,0.179441,0.179625,-0.000184458,False,0.17956,0.179744,-0.000184128,False,0.17964,0.179824,-0.000183943,False,0.572917,0.476237,0.588594,0.770113,0.330766,0.770113,0.260624,0.330801,0.00187247,0.00187055,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
23,initial_eval,23,0,False,False,0.179432,0.179619,-0.000187557,0.215496,0.215685,0.215483,0.215672,0.179679,0.179864,False,0.493213,0.179432,0.179619,-0.000187557,False,0.179552,0.179738,-0.00018621,False,0.179632,0.179817,-0.00018545,False,0.770103,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.00187255,0.00187063,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
24,initial_eval,24,0,False,False,0.179433,0.179616,-0.000183497,0.215495,0.215684,0.215483,0.215671,0.179678,0.179862,False,0.35681999999999997,0.179433,0.179616,-0.000183497,False,0.179552,0.179735,-0.000183345,False,0.179632,0.179815,-0.00018326,False,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00187256,0.00187065,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
25,initial_eval,25,0,False,False,0.179434,0.179618,-0.00018437,0.215497,0.215685,0.215484,0.215673,0.17968,0.179864,False,0.560572625,0.179434,0.179618,-0.00018437,False,0.179553,0.179737,-0.000184038,False,0.179633,0.179817,-0.00018385,False,0.50609,0.566316,0.698648,0.753646,0.289464,0.770115,0.251963,0.648339,0.00187255,0.00187063,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
26,initial_eval,26,0,False,False,0.179422,0.179611,-0.000188988,0.215486,0.215676,0.215473,0.215663,0.179668,0.179855,False,0.56040025,0.179422,0.179611,-0.000188988,False,0.179542,0.179729,-0.000187544,False,0.179622,0.179808,-0.000186728,False,0.436849,0.770112,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.00187266,0.00187073,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
27,initial_eval,27,0,False,False,0.17942,0.179607,-0.000186526,0.215484,0.215673,0.215471,0.215661,0.179667,0.179852,False,0.542052875,0.17942,0.179607,-0.000186526,False,0.17954,0.179726,-0.000185713,False,0.17962,0.179805,-0.000185253,False,0.770113,0.770114,0.770114,0.770114,0.241903,0.12439,0.119561,0.770114,0.00187268,0.00187075,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
28,initial_eval,28,0,False,False,0.179423,0.179606,-0.000182501,0.215485,0.215674,0.215472,0.215661,0.179669,0.179852,False,0.36707737499999993,0.179423,0.179606,-0.000182501,False,0.179542,0.179725,-0.000182777,False,0.179622,0.179805,-0.000182931,False,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00187267,0.00187075,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
29,initial_eval,29,0,False,False,0.179416,0.179602,-0.000186181,0.215479,0.215668,0.215466,0.215655,0.179662,0.179847,False,0.36093624999999996,0.179416,0.179602,-0.000186181,False,0.179535,0.179721,-0.000185427,False,0.179615,0.1798,-0.000185002,False,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.00187273,0.00187081,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
30,initial_eval,30,0,False,False,0.17941,0.179596,-0.000186035,0.215472,0.215661,0.215459,0.215648,0.179655,0.17984,False,0.4866560000000001,0.17941,0.179596,-0.000186035,False,0.179529,0.179714,-0.00018526,False,0.179608,0.179793,-0.000184821,False,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.00187281,0.00187088,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
31,initial_eval,31,0,False,False,0.179411,0.179599,-0.000188438,0.215475,0.215664,0.215462,0.215652,0.179658,0.179844,False,0.315127875,0.179411,0.179599,-0.000188438,False,0.17953,0.179718,-0.000187051,False,0.179611,0.179797,-0.000186268,False,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00187277,0.00187084,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
32,initial_eval,32,1,False,False,0.179597,0.179412,0.000185164,0.215473,0.215663,0.215461,0.21565,0.179656,0.17984,True,0.3103241375,0.179597,0.179412,0.000185164,True,0.179715,0.179531,0.00018483,True,0.179795,0.17961,0.000184638,True,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.00187279,0.00187086,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
33,initial_eval,33,1,False,False,0.177016,0.176825,0.000190982,0.212813,0.213003,0.212801,0.212991,0.177069,0.177256,True,0.2686391125,0.177016,0.176825,0.000190982,True,0.177133,0.176944,0.00018867,True,0.177211,0.177024,0.00018736,True,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.00190027,0.00189829,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
34,initial_eval,34,1,False,False,0.179591,0.179404,0.000187466,0.215466,0.215655,0.215452,0.215641,0.179648,0.179833,True,0.247402075,0.179591,0.179404,0.000187466,True,0.179709,0.179523,0.000186296,True,0.179788,0.179602,0.000185625,True,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00187288,0.00187095,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
35,initial_eval,35,1,False,False,0.177019,0.172569,0.00444974,0.208448,0.213008,0.208438,0.212996,0.172822,0.17726,True,0.28502317499999996,0.177019,0.172569,0.00444974,True,0.177136,0.172693,0.00444372,True,0.177215,0.172775,0.00444004,True,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00194716,0.00189824,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
36,initial_eval,36,1,False,False,0.179582,0.179399,0.000182132,0.21546,0.215648,0.215447,0.215635,0.179643,0.179826,True,0.46690777499999997,0.179582,0.179399,0.000182132,True,0.179701,0.179518,0.000182482,True,0.17978,0.179597,0.000182678,True,0.16197,0.684524,0.770111,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00187293,0.00187101,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
37,initial_eval,37,1,False,False,0.179584,0.179398,0.00018581,0.21546,0.215649,0.215447,0.215636,0.179643,0.179827,True,0.33589074999999996,0.179584,0.179398,0.00018581,True,0.179702,0.179517,0.000185091,True,0.179782,0.179597,0.00018468,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770113,0.393734,0.00187292,0.001871,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
38,initial_eval,38,1,False,False,0.17958,0.179395,0.00018494,0.215456,0.215645,0.215443,0.215632,0.179639,0.179823,True,0.382305125,0.17958,0.179395,0.00018494,True,0.179698,0.179514,0.000184534,True,0.179778,0.179593,0.000184303,True,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.00187296,0.00187104,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
39,initial_eval,39,1,False,False,0.179573,0.179388,0.000184695,0.215451,0.21564,0.215438,0.215627,0.179634,0.179817,True,0.20175882499999997,0.179573,0.179388,0.000184695,True,0.179692,0.179508,0.00018427,True,0.179772,0.179588,0.000184029,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00187302,0.0018711,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
40,initial_eval,40,1,False,False,0.179567,0.179382,0.000184541,0.215443,0.215631,0.21543,0.215619,0.179626,0.17981,True,0.21241474999999999,0.179567,0.179382,0.000184541,True,0.179685,0.179501,0.000184129,True,0.179765,0.179581,0.000183896,True,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.0018731,0.00187118,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
41,initial_eval,41,1,False,False,0.179568,0.17938,0.000187702,0.21544,0.215629,0.215426,0.215615,0.179623,0.179808,True,0.24675849999999996,0.179568,0.17938,0.000187702,True,0.179685,0.179498,0.000186502,True,0.179763,0.179578,0.000185818,True,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00187314,0.00187121,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
42,initial_eval,42,1,False,False,0.175658,0.179368,-0.00370992,0.215428,0.21163,0.215415,0.21162,0.179612,0.175914,False,0.18587850000000003,0.175658,0.179368,-0.00370992,False,0.175783,0.179487,-0.00370344,False,0.175866,0.179566,-0.00369957,False,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.00187325,0.00191275,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
43,initial_eval,43,1,False,False,0.179567,0.174043,0.00552387,0.209948,0.215633,0.209935,0.215618,0.174285,0.17981,True,0.27282999999999996,0.179567,0.174043,0.00552387,True,0.179686,0.174161,0.00552474,True,0.179765,0.174239,0.0055252,True,0.11078,0.257738,0.13034,0.399908,0.770115,0.240898,0.097806,0.175055,0.00193082,0.00187119,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
44,initial_eval,44,1,False,False,0.176997,0.172554,0.00444329,0.208429,0.212985,0.208419,0.212973,0.172805,0.177238,True,0.32688025,0.176997,0.172554,0.00444329,True,0.177114,0.172676,0.00443814,True,0.177193,0.172758,0.00443498,True,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00194737,0.00189848,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
45,initial_eval,45,1,False,False,0.175657,0.172525,0.00313186,0.208409,0.211627,0.208398,0.211616,0.172782,0.175912,True,0.16899925000000002,0.175657,0.172525,0.00313186,True,0.175782,0.172651,0.0031309,True,0.175864,0.172734,0.00313028,True,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.0019476,0.00191278,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
46,initial_eval,46,1,False,False,0.17956,0.179375,0.000184424,0.215435,0.215624,0.215423,0.215612,0.179619,0.179803,True,0.31425375,0.17956,0.179375,0.000184424,True,0.179678,0.179494,0.000184179,True,0.179758,0.179574,0.000184038,True,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00187317,0.00187125,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
47,initial_eval,47,1,False,False,0.176975,0.172537,0.00443809,0.20841,0.212959,0.2084,0.212947,0.172787,0.177214,True,0.26820845,0.176975,0.172537,0.00443809,True,0.177091,0.172659,0.00443251,True,0.177169,0.17274,0.00442913,True,0.162354,0.228891,0.0978166,0.426085,0.770114,0.161678,0.13612,0.162609,0.00194758,0.00189875,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
48,initial_eval,48,1,False,False,0.17955,0.179361,0.000188273,0.215422,0.215612,0.215409,0.215599,0.179606,0.179792,True,0.253805,0.17955,0.179361,0.000188273,True,0.179667,0.179481,0.000186936,True,0.179746,0.17956,0.000186177,True,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00187331,0.00187138,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
49,initial_eval,49,1,False,False,0.179554,0.179367,0.000186932,0.215428,0.215618,0.215415,0.215606,0.179611,0.179797,True,0.49324425,0.179554,0.179367,0.000186932,True,0.179672,0.179486,0.000186355,True,0.179752,0.179566,0.000186024,True,0.437398,0.585711,0.328765,0.48025,0.766049,0.770115,0.148938,0.428728,0.00187325,0.00187131,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
50,initial_eval,50,1,False,False,0.179552,0.179366,0.000185321,0.21543,0.215619,0.215417,0.215606,0.179613,0.179797,True,0.25741375,0.179552,0.179366,0.000185321,True,0.179671,0.179486,0.000184744,True,0.179751,0.179567,0.000184419,True,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.00187323,0.00187131,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
51,initial_eval,51,1,False,False,0.176974,0.172543,0.00443099,0.208419,0.21296,0.208409,0.212948,0.172794,0.177214,True,0.208235925,0.176974,0.172543,0.00443099,True,0.177091,0.172666,0.00442516,True,0.177169,0.172748,0.00442161,True,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.00194749,0.00189874,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
52,initial_eval,52,1,False,False,0.179535,0.179349,0.000186257,0.215409,0.215598,0.215396,0.215585,0.179593,0.179778,True,0.19452275,0.179535,0.179349,0.000186257,True,0.179653,0.179468,0.000185384,True,0.179733,0.179548,0.00018489,True,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.00187344,0.00187152,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
53,initial_eval,53,1,False,False,0.179537,0.179349,0.000188111,0.21541,0.215599,0.215397,0.215586,0.179594,0.179779,True,0.36896112499999995,0.179537,0.179349,0.000188111,True,0.179655,0.179468,0.000186744,True,0.179734,0.179548,0.000185973,True,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.00187344,0.00187151,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
54,initial_eval,54,1,False,False,0.179533,0.179347,0.000185428,0.215409,0.215598,0.215396,0.215585,0.179592,0.179777,True,0.2491034375,0.179533,0.179347,0.000185428,True,0.179652,0.179467,0.000184812,True,0.179731,0.179547,0.000184461,True,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.00187345,0.00187152,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
55,initial_eval,55,1,False,False,0.179534,0.179347,0.000187455,0.215408,0.215597,0.215395,0.215585,0.179592,0.179777,True,0.288436375,0.179534,0.179347,0.000187455,True,0.179653,0.179466,0.000186314,True,0.179732,0.179546,0.000185669,True,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.00187345,0.00187153,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
56,initial_eval,56,1,False,False,0.179531,0.179343,0.000187924,0.215403,0.215593,0.215391,0.21558,0.179587,0.179773,True,0.3319903,0.179531,0.179343,0.000187924,True,0.179649,0.179462,0.000186652,True,0.179728,0.179542,0.000185933,True,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.0018735,0.00187157,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,,,
57,initial_eval,57,1,False,False,0.179533,0.179348,0.000184773,0.215409,0.215598,0.215396,0.215585,0.179593,0.179777,True,0.36300319999999997,0.179533,0.179348,0.000184773,True,0.179652,0.179468,0.000184472,True,0.179732,0.179547,0.0001843,True,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.00187344,0.00187152,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
58,initial_eval,58,1,False,False,0.179529,0.179341,0.000187884,0.215402,0.215592,0.21539,0.215579,0.179586,0.179772,True,0.30504495000000004,0.179529,0.179341,0.000187884,True,0.179647,0.17946,0.000186617,True,0.179726,0.17954,0.000185901,True,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.00187351,0.00187158,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
59,initial_eval,59,1,False,False,0.176949,0.173999,0.00294967,0.209907,0.212932,0.209894,0.212919,0.174243,0.177187,True,0.235791625,0.176949,0.173999,0.00294967,True,0.177065,0.174118,0.00294677,True,0.177143,0.174198,0.00294508,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.00193126,0.00189904,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,,,
60,initial_eval,60,1,False,False,0.175642,0.176752,-0.00110986,0.212738,0.211616,0.212725,0.211606,0.176996,0.1759,False,0.1511760125,0.175642,0.176752,-0.00110986,False,0.175768,0.176871,-0.00110266,False,0.175852,0.17695,-0.0010984,False,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.00190107,0.00191289,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
