cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,max_abs_hidden_apply_gate_signal,max_hidden_apply_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
13,train,1,1,True,True,0.139233,0.131834,0.0073991,0.157479,0.167439,0.00763622,0.00733316,0.131826,0.139225,True,0.06534385749999999,0.0554055,0.124583,-1.65406e-26,0.186283,0.00484416,0.0656367,0.0440689,0.0419296,0.337847,0.337747,0.879373,0.926727,0.0291395,0.0392069,0.157417,0.0576474,1.19834,0.00858896,0.00118986,0.0540048,0.00350256,0.0540048,0.00182745
14,train,2,1,True,True,0.141459,0.134749,0.00671041,0.152299,0.159829,0.0108611,0.0107356,0.134742,0.141452,True,0.09010545,0.0950708,0.0615632,0.141995,0.0318132,0.07928,0.0790864,0.116939,0.115096,0.340749,0.340777,0.8825,0.922485,3.41204e-08,9.29751e-05,0.0996048,0.240984,1.19944,0.00719744,0.000487031,2.36229e-07,0.00348783,0.00348783,0.00396366
15,train,3,0,True,True,0.132827,0.139575,-0.00674761,0.150043,0.156716,0.00763278,0.00753431,0.13282,0.139567,False,0.0867446875,0.192902,0.0509041,0.0884777,0.0903916,0.0462545,0.112571,0.0709271,0.0415295,0.338912,0.338913,0.881372,0.923949,3.2202e-08,2.14592e-07,0.166088,0.0588321,1.19944,-0.00584421,0.000903399,0.0766681,0.00340359,0.0766681,0.00184106
16,train,0,0,True,True,0.131506,0.137413,-0.0059065,0.151386,0.156705,0.0072598,0.00724163,0.131499,0.137405,False,0.084024725,0.0468173,0.193568,0.0382629,0.0834364,0.0421825,0.0535237,0.13551,0.078897,0.338345,0.338434,0.88257,0.922277,0.0538211,0.0723378,0.166962,0.517422,1.19752,-0.0046157,0.0012908,0.0790014,0.00338861,0.0790014,0.0043089
17,train,1,1,True,True,0.140773,0.132929,0.00784398,0.159951,0.170605,0.0084022,0.00802201,0.132922,0.140765,True,0.0626078325,0.051602,0.124077,-4.79822e-27,0.187052,0.00199926,0.0582099,0.042277,0.0356455,0.33765,0.337548,0.879129,0.927126,0.0781208,0.104512,0.158424,1.13506,1.19944,0.00939403,0.00155005,0.0563561,0.00347306,0.0563561,0.0036221
18,train,2,1,True,True,0.143926,0.13719,0.00673587,0.157554,0.164933,0.0100541,0.0099115,0.137183,0.143918,True,0.0866596875,0.0913327,0.0604087,0.137672,0.0280569,0.0765264,0.0765038,0.112024,0.110753,0.34037,0.340431,0.883662,0.921037,7.73802e-06,0.000249193,0.0990466,0.127026,1.19944,0.00730228,0.000566407,3.10124e-07,0.00345823,0.00345823,0.00251137
19,train,3,0,True,True,0.133271,0.139652,-0.00638133,0.153,0.158151,0.00757841,0.00756183,0.133263,0.139644,False,0.08470553750000001,0.195778,0.0481793,0.0840801,0.0896428,0.0423907,0.113288,0.0680564,0.036229,0.338564,0.338637,0.882434,0.922522,0.0579269,0.0778519,0.169859,0.611038,1.19944,-0.00499271,0.00138862,0.0874993,0.00337359,0.0874993,0.00326688
20,train,0,0,True,True,0.132253,0.137339,-0.00508622,0.155131,0.157963,0.00722417,0.00730908,0.132246,0.137332,False,0.0814872875,0.0424289,0.198027,0.0342298,0.0785444,0.040958,0.0478821,0.137074,0.0727541,0.337941,0.338136,0.885051,0.919113,0.128551,0.16776,0.172807,1.19999,1.19999,-0.00259446,0.00249176,0.0963867,0.00335855,0.0963867,0.00390295
21,train,1,1,True,True,0.141703,0.133154,0.00854921,0.161489,0.172757,0.00955361,0.0090155,0.133146,0.141695,True,0.060800162500000005,0.0485528,0.12603,-1.37792e-26,0.190573,-1.72484e-26,0.0505455,0.0417038,0.0289962,0.337443,0.337372,0.877901,0.928963,0.132627,0.164265,0.164319,1.19999,1.19999,0.010876,0.00232681,0.0679931,0.00344338,0.0679931,0.00356428
22,train,2,1,True,True,0.146862,0.140116,0.00674621,0.163164,0.170284,0.00909785,0.00892222,0.140108,0.146854,True,0.0829909375,0.0885213,0.0593231,0.132718,0.0242705,0.0731021,0.0732435,0.107081,0.105668,0.339923,0.340035,0.884951,0.919478,1.57277e-08,0.000403885,0.0875669,0.0662797,1.19944,0.00729839,0.000552175,4.18985e-07,0.00342848,0.00342848,0.00180559
23,train,3,0,True,True,0.134905,0.140367,-0.00546137,0.156491,0.15877,0.00729829,0.00744178,0.134898,0.140359,False,0.08294195,0.201907,0.0457383,0.0788548,0.0892218,0.0381382,0.114006,0.0652259,0.0304436,0.338158,0.338346,0.885414,0.918755,0.141815,0.177851,0.177895,1.19999,1.19999,-0.00245562,0.00300574,0.113037,0.00334347,0.113037,0.00342362
24,train,0,0,True,True,0.134593,0.137583,-0.00298949,0.16153,0.159221,0.00716786,0.00744874,0.134586,0.137575,False,0.0786790125,0.0379044,0.201647,0.0301412,0.0731289,0.0396449,0.041975,0.138936,0.0660547,0.337491,0.337891,0.891857,0.911332,0.166552,0.177554,0.177554,1.19999,1.19999,0.00842295,0.0114124,0.111614,0.00332838,0.111614,0.00348316
25,train,1,1,True,True,0.143877,0.135098,0.00877887,0.166121,0.176164,0.0111507,0.00995443,0.135091,0.143869,True,0.059431662499999996,0.0451925,0.128821,-1.09207e-26,0.193291,-1.51727e-26,0.0426514,0.043249,0.0222484,0.337035,0.337179,0.878627,0.927955,0.178489,0.193624,0.193662,1.19999,1.19999,0.0140983,0.0053194,0.0776332,0.00341356,0.0776332,0.003487
26,train,2,1,True,True,0.150191,0.143522,0.00666912,0.169395,0.175859,0.00800924,0.00768947,0.143514,0.150183,True,0.07901375,0.0853811,0.0582078,0.127857,0.0204726,0.068865,0.0691345,0.102126,0.100066,0.339323,0.339551,0.886445,0.917725,1.55704e-08,0.00047342,0.0812724,0.0587708,1.19944,0.00729129,0.00062217,5.45154e-07,0.0033986,0.0033986,0.00182922
27,train,3,0,True,True,0.137789,0.140642,-0.00285348,0.164549,0.159868,0.00680152,0.0073299,0.137781,0.140634,False,0.08089211250000002,0.207002,0.0434403,0.0727691,0.0894854,0.0334477,0.114548,0.0623738,0.0240706,0.337616,0.33807,0.893175,0.91003,0.171758,0.184543,0.184578,1.19999,1.19999,0.0130522,0.0159057,0.136511,0.00331325,0.136511,0.00334589
28,train,0,0,True,True,0.146051,0.138075,0.00797587,0.180108,0.160477,0.00693604,0.00775875,0.146043,0.138068,True,0.075602375,0.033292,0.202963,0.0259956,0.0672472,0.0383468,0.0357443,0.142215,0.0590151,0.336661,0.337711,0.92372,0.881663,0.167831,0.17928,0.17928,1.19999,1.19999,0.0145812,0.00660535,0.117152,0.00329811,0.117152,0.00341191
29,train,1,1,True,True,0.149072,0.138933,0.0101394,0.17184,0.183351,0.0157517,0.0104117,0.138925,0.149064,True,0.0579840875,0.041494,0.131035,-3.7376e-27,0.195373,-5.90551e-27,0.0345297,0.0460795,0.0153615,0.336386,0.336871,0.878442,0.928355,0.163891,0.173944,0.173964,1.19999,1.19999,0.0249754,0.014836,0.0853606,0.00338359,0.0853606,0.00349239
30,train,2,1,True,True,0.153722,0.148274,0.00544815,0.179049,0.181694,0.00812172,0.00607791,0.148265,0.153713,True,0.0746435375,0.0818316,0.0574554,0.123358,0.0167098,0.0634815,0.0639837,0.0964402,0.0938881,0.338128,0.338946,0.890232,0.91344,1.56568e-08,0.000426825,0.0754586,0.0587564,1.19944,0.00609994,0.000651794,6.78243e-07,0.00336857,0.00336857,0.00185397
31,train,3,0,True,True,0.154131,0.141682,0.0124488,0.187982,0.163183,0.00780772,0.0077457,0.154123,0.141675,True,0.0786234,0.210456,0.0427223,0.0659424,0.0913785,0.0282517,0.113721,0.0593235,0.0171918,0.336278,0.337629,0.931344,0.87653,0.19004,0.209219,0.209248,1.19999,1.19999,0.0137988,0.00135005,0.122294,0.00328293,0.122294,0.00326814
32,train,0,0,True,True,0.153111,0.138743,0.0143679,0.187674,0.161561,0.0111999,0.00887353,0.153102,0.138735,True,0.07251616250000001,0.0286047,0.204448,0.0217918,0.0612807,0.0372296,0.0291374,0.145727,0.0519101,0.336093,0.337549,0.938439,0.872173,0.169492,0.18152,0.18152,1.19999,1.19999,0.0156537,0.00128578,0.0623782,0.00326773,0.0623782,0.00333564
33,train,1,1,True,True,0.163175,0.139731,0.0234431,0.172422,0.198381,0.0156265,0.0119748,0.139724,0.163168,True,0.056639905,0.0374705,0.135091,-5.14969e-27,0.196764,-9.59587e-27,0.0263195,0.0489894,0.00848484,0.336358,0.336025,0.862182,0.959004,0.194424,0.215161,0.215162,1.19999,1.19999,0.0260638,0.0026207,0.0906165,0.00335353,0.0906165,0.00333202
34,train,2,1,True,True,0.157582,0.152365,0.00521728,0.184791,0.187827,0.00667939,0.00421976,0.152357,0.157574,True,0.0697728,0.0778902,0.0557212,0.118512,0.0132128,0.0569172,0.0585234,0.0899,0.0875056,0.33758,0.338252,0.89166,0.91195,1.55529e-08,0.000524365,0.0692084,0.0587582,1.19944,0.00591764,0.000700361,7.53899e-07,0.00333845,0.00333845,0.00192142
35,train,3,0,True,True,0.155925,0.143529,0.0123952,0.189967,0.165877,0.00882699,0.00953996,0.155916,0.143521,True,0.0759472375,0.211641,0.0410485,0.0588051,0.0957673,0.0224872,0.112164,0.0555437,0.0101211,0.336202,0.337383,0.929851,0.877545,0.176268,0.190637,0.190665,1.19999,1.19999,0.0138084,0.00141327,0.00631456,0.00325249,0.00631456,0.00319047
36,final_eval,0,0,False,False,0.154679,0.139726,0.0149534,0.189428,0.163405,0.0130168,0.0107134,0.154671,0.139718,True,0.0688773125,0.023872,0.202765,0.0175166,0.0554871,0.0367606,0.0222452,0.147406,0.044966,0.335877,0.337416,1.14763,1.1475,,,,,,,,,,,
37,final_eval,1,1,False,False,0.165951,0.139941,0.02601,0.17228,0.201241,0.0153343,0.0147129,0.139933,0.165945,True,0.05514198125,0.0348408,0.133263,-1.12168e-26,0.198498,-2.43049e-26,0.0204111,0.0506838,0.00343915,0.336341,0.335561,1.1398,1.13936,,,,,,,,,,,
38,final_eval,2,1,False,False,0.159622,0.154473,0.00514961,0.18754,0.190851,0.00608495,0.00342404,0.154464,0.159613,True,0.06707350000000001,0.0767251,0.0529222,0.116289,0.0108307,0.0534893,0.055925,0.0860881,0.0843186,0.337288,0.337871,1.13949,1.13967,,,,,,,,,,,
39,final_eval,3,0,False,False,0.156772,0.142905,0.0138664,0.190915,0.165477,0.00906645,0.00978787,0.156763,0.142897,True,0.07536356875000001,0.214639,0.040024,0.0566987,0.095961,0.0209641,0.111948,0.0543394,0.00833435,0.336101,0.337286,1.1396,1.13981,,,,,,,,,,,
