cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,lose0,lose1,lead01,lead10,bwd_signal
10,initial_eval,10,1,False,False,0.0863266,0.0856262,0.000700404,0.118785,0.119507,0.0125173,0.0125193,0.0856323,0.0863327,True,0.12638466666666667,0.0863266,0.0856262,0.000700404,True,0.127674,0.127607,0.122891,0.130487,0.124913,0.124733,0.12835,0.127153,0.123181,0.12982,0.12534,0.124467,0.337396,0.337394,1.1398,1.13979,
11,initial_eval,11,1,False,False,0.0863111,0.0856108,0.000700334,0.118769,0.119491,0.0125025,0.0125046,0.0856169,0.0863172,True,0.12636675,0.0863111,0.0856108,0.000700334,True,0.127656,0.127588,0.122874,0.130469,0.124895,0.124716,0.128332,0.127135,0.123164,0.129801,0.125322,0.124449,0.337395,0.337393,1.1398,1.13979,
12,train,0,0,True,True,0.0666297,0.0672037,-0.000574014,0.0992085,0.0998001,0.0216309,0.021624,0.0666369,0.0672109,False,0.09950523333333333,0.0666297,0.0672037,-0.000574014,False,0.0995216,0.0994801,0.0994834,0.0995228,0.0995204,0.0994819,0.0995243,0.0995215,0.0994802,0.0994835,0.0995228,0.0995203,0.338086,0.338082,1.2,4.82308e-07,1.04498
13,train,1,0,True,True,0.0577642,0.0582493,-0.000485115,0.0900697,0.0905698,0.0225107,0.0225039,0.057772,0.0582571,False,0.09051600833333333,0.0577642,0.0582493,-0.000485115,False,0.0903359,0.0902973,0.0903002,0.0925648,0.0903347,0.0902988,0.0903384,0.0903358,0.0902972,0.0903003,0.0904541,0.0903346,0.338366,0.338364,1.2,4.8238e-07,1.04498
14,train,2,0,True,True,0.0565531,0.0570572,-0.00050416,0.0888213,0.0893411,0.0230773,0.0230538,0.0565609,0.0570651,False,0.090321725,0.0565531,0.0570572,-0.00050416,False,0.0940606,0.089871,0.0900556,0.0911602,0.0892149,0.0900616,0.0903343,0.0909232,0.0890634,0.0899249,0.0900921,0.0890989,0.338541,0.338525,1.2,4.82394e-07,1.04498
15,train,3,0,True,True,0.0484092,0.0488241,-0.000414881,0.0804239,0.0808518,0.0239751,0.0239228,0.0484176,0.0488325,False,0.08063865833333335,0.0484092,0.0488241,-0.000414881,False,0.080653,0.0806165,0.0806195,0.0806542,0.0806519,0.0806182,0.0806555,0.0806529,0.0806166,0.0806196,0.0806541,0.0806519,0.338853,0.338811,1.2,4.82532e-07,1.04498
16,train,4,0,True,True,0.044294,0.0446853,-0.000391254,0.0761802,0.0765837,0.025297,0.025229,0.0443027,0.044694,False,0.07638623333333333,0.044294,0.0446853,-0.000391254,False,0.076397,0.0763607,0.0764059,0.0763981,0.0763959,0.0763624,0.0763995,0.0763969,0.0763608,0.0763638,0.076398,0.0763958,0.339277,0.339212,1.2,4.8266e-07,1.04498
17,train,5,0,True,True,0.0403197,0.0406889,-0.000369234,0.0720812,0.072462,0.0268274,0.0267483,0.0403287,0.0406979,False,0.07227243333333333,0.0403197,0.0406889,-0.000369234,False,0.0722866,0.0722505,0.0722536,0.0722878,0.0722855,0.0722522,0.0722891,0.0722865,0.0722506,0.0722537,0.0722877,0.0722854,0.339859,0.339769,1.2,4.82877e-07,1.04498
18,train,6,1,True,True,0.062806,0.0621302,0.000675889,0.0945892,0.0952856,0.00765278,0.00749606,0.0621388,0.0628146,True,0.106972,0.062806,0.0621302,0.000675889,True,0.109543,0.108717,0.101571,0.113175,0.104777,0.103888,0.111362,0.107558,0.102369,0.111594,0.105896,0.103214,0.336985,0.336931,1.2,4.82338e-07,0.0183325
19,train,7,1,True,True,0.0627866,0.0621107,0.000675894,0.0945689,0.0952653,0.00765832,0.00751541,0.0621193,0.0627951,True,0.10694483333333336,0.0627866,0.0621107,0.000675894,True,0.109519,0.108685,0.101549,0.113142,0.104754,0.103858,0.111338,0.107527,0.102347,0.111561,0.105873,0.103185,0.336986,0.336932,1.2,4.82339e-07,0.00397835
20,train,8,1,True,True,0.0369824,0.0366316,0.00035087,0.0682772,0.0686391,0.0359256,0.0358124,0.0366407,0.0369916,True,0.06849749166666667,0.0369824,0.0366316,0.00035087,True,0.0685316,0.0684459,0.0684928,0.0684744,0.068472,0.0684386,0.0686944,0.0685967,0.068437,0.0684402,0.0684743,0.068472,0.323301,0.323803,1.2,4.83302e-07,0.00315019
21,train,9,1,True,True,0.0627461,0.0620702,0.00067591,0.0945274,0.0952239,0.00766966,0.0075267,0.0620788,0.0627547,True,0.10688933333333334,0.0627461,0.0620702,0.00067591,True,0.109471,0.10862,0.101503,0.113072,0.104707,0.103797,0.11129,0.107464,0.102301,0.111494,0.105826,0.103127,0.336989,0.336934,1.2,4.82339e-07,0.00472633
22,train,10,1,True,True,0.0627269,0.062051,0.000675894,0.0945073,0.0952038,0.00767513,0.00753211,0.0620596,0.0627354,True,0.10686258333333333,0.0627269,0.062051,0.000675894,True,0.109447,0.108588,0.101481,0.11304,0.104685,0.103769,0.111266,0.107433,0.102279,0.111462,0.105803,0.103098,0.33699,0.336935,1.2,4.82339e-07,0.00378909
23,train,11,1,True,True,0.0627056,0.0620297,0.000675944,0.0944858,0.0951823,0.0076811,0.00753799,0.0620383,0.0627142,True,0.10683350000000001,0.0627056,0.0620297,0.000675944,True,0.109422,0.108553,0.101458,0.113005,0.104661,0.103737,0.111241,0.107399,0.102255,0.111425,0.105779,0.103067,0.336991,0.336936,1.2,4.82339e-07,0.0109917
24,train,0,0,True,True,0.0364751,0.0368215,-0.000346404,0.0681158,0.0684731,0.0283999,0.0283127,0.0364845,0.0368309,False,0.06829666666666666,0.0364751,0.0368215,-0.000346404,False,0.0683093,0.0682903,0.0682766,0.0683105,0.0683082,0.0682752,0.0683119,0.0683092,0.0682736,0.0682767,0.0683104,0.0683081,0.340701,0.340579,1.2,4.83331e-07,1.04498
25,train,1,0,True,True,0.0309941,0.0313788,-0.000384716,0.062462,0.0628589,0.0311241,0.0310267,0.031004,0.0313887,False,0.06317843333333333,0.0309941,0.0313788,-0.000384716,False,0.062679,0.0628353,0.062638,0.0685153,0.0626776,0.0626361,0.0626825,0.0626789,0.0626745,0.0626381,0.0628084,0.0626775,0.3429,0.342749,1.16295,1.08589,0.0293457
26,train,2,0,True,True,0.0329684,0.0334245,-0.00045614,0.0644989,0.0649695,0.0307462,0.0306428,0.0329779,0.033434,False,0.06586671666666667,0.0329684,0.0334245,-0.00045614,False,0.0727251,0.0647648,0.0649939,0.0660703,0.0647548,0.0655249,0.0653669,0.0660157,0.0647023,0.0647392,0.0659881,0.0647546,0.342717,0.342561,1.19998,0.74959,1.04498
27,train,3,0,True,True,0.0243458,0.0246179,-0.000272116,0.0556019,0.0558828,0.0328408,0.0327355,0.0243562,0.0246283,False,0.0557431,0.0243458,0.0246179,-0.000272116,False,0.0557567,0.0557217,0.0557251,0.055758,0.0557555,0.0557236,0.0557595,0.0557566,0.0557219,0.0557252,0.0557579,0.0557555,0.383257,0.366192,1.197,1.15194,0.0315822
28,train,4,0,True,True,0.0243479,0.0246194,-0.000271496,0.0556039,0.0558841,0.0328429,0.0327377,0.0243583,0.0246298,False,0.05574705833333333,0.0243479,0.0246194,-0.000271496,False,0.0557583,0.0557234,0.0557546,0.0557596,0.0557571,0.0557253,0.0557612,0.0557582,0.0557235,0.0557269,0.0557595,0.0557571,0.383174,0.366129,1.18743,1.14274,0.000841167
29,train,5,0,True,True,0.024331,0.024603,-0.000272016,0.0555867,0.0558674,0.0328449,0.0327396,0.0243414,0.0246134,False,0.05572778333333333,0.024331,0.024603,-0.000272016,False,0.0557414,0.0557064,0.0557098,0.0557427,0.0557402,0.0557083,0.0557442,0.0557413,0.0557065,0.0557099,0.0557426,0.0557401,0.384212,0.367146,1.17794,1.13993,2.80178e-05
30,train,6,1,True,True,0.049575,0.0486878,0.000887287,0.080742,0.081658,0.0120021,0.0117721,0.048698,0.0495853,True,0.09495505,0.049575,0.0486878,0.000887287,True,0.0996621,0.0957022,0.0892822,0.101091,0.093304,0.0898714,0.102828,0.094135,0.0905759,0.0988184,0.0951238,0.0890666,0.338219,0.338081,1.2,4.82514e-07,0.00729963
31,train,7,1,True,True,0.0495534,0.0486666,0.000886879,0.0807199,0.0816355,0.0120109,0.0117809,0.0486768,0.0495637,True,0.09492056666666666,0.0495534,0.0486666,0.000886879,True,0.0996255,0.0956661,0.0892507,0.101054,0.0932705,0.0898394,0.102789,0.0941008,0.0905434,0.0987815,0.0950908,0.0890351,0.338222,0.338083,1.2,4.82515e-07,0.00558861
32,train,8,1,True,True,0.0247818,0.0245058,0.000275986,0.0557671,0.0560519,0.0328474,0.0327421,0.0245162,0.0247922,True,0.05596455,0.0247818,0.0245058,0.000275986,True,0.0560756,0.0558885,0.056051,0.0559254,0.0559229,0.0558904,0.0560224,0.0561695,0.0558887,0.0558921,0.0559253,0.0559228,0.373478,0.356084,1.19701,1.1509,0.00884663
33,train,9,1,True,True,0.0495086,0.0486226,0.000886025,0.080675,0.0815897,0.0120288,0.011799,0.0486328,0.0495189,True,0.09485025833333333,0.0495086,0.0486226,0.000886025,True,0.0995512,0.0955946,0.0891871,0.100976,0.0932029,0.0897733,0.102711,0.0940318,0.0904769,0.098708,0.0950181,0.0889722,0.338227,0.338089,1.2,4.82516e-07,0.00611411
34,train,10,1,True,True,0.0494875,0.0486019,0.000885608,0.0806532,0.0815675,0.026334,0.0260574,0.0486121,0.0494977,True,0.09481639999999998,0.0494875,0.0486019,0.000885608,True,0.0995149,0.0955592,0.089156,0.10094,0.0931697,0.0897429,0.102672,0.093998,0.0904447,0.0986726,0.0949855,0.0889413,0.334257,0.334109,1.2,4.82516e-07,0.00566831
35,train,11,1,True,True,0.0494655,0.0485803,0.000885185,0.080631,0.0815449,0.0120464,0.0118166,0.0485905,0.0494757,True,0.09478177500000001,0.0494655,0.0485803,0.000885185,True,0.0994781,0.0955236,0.0891244,0.100903,0.0931362,0.0897107,0.102633,0.0939637,0.0904118,0.0986364,0.0949504,0.08891,0.338232,0.338094,1.2,4.82517e-07,0.00570887
36,final_eval,0,0,False,False,0.0242922,0.024563,-0.000270732,0.0555467,0.0558261,0.0328593,0.032754,0.0243027,0.0245734,False,0.05569093333333333,0.0242922,0.024563,-0.000270732,False,0.0557007,0.0557115,0.0556692,0.055702,0.0556995,0.0556677,0.0557035,0.0557006,0.0556659,0.0556693,0.0557019,0.0556994,0.386579,0.369632,1.19701,1.1505,
37,final_eval,1,0,False,False,0.0260574,0.0264221,-0.000364774,0.0573685,0.0577449,0.032758,0.0326524,0.0260676,0.0264324,False,0.05814095,0.0260574,0.0264221,-0.000364774,False,0.0575762,0.0578697,0.0575332,0.0640923,0.0575746,0.0575311,0.0575801,0.0575761,0.0576248,0.0575333,0.0576255,0.0575745,0.346709,0.346073,1.18744,1.1413,
38,final_eval,2,0,False,False,0.0276822,0.0281223,-0.000440132,0.0590452,0.0594993,0.032222,0.0321046,0.0276922,0.0281323,False,0.06035215,0.0276822,0.0281223,-0.000440132,False,0.0678664,0.0592378,0.0593226,0.0605255,0.0592941,0.0600362,0.0596144,0.060132,0.059238,0.0592437,0.0604211,0.059294,0.345398,0.345008,1.17795,1.13993,
39,final_eval,3,0,False,False,0.024257,0.0245285,-0.00027152,0.0555103,0.0557906,0.0328654,0.0327601,0.0242675,0.024539,False,0.05565119166666666,0.024257,0.0245285,-0.00027152,False,0.0556648,0.0556298,0.0556332,0.0556661,0.0556636,0.0556317,0.0556676,0.0556647,0.05563,0.0556333,0.055666,0.0556635,0.389556,0.372582,1.16854,1.13993,
40,final_eval,4,0,False,False,0.0242579,0.0245289,-0.000270972,0.0555111,0.0557907,0.0328675,0.0327621,0.0242684,0.0245393,False,0.05565364166666667,0.0242579,0.0245289,-0.000270972,False,0.0556652,0.0556303,0.0556579,0.0556665,0.055664,0.0556322,0.055668,0.0556651,0.0556304,0.0556338,0.0556664,0.0556639,0.389507,0.372567,1.1592,1.13993,
41,final_eval,5,0,False,False,0.0242427,0.0245141,-0.000271418,0.0554951,0.0557752,0.0328695,0.0327641,0.0242531,0.0245245,False,0.05563588333333334,0.0242427,0.0245141,-0.000271418,False,0.0556495,0.0556145,0.0556179,0.0556508,0.0556483,0.0556164,0.0556523,0.0556494,0.0556146,0.055618,0.0556507,0.0556482,0.390441,0.373483,1.14994,1.13993,
42,final_eval,6,1,False,False,0.0493113,0.0484291,0.000882226,0.0804754,0.0813862,0.0121085,0.0118793,0.0484393,0.0493216,True,0.09453883333333334,0.0493113,0.0484291,0.000882226,True,0.0992202,0.095275,0.0889036,0.100638,0.0929014,0.089486,0.102359,0.093724,0.0901815,0.0983825,0.0947033,0.0886915,0.338209,0.33807,1.14054,1.13971,
43,final_eval,7,1,False,False,0.0492883,0.0484065,0.000881857,0.0804523,0.0813628,0.0121177,0.0118885,0.0484167,0.0492986,True,0.09450274166666667,0.0492883,0.0484065,0.000881857,True,0.0991827,0.0952365,0.0888714,0.100598,0.0928659,0.089451,0.10232,0.0936878,0.090148,0.0983432,0.0946693,0.0886591,0.338211,0.338072,1.13989,1.13988,
44,final_eval,8,1,False,False,0.0246847,0.0244096,0.00027513,0.0556678,0.0559517,0.0328721,0.0327667,0.0244199,0.024695,True,0.05586255833333332,0.0246847,0.0244096,0.00027513,True,0.0559697,0.0557888,0.0559474,0.0558256,0.0558231,0.0557907,0.0559125,0.0560632,0.0557889,0.0557923,0.0558255,0.055823,0.38028,0.362998,1.13993,1.13993,
45,final_eval,9,1,False,False,0.0492451,0.0483641,0.00088098,0.0804085,0.0813181,0.0121353,0.0119062,0.0483744,0.0492554,True,0.09443451666666665,0.0492451,0.0483641,0.00088098,True,0.0991092,0.095167,0.0888081,0.100524,0.0928003,0.0893893,0.102242,0.0936213,0.0900823,0.0982734,0.0945998,0.0885975,0.338217,0.338077,1.13979,1.13979,
46,final_eval,10,1,False,False,0.0492232,0.0483426,0.000880551,0.0803864,0.0812955,0.0121441,0.0119152,0.0483529,0.0492335,True,0.09440011666666669,0.0492232,0.0483426,0.000880551,True,0.099073,0.0951323,0.0887775,0.100487,0.0927672,0.0893573,0.102203,0.0935872,0.0900501,0.0982371,0.0945634,0.0885663,0.338219,0.33808,1.13989,1.13988,
47,final_eval,11,1,False,False,0.049201,0.0483209,0.00088012,0.0803639,0.0812726,0.0121531,0.0119242,0.0483311,0.0492113,True,0.09436504166666666,0.049201,0.0483209,0.00088012,True,0.0990354,0.0950958,0.088745,0.100449,0.0927331,0.089325,0.102164,0.0935522,0.0900165,0.0982006,0.0945289,0.088535,0.338222,0.338083,1.13989,1.13988,
