cycle,phase,pattern,label,target_out,other_out,margin,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,post_update_margin,d_margin_after_update,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,max_abs_hidden_delta_signal
11,train,3,0,0.150941,0.165907,-0.0149659,False,0.0914572125,0.177599,0.0626004,0.0967081,0.0976909,0.0551286,0.112824,0.0751181,0.0539886,-0.00604459,0.00892134,0.0295247,5.53197e-07,2.1562e-07
12,train,0,0,0.155069,0.16156,-0.00649161,False,0.09056621249999999,0.0587686,0.194422,0.049342,0.0992329,0.0478386,0.0691821,0.111591,0.0941525,0.00416757,0.0106592,0.0279754,5.53196e-07,3.66609e-07
13,train,1,1,0.161537,0.165328,-0.00379101,False,0.071194675,0.0629201,0.129429,-2.02591e-26,0.186796,0.0107445,0.081491,0.0435776,0.0545992,0.00632564,0.0101167,0.0288531,5.53195e-07,5.7081e-07
14,train,2,1,0.173346,0.167858,0.00548848,True,0.0967751,0.1014,0.0690085,0.150532,0.0421614,0.0842034,0.0846045,0.121204,0.121087,0.0190193,0.0135308,0.0273072,5.53194e-07,6.2916e-07
15,train,3,0,0.170728,0.190217,-0.0194893,False,0.09145621250000001,0.1776,0.0625981,0.096707,0.0976895,0.0551276,0.112823,0.0751173,0.0539872,-0.00420524,0.0152841,0.0264374,5.53193e-07,2.15205e-07
16,train,0,0,0.183173,0.187828,-0.00465448,False,0.0905650375,0.0587672,0.194422,0.0493406,0.0992307,0.0478376,0.0691804,0.111591,0.0941508,0.0166578,0.0213123,0.0249215,5.53193e-07,3.65476e-07
17,train,1,1,0.184845,0.200653,-0.015808,False,0.0711934125,0.0629186,0.129427,-2.02611e-26,0.186795,0.0107435,0.0814888,0.0435768,0.0545976,0.0035776,0.0193856,0.0257775,5.53192e-07,5.69369e-07
18,train,2,1,0.207044,0.204691,0.00235306,True,0.09677388749999999,0.101399,0.0690063,0.150531,0.0421599,0.0842024,0.0846035,0.121203,0.121086,0.0269737,0.0246206,0.0242743,5.5319e-07,6.29155e-07
19,train,3,0,0.208926,0.236405,-0.027479,False,0.091455,0.1776,0.0625957,0.0967058,0.097688,0.0551266,0.112822,0.0751163,0.0539856,-0.00317449,0.0243045,0.0234373,5.5319e-07,2.14791e-07
20,train,0,0,0.229173,0.232084,-0.00291063,False,0.09056403750000001,0.0587658,0.194422,0.0493393,0.0992286,0.0478365,0.0691788,0.111592,0.0941493,0.0196168,0.0225274,0.0219926,5.53189e-07,3.64344e-07
21,train,1,1,0.227671,0.245091,-0.0174198,False,0.0711922875,0.0629171,0.129426,-2.02579e-26,0.186794,0.0107425,0.0814867,0.0435761,0.0545959,0.00508331,0.0225031,0.0228063,5.53188e-07,5.69358e-07
22,train,2,1,0.255035,0.251001,0.00403425,True,0.096772575,0.101398,0.0690042,0.150529,0.0421584,0.0842015,0.0846025,0.121202,0.121085,0.025911,0.0218768,0.0213809,5.53186e-07,6.2915e-07
23,train,3,0,0.256089,0.282485,-0.0263953,False,0.0914539625,0.177601,0.0625934,0.0967047,0.0976865,0.0551256,0.112821,0.0751154,0.0539841,-0.00513271,0.0212626,0.020594,5.53186e-07,2.14378e-07
24,final_eval,0,0,0.270336,0.275373,-0.00503638,False,0.090563125,0.0587645,0.194423,0.049338,0.0992267,0.0478354,0.0691774,0.111592,0.094148,,,,,
25,final_eval,1,1,0.271092,0.265197,0.00589481,True,0.07119091250000001,0.0629156,0.129424,-3.32751e-26,0.186792,0.0107415,0.0814846,0.0435753,0.0545943,,,,,
26,final_eval,2,1,0.276911,0.271876,0.00503516,True,0.09677145,0.101397,0.0690026,0.150528,0.0421569,0.0842006,0.0846015,0.121201,0.121084,,,,,
27,final_eval,3,0,0.27735,0.282483,-0.00513284,False,0.09145285,0.177601,0.0625916,0.0967035,0.0976851,0.0551246,0.11282,0.0751144,0.0539826,,,,,
