cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,lose0,lose1,lead01,lead10,bwd_signal
10,initial_eval,10,1,False,False,0.0863266,0.0856262,0.000700404,0.118785,0.119507,0.0125173,0.0125193,0.0856323,0.0863327,True,0.12638466666666667,0.0863266,0.0856262,0.000700404,True,0.127674,0.127607,0.122891,0.130487,0.124913,0.124733,0.12835,0.127153,0.123181,0.12982,0.12534,0.124467,0.337396,0.337394,1.1398,1.13979,
11,initial_eval,11,1,False,False,0.0863111,0.0856108,0.000700334,0.118769,0.119491,0.0125025,0.0125046,0.0856169,0.0863172,True,0.12636675,0.0863111,0.0856108,0.000700334,True,0.127656,0.127588,0.122874,0.130469,0.124895,0.124716,0.128332,0.127135,0.123164,0.129801,0.125322,0.124449,0.337395,0.337393,1.1398,1.13979,
12,train,0,0,True,True,0.0666297,0.0672037,-0.000574014,0.0992085,0.0998001,0.0216309,0.021624,0.0666369,0.0672109,False,0.09950523333333333,0.0666297,0.0672037,-0.000574014,False,0.0995216,0.0994801,0.0994834,0.0995228,0.0995204,0.0994819,0.0995243,0.0995215,0.0994802,0.0994835,0.0995228,0.0995203,0.338086,0.338082,1.2,4.82308e-07,1.04498
13,train,1,0,True,True,0.0577632,0.0582473,-0.000484079,0.0900687,0.0905677,0.0225108,0.022504,0.0577711,0.0582551,False,0.09051449166666668,0.0577632,0.0582473,-0.000484079,False,0.0903343,0.0902958,0.0902987,0.0925633,0.0903332,0.0902973,0.0903368,0.0903342,0.0902958,0.0902988,0.0904526,0.0903331,0.338366,0.338364,1.2,4.8238e-07,1.04498
14,train,2,0,True,True,0.0565524,0.0570555,-0.000503138,0.0888206,0.0893393,0.0230774,0.023054,0.0565602,0.0570633,False,0.09032054166666666,0.0565524,0.0570555,-0.000503138,False,0.0940595,0.0898699,0.0900545,0.0911589,0.0892136,0.0900605,0.0903331,0.090922,0.0890622,0.0899237,0.0900909,0.0890977,0.338541,0.338526,1.2,4.82394e-07,1.04498
15,train,3,0,True,True,0.0484083,0.0488221,-0.000413899,0.080423,0.0808498,0.0239754,0.0239232,0.0484167,0.0488306,False,0.08063719166666666,0.0484083,0.0488221,-0.000413899,False,0.0806515,0.0806151,0.0806181,0.0806527,0.0806504,0.0806167,0.080654,0.0806514,0.0806152,0.0806182,0.0806526,0.0806504,0.338853,0.338811,1.2,4.82532e-07,1.04498
16,train,4,0,True,True,0.0442932,0.0446835,-0.000390297,0.0761793,0.0765818,0.0252978,0.0252294,0.0443018,0.0446921,False,0.07638484166666668,0.0442932,0.0446835,-0.000390297,False,0.0763955,0.0763594,0.0764045,0.0763967,0.0763945,0.076361,0.076398,0.0763955,0.0763595,0.0763625,0.0763966,0.0763944,0.339277,0.339212,1.2,4.8266e-07,1.04498
17,train,5,0,True,True,0.0403188,0.0406871,-0.000368304,0.0720804,0.0724602,0.0268279,0.0267489,0.0403279,0.0406962,False,0.072271075,0.0403188,0.0406871,-0.000368304,False,0.0722852,0.0722492,0.0722523,0.0722864,0.0722841,0.0722509,0.0722877,0.0722851,0.0722493,0.0722524,0.0722863,0.072284,0.339859,0.339769,1.2,4.82878e-07,1.04498
18,train,6,1,True,True,0.062805,0.0621301,0.000674855,0.0945891,0.0952845,0.00765283,0.00749722,0.0621387,0.0628135,True,0.10697133333333335,0.062805,0.0621301,0.000674855,True,0.109542,0.108717,0.10157,0.113174,0.104776,0.103886,0.111361,0.107558,0.102369,0.111593,0.105896,0.103214,0.336985,0.336931,1.2,4.82338e-07,0.0183322
19,train,7,1,True,True,0.0627856,0.0621107,0.000674851,0.0945689,0.0952643,0.00765832,0.00751556,0.0621193,0.0627941,True,0.10694433333333336,0.0627856,0.0621107,0.000674851,True,0.109518,0.108685,0.101548,0.113142,0.104753,0.103857,0.111338,0.107527,0.102346,0.11156,0.105873,0.103185,0.336986,0.336932,1.2,4.82339e-07,0.00397919
20,train,8,1,True,True,0.0369808,0.0366308,0.000349964,0.0682764,0.0686374,0.0359258,0.0358127,0.03664,0.0369899,True,0.06849625833333334,0.0369808,0.0366308,0.000349964,True,0.0685304,0.0684447,0.0684917,0.0684731,0.0684708,0.0684374,0.0686931,0.0685954,0.0684358,0.068439,0.068473,0.0684707,0.323301,0.323802,1.2,4.83302e-07,0.00314869
21,train,9,1,True,True,0.0627451,0.0620703,0.000674867,0.0945275,0.0952229,0.00766966,0.00752687,0.0620789,0.0627537,True,0.10688883333333334,0.0627451,0.0620703,0.000674867,True,0.10947,0.10862,0.101503,0.113071,0.104707,0.103796,0.111289,0.107463,0.102301,0.111494,0.105826,0.103126,0.336989,0.336934,1.2,4.82339e-07,0.00472728
22,train,10,1,True,True,0.0627259,0.062051,0.000674851,0.0945074,0.0952028,0.00767513,0.00753228,0.0620596,0.0627344,True,0.10686216666666666,0.0627259,0.062051,0.000674851,True,0.109447,0.108588,0.101481,0.11304,0.104684,0.103768,0.111265,0.107432,0.102279,0.111461,0.105803,0.103098,0.33699,0.336935,1.2,4.82339e-07,0.00378991
23,train,11,1,True,True,0.0627046,0.0620297,0.000674901,0.0944859,0.0951813,0.0076811,0.00753816,0.0620383,0.0627132,True,0.10683316666666666,0.0627046,0.0620297,0.000674901,True,0.109422,0.108552,0.101458,0.113004,0.10466,0.103737,0.11124,0.107399,0.102255,0.111425,0.105779,0.103067,0.336991,0.336937,1.2,4.82339e-07,0.00385034
24,train,0,0,True,True,0.0364743,0.0368198,-0.000345498,0.068115,0.0684714,0.0284004,0.0283132,0.0364837,0.0368292,False,0.0682954,0.0364743,0.0368198,-0.000345498,False,0.068308,0.0682891,0.0682754,0.0683092,0.0683069,0.068274,0.0683105,0.0683079,0.0682724,0.0682755,0.0683091,0.0683068,0.340701,0.340579,1.2,4.83331e-07,1.04498
25,train,1,0,True,True,0.0309963,0.0313785,-0.000382192,0.0624642,0.0628585,0.0311236,0.0310264,0.0310061,0.0313883,False,0.063179375,0.0309963,0.0313785,-0.000382192,False,0.0626799,0.0628364,0.0626391,0.0685161,0.0626784,0.0626372,0.0626833,0.0626798,0.0626756,0.0626392,0.0628092,0.0626783,0.342899,0.34275,1.1628,1.08593,0.0293029
26,train,2,0,True,True,0.0329705,0.033424,-0.000453583,0.0645011,0.064969,0.0307456,0.0306425,0.03298,0.0334336,False,0.06586751666666667,0.0329705,0.033424,-0.000453583,False,0.0727257,0.0647657,0.0649949,0.0660709,0.0647555,0.0655259,0.0653676,0.0660164,0.0647033,0.0647402,0.0659887,0.0647554,0.342716,0.342562,1.19998,0.749695,1.04498
27,train,3,0,True,True,0.0243479,0.0246176,-0.00026971,0.0556041,0.0558825,0.0328404,0.0327354,0.0243584,0.0246281,False,0.05574404166666667,0.0243479,0.0246176,-0.00026971,False,0.0557575,0.0557228,0.0557262,0.0557588,0.0557564,0.0557247,0.0557603,0.0557575,0.055723,0.0557263,0.0557587,0.0557563,0.383124,0.36621,1.197,1.15194,0.0315827
28,train,4,0,True,True,0.02435,0.0246191,-0.000269092,0.0556061,0.0558838,0.0328425,0.0327375,0.0243604,0.0246295,False,0.05574799166666666,0.02435,0.0246191,-0.000269092,False,0.0557591,0.0557245,0.0557557,0.0557604,0.055758,0.0557264,0.055762,0.055759,0.0557246,0.055728,0.0557603,0.0557579,0.383041,0.366148,1.18743,1.14274,0.000841182
29,train,5,0,True,True,0.0243331,0.0246027,-0.000269611,0.0555889,0.0558671,0.0328445,0.0327395,0.0243436,0.0246132,False,0.055728725,0.0243331,0.0246027,-0.000269611,False,0.0557422,0.0557075,0.0557109,0.0557435,0.055741,0.0557094,0.055745,0.0557421,0.0557077,0.055711,0.0557434,0.055741,0.384078,0.367164,1.17794,1.13993,2.80181e-05
30,train,6,1,True,True,0.0495738,0.0486895,0.000884344,0.0807438,0.0816568,0.0120018,0.0117723,0.0486997,0.0495841,True,0.09495526666666666,0.0495738,0.0486895,0.000884344,True,0.0996622,0.0957026,0.0892826,0.101091,0.0933041,0.0898718,0.102828,0.094135,0.0905764,0.0988189,0.0951239,0.0890667,0.338219,0.338081,1.2,4.82514e-07,0.00730172
31,train,7,1,True,True,0.0495522,0.0486683,0.000883936,0.0807216,0.0816343,0.0120106,0.0117811,0.0486785,0.0495625,True,0.09492077500000001,0.0495522,0.0486683,0.000883936,True,0.0996256,0.0956666,0.0892511,0.101054,0.0932706,0.0898398,0.102789,0.0941008,0.0905439,0.0987819,0.0950908,0.0890352,0.338221,0.338084,1.2,4.82515e-07,0.00558663
32,train,8,1,True,True,0.0247815,0.0245079,0.000273578,0.0557693,0.0560516,0.032847,0.0327419,0.0245183,0.0247918,True,0.05596545833333333,0.0247815,0.0245079,0.000273578,True,0.0560764,0.0558896,0.056052,0.0559262,0.0559237,0.0558915,0.0560232,0.0561703,0.0558898,0.0558931,0.0559261,0.0559236,0.373346,0.356105,1.19701,1.1509,0.00884535
33,train,9,1,True,True,0.0495074,0.0486243,0.000883083,0.0806768,0.0815884,0.0120285,0.0117991,0.0486345,0.0495176,True,0.09485046666666667,0.0495074,0.0486243,0.000883083,True,0.0995513,0.095595,0.0891875,0.100976,0.093203,0.0897738,0.102711,0.0940319,0.0904774,0.0987084,0.0950181,0.0889722,0.338227,0.338089,1.2,4.82516e-07,0.00610766
34,train,10,1,True,True,0.0494863,0.0486036,0.000882666,0.080655,0.0815663,0.0120371,0.0118079,0.0486138,0.0494965,True,0.09481662499999999,0.0494863,0.0486036,0.000882666,True,0.099515,0.0955597,0.0891564,0.10094,0.0931698,0.0897433,0.102672,0.093998,0.0904452,0.0986731,0.0949856,0.0889414,0.338229,0.338091,1.2,4.82516e-07,0.00566794
35,train,11,1,True,True,0.0494643,0.048582,0.000882243,0.0806327,0.0815436,0.012046,0.0118168,0.0485923,0.0494745,True,0.09478198333333333,0.0494643,0.048582,0.000882243,True,0.0994782,0.095524,0.0891248,0.100903,0.0931362,0.0897111,0.102633,0.0939638,0.0904123,0.0986368,0.0949505,0.0889101,0.338232,0.338094,1.2,4.82517e-07,0.00570893
36,final_eval,0,0,False,False,0.0242944,0.0245627,-0.000268328,0.0555489,0.0558258,0.0328589,0.0327538,0.0243048,0.0245731,False,0.05569188333333334,0.0242944,0.0245627,-0.000268328,False,0.0557015,0.0557127,0.0556703,0.0557028,0.0557003,0.0556688,0.0557043,0.0557014,0.0556671,0.0556704,0.0557027,0.0557003,0.386446,0.369651,1.19701,1.1505,
37,final_eval,1,0,False,False,0.0260594,0.0264217,-0.000362337,0.0573706,0.0577445,0.0327577,0.0326522,0.0260697,0.026432,False,0.05814176666666666,0.0260594,0.0264217,-0.000362337,False,0.0575769,0.0578707,0.0575342,0.0640929,0.0575753,0.0575321,0.0575808,0.0575768,0.0576258,0.0575343,0.0576262,0.0575752,0.346704,0.346074,1.18744,1.1413,
38,final_eval,2,0,False,False,0.0276841,0.0281218,-0.000437663,0.0590472,0.0594988,0.0142271,0.0142091,0.0276942,0.0281318,False,0.06035286666666665,0.0276841,0.0281218,-0.000437663,False,0.067867,0.0592387,0.0593235,0.0605261,0.0592947,0.0600371,0.059615,0.0601326,0.0592389,0.0592446,0.0604216,0.0592946,0.349055,0.348445,1.17795,1.13993,
39,final_eval,3,0,False,False,0.0242594,0.0245285,-0.000269115,0.0555125,0.0557903,0.0156018,0.0155813,0.0242698,0.0245389,False,0.055652125,0.0242594,0.0245285,-0.000269115,False,0.0556656,0.0556309,0.0556343,0.0556669,0.0556644,0.0556328,0.0556684,0.0556655,0.0556311,0.0556344,0.0556668,0.0556644,0.394552,0.377473,1.16854,1.13993,
40,final_eval,4,0,False,False,0.02426,0.0245286,-0.000268569,0.0555132,0.0557904,0.0328671,0.032762,0.0242705,0.024539,False,0.055654575000000005,0.02426,0.0245286,-0.000268569,False,0.055666,0.0556314,0.055659,0.0556673,0.0556648,0.0556333,0.0556688,0.0556659,0.0556315,0.0556349,0.0556672,0.0556648,0.389394,0.372603,1.1592,1.13993,
41,final_eval,5,0,False,False,0.0242448,0.0245138,-0.000269015,0.0554973,0.0557749,0.0328691,0.0327639,0.0242552,0.0245242,False,0.055636825,0.0242448,0.0245138,-0.000269015,False,0.0556503,0.0556156,0.055619,0.0556516,0.0556491,0.0556175,0.0556531,0.0556502,0.0556158,0.0556191,0.0556515,0.0556491,0.390308,0.373502,1.14994,1.13993,
42,final_eval,6,1,False,False,0.0493101,0.0484308,0.000879287,0.0804772,0.081385,0.0121081,0.0118795,0.0484411,0.0493204,True,0.0945391333333333,0.0493101,0.0484308,0.000879287,True,0.0992203,0.0952755,0.0889041,0.100639,0.0929015,0.0894864,0.102359,0.0937241,0.090182,0.0983829,0.0947033,0.0886915,0.338208,0.33807,1.14054,1.13971,
43,final_eval,7,1,False,False,0.0492871,0.0484082,0.000878918,0.0804541,0.0813616,0.0121174,0.0118887,0.0484185,0.0492974,True,0.09450295833333333,0.0492871,0.0484082,0.000878918,True,0.0991828,0.0952369,0.0888718,0.100598,0.092866,0.0894515,0.10232,0.0936879,0.0901484,0.0983437,0.0946693,0.0886592,0.338211,0.338072,1.13989,1.13988,
44,final_eval,8,1,False,False,0.0246844,0.0244116,0.000272723,0.0556699,0.0559514,0.0328717,0.0327665,0.024422,0.0246947,True,0.05586346666666667,0.0246844,0.0244116,0.000272723,True,0.0559705,0.0557899,0.0559484,0.0558264,0.0558239,0.0557918,0.0559132,0.056064,0.05579,0.0557934,0.0558263,0.0558238,0.380149,0.363018,1.13993,1.13993,
45,final_eval,9,1,False,False,0.0492438,0.0483658,0.000878041,0.0804103,0.0813168,0.0121349,0.0119064,0.0483761,0.0492541,True,0.09443470833333333,0.0492438,0.0483658,0.000878041,True,0.0991092,0.0951674,0.0888085,0.100524,0.0928004,0.0893898,0.102242,0.0936213,0.0900827,0.0982738,0.0945998,0.0885976,0.338216,0.338077,1.13979,1.13979,
46,final_eval,10,1,False,False,0.049222,0.0483444,0.000877614,0.0803882,0.0812942,0.0121438,0.0119154,0.0483546,0.0492323,True,0.094400325,0.049222,0.0483444,0.000877614,True,0.0990731,0.0951327,0.088778,0.100487,0.0927673,0.0893577,0.102203,0.0935872,0.0900506,0.0982375,0.0945634,0.0885664,0.338219,0.33808,1.13989,1.13988,
47,final_eval,11,1,False,False,0.0491997,0.0483226,0.000877183,0.0803657,0.0812714,0.0121528,0.0119244,0.0483329,0.0492101,True,0.09436524166666667,0.0491997,0.0483226,0.000877183,True,0.0990354,0.0950962,0.0887454,0.100449,0.0927332,0.0893255,0.102164,0.0935523,0.0900169,0.098201,0.094529,0.088535,0.338222,0.338083,1.13989,1.13988,
