cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,max_abs_hidden_delta_signal,max_hidden_delta_node,max_abs_hidden_delta_update_signal,max_hidden_delta_update_node,max_abs_hidden_delta_gate_signal,max_hidden_delta_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
12,initial_eval,12,0,False,False,0.154409,0.158595,-0.00418596,0.189596,0.193906,-0.000136209,-0.000235156,0.154412,0.158598,False,0.71808275,0.154409,0.158595,-0.00418596,False,0.720509,0.728816,0.652934,0.770072,0.335655,0.335621,1.13945,1.13946,,,,,,,,,,,,,,,
13,initial_eval,13,0,False,False,0.125717,0.129041,-0.00332382,0.160073,0.163495,0.000324997,0.00024636,0.125722,0.129045,False,0.50175075,0.125717,0.129041,-0.00332382,False,0.50324,0.525332,0.489959,0.488472,0.335535,0.335506,1.13993,1.13993,,,,,,,,,,,,,,,
14,initial_eval,14,0,False,False,0.157279,0.15606,0.0012188,0.192564,0.191299,-0.000162254,-0.000161363,0.157282,0.156062,True,0.7426807500000001,0.157279,0.15606,0.0012188,True,0.770074,0.660504,0.770071,0.770074,0.335664,0.335633,1.13933,1.13938,,,,,,,,,,,,,,,
15,initial_eval,15,0,False,False,0.14029,0.144335,-0.00404445,0.175074,0.179236,5.39978e-05,-4.09549e-05,0.140294,0.144338,False,0.6019209999999999,0.14029,0.144335,-0.00404445,False,0.684604,0.467712,0.570865,0.684503,0.335593,0.33556,1.13982,1.13976,,,,,,,,,,,,,,,
16,initial_eval,16,1,False,False,0.112773,0.110795,0.00197782,0.144709,0.146745,0.00428592,0.0042765,0.1108,0.112777,True,0.2865836,0.112773,0.110795,0.00197782,True,0.0999604,0.412792,0.449507,0.184075,0.336053,0.336029,1.13993,1.13993,,,,,,,,,,,,,,,
17,initial_eval,17,1,False,False,0.142152,0.152986,-0.0108343,0.188139,0.176989,0.00252158,0.00280086,0.152989,0.142155,False,0.42697925000000003,0.142152,0.152986,-0.0108343,False,0.091242,0.667252,0.734517,0.214906,0.336027,0.336019,1.13924,1.13939,,,,,,,,,,,,,,,
18,initial_eval,18,1,False,False,0.119446,0.117599,0.00184644,0.151715,0.153616,0.0030141,0.00299694,0.117604,0.11945,True,0.30445275,0.119446,0.117599,0.00184644,True,0.08,0.474305,0.468278,0.195228,0.335953,0.335928,1.13993,1.13991,,,,,,,,,,,,,,,
19,initial_eval,19,1,False,False,0.0830151,0.078228,0.00478705,0.111152,0.116085,0.00969733,0.00966187,0.0782338,0.0830206,True,0.21676325,0.0830151,0.078228,0.00478705,True,0.175672,0.226021,0.238658,0.226702,0.337964,0.337911,1.13993,1.13993,,,,,,,,,,,,,,,
20,initial_eval,20,1,False,False,0.0960954,0.0904483,0.00564711,0.123749,0.129567,0.00697188,0.00682011,0.0904538,0.0961006,True,0.26045225,0.0960954,0.0904483,0.00564711,True,0.299048,0.163159,0.184964,0.394638,0.336787,0.336717,1.13967,1.13965,,,,,,,,,,,,,,,
21,initial_eval,21,1,False,False,0.133542,0.133789,-0.000246816,0.168382,0.168128,0.00315354,0.0031965,0.133793,0.133546,False,0.31174452500000005,0.133542,0.133789,-0.000246816,False,0.0914141,0.50706,0.535796,0.112708,0.335876,0.335857,1.13928,1.13933,,,,,,,,,,,,,,,
22,initial_eval,22,1,False,False,0.0912626,0.08563,0.0056326,0.118783,0.124587,0.00866862,0.00855876,0.0856356,0.0912679,True,0.22886499999999999,0.0912626,0.08563,0.0056326,True,0.173148,0.240816,0.156831,0.344665,0.337397,0.337313,1.13993,1.13993,,,,,,,,,,,,,,,
23,initial_eval,23,1,False,False,0.0876551,0.082635,0.00502011,0.115696,0.120869,0.00863616,0.00856614,0.0826407,0.0876606,True,0.23050825000000003,0.0876551,0.082635,0.00502011,True,0.264519,0.145354,0.235699,0.276461,0.33741,0.337354,1.13983,1.13982,,,,,,,,,,,,,,,
24,initial_eval,24,1,False,False,0.148231,0.153065,-0.00483477,0.18822,0.183245,0.00322532,0.00339833,0.153068,0.148234,False,0.37532475000000004,0.148231,0.153065,-0.00483477,False,0.101968,0.636781,0.649199,0.113351,0.335966,0.335952,1.13898,1.13908,,,,,,,,,,,,,,,
25,initial_eval,25,1,False,False,0.111953,0.108944,0.00300899,0.142801,0.145899,0.00384078,0.00392061,0.108948,0.111957,True,0.22686699999999999,0.111953,0.108944,0.00300899,True,0.100075,0.331969,0.395424,0.08,0.335986,0.336,1.13993,1.13993,,,,,,,,,,,,,,,
26,initial_eval,26,1,False,False,0.133697,0.133735,-3.87617e-05,0.168327,0.168286,0.00288595,0.00291624,0.133739,0.1337,False,0.31912324999999997,0.133697,0.133735,-3.87617e-05,False,0.08,0.524397,0.534777,0.137319,0.335931,0.335912,1.13945,1.13948,,,,,,,,,,,,,,,
27,initial_eval,27,1,False,False,0.104886,0.0984373,0.00644854,0.131977,0.138619,0.0074674,0.00730727,0.0984422,0.10489,True,0.1551275,0.104886,0.0984373,0.00644854,True,0.201368,0.08,0.08,0.259142,0.337462,0.337388,1.13993,1.13993,,,,,,,,,,,,,,,
28,initial_eval,28,1,False,False,0.103758,0.0981018,0.00565618,0.131635,0.137461,0.0053677,0.00524348,0.0981071,0.103763,True,0.2961595,0.103758,0.0981018,0.00565618,True,0.154622,0.361194,0.214988,0.453834,0.336335,0.336291,1.13977,1.13976,,,,,,,,,,,,,,,
29,initial_eval,29,1,False,False,0.1402,0.14204,-0.00183965,0.176874,0.17498,0.00348905,0.00356907,0.142043,0.140204,False,0.3406239999999999,0.1402,0.14204,-0.00183965,False,0.101853,0.563537,0.583379,0.113727,0.335947,0.335928,1.13925,1.13933,,,,,,,,,,,,,,,
30,initial_eval,30,1,False,False,0.095031,0.0886131,0.00641791,0.121853,0.128466,0.00995168,0.00988547,0.0886184,0.095036,True,0.16665275000000002,0.095031,0.0886131,0.00641791,True,0.08,0.214809,0.209604,0.162198,0.338311,0.338255,1.13993,1.13993,,,,,,,,,,,,,,,
31,initial_eval,31,1,False,False,0.117575,0.113528,0.004047,0.147523,0.15169,0.00470232,0.00475393,0.113532,0.117579,True,0.29591825,0.117575,0.113528,0.004047,True,0.106901,0.507163,0.389555,0.180054,0.336138,0.336145,1.1395,1.13951,,,,,,,,,,,,,,,
32,train,0,0,True,True,0.130203,0.132765,-0.00256144,0.164691,0.167328,0.000231347,0.00016666,0.130208,0.132769,False,0.5246405,0.130203,0.132765,-0.00256144,False,0.531747,0.513496,0.535893,0.517426,0.335591,0.335562,0.564693,1.19999,1.2,0.119969,0.143513,3.0095e-06,0.109666,8.47201e-05,0.109851,5.72639e-05,0.0312287,0.0271261,0.0296876,0.209969,0.00236788,0.209969,0.000816873
33,train,16,1,True,True,0.106766,0.12239,-0.015624,0.156647,0.140558,0.00395624,0.0046827,0.122394,0.106771,False,0.2865836,0.106766,0.12239,-0.015624,False,0.0999604,0.412792,0.449507,0.184075,0.335852,0.336161,0.149846,1.2,1.2,0.4243,0.439331,0.0599139,0.261955,0.0596069,0.261391,1.0306,1.0306,0.0673319,0.082956,0.623063,0.0399014,0.623063,0.000715823
34,train,1,0,True,True,0.146602,0.1573,-0.0106976,0.181569,0.192574,-0.000177556,0.00607933,0.146605,0.157302,False,0.5838829999999999,0.146602,0.1573,-0.0106976,False,0.699918,0.417568,0.496653,0.721393,0.335396,0.334207,0.463319,1.2,1.2,0.123296,0.123296,0.0461264,0.0900466,0.0460986,0.0902487,1.17747,1.17747,0.0459577,0.0566553,0.146411,0.0019035,0.146411,0.000697596
35,train,17,1,True,True,0.155634,0.163624,-0.00799002,0.199083,0.19086,0.00219611,0.0117856,0.163626,0.155636,False,0.42697925000000003,0.155634,0.163624,-0.00799002,False,0.091242,0.667252,0.734517,0.214906,0.335754,0.333728,1.19999,0.551319,1.2,0.129479,0.129479,0.0849688,0.0960549,0.0851105,0.0962558,1.2,1.2,0.0503601,0.0583501,0.164238,0.00319259,0.164238,0.000692477
36,train,2,0,True,True,0.111524,0.11425,-0.00272577,0.145453,0.148264,0.00115904,0.00988306,0.111529,0.114254,False,0.6401345,0.111524,0.11425,-0.00272577,False,0.421678,0.770074,0.770073,0.598713,0.33548,0.334655,1.2,0.229456,1.2,0.381119,0.398814,0.181204,0.221822,0.181088,0.221613,1.2,1.2,0.115596,0.118322,0.447043,0.0318224,0.447043,0.00070768
37,train,18,1,True,True,0.147027,0.18864,-0.0416133,0.224808,0.182004,0.0767674,0.0117401,0.188641,0.147029,False,0.30445275,0.147027,0.18864,-0.0416133,False,0.08,0.474305,0.468278,0.195228,0.00804023,0.332986,0.153802,1.2,1.2,0.154778,0.154778,0.0959303,0.0972568,0.0957292,0.0970527,1.2,1.2,-0.013771,0.0278424,0.257456,0.0041348,0.257456,0.000695915
38,train,3,0,True,True,0.227942,0.0895607,0.138381,0.265206,0.122819,0.0651931,0.028666,0.227941,0.0895659,True,0.7129907499999999,0.227942,0.0895607,0.138381,True,0.692519,0.690144,0.72244,0.74686,0.0116697,0.335717,5.48796e-05,1.2,1.2,0.057535,0.057535,0.0258649,0.0263649,0.0261117,0.0265316,0.0459854,1.19369,0.136752,-0.00162909,0.0170393,0.000857717,0.0170393,0.000692025
39,train,19,1,True,True,0.112209,0.158394,-0.0461844,0.193699,0.146161,0.0540222,0.0138366,0.158396,0.112213,False,0.21676325,0.112209,0.158394,-0.0461844,False,0.175672,0.226021,0.238658,0.226702,0.0632743,0.336088,0.129033,1.2,1.2,0.372027,0.38994,0.140585,0.140868,0.14077,0.141052,1.2,1.2,-0.0358577,0.0103267,0.142045,0.0315783,0.142045,0.000682441
40,train,4,0,True,True,0.200137,0.095838,0.104299,0.236628,0.129294,0.0665202,0.0136684,0.200137,0.095843,True,0.674488,0.200137,0.095838,0.104299,True,0.516261,0.744647,0.770074,0.66697,0.0110613,0.335876,0.0108668,1.2,1.2,0.0636239,0.0636239,0.0171834,0.0321926,0.0171689,0.0324203,1.2,1.2,0.10818,0.0038814,0.0228978,0.000501109,0.0228978,0.0006991
41,train,20,1,True,True,0.0944993,0.161418,-0.0669191,0.196811,0.127916,0.0649276,0.0164674,0.161421,0.0945043,False,0.26045225,0.0944993,0.161418,-0.0669191,False,0.299048,0.163159,0.184964,0.394638,0.0118016,0.336977,0.00684331,1.2,1.2,0.587916,0.599396,0.14105,0.141386,0.140783,0.141119,1.2,1.2,0.035257,0.102176,0.391232,0.0544363,0.391232,0.000691067
42,train,5,0,True,True,0.158913,0.19215,-0.0332369,0.194233,0.228416,0.0622203,0.0621528,0.158915,0.19215,False,0.438589,0.158913,0.19215,-0.0332369,False,0.350727,0.486348,0.453581,0.4637,0.0134056,0.0134532,1.2,0.160403,1.2,0.1605,0.1605,0.0254039,0.0270647,0.0253132,0.027122,0.0459853,1.19369,-0.0310902,0.00214675,0.266008,0.00510878,0.266008,0.000673242
43,train,21,1,True,True,0.188401,0.151194,0.0372078,0.186291,0.224562,0.0360762,0.0372397,0.151196,0.188402,True,0.31174452500000005,0.188401,0.151194,0.0372078,True,0.0914141,0.50706,0.535796,0.112708,0.311477,0.303583,1.2,0.156978,1.2,0.117365,0.117365,0.0252717,0.0255296,0.0254024,0.0256598,0.0456174,1.18415,0.0378902,0.000682405,0.0411647,0.00261279,0.0411647,0.000674367
44,train,6,0,True,True,0.155495,0.187079,-0.0315848,0.190716,0.223203,0.0625726,0.0378516,0.155497,0.18708,False,0.5992369999999999,0.155495,0.187079,-0.0315848,False,0.674624,0.525695,0.662635,0.533994,0.0131645,0.299196,1.2,0.160786,1.2,0.154732,0.154732,0.0220765,0.0227068,0.0219967,0.0227518,0.0379231,1.17468,-0.0291662,0.0024186,0.0728252,0.00555302,0.0728252,0.00068572
45,train,22,1,True,True,0.183214,0.148126,0.0350876,0.183135,0.219228,0.0334629,0.0289268,0.148129,0.183215,True,0.22886499999999999,0.183214,0.148126,0.0350876,True,0.173148,0.240816,0.156831,0.344665,0.32294,0.328734,1.2,0.157428,1.2,0.114382,0.114382,0.0180299,0.0182548,0.0179959,0.0182203,0.0285353,1.1653,0.0357633,0.000675755,0.0991134,0.00242334,0.0991134,0.000678378
46,train,7,0,True,True,0.14817,0.181988,-0.0338181,0.18318,0.217967,0.0561862,0.0401495,0.148173,0.181989,False,0.43275399999999997,0.14817,0.181988,-0.0338181,False,0.341263,0.434023,0.518626,0.437104,0.0232889,0.279668,1.2,0.158134,1.2,0.148692,0.148692,0.000132884,0.000134542,0.000132632,0.000134287,0.0192223,1.15598,-0.0314639,0.00235421,0.00404354,0.00505143,0.00505143,0.000673547
47,train,23,1,True,True,0.178412,0.146785,0.0316265,0.181755,0.214289,0.0523441,0.0407229,0.146788,0.178413,True,0.23050825000000003,0.178412,0.146785,0.0316265,True,0.264519,0.145354,0.235699,0.276461,0.097111,0.274048,1.2,0.159113,1.2,0.113079,0.113079,9.79698e-07,9.91918e-07,9.77843e-07,9.9004e-07,0.00998413,1.14675,0.0337655,0.00213902,0.105962,0.00229683,0.105962,0.000668561
48,train,8,0,True,True,0.143389,0.177154,-0.0337653,0.17826,0.212996,0.0376761,0.0412187,0.143392,0.177155,False,0.58055175,0.143389,0.177154,-0.0337653,False,0.532435,0.498079,0.65046,0.641233,0.30099,0.268931,1.2,0.157003,1.2,0.142612,0.142612,7.22289e-09,7.31299e-09,7.20922e-09,7.29914e-09,0.00081989,1.13758,-0.0314466,0.00231877,0.00282515,0.00456856,0.00456856,0.000679803
49,train,24,1,True,True,0.173887,0.14244,0.0314464,0.177284,0.209636,0.038015,0.0417732,0.142443,0.173888,True,0.37532475000000004,0.173887,0.14244,0.0314464,True,0.101968,0.636781,0.649199,0.113351,0.298459,0.262954,1.2,0.157949,1.2,0.108857,0.108857,5.32513e-11,5.39155e-11,5.31505e-11,5.38134e-11,9.37526e-08,1.13676,0.0319314,0.000485042,0.000771073,0.00202338,0.00202338,0.000690418
50,train,9,0,True,True,0.140735,0.172667,-0.0319313,0.175529,0.208381,0.0233681,0.0185375,0.140739,0.172668,False,0.632647,0.140735,0.172667,-0.0319313,False,0.483452,0.711219,0.770073,0.565844,0.329328,0.329507,1.2,0.157419,1.2,0.13823,0.13823,3.92599e-13,3.97496e-13,3.91856e-13,3.96743e-13,1.27753e-11,1.13676,-0.0297458,0.00218552,0.00216167,0.00422682,0.00422682,0.00070407
51,train,25,1,True,True,0.169617,0.139871,0.0297456,0.17464,0.205244,0.0387132,0.0428136,0.139875,0.169619,True,0.22686699999999999,0.169617,0.139871,0.0297456,True,0.100075,0.331969,0.395424,0.08,0.29292,0.250964,1.2,0.158426,1.2,0.106361,0.106361,2.89446e-15,2.93057e-15,2.88898e-15,2.92502e-15,0.0,1.13676,0.0301843,0.000438706,0.000761424,0.00185431,0.00185431,0.000690456
52,train,10,0,True,True,0.138251,0.168435,-0.0301842,0.172972,0.204028,0.0355657,0.030956,0.138254,0.168437,False,0.43758925,0.138251,0.168435,-0.0301842,False,0.4312,0.376196,0.445481,0.49748,0.315506,0.329988,1.19999,0.632878,1.2,0.13411,0.13411,2.13396e-17,2.16058e-17,2.12992e-17,2.15649e-17,0.0,1.13676,-0.0281381,0.00204612,0.00214078,0.00391604,0.00391604,0.000672588
53,train,26,1,True,True,0.165583,0.137445,0.0281379,0.172143,0.201094,0.0394494,0.0438469,0.137448,0.165584,True,0.31912324999999997,0.165583,0.137445,0.0281379,True,0.08,0.524397,0.534777,0.137319,0.286594,0.238071,1.19999,0.634657,1.2,0.104004,0.104004,1.57328e-19,1.59291e-19,1.5703e-19,1.5899e-19,0.0,1.13676,0.0285385,0.00040057,0.00241318,0.00169617,0.00241318,0.000673743
54,train,11,0,True,True,0.135903,0.164441,-0.0285383,0.170556,0.19992,0.039806,0.0443612,0.135906,0.164443,False,0.5810897500000001,0.135903,0.164441,-0.0285383,False,0.668544,0.46683,0.481908,0.707077,0.283355,0.231282,1.2,0.158117,1.2,0.130225,0.130225,1.16043e-21,1.17491e-21,1.15823e-21,1.17269e-21,0.0,1.13676,-0.0265956,0.00194268,0.00211607,0.003632,0.003632,0.000682846
55,train,27,1,True,True,0.161769,0.135173,0.0265955,0.169805,0.197171,0.0402135,0.0448735,0.135177,0.16177,True,0.1551275,0.161769,0.135173,0.0265955,True,0.201368,0.08,0.08,0.259142,0.279498,0.22429,1.2,0.159641,1.2,0.101798,0.101798,8.55916e-24,8.66597e-24,8.54296e-24,8.64957e-24,0.0,1.13676,0.0269525,0.000357035,0.0494774,0.00148607,0.0494774,0.000679199
56,train,12,0,True,True,0.133719,0.160671,-0.0269524,0.168308,0.196042,0.0405773,0.0453878,0.133723,0.160673,False,0.71808275,0.133719,0.160671,-0.0269524,False,0.720509,0.728816,0.652934,0.770072,0.275936,0.217017,1.19999,0.625268,1.2,0.126562,0.126562,6.31312e-26,6.3919e-26,6.30118e-26,6.37981e-26,0.0,1.13676,-0.0250487,0.00190367,0.00212067,0.00337377,0.00337377,0.000692313
57,train,28,1,True,True,0.158162,0.133113,0.0250486,0.167685,0.19346,0.0410188,0.0458946,0.133117,0.158164,True,0.2961595,0.158162,0.133113,0.0250486,True,0.154622,0.361194,0.214988,0.453834,0.271437,0.209624,1.2,0.160468,1.2,0.0997977,0.0997977,4.65647e-28,4.71458e-28,4.64766e-28,4.70566e-28,0.0,1.13676,0.0253416,0.000292991,0.0137863,0.00114373,0.0137863,0.000687529
58,train,13,0,True,True,0.131775,0.157116,-0.0253414,0.166307,0.192385,0.0414033,0.0464184,0.131778,0.157118,False,0.50175075,0.131775,0.157116,-0.0253414,False,0.50324,0.525332,0.489959,0.488472,0.267382,0.201725,1.2,0.159747,1.2,0.123108,0.123108,3.43455e-30,3.47741e-30,3.42805e-30,3.47083e-30,0.0,1.13676,-0.0233431,0.00199831,0.00192797,0.00313502,0.00313502,0.00067504
59,train,29,1,True,True,0.154757,0.131414,0.023343,0.165935,0.189957,0.0419216,0.0469121,0.131418,0.154759,True,0.3406239999999999,0.154757,0.131414,0.023343,True,0.101853,0.563537,0.583379,0.113727,0.261686,0.194067,1.2,0.16166,1.2,0.0981476,0.0981476,2.53328e-32,2.56489e-32,2.52849e-32,2.56004e-32,0.0,1.13676,0.0235739,0.000230971,0.000519876,0.000767932,0.000767932,0.000678642
60,train,14,0,True,True,0.130197,0.15377,-0.0235738,0.164682,0.188942,0.0423365,0.0474398,0.1302,0.153773,False,0.7426807500000001,0.130197,0.15377,-0.0235738,False,0.770074,0.660504,0.770071,0.770074,0.256958,0.185642,1.2,0.160998,1.2,0.120056,0.143598,1.86851e-34,1.89183e-34,1.86498e-34,1.88825e-34,0.0,1.13676,-0.0214141,0.00215965,0.0014636,0.00303845,0.00303845,0.000695449
61,train,30,1,True,True,0.151549,0.130135,0.021414,0.164618,0.186656,0.0429593,0.0479273,0.130138,0.151551,True,0.16665275000000002,0.151549,0.130135,0.021414,True,0.08,0.214809,0.209604,0.162198,0.249549,0.177669,1.2,0.163396,1.2,0.0969056,0.0969056,1.37819e-36,1.39539e-36,1.37558e-36,1.39275e-36,0.0,1.13676,0.021674,0.000259987,0.0005133,0.000730352,0.000730352,0.00068985
62,train,15,0,True,True,0.128955,0.150629,-0.0216739,0.163405,0.185711,0.0433861,0.0484622,0.128959,0.150632,False,0.6019209999999999,0.128955,0.150629,-0.0216739,False,0.684604,0.467712,0.570865,0.684503,0.244277,0.168692,1.2,0.162683,1.2,0.137428,0.16061,1.01653e-38,1.02922e-38,1.01461e-38,1.02727e-38,0.0,1.13676,-0.0193308,0.00234312,0.00144511,0.00403169,0.00403169,0.000687313
63,train,31,1,True,True,0.148535,0.129204,0.0193306,0.16366,0.183555,0.0305038,0.0320917,0.129208,0.148537,True,0.29591825,0.148535,0.129204,0.0193306,True,0.106901,0.507163,0.389555,0.180054,0.33035,0.327699,1.19999,0.629247,1.2,0.096002,0.096002,7.49782e-41,7.59138e-41,7.48363e-41,7.57702e-41,0.0,1.13676,0.0196388,0.000308188,0.000506825,0.000727483,0.000727483,0.000679292
64,final_eval,0,0,False,False,0.128051,0.14769,-0.0196387,0.162474,0.182686,0.0445534,0.0494823,0.128055,0.147693,False,0.5246405,0.128051,0.14769,-0.0196387,False,0.531747,0.513496,0.535893,0.517426,0.228956,0.150945,1.19677,1.15094,,,,,,,,,,,,,,,
65,final_eval,1,0,False,False,0.12805,0.147689,-0.0196387,0.162473,0.182685,0.0445539,0.049483,0.128054,0.147691,False,0.5838829999999999,0.12805,0.147689,-0.0196387,False,0.699918,0.417568,0.496653,0.721393,0.228948,0.150934,1.18645,1.14083,,,,,,,,,,,,,,,
66,final_eval,2,0,False,False,0.128048,0.147687,-0.0196387,0.162471,0.182683,0.0445541,0.0494828,0.128052,0.14769,False,0.6401345,0.128048,0.147687,-0.0196387,False,0.421678,0.770074,0.770073,0.598713,0.228946,0.150937,1.17621,1.13965,,,,,,,,,,,,,,,
67,final_eval,3,0,False,False,0.128047,0.147685,-0.0196387,0.162469,0.182681,0.0445547,0.0494835,0.128051,0.147688,False,0.7129907499999999,0.128047,0.147685,-0.0196387,False,0.692519,0.690144,0.72244,0.74686,0.228938,0.150925,1.16605,1.13965,,,,,,,,,,,,,,,
68,final_eval,4,0,False,False,0.128045,0.147684,-0.0196387,0.162468,0.18268,0.0445557,0.049485,0.128049,0.147686,False,0.674488,0.128045,0.147684,-0.0196387,False,0.516261,0.744647,0.770074,0.66697,0.228924,0.150898,1.15598,1.13965,,,,,,,,,,,,,,,
69,final_eval,5,0,False,False,0.128044,0.147682,-0.0196387,0.162466,0.182678,0.0445558,0.0494848,0.128047,0.147685,False,0.438589,0.128044,0.147682,-0.0196387,False,0.350727,0.486348,0.453581,0.4637,0.228922,0.150901,1.14598,1.13965,,,,,,,,,,,,,,,
70,final_eval,6,0,False,False,0.128042,0.147681,-0.0196387,0.162464,0.182676,0.0445569,0.0494863,0.128046,0.147683,False,0.5992369999999999,0.128042,0.147681,-0.0196387,False,0.674624,0.525695,0.662635,0.533994,0.228908,0.150875,1.13969,1.13965,,,,,,,,,,,,,,,
71,final_eval,7,0,False,False,0.12804,0.147679,-0.0196387,0.162463,0.182675,0.044557,0.0494861,0.128044,0.147682,False,0.43275399999999997,0.12804,0.147679,-0.0196387,False,0.341263,0.434023,0.518626,0.437104,0.228906,0.150878,1.13969,1.13965,,,,,,,,,,,,,,,
72,final_eval,8,0,False,False,0.128039,0.147677,-0.0196387,0.162461,0.182673,0.044558,0.0494876,0.128043,0.14768,False,0.58055175,0.128039,0.147677,-0.0196387,False,0.532435,0.498079,0.65046,0.641233,0.228892,0.150851,1.13969,1.13965,,,,,,,,,,,,,,,
73,final_eval,9,0,False,False,0.128037,0.147676,-0.0196387,0.162459,0.182671,0.0445582,0.0494875,0.128041,0.147679,False,0.632647,0.128037,0.147676,-0.0196387,False,0.483452,0.711219,0.770073,0.565844,0.22889,0.150854,1.13969,1.13965,,,,,,,,,,,,,,,
74,final_eval,10,0,False,False,0.128036,0.147674,-0.0196387,0.162458,0.18267,0.0445588,0.0494881,0.128039,0.147677,False,0.43758925,0.128036,0.147674,-0.0196387,False,0.4312,0.376196,0.445481,0.49748,0.228882,0.150842,1.13969,1.13965,,,,,,,,,,,,,,,
