cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,max_abs_hidden_apply_gate_signal,max_hidden_apply_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
15,train,7,1,True,True,0.123812,0.120819,0.00299384,0.112849,0.118773,0.0116336,0.0114432,0.120812,0.123806,True,0.130452075,0.109485,0.158217,0.0779942,0.258804,0.107708,0.0794834,0.151185,0.10074,0.340906,0.3406,0.885043,0.91863,5.26696e-05,6.91141e-05,0.047169,0.00176242,1.14136,0.00345148,0.000457646,0.0351954,0.000353085,0.0351954,0.000174923
16,train,0,0,True,True,0.131464,0.134704,-0.00324007,0.126658,0.132249,0.0140378,0.013979,0.131456,0.134696,False,0.11094964999999998,0.16002,0.0976238,0.119042,0.114131,0.0680363,0.0962211,0.100361,0.132162,0.343363,0.343124,0.889975,0.91329,1.37654e-05,2.03977e-05,0.0572983,0.00120827,1.14136,-0.00274687,0.000493205,0.00286149,0.000794788,0.00286149,0.000152081
17,train,4,1,True,True,0.112339,0.10996,0.00237833,0.0906069,0.0934847,0.0456625,0.0455778,0.109954,0.112332,True,0.220793,0.237535,0.217782,0.203247,0.245226,0.201595,0.199508,0.227597,0.233854,0.219989,0.221022,0.875378,0.931248,0.00011579,0.000151192,0.041437,0.0606849,1.19906,0.00230228,-7.60442e-05,0.0128968,0.000129113,0.0128968,0.000180573
18,train,1,0,True,True,0.143825,0.147099,-0.00327408,0.175598,0.179557,0.00648111,0.00645827,0.143817,0.14709,False,0.0624104375,0.126098,0.0517476,0.0322669,0.100922,0.0214754,0.0746836,0.0445179,0.0475721,0.337728,0.337702,0.893583,0.909749,1.08275e-11,1.55455e-07,0.0626276,0.0568238,1.19659,-0.00238629,0.000887784,2.04121e-07,0.00132898,0.00132898,0.000180258
19,train,5,1,True,True,0.112949,0.111601,0.00134841,0.0962986,0.100107,0.00642961,0.00607535,0.111595,0.112943,True,0.254539625,0.266498,0.261511,0.216103,0.286987,0.241201,0.236083,0.266394,0.26154,0.33762,0.337416,0.886486,0.916241,8.08216e-05,0.000104509,0.0334522,0.054367,1.19546,0.00164208,0.000293664,0.0155701,0.000155885,0.0155701,0.000179914
20,train,2,0,True,True,0.148231,0.150571,-0.00233991,0.181178,0.183852,0.00200865,0.00200219,0.148223,0.150563,False,0.06367355,0.0740472,0.0402063,0.103178,0.0332151,0.0505341,0.055876,0.0824091,0.0699226,0.33729,0.337323,0.896477,0.906938,2.93737e-13,2.57404e-07,0.0495476,0.0531964,1.1945,-0.0013237,0.00101621,2.21595e-07,0.0015037,0.0015037,0.000179758
21,train,6,1,True,True,0.114079,0.113286,0.000793047,0.0959439,0.100378,0.00651177,0.00606002,0.11328,0.114073,True,0.254395875,0.266378,0.261339,0.215998,0.286817,0.241078,0.235914,0.266274,0.261369,0.337657,0.337391,0.893231,0.908935,0.000109931,0.0001427,0.0362048,0.052194,1.19354,0.00104077,0.000247727,0.0185776,0.000186033,0.0185776,0.000179626
22,train,3,0,True,True,0.157294,0.158761,-0.00146737,0.19225,0.193798,0.000669027,0.00078094,0.157287,0.158755,False,0.047698425,0.0409268,0.0748405,0.0358103,0.069209,0.0139872,0.0593112,0.0399206,0.0475818,0.336034,0.336055,0.899161,0.904538,6.71206e-13,3.85147e-07,0.0144556,0.0512263,1.19258,-0.00012426,0.00134311,2.42446e-07,0.00195993,0.00195993,0.000179498
23,train,7,1,True,True,0.121612,0.121022,0.000589958,0.112732,0.119517,0.0115885,0.0112193,0.121016,0.121606,True,0.129802725,0.108447,0.158334,0.0769825,0.259281,0.106725,0.0783188,0.150775,0.0995585,0.341,0.340369,0.897773,0.904908,0.000190615,0.000306641,0.0541152,0.0502673,1.19163,0.00100395,0.00041399,0.0356414,0.000358282,0.0356414,0.000179372
24,train,0,0,True,True,0.131906,0.132241,-0.000334584,0.127691,0.131398,0.0138778,0.0138664,0.131899,0.132234,False,0.11019708749999998,0.160047,0.0966028,0.118374,0.112876,0.0668445,0.0956863,0.0993411,0.131805,0.343296,0.342928,0.900375,0.902904,5.70933e-05,7.48561e-05,0.0460849,0.0600253,1.19943,0.00010492,0.000439504,0.00287889,0.000702842,0.00287889,0.000159465
25,train,4,1,True,True,0.110019,0.109927,9.19023e-05,0.08969,0.0940372,0.0454826,0.0455896,0.109921,0.110013,True,0.21989899999999998,0.236863,0.216399,0.203595,0.243963,0.20049,0.198254,0.226565,0.233063,0.22302,0.22092,0.899767,0.902378,0.000485974,0.000634366,0.041375,0.0572105,1.19847,-6.92147e-05,-0.000161117,0.0128309,0.000128604,0.0128309,0.000167832
26,train,1,0,True,True,0.144343,0.144708,-0.000365226,0.176195,0.177382,0.00656635,0.00671883,0.144335,0.1447,False,0.0619370125,0.125721,0.0511559,0.0316598,0.101145,0.0207202,0.0742052,0.0438682,0.0470208,0.337695,0.337649,0.900881,0.902744,1.11354e-09,3.01705e-07,0.0596437,0.0561555,1.19749,0.000451066,0.000816292,2.97052e-07,0.0012148,0.0012148,0.000176029
27,train,5,1,True,True,0.111267,0.111997,-0.000730792,0.0948122,0.101168,0.00677053,0.00601794,0.111991,0.11126,False,0.254001625,0.266099,0.26088,0.215637,0.286394,0.240731,0.23541,0.265962,0.2609,0.337776,0.337324,0.909685,0.892352,0.000433829,0.000561332,0.0340979,0.0585538,1.19944,-0.000589763,0.000141029,0.0162363,0.000162737,0.0162363,0.000176198
28,train,2,0,True,True,0.148846,0.148203,0.000643292,0.181869,0.181559,0.00195296,0.00209972,0.148838,0.148195,True,0.0632006875,0.0740919,0.0392559,0.102627,0.0325333,0.0499681,0.0554541,0.0820795,0.0695957,0.33724,0.33728,0.903298,0.900347,2.13951e-09,1.38169e-06,0.0488449,0.057213,1.19848,0.00158328,0.000939988,3.15301e-07,0.00138313,0.00138313,0.000168173
29,train,6,1,True,True,0.111264,0.112663,-0.00139886,0.094305,0.10159,0.00689107,0.00599497,0.112657,0.111258,False,0.253852,0.265973,0.260704,0.215525,0.286218,0.240602,0.235235,0.265835,0.260724,0.337834,0.337291,0.917285,0.88559,0.000864064,0.0011103,0.0303761,0.0561772,1.19751,-0.00120174,0.000197124,0.0174108,0.000174566,0.0174108,0.000176364
30,train,3,0,True,True,0.158,0.156485,0.00151547,0.192985,0.191473,0.00079425,0.0011533,0.157993,0.156478,True,0.0472380625,0.040735,0.0745296,0.0354766,0.0684455,0.0135488,0.0584192,0.0397239,0.0470259,0.335999,0.336033,0.904657,0.899011,4.27243e-09,2.9185e-06,0.0141106,0.0551997,1.19655,0.00277241,0.00125694,3.34872e-07,0.00182649,0.00182649,0.000176519
31,train,7,1,True,True,0.119839,0.121269,-0.00142955,0.112086,0.121155,0.011645,0.0109587,0.121262,0.119832,False,0.12913324999999998,0.107375,0.158528,0.0759059,0.259695,0.105741,0.0771151,0.150364,0.098342,0.341231,0.340083,0.910253,0.892348,0.0127674,0.0238928,0.0499305,0.292684,1.14136,-0.000778786,0.00065076,0.0361958,0.000364626,0.0361958,0.000176639
32,final_eval,0,0,False,False,0.132365,0.130085,0.00228001,0.128781,0.131107,0.0136958,0.0137439,0.132358,0.130078,True,0.1093825875,0.16002,0.0954812,0.117609,0.111546,0.0656242,0.0951829,0.0982564,0.131341,0.343193,0.342634,1.15274,1.15273,,,,,,,,,,,
33,final_eval,1,0,False,False,0.144776,0.142878,0.00189826,0.176666,0.175752,0.00661246,0.00694522,0.144768,0.14287,True,0.0615544625,0.125405,0.0506933,0.0311743,0.10132,0.0201397,0.0738067,0.0433268,0.0465699,0.337627,0.33755,1.14259,1.14259,,,,,,,,,,,
34,final_eval,2,0,False,False,0.149315,0.146872,0.00244364,0.182247,0.180144,0.00192086,0.00215303,0.149307,0.146864,True,0.06295265,0.0740979,0.0387721,0.102333,0.0321688,0.0496867,0.0552346,0.0819065,0.0694216,0.33717,0.337219,1.1396,1.13961,,,,,,,,,,,
35,final_eval,3,0,False,False,0.158183,0.155682,0.00250113,0.193175,0.190652,0.000828589,0.00127392,0.158176,0.155676,True,0.047125150000000005,0.0406895,0.0744524,0.035386,0.0682707,0.0134436,0.05819,0.039674,0.046895,0.335948,0.335985,1.13954,1.13954,,,,,,,,,,,
36,final_eval,4,1,False,False,0.11407,0.116209,-0.00213906,0.0884127,0.0951184,0.0455025,0.0458421,0.116203,0.114064,False,0.21907725,0.236225,0.215114,0.203964,0.242808,0.199478,0.197108,0.225587,0.232334,0.222947,0.216954,1.13993,1.13993,,,,,,,,,,,
37,final_eval,5,1,False,False,0.111218,0.113278,-0.00205949,0.0931453,0.102439,0.0138818,0.0126352,0.113272,0.111212,False,0.25364125,0.265797,0.260455,0.215327,0.286031,0.240421,0.234966,0.265657,0.260476,0.339121,0.338421,1.13976,1.13976,,,,,,,,,,,
38,final_eval,6,1,False,False,0.112042,0.114035,-0.00199323,0.0931451,0.102438,0.00716516,0.00594917,0.114029,0.112036,False,0.25364087500000004,0.265796,0.260455,0.215326,0.286031,0.24042,0.234966,0.265657,0.260476,0.337929,0.337189,1.13972,1.13972,,,,,,,,,,,
39,final_eval,7,1,False,False,0.119879,0.120761,-0.000882246,0.111147,0.12252,0.0118038,0.0108873,0.120755,0.119873,False,0.129063225,0.107252,0.158556,0.0757586,0.259815,0.105637,0.0769573,0.15032,0.0982099,0.341409,0.339946,1.13965,1.13964,,,,,,,,,,,
