cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,max_abs_hidden_apply_gate_signal,max_hidden_apply_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
14,train,3,0,True,True,0.173491,0.114847,0.0586443,0.208789,0.148559,2.11196e-05,0.00251877,0.173481,0.114842,True,0.04814747500000001,0.0411121,0.0751174,0.0361389,0.0699692,0.0144341,0.0601707,0.0400976,0.0481398,0.335848,0.336322,1.2,0.798615,7.3463e-09,6.44201e-09,0.0147709,3.17825e-08,1.14136,0.0792924,0.0206481,1.11736e-07,0.0280232,0.0280232,0.000174774
15,train,7,1,True,True,0.0761696,0.140637,-0.0644673,0.119733,0.0827481,0.0114169,0.0120009,0.140629,0.0761654,False,0.13046775,0.109552,0.158194,0.078051,0.258829,0.107696,0.079469,0.15116,0.100791,0.340556,0.341846,3.02433e-07,1.2,1.41457e-38,1.7606e-11,4.35941e-05,7.33744e-09,1.14136,-0.0647961,-0.00032876,1.11736e-07,2.56292e-07,2.56292e-07,0.000174902
16,train,0,0,True,True,0.153243,0.0816247,0.0716178,0.139321,0.0790608,0.013826,0.014752,0.153234,0.0816202,True,0.11092913750000001,0.160002,0.0975688,0.119086,0.114114,0.0679983,0.096207,0.100307,0.13215,0.342789,0.346708,3.02433e-07,1.2,7.41936e-09,9.28355e-09,0.123057,2.49656e-06,1.14136,0.0959286,0.0243108,0.00570628,0.0347865,0.0347865,0.000152139
17,train,4,1,True,True,0.0577522,0.138109,-0.0803564,0.0935562,0.0750993,0.045736,0.0466648,0.138101,0.0577491,False,0.22078062499999998,0.237591,0.217697,0.20327,0.245239,0.201563,0.199466,0.227521,0.233898,0.218638,0.205637,3.02433e-07,1.2,5.24787e-39,2.22827e-11,0.000306112,3.58683e-06,1.14136,-0.0812379,-0.000881544,1.11736e-07,2.89083e-07,2.89083e-07,0.000175023
18,train,1,0,True,True,0.176772,0.0740339,0.102738,0.205586,0.101712,0.00546967,0.00941071,0.176762,0.0740298,True,0.0623928875,0.126119,0.0516868,0.0323084,0.100894,0.0214429,0.0746485,0.0444511,0.0475924,0.337231,0.338956,3.02432e-07,1.2,7.35943e-09,7.33704e-09,0.0790283,1.63571e-06,1.14136,0.130623,0.0278851,1.11735e-07,0.0332909,0.0332909,0.000175192
19,train,5,1,True,True,0.0486756,0.147318,-0.0986428,0.100244,0.0807231,0.00605898,0.00656755,0.14731,0.0486872,False,0.25453687500000005,0.266546,0.261456,0.216156,0.286985,0.241179,0.236051,0.266344,0.261578,0.337406,0.337777,3.02433e-07,1.2,3.53846e-39,1.78199e-11,0.000201204,2.4801e-06,1.14136,-0.0984408,0.000202013,1.11736e-07,3.20126e-07,3.20126e-07,0.000175314
20,train,2,0,True,True,0.195357,0.0623229,0.133034,0.224894,0.091089,0.000240915,0.00625051,0.195347,0.0623195,True,0.0636584375,0.0740385,0.0401363,0.103217,0.0332129,0.0505121,0.0558531,0.0823639,0.0699337,0.336611,0.339589,3.02432e-07,1.2,7.37479e-09,9.12426e-09,0.0495978,3.99497e-07,1.14136,0.166903,0.0338685,1.11735e-07,0.0317662,0.0317662,0.000167437
21,train,6,1,True,True,0.0461993,0.161806,-0.115606,0.100853,0.0782436,0.00603312,0.00682927,0.161797,0.04622,False,0.2543925,0.266427,0.261283,0.216051,0.286815,0.241055,0.23588,0.266223,0.261406,0.337381,0.337928,3.02432e-07,1.2,4.49226e-39,2.21143e-11,0.000130384,8.6505e-08,1.14136,-0.115041,0.000565415,1.11735e-07,3.49439e-07,3.49439e-07,0.000175458
22,train,3,0,True,True,0.227521,0.0558282,0.171693,0.262507,0.0876804,-0.00126639,0.00602056,0.227509,0.0558255,True,0.047689925,0.0409337,0.0748042,0.0358336,0.0691982,0.013971,0.0592891,0.0398881,0.0476015,0.335378,0.337851,3.02431e-07,1.2,7.389e-09,6.42864e-09,0.0144188,1.96674e-08,1.14136,0.209663,0.0379702,1.11734e-07,0.0302222,0.0302222,0.000175629
23,train,7,1,True,True,0.029636,0.199371,-0.169735,0.132636,0.0565858,0.0109211,0.0138617,0.19936,0.0296344,False,0.12979655,0.108547,0.15824,0.0770533,0.259301,0.106677,0.0782628,0.150672,0.0996193,0.340023,0.355361,3.02432e-07,1.2,2.66223e-39,1.77366e-11,4.26276e-05,4.57178e-09,1.14136,-0.168536,0.00119848,1.11734e-07,3.77049e-07,3.77049e-07,0.000175752
24,train,0,0,True,True,0.218731,0.0315158,0.187215,0.166427,0.0470441,0.0132656,0.0169081,0.218719,0.0315141,True,0.11010709999999999,0.159973,0.0964223,0.118427,0.112762,0.0667344,0.0956404,0.0991667,0.131731,0.341871,0.834251,3.02431e-07,1.2,7.45312e-09,1.08748e-08,0.127253,2.03126e-05,1.14136,0.220051,0.0328357,0.00566299,0.0286711,0.0286711,0.000152768
25,train,4,1,True,True,0.0327902,0.207253,-0.174462,0.0962431,0.0644179,0.0456769,0.0474863,0.207241,0.0328241,False,0.21987774999999998,0.23694,0.216285,0.203609,0.243967,0.200394,0.198248,0.226469,0.23311,0.219498,0.194516,3.02431e-07,1.2,5.23893e-39,2.52506e-11,0.000306025,3.5457e-05,1.14136,-0.173656,0.000806082,1.11735e-07,4.02996e-07,4.02996e-07,0.000175856
26,train,1,0,True,True,0.258535,0.0246244,0.233911,0.272549,0.0523347,0.00338562,0.0137486,0.258521,0.0246231,True,0.0619075875,0.12573,0.0510745,0.0317404,0.101075,0.0206416,0.0741819,0.0437805,0.0470368,0.3365,0.575271,3.02431e-07,1.2,7.37578e-09,7.32813e-09,0.0785252,5.58378e-06,1.14136,0.264417,0.0305063,1.11734e-07,0.0271261,0.0271261,0.000176024
27,train,5,1,True,True,0.040751,0.229469,-0.188718,0.102863,0.0726367,0.0059378,0.00770727,0.229457,0.0407942,False,0.254001875,0.266173,0.260804,0.21573,0.286381,0.240673,0.235402,0.265897,0.260955,0.337286,0.338492,3.02431e-07,1.2,3.53991e-39,1.77948e-11,0.0002,2.86191e-06,1.14136,-0.181445,0.00727347,1.11734e-07,4.27326e-07,4.27326e-07,0.000176145
28,train,2,0,True,True,0.285647,0.0166775,0.26897,0.303257,0.0427701,-0.00361931,0.0117643,0.285631,0.0166766,True,0.063183325,0.0740637,0.0391761,0.102705,0.0325448,0.049916,0.0554425,0.0820186,0.0695999,0.335696,0.990428,3.0243e-07,1.2,7.33756e-09,9.07655e-09,0.0489452,4.60981e-07,1.14136,0.296509,0.027539,1.11733e-07,0.0255986,0.0255986,0.000168149
29,train,6,1,True,True,0.0394665,0.257701,-0.218234,0.103571,0.071314,0.00590438,0.00797966,0.257687,0.0395181,False,0.25385112499999996,0.266047,0.260626,0.215618,0.286204,0.240542,0.235226,0.265769,0.260777,0.337249,0.338689,3.02431e-07,1.2,4.44853e-39,2.20085e-11,0.000128802,9.98177e-08,1.14136,-0.211677,0.00655757,1.11734e-07,4.50095e-07,4.50095e-07,0.000176287
30,train,3,0,True,True,0.3172,0.0116543,0.305545,0.350236,0.0413477,-0.00467213,0.0102437,0.317182,0.0116537,True,0.047229737499999994,0.0407355,0.0744825,0.0355262,0.0684321,0.0135147,0.0584156,0.0396795,0.0470518,0.334522,1.03138,3.0243e-07,1.2,7.32671e-09,6.61473e-09,0.0140611,2.26941e-08,1.14136,0.330789,0.0252431,1.11733e-07,0.0240988,0.0240988,0.000176457
31,train,7,1,True,True,0.0124165,0.289187,-0.27677,0.152106,0.0433355,0.0102592,0.0158537,0.289171,0.0124354,False,0.129149625,0.10753,0.158431,0.0760555,0.259748,0.105638,0.077096,0.150258,0.0984405,0.339354,0.974432,3.0243e-07,1.2,2.61347e-39,1.74777e-11,4.16348e-05,5.27534e-09,1.14136,-0.276486,0.000283619,1.11733e-07,4.7137e-07,4.7137e-07,0.000176575
32,final_eval,0,0,False,False,0.307284,0.00329708,0.303987,0.210177,0.0323049,0.0122812,0.0190637,0.307267,0.00329689,True,0.10928558749999998,0.159929,0.0952784,0.117718,0.111425,0.0654596,0.0951519,0.0980698,0.131253,0.340611,1.19291,1.1509,1.19702,,,,,,,,,,,
33,final_eval,1,0,False,False,0.320169,0.00352648,0.316642,0.318103,0.0327324,0.000212393,0.016387,0.320151,0.00352628,True,0.061497100000000006,0.125384,0.0505818,0.0312555,0.101179,0.020035,0.0737818,0.0432066,0.0465531,0.335623,1.19004,1.13948,1.18745,,,,,,,,,,,
34,final_eval,2,0,False,False,0.324556,0.00392686,0.32063,0.333251,0.0294069,-0.00637757,0.0136893,0.324538,0.00392665,True,0.0629186875,0.0740499,0.0386656,0.102414,0.0321523,0.0496183,0.055223,0.0818249,0.0694015,0.335104,1.19981,1.13918,1.17796,,,,,,,,,,,
35,final_eval,3,0,False,False,0.335341,0.004522,0.330819,0.366782,0.0329954,-0.0039543,0.0112218,0.335323,0.00452175,True,0.047102975,0.040672,0.074388,0.035436,0.0682208,0.013401,0.0581864,0.0396177,0.0469019,0.333817,1.18751,1.13909,1.16855,,,,,,,,,,,
36,final_eval,4,1,False,False,0.0281832,0.290347,-0.262164,0.098536,0.0596747,0.0458485,0.0479003,0.290331,0.0282416,False,0.2190135,0.236285,0.214938,0.203979,0.242714,0.199331,0.197089,0.225441,0.232331,0.216705,0.189764,1.1397,1.15921,,,,,,,,,,,
37,final_eval,5,1,False,False,0.0383909,0.273028,-0.234637,0.104288,0.0702064,0.0125306,0.0156284,0.273013,0.0384535,False,0.2536165,0.265852,0.260353,0.21542,0.285932,0.240341,0.234957,0.265571,0.260506,0.338396,0.340301,1.1395,1.14985,,,,,,,,,,,
38,final_eval,6,1,False,False,0.0383908,0.271373,-0.232982,0.104288,0.0702062,0.00587329,0.00823224,0.271358,0.038448,False,0.25361575000000003,0.265851,0.260352,0.21542,0.285932,0.24034,0.234956,0.26557,0.260505,0.337167,0.338841,1.13936,1.14059,,,,,,,,,,,
39,final_eval,7,1,False,False,0.0124295,0.286977,-0.274548,0.152234,0.0433489,0.0102298,0.0158342,0.286961,0.0124484,False,0.1290517375,0.107371,0.158446,0.0759084,0.259784,0.105503,0.0769381,0.15019,0.0982734,0.339302,0.973989,1.13916,1.13993,,,,,,,,,,,
