cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1
16,train,0,0,True,True,0.0336494,0.0366141,-0.00296476,0.147231,0.151703,0.147231,0.151703,0.0336494,0.0366141,False,0.411487625,0.0336494,0.0366141,-0.00296476,False,0.0336494,0.0366141,-0.00296476,False,0.0336493,0.0366141,-0.00296476,False,0.0243846,0.0252703,-0.000885707,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335928,0.335932,0.0903307,1.19991,0.202763,0.156998,1.35862e-05
17,train,8,1,True,True,0.0292196,0.0265782,0.00264146,0.122875,0.126815,0.122875,0.126815,0.0265782,0.0292196,True,0.24862142500000003,0.0292196,0.0265782,0.00264146,True,0.0292196,0.0265782,0.00264146,True,0.0292196,0.0265782,0.00264146,True,0.0209266,0.0201782,0.000748387,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336526,0.336526,0.0124583,1.19997,0.185628,0.03514,0.147225
18,train,1,0,True,True,0.0327938,0.0358766,-0.00308272,0.144425,0.149068,0.144425,0.149068,0.0327938,0.0358765,False,0.40603550000000005,0.0327938,0.0358766,-0.00308272,False,0.0327938,0.0358765,-0.00308272,False,0.0327938,0.0358765,-0.00308272,False,0.0241145,0.0250303,-0.000915804,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335872,0.335871,1.19991,0.0856632,0.195461,0.153015,0.0147052
19,train,9,1,True,True,0.0304788,0.0264557,0.00402302,0.123667,0.129671,0.123667,0.129671,0.0264557,0.0304788,True,0.21884825,0.0304788,0.0264557,0.00402302,True,0.0304788,0.0264557,0.00402302,True,0.0304788,0.0264557,0.00402302,True,0.0212544,0.0197581,0.00149624,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336667,0.336621,0.205895,1.19994,0.209419,0.0158779,0.161862
20,train,2,0,True,True,0.0317737,0.0365533,-0.0047797,0.142428,0.149623,0.142428,0.149624,0.0317734,0.036554,False,0.40227787500000006,0.0317737,0.0365533,-0.0047797,False,0.0317734,0.0365539,-0.00478048,False,0.0317733,0.0365544,-0.00478111,False,0.0239441,0.0253845,-0.00144038,False,0.770113,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335798,0.335802,1.19991,0.0817397,0.195889,0.153358,0.0162987
21,train,10,1,True,True,0.0377627,0.0319823,0.00578042,0.143985,0.152691,0.143985,0.152691,0.0319823,0.0377627,True,0.433851125,0.0377627,0.0319823,0.00578042,True,0.0377627,0.0319823,0.00578043,True,0.0377627,0.0319823,0.00578043,True,0.025817,0.0239324,0.00188469,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.33585,0.335836,0.0839098,1.19991,0.188575,0.015854,0.148937
22,train,3,0,True,True,0.0398943,0.0415161,-0.00162182,0.167264,0.169731,0.167265,0.169732,0.0398943,0.0415167,False,0.50180725,0.0398943,0.0415161,-0.00162182,False,0.0398943,0.0415166,-0.00162235,False,0.0398943,0.0415171,-0.00162279,False,0.0277049,0.028107,-0.000402012,False,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335575,0.335584,1.19991,0.075214,0.185587,0.147158,0.0158918
23,train,11,1,True,True,0.0385344,0.0319673,0.00656715,0.144587,0.154479,0.144587,0.154481,0.0319672,0.0385352,True,0.41239950000000003,0.0385344,0.0319673,0.00656715,True,0.0385351,0.0319672,0.00656784,True,0.0385356,0.0319672,0.00656841,True,0.0253852,0.023198,0.00218715,True,0.248555,0.648564,0.26177,0.516055,0.770111,0.300008,0.152067,0.402066,0.33607,0.336059,1.19991,0.10008,0.186227,0.0157557,0.147523
24,train,4,0,True,True,0.0450194,0.0426217,0.00239764,0.180904,0.17724,0.180905,0.177241,0.04502,0.0426217,True,0.6075125,0.0450194,0.0426217,0.00239764,True,0.04502,0.0426217,0.00239823,True,0.0450205,0.0426218,0.0023987,True,0.0290067,0.0284258,0.000580857,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.33564,0.335636,0.828268,0.770536,0.19477,0.152599,0.0350174
25,train,12,1,True,True,0.0251174,0.0229749,0.00214242,0.110159,0.113337,0.110159,0.113337,0.0229749,0.0251174,True,0.255205325,0.0251174,0.0229749,0.00214242,True,0.0251174,0.0229749,0.00214242,True,0.0251174,0.0229749,0.00214242,True,0.0194053,0.0187267,0.000678563,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336626,0.336609,0.584774,1.1996,0.225693,0.0174846,0.174486
26,train,5,0,True,True,0.036241,0.0439467,-0.00770578,0.16008,0.171769,0.160079,0.17177,0.0362405,0.0439473,False,0.545577,0.036241,0.0439467,-0.00770578,False,0.0362406,0.0439473,-0.0077067,False,0.0362403,0.0439477,-0.00770745,False,0.0254601,0.0278837,-0.00242362,False,0.770114,0.770112,0.608497,0.770114,0.409299,0.234623,0.168272,0.633585,0.335858,0.33585,1.19991,0.0862694,0.187076,0.148174,0.0163765
27,train,13,1,True,True,0.0355273,0.0312508,0.0042765,0.140216,0.146647,0.140216,0.146646,0.0312507,0.0355273,True,0.33974525,0.0355273,0.0312508,0.0042765,True,0.0355273,0.0312507,0.0042765,True,0.0355272,0.0312507,0.0042765,True,0.0239805,0.0224037,0.00157678,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336308,0.3363,1.19991,0.142841,0.195051,0.0157044,0.152772
28,train,6,0,True,True,0.041748,0.0408052,0.000942869,0.171174,0.169739,0.171175,0.169739,0.0417483,0.0408051,True,0.59872975,0.041748,0.0408052,0.000942869,True,0.0417483,0.0408051,0.000943163,True,0.0417485,0.0408051,0.000943402,True,0.027557,0.0273606,0.000196401,True,0.541098,0.770114,0.770112,0.700955,0.34338,0.770114,0.123952,0.770113,0.335737,0.335726,0.0801833,1.19991,0.192922,0.151516,0.0350332
29,train,14,1,True,True,0.0380914,0.0327209,0.00537053,0.146156,0.154253,0.146155,0.154252,0.0327208,0.0380912,True,0.317540325,0.0380914,0.0327209,0.00537053,True,0.0380913,0.0327208,0.00537047,True,0.0380911,0.0327207,0.00537041,True,0.0249881,0.0233472,0.00164085,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.336208,0.33621,1.19991,0.131299,0.191763,0.03514,0.150816
30,train,7,0,True,True,0.0346927,0.0417288,-0.00703611,0.154259,0.164905,0.154258,0.164906,0.0346924,0.0417294,False,0.47250024999999996,0.0346927,0.0417288,-0.00703611,False,0.0346924,0.0417294,-0.00703697,False,0.0346921,0.0417298,-0.00703768,False,0.0247528,0.0270957,-0.00234294,False,0.699475,0.770112,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335887,0.335865,1.19991,0.0882769,0.192881,0.151481,0.0350566
31,train,15,1,True,True,0.0355874,0.0298456,0.00574185,0.136672,0.145291,0.136672,0.145291,0.0298456,0.0355874,True,0.25858512499999997,0.0355874,0.0298456,0.00574185,True,0.0355874,0.0298456,0.00574185,True,0.0355874,0.0298456,0.00574186,True,0.0238097,0.0218287,0.00198092,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336302,0.336317,1.19991,0.151231,0.194124,0.0164815,0.152232
32,train,0,0,True,True,0.030656,0.0352041,-0.00454808,0.138425,0.145258,0.138425,0.145258,0.030656,0.0352041,False,0.411487625,0.030656,0.0352041,-0.00454808,False,0.030656,0.0352041,-0.00454808,False,0.030656,0.0352041,-0.00454808,False,0.023346,0.0248932,-0.00154727,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335883,0.33588,0.086283,1.19991,0.213835,0.16488,0.0351371
33,train,8,1,True,True,0.0280949,0.0253657,0.00272926,0.118824,0.122888,0.118824,0.122888,0.0253657,0.0280949,True,0.24862142500000003,0.0280949,0.0253657,0.00272926,True,0.0280949,0.0253657,0.00272926,True,0.0280949,0.0253657,0.00272926,True,0.0206475,0.0197852,0.000862237,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336512,0.336504,1.19997,0.012629,0.378397,0.0351572,0.332201
34,train,1,0,True,True,0.029301,0.0343252,-0.00502416,0.134214,0.141748,0.134214,0.141748,0.029301,0.0343252,False,0.40603550000000005,0.029301,0.0343252,-0.00502416,False,0.029301,0.0343252,-0.00502416,False,0.029301,0.0343252,-0.00502416,False,0.0230726,0.0245122,-0.00143954,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335832,0.335828,0.0831641,1.19991,0.217706,0.168544,0.0351371
35,train,9,1,True,True,0.0293216,0.0244892,0.00483231,0.117652,0.124841,0.117652,0.124841,0.0244892,0.0293215,True,0.21884825,0.0293216,0.0244892,0.00483231,True,0.0293215,0.0244892,0.00483231,True,0.0293215,0.0244892,0.00483231,True,0.0210685,0.0189175,0.00215091,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336702,0.336592,1.19997,0.0100182,0.403384,0.0351571,0.351436
36,train,2,0,True,True,0.0259468,0.035404,-0.00945723,0.126309,0.140415,0.126309,0.140415,0.0259467,0.0354039,False,0.40227787500000006,0.0259468,0.035404,-0.00945723,False,0.0259467,0.0354039,-0.00945718,False,0.0259466,0.0354038,-0.00945714,False,0.0220437,0.0251207,-0.00307693,False,0.770113,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335783,0.335754,0.0793695,1.19991,0.231536,0.201465,0.0351372
37,train,10,1,True,True,0.0360784,0.0269026,0.00917579,0.129368,0.143078,0.129368,0.143078,0.0269026,0.0360784,True,0.433851125,0.0360784,0.0269026,0.00917579,True,0.0360784,0.0269026,0.00917579,True,0.0360784,0.0269026,0.00917579,True,0.025449,0.0221282,0.00332079,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.33584,0.335785,0.079771,1.19991,0.127208,0.0351345,0.114349
38,train,3,0,True,True,0.0338785,0.0389829,-0.00510441,0.149872,0.15758,0.149871,0.15758,0.0338783,0.0389829,False,0.501807125,0.0338785,0.0389829,-0.00510441,False,0.0338784,0.0389829,-0.00510453,False,0.0338783,0.0389829,-0.00510463,False,0.0255365,0.0274098,-0.00187326,False,0.432994,0.770114,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.33555,0.335514,1.19991,0.0744064,0.192239,0.150914,0.0144947
39,train,11,1,True,True,0.0371931,0.0266162,0.0105769,0.129442,0.145235,0.129442,0.145235,0.0266162,0.0371931,True,0.41239962500000005,0.0371931,0.0266162,0.0105769,True,0.0371931,0.0266162,0.0105769,True,0.0371931,0.0266161,0.010577,True,0.0250596,0.0212432,0.00381638,True,0.248555,0.648564,0.26177,0.516055,0.770112,0.300008,0.152067,0.402066,0.336066,0.336004,0.0485255,1.19993,0.191252,0.0157442,0.150511
40,train,4,0,True,True,0.0355219,0.0376851,-0.00216319,0.152883,0.156154,0.152882,0.156153,0.0355216,0.0376848,False,0.6075119999999998,0.0355219,0.0376851,-0.00216319,False,0.0355217,0.0376848,-0.00216313,False,0.0355214,0.0376845,-0.00216309,False,0.0226985,0.0237886,-0.00109009,False,0.608103,0.770114,0.770114,0.645065,0.08,0.770114,0.446472,0.770114,0.333996,0.333967,0.531052,1.20489,0.214272,0.165177,0.0159755
41,train,12,1,True,True,0.0244662,0.0215734,0.00289277,0.106052,0.110334,0.106052,0.110334,0.0215734,0.0244662,True,0.255205325,0.0244662,0.0215734,0.00289277,True,0.0244662,0.0215734,0.00289277,True,0.0244662,0.0215734,0.00289277,True,0.0192791,0.0180771,0.00120206,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336687,0.336619,0.210862,1.19994,0.231218,0.0351392,0.182166
42,train,5,0,True,True,0.0284924,0.0380129,-0.00952043,0.135072,0.149336,0.135071,0.149335,0.0284922,0.0380126,False,0.5455758749999999,0.0284924,0.0380129,-0.00952043,False,0.0284922,0.0380127,-0.00952048,False,0.028492,0.0380125,-0.00952052,False,0.0226493,0.0260085,-0.00335922,False,0.770111,0.770109,0.608497,0.770111,0.409299,0.234623,0.168272,0.633585,0.335849,0.335786,0.0797398,1.19991,0.231842,0.184275,0.0168173
43,train,13,1,True,True,0.0338446,0.0254866,0.00835798,0.123893,0.136351,0.123893,0.136351,0.0254866,0.0338446,True,0.33974525,0.0338446,0.0254866,0.00835798,True,0.0338446,0.0254866,0.00835798,True,0.0338446,0.0254866,0.00835798,True,0.0233559,0.0201634,0.00319253,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336339,0.336271,0.162476,1.19991,0.129218,0.0351401,0.115481
44,train,6,0,True,True,0.033741,0.0337601,-1.91395e-05,0.144838,0.144867,0.144837,0.144866,0.0337406,0.0337598,False,0.5987281249999999,0.033741,0.0337601,-1.91395e-05,False,0.0337407,0.0337598,-1.91474e-05,False,0.0337404,0.0337596,-1.91541e-05,False,0.0246782,0.0250941,-0.000415925,False,0.541098,0.770111,0.770109,0.700955,0.34338,0.770111,0.123952,0.770109,0.335718,0.335679,1.19991,0.0799352,0.197429,0.154054,0.0144842
45,train,14,1,True,True,0.0346934,0.027185,0.00750842,0.129033,0.140258,0.129033,0.140257,0.0271849,0.0346933,True,0.31754007500000003,0.0346934,0.027185,0.00750842,True,0.0346933,0.0271849,0.00750837,True,0.0346932,0.0271848,0.00750834,True,0.0238343,0.0210778,0.00275651,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770113,0.26136,0.336238,0.33619,1.19991,0.113614,0.19685,0.0149549,0.153899
46,train,7,0,True,True,0.0275404,0.0347468,-0.00720638,0.130006,0.140785,0.130006,0.140785,0.0275403,0.0347467,False,0.4725,0.0275404,0.0347468,-0.00720638,False,0.0275403,0.0347467,-0.00720642,False,0.0275402,0.0347467,-0.00720646,False,0.0220545,0.0248016,-0.00274715,False,0.699475,0.77011,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335921,0.335833,0.0791245,1.19991,0.217812,0.167788,0.0351371
47,train,15,1,True,True,0.0335003,0.0245125,0.00898779,0.12104,0.134412,0.12104,0.134412,0.0245125,0.0335003,True,0.25858512499999997,0.0335003,0.0245125,0.00898779,True,0.0335003,0.0245125,0.00898778,True,0.0335003,0.0245125,0.00898778,True,0.0231856,0.0194173,0.0037683,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.33646,0.336324,0.0145754,1.19997,0.129941,0.03514,0.115822
48,train,0,0,True,True,0.0257853,0.0318353,-0.00604997,0.12308,0.132102,0.12308,0.132102,0.0257853,0.0318353,False,0.411487625,0.0257853,0.0318353,-0.00604997,False,0.0257853,0.0318353,-0.00604997,False,0.0257853,0.0318353,-0.00604997,False,0.0213796,0.0237734,-0.00239373,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335932,0.335864,0.0806696,1.19991,0.23289,0.207948,0.0145013
49,train,8,1,True,True,0.0270757,0.0232914,0.00378435,0.112679,0.118298,0.112679,0.118298,0.0232914,0.0270757,True,0.24862142500000003,0.0270757,0.0232914,0.00378435,True,0.0270757,0.0232914,0.00378435,True,0.0270757,0.0232914,0.00378435,True,0.0204274,0.018799,0.00162841,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336588,0.336509,0.00967428,1.19997,0.230145,0.03514,0.180216
50,train,1,0,True,True,0.0258151,0.029876,-0.00406087,0.121517,0.127571,0.121517,0.127571,0.0258151,0.029876,False,0.40603550000000005,0.0258151,0.029876,-0.00406087,False,0.0258151,0.029876,-0.00406087,False,0.0258151,0.029876,-0.00406086,False,0.0215695,0.0230408,-0.00147127,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335899,0.335858,1.15897,0.641969,0.247641,0.237536,0.0149201
51,train,9,1,True,True,0.0278922,0.0212726,0.00661956,0.108118,0.117913,0.108118,0.117913,0.0212726,0.0278922,True,0.21884825,0.0278922,0.0212726,0.00661956,True,0.0278922,0.0212726,0.00661956,True,0.0278922,0.0212726,0.00661956,True,0.0208141,0.0169706,0.00384357,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336991,0.336666,1.19992,0.135043,0.220225,0.0167096,0.169883
52,train,2,0,True,True,0.023861,0.0289813,-0.00512023,0.115749,0.123359,0.115749,0.123359,0.023861,0.0289812,False,0.402278125,0.023861,0.0289813,-0.00512023,False,0.023861,0.0289812,-0.00512019,False,0.0238609,0.0289811,-0.00512016,False,0.0208866,0.0229246,-0.00203795,False,0.770115,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335896,0.335821,1.19668,0.593845,0.232104,0.186119,0.0351373
53,train,10,1,True,True,0.0306361,0.0242959,0.00634014,0.118231,0.127662,0.118231,0.127662,0.0242959,0.0306361,True,0.433851125,0.0306361,0.0242959,0.00634014,True,0.0306361,0.0242959,0.00634014,True,0.0306361,0.0242959,0.00634014,True,0.0235574,0.0206954,0.00286194,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.33596,0.335839,1.20526,0.503243,0.20871,0.0164149,0.161544
54,train,3,0,True,True,0.0294224,0.0318115,-0.00238913,0.132331,0.13591,0.132331,0.13591,0.0294223,0.0318115,False,0.501806875,0.0294224,0.0318115,-0.00238913,False,0.0294223,0.0318115,-0.00238918,False,0.0294222,0.0318115,-0.00238922,False,0.0234747,0.0249217,-0.001447,False,0.432994,0.770112,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335625,0.33556,1.10115,0.669693,0.22949,0.178998,0.0351372
55,train,11,1,True,True,0.0308301,0.0228188,0.00801127,0.114493,0.126377,0.114492,0.126377,0.0228188,0.03083,True,0.41240000000000004,0.0308301,0.0228188,0.00801127,True,0.03083,0.0228188,0.00801122,True,0.0308299,0.0228188,0.00801117,True,0.0228249,0.0194948,0.00333009,True,0.248555,0.648564,0.26177,0.516055,0.770115,0.300008,0.152067,0.402066,0.336198,0.336065,0.0277148,1.19995,0.208591,0.016871,0.161452
56,train,4,0,True,True,0.029749,0.0276128,0.00213623,0.129135,0.125943,0.129134,0.125943,0.0297488,0.0276126,True,0.6075115000000001,0.029749,0.0276128,0.00213623,True,0.0297488,0.0276126,0.00213623,True,0.0297486,0.0276124,0.00213623,True,0.0231643,0.0229745,0.000189816,True,0.608103,0.770113,0.770113,0.645065,0.08,0.770113,0.446472,0.770113,0.33576,0.33571,1.19991,0.0808288,0.214004,0.165061,0.016324
57,train,12,1,True,True,0.022587,0.0208122,0.00177486,0.102463,0.105086,0.102463,0.105086,0.0208122,0.022587,True,0.255205325,0.022587,0.0208122,0.00177486,True,0.022587,0.0208122,0.00177486,True,0.022587,0.0208122,0.00177486,True,0.018211,0.017717,0.000494089,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336789,0.336793,1.19993,0.202605,0.23193,0.0151455,0.184381
58,train,5,0,True,True,0.0247196,0.0271429,-0.00242331,0.116352,0.119956,0.116351,0.119956,0.0247194,0.0271428,False,0.5455773749999999,0.0247196,0.0271429,-0.00242331,False,0.0247195,0.0271428,-0.00242337,False,0.0247193,0.0271427,-0.00242342,False,0.0205526,0.0218779,-0.0013253,False,0.770115,0.770113,0.608497,0.770115,0.409299,0.234623,0.168272,0.633585,0.336073,0.335989,0.0451747,1.19993,0.232021,0.185498,0.0351571
