cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1
10,initial_eval,10,1,False,False,0.120342,0.113747,0.00659453,0.147856,0.154646,0.147856,0.154646,0.113811,0.120406,True,0.433851125,0.120342,0.113747,0.00659453,True,0.120398,0.113804,0.00659471,True,0.120445,0.11385,0.00659483,True,0.120455,0.11386,0.00659472,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335858,0.33585,2.24685e-96,8.27673e-97,,,
11,initial_eval,11,1,False,False,0.122757,0.11497,0.00778701,0.149127,0.157153,0.149129,0.157155,0.115037,0.122826,True,0.41239925000000005,0.122757,0.11497,0.00778701,True,0.122818,0.115029,0.00778863,True,0.122867,0.115077,0.00778995,True,0.122878,0.115087,0.00779012,True,0.248555,0.648564,0.26177,0.516055,0.770109,0.300008,0.152067,0.402066,0.336083,0.336079,8.47141e-80,-1.48436e-79,,,
12,initial_eval,12,1,False,False,0.0816108,0.0792312,0.0023796,0.112294,0.114746,0.112294,0.114746,0.0792932,0.0816728,True,0.255205325,0.0816108,0.0792312,0.0023796,True,0.0816655,0.0792859,0.00237961,True,0.0817104,0.0793308,0.00237962,True,0.0817202,0.0793406,0.00237952,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336616,0.336615,1.50502e-114,-3.16234e-114,,,
13,initial_eval,13,1,False,False,0.116694,0.112744,0.00394962,0.146822,0.150889,0.146822,0.150889,0.112808,0.116757,True,0.33974525,0.116694,0.112744,0.00394962,True,0.11675,0.1128,0.00394968,True,0.116796,0.112846,0.00394972,True,0.116806,0.112856,0.00394967,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336331,0.336334,5.09412e-123,-4.09123e-123,,,
14,initial_eval,14,1,False,False,0.128176,0.121762,0.00641401,0.156102,0.162716,0.156102,0.162716,0.121825,0.128241,True,0.31753995,0.128176,0.121762,0.00641401,True,0.128233,0.121817,0.00641613,True,0.128281,0.121863,0.00641785,True,0.12829,0.121872,0.00641817,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770112,0.26136,0.336241,0.336253,1.19828e-170,-9.62373e-171,,,
15,initial_eval,15,1,False,False,0.117637,0.112446,0.00519087,0.146515,0.15186,0.146515,0.15186,0.112509,0.1177,True,0.25858512499999997,0.117637,0.112446,0.00519087,True,0.117693,0.112502,0.00519096,True,0.117739,0.112548,0.00519102,True,0.117749,0.112558,0.00519098,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336319,0.336345,3.20982e-218,-2.5779e-218,,,
16,train,0,0,True,True,0.113138,0.117482,-0.00434321,0.147229,0.151701,0.147229,0.151701,0.1132,0.117543,False,0.411487625,0.113138,0.117482,-0.00434321,False,0.113195,0.117538,-0.00434327,False,0.113241,0.117584,-0.00434331,False,0.113251,0.117594,-0.00434321,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335928,0.335932,0.195526,0.203771,0.24059,0.168372,0.0336445
17,train,1,0,True,True,0.110261,0.115444,-0.00518225,0.144266,0.149603,0.144266,0.149603,0.110323,0.115505,False,0.40603550000000005,0.110261,0.115444,-0.00518225,False,0.110318,0.1155,-0.00518236,False,0.110364,0.115546,-0.00518244,False,0.110374,0.115556,-0.00518232,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335875,0.335871,0.189312,0.199206,0.231449,0.163352,0.00114389
18,train,2,0,True,True,0.109246,0.116351,-0.00710433,0.143222,0.150548,0.143222,0.150549,0.109308,0.116414,False,0.40227787500000006,0.109246,0.116351,-0.00710433,False,0.109303,0.116409,-0.00710641,False,0.109349,0.116457,-0.00710812,False,0.109359,0.116468,-0.00710837,False,0.770113,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335802,0.335805,0.187119,0.200678,0.233944,0.164754,3.88838e-05
19,train,3,0,True,True,0.133634,0.136347,-0.00271308,0.168336,0.171135,0.168337,0.171137,0.133697,0.136411,False,0.50180725,0.133634,0.136347,-0.00271308,False,0.133692,0.136406,-0.00271447,False,0.133739,0.136455,-0.00271561,False,0.133749,0.136465,-0.0027158,False,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.33558,0.335588,0.231886,0.235454,0.245241,0.198527,1.3214e-06
20,train,4,0,True,True,0.149335,0.144372,0.00496338,0.184507,0.179388,0.184509,0.179389,0.149401,0.144435,True,0.6075125,0.149335,0.144372,0.00496338,True,0.149396,0.14443,0.00496574,True,0.149445,0.144477,0.00496766,True,0.149456,0.144488,0.00496804,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335646,0.335647,0.24169,0.241524,0.245402,0.20422,4.45551e-08
21,train,5,0,True,True,0.13154,0.138858,-0.0073174,0.166172,0.173717,0.166172,0.173719,0.131601,0.138922,False,0.545576875,0.13154,0.138858,-0.0073174,False,0.131596,0.138917,-0.0073201,False,0.131642,0.138965,-0.00732229,False,0.131652,0.138975,-0.00732267,False,0.770114,0.770111,0.608497,0.770114,0.409299,0.234623,0.168272,0.633585,0.33586,0.335864,0.228799,0.238186,0.245286,0.20105,1.14183e-09
22,train,6,0,True,True,0.144037,0.136815,0.00722192,0.179053,0.171608,0.179055,0.171608,0.144102,0.136878,True,0.5987296249999999,0.144037,0.136815,0.00722192,True,0.144097,0.136872,0.00722455,True,0.144146,0.13692,0.0072267,True,0.144157,0.136929,0.0072271,True,0.541098,0.770114,0.770112,0.700955,0.34338,0.770114,0.123952,0.770112,0.335742,0.335749,0.241449,0.235999,0.24521,0.198928,-3.32817e-10
23,train,7,0,True,True,0.128177,0.132002,-0.00382472,0.162717,0.166661,0.162717,0.166662,0.12824,0.132066,False,0.47250024999999996,0.128177,0.132002,-0.00382472,False,0.128235,0.132061,-0.00382611,False,0.128282,0.132109,-0.00382724,False,0.128292,0.132119,-0.00382742,False,0.699475,0.770112,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335884,0.33589,0.223429,0.229517,0.244983,0.192629,-3.81035e-10
24,train,8,1,True,True,0.0925103,0.0878422,0.00466804,0.121171,0.125979,0.121171,0.125979,0.0879027,0.0925707,True,0.24862142500000003,0.0925103,0.0878422,0.00466804,True,0.0925657,0.0878977,0.00466799,True,0.0926112,0.0879433,0.00466794,True,0.0926209,0.0879531,0.00466778,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336497,0.336524,0.142015,0.150875,0.120216,0.0398376,0.107994
25,train,9,1,True,True,0.0943181,0.0887077,0.00561039,0.122062,0.127842,0.122062,0.127842,0.0887681,0.0943786,True,0.21884825,0.0943181,0.0887077,0.00561039,True,0.0943736,0.0887632,0.00561041,True,0.0944191,0.0888087,0.00561041,True,0.0944288,0.0888185,0.00561029,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336646,0.336631,0.143778,0.154436,0.125085,0.00135449,0.109929
26,train,10,1,True,True,0.112194,0.109188,0.00300619,0.14316,0.146256,0.14316,0.146256,0.109249,0.112255,True,0.433851125,0.112194,0.109188,0.00300619,True,0.11225,0.109244,0.00300622,True,0.112297,0.10929,0.00300624,True,0.112306,0.1093,0.00300613,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335815,0.335844,0.186989,0.192761,0.209507,4.60432e-05,0.151686
27,train,11,1,True,True,0.115504,0.110611,0.00489264,0.14463,0.149674,0.14463,0.149675,0.110673,0.115567,True,0.41239950000000003,0.115504,0.110611,0.00489264,True,0.115562,0.110668,0.00489397,True,0.11561,0.110715,0.00489505,True,0.11562,0.110725,0.00489522,True,0.248555,0.648564,0.26177,0.516055,0.770111,0.300008,0.152067,0.402066,0.336034,0.336071,0.190076,0.199426,0.214766,1.56491e-06,0.154502
28,train,12,1,True,True,0.0794126,0.0778935,0.0015191,0.110917,0.112481,0.110917,0.112481,0.0779532,0.0794721,True,0.255205325,0.0794126,0.0778935,0.0015191,True,0.0794672,0.0779483,0.00151886,True,0.079512,0.0779933,0.00151868,True,0.0795218,0.0780032,0.00151853,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336583,0.336663,0.122198,0.124986,0.0850371,5.28198e-08,0.0889688
29,train,13,1,True,True,0.109806,0.10881,0.000996001,0.142771,0.143797,0.142771,0.143797,0.108871,0.109867,True,0.33974525,0.109806,0.10881,0.000996001,True,0.109862,0.108866,0.00099601,True,0.109908,0.108912,0.000996017,True,0.109918,0.108922,0.000996003,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336272,0.33633,0.186173,0.188091,0.208301,1.44522e-09,0.150985
30,train,14,1,True,True,0.117011,0.115817,0.00119467,0.149981,0.151211,0.149981,0.15121,0.115877,0.117072,True,0.317540325,0.117011,0.115817,0.00119467,True,0.117067,0.115872,0.0011946,True,0.117112,0.115917,0.00119453,True,0.117122,0.115927,0.00119446,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.336176,0.336237,0.201083,0.203344,0.234748,4.91265e-11,0.16516
31,train,15,1,True,True,0.110129,0.106509,0.00361957,0.140401,0.144128,0.140401,0.144128,0.10657,0.11019,True,0.25858512499999997,0.110129,0.106509,0.00361957,True,0.110185,0.106565,0.00361967,True,0.110231,0.106611,0.00361974,True,0.110241,0.106621,0.00361973,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336269,0.336358,0.181206,0.188168,0.197402,-2.20336e-10,0.145923
32,train,0,0,True,True,0.109371,0.107259,0.00211205,0.143349,0.141174,0.143349,0.141174,0.109433,0.107321,True,0.411487625,0.109371,0.107259,0.00211205,True,0.109428,0.107316,0.00211211,True,0.109474,0.107362,0.00211215,True,0.109484,0.107372,0.00211211,True,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335855,0.335912,0.186896,0.182827,0.200687,0.147438,0.0383341
33,train,1,0,True,True,0.10565,0.1046,0.0010502,0.139517,0.138435,0.139517,0.138435,0.105712,0.104661,True,0.40603550000000005,0.10565,0.1046,0.0010502,True,0.105707,0.104656,0.00105024,True,0.105753,0.104702,0.00105027,True,0.105763,0.104712,0.00105031,True,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335809,0.33587,0.17914,0.177105,0.18965,0.142004,0.00130336
34,train,2,0,True,True,0.103313,0.104268,-0.00095527,0.137106,0.138089,0.137106,0.138089,0.103373,0.104328,False,0.40227775000000005,0.103313,0.104268,-0.00095527,False,0.103368,0.104323,-0.000955113,False,0.103414,0.104369,-0.000954985,False,0.103424,0.104379,-0.00095489,False,0.770112,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335745,0.335808,0.174351,0.17618,0.187927,0.14113,4.43052e-05
35,train,3,0,True,True,0.126249,0.122303,0.0039464,0.160724,0.156664,0.160723,0.156664,0.12631,0.122364,True,0.50180725,0.126249,0.122303,0.0039464,True,0.126305,0.122359,0.00394577,True,0.126351,0.122406,0.00394524,True,0.126361,0.122416,0.00394509,True,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335522,0.335557,0.220147,0.213161,0.24461,0.17684,1.50605e-06
36,train,4,0,True,True,0.135434,0.121754,0.0136798,0.170182,0.156088,0.170182,0.156087,0.135496,0.121813,True,0.6075125,0.135434,0.121754,0.0136798,True,0.135491,0.121809,0.0136821,True,0.135537,0.121853,0.0136841,True,0.135547,0.121863,0.0136843,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335583,0.335611,0.234302,0.212145,0.244379,0.175782,5.09684e-08
37,train,5,0,True,True,0.118965,0.114956,0.00400966,0.153219,0.149091,0.153218,0.14909,0.119025,0.115015,True,0.54557625,0.118965,0.114956,0.00400966,True,0.11902,0.11501,0.00400957,True,0.119065,0.115055,0.00400949,True,0.119074,0.115065,0.00400946,True,0.770112,0.77011,0.608497,0.770112,0.409299,0.234623,0.168272,0.633585,0.335794,0.335851,0.207003,0.199438,0.231673,0.163488,1.07258e-09
38,train,6,0,True,True,0.129928,0.112885,0.0170427,0.164512,0.146956,0.164512,0.146955,0.129989,0.112944,True,0.5987296249999999,0.129928,0.112885,0.0170427,True,0.129984,0.112939,0.0170447,True,0.13003,0.112984,0.0170463,True,0.130039,0.112993,0.0170463,True,0.541098,0.770114,0.770112,0.700955,0.34338,0.770114,0.123952,0.770112,0.335672,0.33573,0.225691,0.194972,0.223866,0.159233,-1.9069e-10
39,train,7,0,True,True,0.116069,0.109474,0.0065947,0.150242,0.143451,0.150241,0.143451,0.116129,0.109534,True,0.472500125,0.116069,0.109474,0.0065947,True,0.116124,0.109529,0.00659471,True,0.11617,0.109575,0.00659471,True,0.116179,0.109585,0.00659469,True,0.699475,0.770111,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335821,0.335899,0.200176,0.1876,0.209927,0.152103,-9.8118e-10
40,train,8,1,True,True,0.088379,0.0855174,0.00286156,0.118775,0.121723,0.118775,0.121723,0.0855778,0.0884392,True,0.24862142500000003,0.088379,0.0855174,0.00286156,True,0.0884342,0.0855728,0.00286139,True,0.0884796,0.0856183,0.00286126,True,0.0884893,0.0856282,0.00286109,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336465,0.336549,0.137334,0.142702,0.111541,0.0385332,0.10347
41,train,9,1,True,True,0.0886601,0.085566,0.00309412,0.118825,0.122012,0.118825,0.122012,0.0856263,0.0887202,True,0.21884825,0.0886601,0.085566,0.00309412,True,0.0887153,0.0856213,0.00309399,True,0.0887606,0.0856668,0.00309388,True,0.0887703,0.0856766,0.00309376,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336639,0.336686,0.137413,0.143241,0.11306,0.00131014,0.103792
42,train,10,1,True,True,0.100914,0.103164,-0.00224999,0.136956,0.134638,0.136956,0.134638,0.103226,0.100975,False,0.433851125,0.100914,0.103164,-0.00224999,False,0.10097,0.103221,-0.00225012,False,0.101016,0.103266,-0.00225022,False,0.101026,0.103277,-0.00225023,False,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335765,0.335845,0.173588,0.169245,0.183511,4.45354e-05,0.138799
43,train,11,1,True,True,0.103581,0.103378,0.000202808,0.137175,0.137382,0.137174,0.137382,0.103439,0.103641,True,0.41239950000000003,0.103581,0.103378,0.000202808,True,0.103636,0.103434,0.00020261,True,0.103682,0.103479,0.000202449,True,0.103692,0.103489,0.000202373,True,0.248555,0.648564,0.26177,0.516055,0.770111,0.300008,0.152067,0.402066,0.33598,0.336077,0.174495,0.174874,0.184647,1.51388e-06,0.139503
44,train,12,1,True,True,0.0757326,0.0768013,-0.00106865,0.109791,0.108687,0.109791,0.108687,0.0768609,0.0757917,False,0.255205325,0.0757326,0.0768013,-0.00106865,False,0.0757868,0.0768561,-0.0010692,False,0.0758315,0.0769011,-0.00106961,False,0.0758413,0.076911,-0.00106977,False,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336547,0.336758,0.119978,0.117992,0.0867596,5.10759e-08,0.0868596
45,train,13,1,True,True,0.0986296,0.101885,-0.00325494,0.135638,0.132285,0.135638,0.132285,0.101946,0.0986906,False,0.33974525,0.0986296,0.101885,-0.00325494,False,0.0986856,0.101941,-0.00325504,False,0.0987315,0.101987,-0.00325511,False,0.0987413,0.101996,-0.00325512,False,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.33621,0.336391,0.170679,0.164406,0.178086,1.34285e-09,0.136076
46,train,14,1,True,True,0.10247,0.108747,-0.00627707,0.142702,0.136236,0.142701,0.136235,0.108807,0.10253,False,0.317540325,0.10247,0.108747,-0.00627707,False,0.102525,0.108802,-0.00627736,False,0.10257,0.108848,-0.00627758,False,0.10258,0.108857,-0.00627761,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.336108,0.336317,0.184617,0.172528,0.204684,-1.73904e-10,0.14938
47,train,15,1,True,True,0.0993365,0.100308,-0.000971418,0.134013,0.133013,0.134013,0.133013,0.100369,0.0993973,False,0.25858512499999997,0.0993365,0.100308,-0.000971418,False,0.0993923,0.100364,-0.000971449,False,0.0994381,0.10041,-0.000971472,False,0.0994479,0.100419,-0.000971493,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336231,0.336436,0.167766,0.165879,0.171034,-3.90818e-10,0.132923
48,train,0,0,True,True,0.104294,0.094173,0.0101212,0.13812,0.127694,0.13812,0.127694,0.104355,0.0942338,True,0.411487625,0.104294,0.094173,0.0101212,True,0.10435,0.0942288,0.0101215,True,0.104396,0.0942746,0.0101217,True,0.104406,0.0942847,0.0101216,True,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335786,0.335965,0.174442,0.155065,0.14623,0.120602,0.0379163
49,train,1,0,True,True,0.100843,0.0928783,0.00796454,0.134565,0.12636,0.134565,0.12636,0.100904,0.092939,True,0.40603550000000005,0.100843,0.0928783,0.00796454,True,0.100899,0.092934,0.00796484,True,0.100945,0.0929797,0.00796507,True,0.100955,0.0929898,0.00796502,True,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335752,0.335927,0.16762,0.152369,0.141502,0.118194,0.00128916
50,train,2,0,True,True,0.0972927,0.0920037,0.00528898,0.130905,0.125455,0.130905,0.125455,0.097353,0.0920636,True,0.40227775000000005,0.0972927,0.0920037,0.00528898,True,0.0973481,0.0920586,0.00528941,True,0.0973935,0.0921038,0.00528974,True,0.0974035,0.0921137,0.00528974,True,0.770112,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335698,0.335855,0.160677,0.150547,0.138001,0.116441,4.38223e-05
51,train,3,0,True,True,0.118334,0.107327,0.0110074,0.152575,0.141241,0.152575,0.14124,0.118395,0.107387,True,0.501807125,0.118334,0.107327,0.0110074,True,0.11839,0.107383,0.0110075,True,0.118436,0.107428,0.0110076,True,0.118446,0.107438,0.0110074,True,0.432994,0.770114,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.33547,0.335578,0.203862,0.182967,0.201627,0.147778,1.48963e-06
52,train,4,0,True,True,0.121506,0.102812,0.0186949,0.155835,0.136582,0.155834,0.136581,0.121566,0.10287,True,0.6075125,0.121506,0.102812,0.0186949,True,0.121561,0.102866,0.0186953,True,0.121606,0.10291,0.0186957,True,0.121615,0.10292,0.0186953,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335533,0.335649,0.208492,0.173262,0.182136,0.13832,5.06365e-08
53,train,5,0,True,True,0.107134,0.0984354,0.00869818,0.141036,0.132077,0.141036,0.132077,0.107193,0.0984947,True,0.5455757499999999,0.107134,0.0984354,0.00869818,True,0.107188,0.0984898,0.00869834,True,0.107233,0.0985345,0.00869845,True,0.107243,0.0985443,0.00869837,True,0.770111,0.770108,0.608497,0.770111,0.409299,0.234623,0.168272,0.633585,0.335751,0.335891,0.180678,0.163978,0.163928,0.129361,1.72127e-09
54,train,6,0,True,True,0.115975,0.0989707,0.0170039,0.150139,0.132626,0.150138,0.132625,0.116034,0.0990295,True,0.59872825,0.115975,0.0989707,0.0170039,True,0.116029,0.0990247,0.0170043,True,0.116074,0.099069,0.0170047,True,0.116083,0.0990788,0.0170044,True,0.541098,0.770111,0.770109,0.700955,0.34338,0.770111,0.123952,0.77011,0.335635,0.335775,0.197456,0.165097,0.166264,0.130459,5.85104e-11
55,train,7,0,True,True,0.104709,0.0972656,0.00744335,0.138544,0.130877,0.138544,0.130877,0.104769,0.0973258,True,0.47249975,0.104709,0.0972656,0.00744335,True,0.104764,0.0973209,0.00744355,True,0.10481,0.0973662,0.00744368,True,0.10482,0.0973761,0.00744367,True,0.699475,0.770108,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335808,0.335946,0.175821,0.161515,0.159205,0.127,-4.70111e-10
56,train,8,1,True,True,0.0851552,0.0823249,0.00283029,0.115486,0.118401,0.115486,0.118401,0.0823852,0.0852153,True,0.24862142500000003,0.0851552,0.0823249,0.00283029,True,0.0852104,0.0823803,0.00283011,True,0.0852557,0.0824258,0.00282998,True,0.0852655,0.0824357,0.0028298,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336487,0.336574,0.130947,0.136216,0.100149,0.037722,0.0972937
57,train,9,1,True,True,0.084649,0.0812808,0.00336824,0.114409,0.117879,0.114409,0.117879,0.0813409,0.084709,True,0.21884825,0.084649,0.0812808,0.00336824,True,0.0847041,0.081336,0.00336811,True,0.0847494,0.0813814,0.003368,True,0.0847591,0.0813912,0.00336787,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336705,0.336739,0.128862,0.13514,0.0976952,0.00128255,0.0955432
58,train,10,1,True,True,0.0945857,0.0962359,-0.00165014,0.12982,0.128119,0.12982,0.128119,0.0962968,0.0946465,False,0.433851125,0.0945857,0.0962359,-0.00165014,False,0.0946415,0.0962918,-0.00165028,False,0.0946873,0.0963377,-0.00165038,False,0.0946974,0.0963478,-0.00165041,False,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.33577,0.335869,0.159104,0.155931,0.155176,4.35977e-05,0.124838
59,train,11,1,True,True,0.0953127,0.0949296,0.000383112,0.128472,0.128866,0.128472,0.128865,0.0949901,0.095373,True,0.412399875,0.0953127,0.0949296,0.000383112,True,0.095368,0.0949851,0.000382891,True,0.0954134,0.0950307,0.000382714,True,0.0954232,0.0950405,0.000382624,True,0.248555,0.648564,0.26177,0.516055,0.770114,0.300008,0.152067,0.402066,0.335988,0.336101,0.156655,0.15737,0.149792,1.48166e-06,0.122322
