cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,lose0,lose1,lead01,lead10,bwd_signal
10,initial_eval,10,1,False,False,0.0714482,0.0708678,0.000580497,0.103587,0.104185,0.013948,0.0139104,0.0708752,0.0714557,True,0.10741581250000001,0.0714482,0.0708678,0.000580497,True,0.103909,0.103869,0.103871,0.109307,0.104353,0.10387,0.103913,0.103909,0.103869,0.103871,0.103911,0.103868,0.10387,0.13051,0.103909,0.127844,0.33733,0.337319,1.13973,1.13973,
11,initial_eval,11,1,False,False,0.0743574,0.0740309,0.00032653,0.106848,0.107185,0.0123401,0.0123686,0.0740382,0.0743647,True,0.11135018749999999,0.0743574,0.0740309,0.00032653,True,0.107029,0.10742,0.107008,0.10703,0.107006,0.107007,0.107031,0.127377,0.107007,0.129807,0.10703,0.107006,0.107007,0.107154,0.107029,0.132655,0.337055,0.337059,1.1398,1.1398,
12,initial_eval,12,1,False,False,0.0603916,0.059946,0.000445597,0.0923191,0.0927785,0.0237305,0.0237431,0.0599536,0.0603992,True,0.09254961874999999,0.0603916,0.059946,0.000445597,True,0.0925658,0.0925359,0.0925375,0.092567,0.0925349,0.0925368,0.0925683,0.0925657,0.0925359,0.0925376,0.0925669,0.092535,0.0925368,0.0925682,0.0925656,0.092536,0.338543,0.338526,1.13993,1.13993,
13,initial_eval,13,1,False,False,0.06927,0.0688504,0.000419572,0.101507,0.101939,0.0307113,0.0307331,0.068858,0.0692775,True,0.10423825,0.06927,0.0688504,0.000419572,True,0.10174,0.101712,0.101712,0.101741,0.10171,0.101712,0.101742,0.116054,0.101711,0.126431,0.101741,0.10171,0.102904,0.101742,0.101739,0.101711,0.33328,0.333256,1.13975,1.13975,
14,initial_eval,14,1,False,False,0.0636555,0.0631211,0.000534431,0.0955982,0.0961492,0.0191314,0.0191222,0.0631288,0.0636632,True,0.09673419999999999,0.0636555,0.0631211,0.000534431,True,0.0958942,0.095858,0.0958601,0.0958957,0.0958568,0.0958591,0.0958973,0.107383,0.0958581,0.0967412,0.0958956,0.0958569,0.0972418,0.0958972,0.095894,0.0958582,0.338165,0.338149,1.1399,1.1399,
15,initial_eval,15,1,False,False,0.0604139,0.0599667,0.000447194,0.0923411,0.0928021,0.0233085,0.0233044,0.0599743,0.0604215,True,0.09258483749999999,0.0604139,0.0599667,0.000447194,True,0.0925887,0.0925586,0.0925603,0.0925898,0.0925576,0.0925595,0.0925912,0.0927871,0.0925587,0.0925604,0.0925898,0.0925577,0.0925596,0.0925911,0.0925885,0.0925588,0.338541,0.338534,1.13989,1.13989,
16,train,0,0,True,True,0.0675063,0.0677502,-0.000243894,0.100121,0.100372,0.0156522,0.0156985,0.0675139,0.0677578,False,0.10246587499999998,0.0675063,0.0677502,-0.000243894,False,0.101735,0.10024,0.100241,0.100257,0.108308,0.100463,0.100258,0.100269,0.10024,0.100241,0.100257,0.100239,0.125944,0.100266,0.100256,0.10024,0.337705,0.337718,1.2,3.02718e-07,1.04498
17,train,1,0,True,True,0.0641297,0.0645932,-0.000463512,0.0966449,0.0971227,0.0140431,0.0140173,0.0641378,0.0646013,False,0.10073841875000002,0.0641297,0.0645932,-0.000463512,False,0.102814,0.0968684,0.0968705,0.0969053,0.115584,0.106229,0.12363,0.0969037,0.0968685,0.0968705,0.0969052,0.0968673,0.0978193,0.0969068,0.0969036,0.0968686,0.337501,0.337497,1.2,3.02739e-07,1.04498
18,train,2,0,True,True,0.0679843,0.0683466,-0.000362279,0.10062,0.100994,0.010761,0.0107574,0.0679923,0.0683545,False,0.107627625,0.0679843,0.0683466,-0.000362279,False,0.127766,0.100794,0.100796,0.100825,0.119034,0.126436,0.126669,0.100824,0.100794,0.100796,0.100825,0.101824,0.100776,0.100827,0.100824,0.112232,0.336983,0.336986,1.2,3.02715e-07,1.04498
19,train,3,0,True,True,0.0624313,0.061656,0.000775226,0.0948967,0.0940966,0.0123133,0.0124486,0.0624396,0.0616644,True,0.1007242,0.0624313,0.061656,0.000775226,True,0.0945236,0.129667,0.095239,0.0944558,0.0945326,0.0946109,0.107751,0.0944589,0.129558,0.0945211,0.094456,0.0945275,0.0990282,0.0944527,0.0969859,0.102819,0.337262,0.337363,1.2,3.02762e-07,1.04498
20,train,4,0,True,True,0.0730639,0.0724681,0.000595734,0.105859,0.105244,0.00596238,0.00609456,0.0730717,0.072476,True,0.1198848125,0.0730639,0.0724681,0.000595734,True,0.105575,0.140657,0.138562,0.106039,0.108522,0.11312,0.154159,0.139226,0.105577,0.105573,0.140792,0.105578,0.105612,0.118987,0.11541,0.114768,0.336394,0.336471,1.2,3.02693e-07,1.04498
21,train,5,0,True,True,0.0742749,0.0626617,0.0116132,0.107108,0.0951292,0.0270956,0.0215877,0.0742828,0.0626696,True,0.1198270625,0.0742749,0.0626617,0.0116132,True,0.146189,0.131408,0.107108,0.139403,0.144473,0.14961,0.133789,0.107108,0.101581,0.101499,0.107108,0.138679,0.102299,0.10027,0.100403,0.106306,0.332424,0.335131,3.02685e-07,1.2,0.0149018
22,train,6,0,True,True,0.0727676,0.0586691,0.0140985,0.105556,0.0910143,0.00889694,0.00812993,0.0727758,0.0586772,True,0.11653275625,0.0727676,0.0586691,0.0140985,True,0.0987672,0.147375,0.124088,0.101705,0.0990184,0.102284,0.165446,0.108365,0.0988217,0.0987271,0.105556,0.141256,0.0996777,0.109711,0.134798,0.128928,0.336105,0.338045,3.02692e-07,1.2,0.00245582
23,train,7,0,True,True,0.0515187,0.0469213,0.00459746,0.0836489,0.0789029,0.0331939,0.0269882,0.0515281,0.0469303,True,0.0862591625,0.0515187,0.0469213,0.00459746,True,0.0878025,0.115512,0.084009,0.0886965,0.0814977,0.0889424,0.0837128,0.0836489,0.0814549,0.0814254,0.0836489,0.081465,0.0854149,0.0809875,0.0904789,0.0814493,0.328162,0.336421,3.02889e-07,1.2,0.000718422
24,train,8,1,True,True,0.0394308,0.040623,-0.0011922,0.0723994,0.0711674,0.0277919,0.0224957,0.0406323,0.0394399,False,0.07231367500000001,0.0394308,0.040623,-0.0011922,False,0.0718258,0.0723994,0.0723994,0.0717185,0.07184,0.071963,0.0723994,0.0768811,0.0718294,0.0723738,0.0723994,0.0718319,0.0718922,0.0717138,0.0717236,0.0718281,0.339466,0.340934,3.03297e-07,1.2,1.04498
25,train,9,1,True,True,0.0331242,0.0339061,-0.0007819,0.0654666,0.0646596,0.0318067,0.0251737,0.0339158,0.0331338,False,0.06520656875,0.0331242,0.0339061,-0.0007819,False,0.0650946,0.0654666,0.0654666,0.065017,0.0651047,0.0651946,0.0654666,0.0654666,0.0650963,0.0650908,0.0654666,0.0650988,0.0651415,0.0650131,0.0650203,0.0651004,0.339439,0.342856,0.477795,1.2,1.04498
26,train,10,1,True,True,0.0477389,0.0492936,-0.00155475,0.08135,0.0797459,0.0337246,0.0237519,0.0493029,0.047748,False,0.08856518124999999,0.0477389,0.0492936,-0.00155475,False,0.0806232,0.0813499,0.0813499,0.0940823,0.0833165,0.0808684,0.0813499,0.0813499,0.0806257,0.0806116,0.0813499,0.0806325,0.0808388,0.13706,0.0804474,0.131187,0.326335,0.335436,3.02935e-07,1.2,1.04498
27,train,11,1,True,True,0.0414694,0.05316,-0.0116906,0.0853382,0.0732747,0.0339758,0.0240727,0.0531693,0.0414786,False,0.09456491875,0.0414694,0.05316,-0.0116906,False,0.0798199,0.0896209,0.0853381,0.0783377,0.0800202,0.0818562,0.0853381,0.175761,0.0798528,0.130829,0.0853381,0.0799031,0.0807408,0.0800831,0.0784207,0.141779,0.324422,0.337305,3.02861e-07,1.2,1.04498
28,train,12,1,True,True,0.0245512,0.0252672,-0.000716026,0.0565542,0.0558148,0.0350892,0.0285181,0.0252776,0.0245614,False,0.0563219375,0.0245512,0.0252672,-0.000716026,False,0.0562191,0.0565541,0.0565541,0.0561346,0.05623,0.0563298,0.0565541,0.0565541,0.0562204,0.0562146,0.0565541,0.0562234,0.0562698,0.0561287,0.0561385,0.0562716,0.338096,0.375295,1.15074,1.19701,0.0295002
29,train,13,1,True,True,0.0346366,0.0437476,-0.00911095,0.0756315,0.0662262,0.0255155,0.0176716,0.0437575,0.0346463,False,0.08171648125,0.0346366,0.0437476,-0.00911095,False,0.0713582,0.0770027,0.0756315,0.0701651,0.0715173,0.0729935,0.0756315,0.152132,0.0713808,0.132212,0.0756315,0.0714228,0.0787028,0.0700662,0.070231,0.0713848,0.338002,0.342225,3.03114e-07,1.2,1.04498
30,train,14,1,True,True,0.0238034,0.03072,-0.00691657,0.0621928,0.0550489,0.0317487,0.0230325,0.0307311,0.0238139,False,0.0658093625,0.0238034,0.03072,-0.00691657,False,0.0589725,0.0630626,0.0621928,0.0580248,0.0590974,0.0602709,0.0621928,0.140066,0.0589873,0.0651151,0.0621939,0.059022,0.0687375,0.0579464,0.0580769,0.0589909,0.340028,0.422995,1.12695,1.19701,0.0279265
31,train,15,1,True,True,0.020911,0.022293,-0.00138199,0.0534898,0.0520597,0.0361063,0.0286772,0.0223042,0.0209217,False,0.053505731249999994,0.020911,0.022293,-0.00138199,False,0.0528491,0.0534898,0.0534898,0.0526673,0.0528723,0.0530915,0.0534898,0.0609638,0.0528511,0.0528396,0.0534898,0.052858,0.0529582,0.0526536,0.0526762,0.0528518,0.492946,0.592069,1.13994,1.18744,0.000744459
32,train,0,0,True,True,0.0380397,0.0295873,0.00845239,0.0697464,0.0610154,0.0260946,0.0189747,0.03805,0.0295973,True,0.07625661874999999,0.0380397,0.0295873,0.00845239,True,0.0764809,0.0697464,0.0697464,0.064595,0.0974631,0.0717005,0.0717054,0.0729238,0.0658458,0.06577,0.0697463,0.0658924,0.161688,0.0662839,0.0646673,0.0658507,0.339516,0.344978,3.03555e-07,1.2,4.16226e-05
33,train,1,0,True,True,0.0386694,0.0263298,0.0123396,0.0703924,0.0576517,0.0380163,0.0292238,0.0386797,0.0263399,True,0.08488629375,0.0386694,0.0263298,0.0123396,True,0.0894454,0.0703923,0.0703923,0.0628484,0.122429,0.104823,0.240978,0.0703923,0.0646451,0.0645441,0.0703923,0.0647066,0.0718972,0.0626885,0.0629555,0.0646507,0.303679,0.348076,3.03478e-07,1.2,1.20361e-05
34,train,2,0,True,True,0.0451567,0.0276873,0.0174695,0.0770789,0.059049,0.021956,0.0165835,0.0451663,0.027697,True,0.0994367,0.0451567,0.0276873,0.0174695,True,0.171345,0.0770789,0.0770789,0.0675358,0.123514,0.164967,0.236104,0.0770789,0.0688905,0.0687525,0.0770789,0.0754106,0.0704628,0.0660094,0.066431,0.103249,0.33823,0.347641,3.03056e-07,1.2,5.40731e-06
35,train,3,0,True,True,0.0462255,0.0285125,0.017713,0.0781841,0.0599015,0.00898733,0.00555854,0.0462352,0.0285222,True,0.09345835625000001,0.0462255,0.0285125,0.017713,True,0.0698131,0.213242,0.0831538,0.0671935,0.0701839,0.0736372,0.141527,0.078184,0.158793,0.0697433,0.078184,0.0699714,0.0855166,0.0669332,0.0760624,0.0931953,0.339178,0.348242,3.03019e-07,1.2,3.45685e-06
36,train,4,0,True,True,0.0571814,0.0237783,0.0334031,0.0894824,0.0550199,0.0177289,0.0145044,0.0571907,0.0237884,True,0.13663115,0.0571814,0.0237783,0.0334031,True,0.0743394,0.22282,0.199831,0.072672,0.0853722,0.104405,0.28958,0.270741,0.074559,0.073147,0.270798,0.0734467,0.0764483,0.104132,0.0943936,0.0994132,0.336543,0.425951,3.02806e-07,1.2,2.8593e-06
37,train,5,0,True,True,0.0522215,0.0311282,0.0210933,0.0843577,0.0625922,0.0307242,0.0237748,0.0522301,0.0311372,True,0.11879286874999999,0.0522215,0.0311282,0.0210933,True,0.197654,0.136422,0.0850998,0.154968,0.183295,0.192089,0.162898,0.0843577,0.0744475,0.0742787,0.0843577,0.163869,0.0764656,0.070768,0.0713438,0.0883721,0.332182,0.342387,3.02877e-07,1.2,2.6889e-06
38,train,6,0,True,True,0.0545319,0.0336761,0.0208558,0.0867493,0.0652286,0.0176497,0.0126857,0.054541,0.0336854,True,0.1170866875,0.0545319,0.0336761,0.0208558,True,0.0768858,0.173996,0.124061,0.0854338,0.0785932,0.0882078,0.247517,0.0977659,0.0769819,0.0768066,0.0870546,0.18328,0.0790404,0.102827,0.149331,0.145605,0.337057,0.342982,3.0284e-07,1.2,2.63496e-06
39,train,7,0,True,True,0.0405111,0.0310514,0.00945973,0.0723018,0.0625317,0.0242853,0.0170033,0.0405219,0.0310615,True,0.07778068125,0.0405111,0.0310514,0.00945973,True,0.0828934,0.131047,0.0738459,0.0827777,0.0683213,0.0863585,0.0732907,0.0723017,0.0679387,0.0678523,0.0723017,0.0679921,0.0777176,0.0663828,0.0855252,0.0679443,0.338773,0.344108,3.03305e-07,1.2,2.65694e-06
40,train,8,1,True,True,0.0216313,0.0235598,-0.00192842,0.0548017,0.0528066,0.0355155,0.0275813,0.0235712,0.0216421,False,0.05508566875,0.0216313,0.0235598,-0.00192842,False,0.053908,0.0548017,0.0548017,0.0536517,0.0539408,0.054251,0.0548016,0.0672354,0.0539108,0.0560751,0.0548016,0.0539206,0.054062,0.0536322,0.0536646,0.0539119,0.419445,0.551429,1.15087,1.19701,0.0187299
41,train,9,1,True,True,0.0205157,0.0212099,-0.000694204,0.0523683,0.0516511,0.0360097,0.0302492,0.021221,0.0205265,False,0.052158381250000004,0.0205157,0.0212099,-0.000694204,False,0.0520473,0.0523683,0.0523683,0.0519564,0.0520588,0.0521681,0.0523683,0.0523683,0.0520482,0.0520424,0.0523683,0.0520517,0.0521016,0.0519496,0.0519608,0.0523077,0.556262,0.613544,1.14167,1.18744,0.00050118
42,train,10,1,True,True,0.0367848,0.0377216,-0.000936799,0.0694096,0.0684422,0.0252457,0.0167936,0.0377315,0.0367944,False,0.08208235625,0.0367848,0.0377216,-0.000936799,False,0.0689998,0.0694096,0.0694096,0.0903491,0.0744041,0.069187,0.0697236,0.0694096,0.0689866,0.0689765,0.0694096,0.0689929,0.0696978,0.165002,0.0688499,0.15251,0.339981,0.341082,3.03599e-07,1.2,1.04498
43,train,11,1,True,True,0.0207496,0.0325865,-0.0118369,0.0641093,0.0518868,0.0397102,0.029923,0.0325966,0.0207597,False,0.08850919375,0.0207496,0.0325865,-0.0118369,False,0.0586615,0.0756664,0.0641092,0.0566699,0.0589313,0.0616185,0.0641092,0.251654,0.0586879,0.155495,0.0641092,0.0587657,0.0599595,0.0627461,0.0568047,0.208159,0.292111,0.601183,0.852647,1.19701,0.0278577
44,train,12,1,True,True,0.015679,0.0163259,-0.000646912,0.0473285,0.0466595,0.0363239,0.0318136,0.0163375,0.0156904,False,0.047144556250000004,0.015679,0.0163259,-0.000646912,False,0.0470354,0.0473285,0.0473285,0.0469367,0.0470477,0.04717,0.0473285,0.0473285,0.0470355,0.0470288,0.0473285,0.0470397,0.047094,0.0469218,0.046942,0.0474188,0.800062,0.84728,1.15267,1.18874,0.0225836
45,train,13,1,True,True,0.0216192,0.0319993,-0.0103801,0.0635072,0.0527865,0.0193853,0.0122525,0.0320097,0.0216294,False,0.07648959374999999,0.0216192,0.0319993,-0.0103801,False,0.0587557,0.0672801,0.0635071,0.0569959,0.0589904,0.0613536,0.0635071,0.205842,0.0587731,0.161778,0.0635071,0.0588439,0.0720861,0.0566598,0.0571129,0.0588407,0.338217,0.553504,0.964489,1.17924,0.000603123
46,train,14,1,True,True,0.0178864,0.0249999,-0.00711356,0.056291,0.0489408,0.0336048,0.0250136,0.0250118,0.0178975,False,0.06246641875,0.0178864,0.0249999,-0.00711356,False,0.0530371,0.057985,0.056291,0.0518985,0.0531855,0.0546572,0.056291,0.169011,0.0530464,0.0613992,0.0564336,0.0530923,0.066376,0.0517009,0.0519677,0.0530903,0.343392,0.749215,1.15235,1.16981,2.17219e-05
47,train,15,1,True,True,0.0160636,0.0176706,-0.00160693,0.0487204,0.0470565,0.0367226,0.0300613,0.0176823,0.016075,False,0.04885986875,0.0160636,0.0176706,-0.00160693,False,0.0479906,0.0487204,0.0487204,0.047743,0.0480215,0.0483302,0.0487204,0.0592239,0.0479911,0.0479743,0.0487204,0.0480015,0.0481381,0.0477046,0.0477564,0.0480011,0.735227,0.832728,1.14314,1.16047,6.34511e-06
48,final_eval,0,0,False,False,0.0312761,0.0214424,0.00983363,0.0627651,0.0526063,0.0286902,0.0217211,0.0312867,0.0214528,True,0.07305135,0.0312761,0.0214424,0.00983363,True,0.0736683,0.0627651,0.0627651,0.0566058,0.102037,0.0673179,0.0667465,0.0683234,0.0582833,0.0581774,0.0627651,0.0583506,0.196232,0.0597213,0.0567152,0.0583476,0.341956,0.563401,1.13992,1.15119,
49,final_eval,1,0,False,False,0.0317282,0.017602,0.0141262,0.063228,0.0486379,0.0283446,0.021628,0.0317388,0.0176124,True,0.08285194375,0.0317282,0.017602,0.0141262,True,0.0913734,0.0632279,0.0632279,0.0543469,0.141566,0.112228,0.270769,0.0632279,0.0566961,0.0565625,0.0632279,0.05678,0.0672195,0.0538985,0.0545049,0.0567747,0.341576,0.764441,1.13992,1.14199,
50,final_eval,2,0,False,False,0.0343166,0.0170447,0.0172719,0.0658919,0.0480601,0.0256058,0.0200525,0.0343265,0.0170549,True,0.098674625,0.0343166,0.0170447,0.0172719,True,0.20758,0.0658919,0.0658919,0.0575377,0.137571,0.190716,0.260282,0.0658919,0.0578506,0.0576959,0.0658919,0.067916,0.0596124,0.0543811,0.0551587,0.108925,0.34086,0.790471,1.1399,1.13993,
51,final_eval,3,0,False,False,0.0360743,0.0185473,0.017527,0.0677106,0.0496134,0.0394355,0.0292238,0.0360845,0.0185575,True,0.09209605,0.0360743,0.0185473,0.017527,True,0.0594881,0.243874,0.0757526,0.056566,0.0599072,0.0639596,0.166096,0.0677105,0.192665,0.0594007,0.0677105,0.0596638,0.0814162,0.0559585,0.0691235,0.0942446,0.292568,0.717681,1.1399,1.13993,
52,final_eval,4,0,False,False,0.0459837,0.0156125,0.0303711,0.0779315,0.0465893,0.0367727,0.0257666,0.0459933,0.0156232,True,0.14216214375000003,0.0459837,0.0156125,0.0303711,True,0.0658221,0.252278,0.230174,0.065009,0.0809311,0.105995,0.313615,0.296481,0.0658448,0.0631483,0.296532,0.0634759,0.0666542,0.113259,0.0925419,0.102833,0.310413,0.853367,1.1398,1.13993,
53,final_eval,5,0,False,False,0.0371807,0.0186431,0.0185376,0.0688431,0.0497031,0.0227394,0.0172639,0.0371903,0.0186527,True,0.12130625624999998,0.0371807,0.0186431,0.0185376,True,0.22795,0.14075,0.0714417,0.175807,0.214734,0.219851,0.180904,0.0696364,0.0602078,0.0600391,0.0688431,0.192837,0.0621618,0.0563618,0.0572504,0.082125,0.340054,0.71475,1.13993,1.13993,
54,final_eval,6,0,False,False,0.0409476,0.0224122,0.0185354,0.072734,0.0536008,0.0223082,0.0158097,0.0409572,0.0224219,True,0.11938005,0.0409476,0.0224122,0.0185354,True,0.0640706,0.197214,0.12284,0.0779251,0.0674736,0.0802595,0.26782,0.0917062,0.064149,0.0639659,0.0748334,0.21801,0.0662195,0.106329,0.165878,0.181387,0.338898,0.509543,1.13987,1.13993,
55,final_eval,7,0,False,False,0.0365804,0.0247699,0.0118105,0.0682442,0.0560443,0.0263092,0.0189344,0.0365913,0.0247802,True,0.07619895,0.0365804,0.0247699,0.0118105,True,0.0841515,0.147366,0.0706577,0.0825071,0.0636679,0.0898497,0.070284,0.0682442,0.0628721,0.0627379,0.0682442,0.0629588,0.0767111,0.0603194,0.0856566,0.062955,0.339674,0.363654,1.13993,1.13993,
56,final_eval,8,1,False,False,0.0169668,0.0192932,-0.0023264,0.0504003,0.0479926,0.0364553,0.0290967,0.0193052,0.0169782,False,0.050900643749999995,0.0169668,0.0192932,-0.0023264,False,0.0493448,0.0504003,0.0504003,0.0489809,0.0493905,0.0498477,0.0504003,0.0672553,0.0493456,0.0524366,0.0504003,0.0493609,0.0495623,0.0489231,0.049001,0.0493604,0.656607,0.79265,1.13993,1.13993,
57,final_eval,9,1,False,False,0.0156562,0.0163105,-0.000654309,0.047313,0.0466364,0.0363336,0.0318223,0.0163221,0.0156677,False,0.04713979375,0.0156562,0.0163105,-0.000654309,False,0.0470168,0.047313,0.047313,0.0469166,0.0470292,0.0471534,0.047313,0.047313,0.0470168,0.04701,0.047313,0.0470211,0.0470761,0.0469014,0.0469219,0.0476084,0.801548,0.848827,1.13993,1.13993,
58,final_eval,10,1,False,False,0.0248413,0.0255466,-0.000705325,0.0568459,0.0561146,0.0286917,0.0215172,0.0255573,0.0248516,False,0.07747397499999999,0.0248413,0.0255466,-0.000705325,False,0.0569335,0.0568459,0.0568459,0.0856553,0.0653368,0.056703,0.0586657,0.0568459,0.0565311,0.0565222,0.0568459,0.0565368,0.0583461,0.211295,0.0564175,0.193257,0.349342,0.357036,1.13993,1.13993,
59,final_eval,11,1,False,False,0.0205687,0.0323957,-0.0118271,0.0639124,0.0517001,0.039734,0.0299716,0.0324059,0.0205788,False,0.08846310000000002,0.0205687,0.0323957,-0.0118271,False,0.0584707,0.0755611,0.0639123,0.0564761,0.0587409,0.0614346,0.0639123,0.252097,0.0584969,0.155996,0.0639123,0.0585749,0.0597741,0.0626112,0.0566112,0.208828,0.291991,0.611922,1.13991,1.13993,
60,final_eval,12,1,False,False,0.0155927,0.016238,-0.000645299,0.0472376,0.0465703,0.0363187,0.0318347,0.0162498,0.0156042,False,0.047054625,0.0155927,0.016238,-0.000645299,False,0.0469454,0.0472376,0.0472376,0.0468467,0.0469577,0.0470801,0.0472376,0.0472376,0.0469455,0.0469388,0.0472376,0.0469497,0.047004,0.0468317,0.0468519,0.0473345,0.80474,0.85153,1.13993,1.13993,
61,final_eval,13,1,False,False,0.0214594,0.0318468,-0.0103874,0.0633496,0.0526212,0.031211,0.0223527,0.0318572,0.0214695,False,0.07642793125,0.0214594,0.0318468,-0.0103874,False,0.0585961,0.0671634,0.0633496,0.0568303,0.0588317,0.0612057,0.0633495,0.206349,0.0586134,0.162387,0.0633496,0.0586846,0.0720154,0.0564923,0.0569479,0.0586814,0.340501,0.563612,1.13992,1.13993,
62,final_eval,14,1,False,False,0.0177816,0.024896,-0.00711436,0.0561836,0.0488327,0.0336254,0.0250467,0.0249079,0.0177928,False,0.062411443750000004,0.0177816,0.024896,-0.00711436,False,0.0529307,0.0578969,0.0561836,0.0517884,0.0530796,0.0545576,0.0561836,0.169583,0.0529399,0.061341,0.0563316,0.052986,0.0663496,0.0515896,0.051858,0.052984,0.344103,0.754884,1.13993,1.13993,
63,final_eval,15,1,False,False,0.0159772,0.0175881,-0.00161085,0.0486353,0.0469673,0.0367232,0.0300801,0.0175998,0.0159886,False,0.048778025,0.0159772,0.0175881,-0.00161085,False,0.0479041,0.0486353,0.0486353,0.0476551,0.0479352,0.0482459,0.0486353,0.0592078,0.0479045,0.0478876,0.0486353,0.047915,0.0480524,0.0476164,0.0476686,0.0479146,0.739988,0.836946,1.13993,1.13993,
