cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1
16,train,0,0,True,True,0.113138,0.117482,-0.00434321,0.147229,0.151701,0.147229,0.151701,0.1132,0.117543,False,0.411487625,0.113138,0.117482,-0.00434321,False,0.113195,0.117538,-0.00434327,False,0.113241,0.117584,-0.00434331,False,0.113251,0.117594,-0.00434321,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335928,0.335932,1.20726,-0.0034149,0.133009,0.116808,0.0165398
17,train,1,0,True,True,0.110056,0.116242,-0.00618593,0.144055,0.150425,0.144055,0.150425,0.110118,0.116304,False,0.40603550000000005,0.110056,0.116242,-0.00618593,False,0.110112,0.116299,-0.00618606,False,0.110159,0.116345,-0.00618616,False,0.110169,0.116355,-0.00618602,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.33588,0.335869,-0.00302111,1.20758,0.129315,0.115115,0.000303683
18,train,2,0,True,True,0.108855,0.118089,-0.00923427,0.14282,0.152341,0.14282,0.152342,0.108916,0.118154,False,0.40227775000000005,0.108855,0.118089,-0.00923427,False,0.108911,0.118148,-0.00923683,False,0.108958,0.118197,-0.00923892,False,0.108968,0.118207,-0.00923921,False,0.770112,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335813,0.335799,-0.00308435,1.20754,0.134228,0.117874,5.57524e-06
19,train,3,0,True,True,0.132827,0.139186,-0.00635897,0.167507,0.17406,0.167507,0.174062,0.132891,0.139252,False,0.501807125,0.132827,0.139186,-0.00635897,False,0.132885,0.139246,-0.00636078,False,0.132933,0.139295,-0.00636226,False,0.132943,0.139306,-0.00636242,False,0.432994,0.770114,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335596,0.33559,-0.00430636,1.20601,0.18957,0.149351,1.02354e-07
20,train,4,0,True,True,0.148217,0.151252,-0.00303542,0.183357,0.186474,0.183359,0.186475,0.148283,0.151317,False,0.6075119999999998,0.148217,0.151252,-0.00303542,False,0.148277,0.151311,-0.00303411,False,0.148327,0.15136,-0.00303304,False,0.148337,0.15137,-0.00303268,False,0.608103,0.770114,0.770114,0.645065,0.08,0.770114,0.446472,0.770114,0.335666,0.335645,-0.00284625,1.20768,0.21643,0.166726,1.87909e-09
21,train,5,0,True,True,0.130314,0.146478,-0.0161639,0.16491,0.181574,0.16491,0.181577,0.130375,0.146545,False,0.545576625,0.130314,0.146478,-0.0161639,False,0.13037,0.14654,-0.0161697,False,0.130416,0.146591,-0.0161744,False,0.130426,0.146601,-0.0161752,False,0.770113,0.770111,0.608497,0.770113,0.409299,0.234623,0.168272,0.633585,0.335888,0.33586,-0.0020263,1.20776,0.206295,0.159896,3.44978e-11
22,train,6,0,True,True,0.142493,0.146352,-0.00385883,0.177465,0.181431,0.177467,0.181432,0.142559,0.146417,False,0.5987295,0.142493,0.146352,-0.00385883,False,0.142554,0.146411,-0.00385776,False,0.142603,0.14646,-0.00385688,False,0.142613,0.14647,-0.00385657,False,0.541098,0.770113,0.770112,0.700955,0.34338,0.770114,0.123952,0.770112,0.335771,0.335741,-0.0022857,1.2078,0.206069,0.159705,6.33335e-13
23,train,7,0,True,True,0.126529,0.140886,-0.0143573,0.16102,0.17581,0.161021,0.175812,0.126591,0.140951,False,0.472500125,0.126529,0.140886,-0.0143573,False,0.126586,0.140946,-0.0143598,False,0.126633,0.140995,-0.0143618,False,0.126643,0.141005,-0.014362,False,0.699475,0.770111,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335921,0.335878,-0.00135631,1.20741,0.19342,0.151855,1.16272e-14
24,train,8,1,True,True,0.0940806,0.0867259,0.00735474,0.12002,0.127597,0.12002,0.127597,0.0867862,0.094141,True,0.24862142500000003,0.0940806,0.0867259,0.00735474,True,0.0941361,0.0867813,0.0073548,True,0.0941816,0.0868268,0.00735483,True,0.0941913,0.0868367,0.00735464,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336539,0.336498,1.20251,0.00010764,0.0604818,0.0169439,0.0728229
25,train,9,1,True,True,0.0965945,0.0875959,0.00899861,0.120917,0.130187,0.120917,0.130187,0.0876563,0.0966551,True,0.21884825,0.0965945,0.0875959,0.00899861,True,0.0966501,0.0876513,0.00899877,True,0.0966957,0.0876968,0.00899888,True,0.0967053,0.0877066,0.00899872,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336687,0.336599,1.03475e-05,1.2009,0.0650101,0.000311103,0.0746029
26,train,10,1,True,True,0.118432,0.107708,0.0107235,0.141636,0.152679,0.141636,0.152679,0.107769,0.118493,True,0.433851125,0.118432,0.107708,0.0107235,True,0.118488,0.107764,0.0107238,True,0.118534,0.10781,0.0107239,True,0.118544,0.10782,0.0107237,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335851,0.335825,-0.00235217,1.2078,0.10773,5.71147e-06,0.102528
27,train,11,1,True,True,0.120486,0.109754,0.0107325,0.143749,0.15481,0.143749,0.154811,0.109816,0.120551,True,0.41239950000000003,0.120486,0.109754,0.0107325,True,0.120546,0.109811,0.0107346,True,0.120594,0.109858,0.0107363,True,0.120605,0.109868,0.0107365,True,0.248555,0.648564,0.26177,0.516055,0.770111,0.300008,0.152067,0.402066,0.336074,0.336056,-0.00073461,1.20658,0.112665,1.04855e-07,0.105514
28,train,12,1,True,True,0.0806677,0.0770207,0.00364699,0.110018,0.113776,0.110018,0.113776,0.0770805,0.0807275,True,0.255205325,0.0806677,0.0770207,0.00364699,True,0.0807226,0.0770756,0.00364701,True,0.0807677,0.0771207,0.00364703,True,0.0807775,0.0771306,0.00364688,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336624,0.336609,1.20337,0.000111621,0.0446745,1.92501e-09,0.0615481
29,train,13,1,True,True,0.11338,0.108367,0.00501263,0.142315,0.147477,0.142315,0.147477,0.108428,0.113441,True,0.33974525,0.11338,0.108367,0.00501263,True,0.113436,0.108423,0.0050127,True,0.113482,0.108469,0.00501276,True,0.113492,0.108479,0.00501269,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336309,0.336312,-0.00136806,1.20738,0.10949,3.53407e-11,0.10349
30,train,14,1,True,True,0.121601,0.11644,0.00516053,0.150623,0.155936,0.150623,0.155936,0.116501,0.121661,True,0.317540325,0.121601,0.11644,0.00516053,True,0.121656,0.116496,0.0051605,True,0.121702,0.116541,0.00516046,True,0.121711,0.116551,0.00516034,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.336211,0.336232,0.000109377,1.20322,0.129979,6.4881e-13,0.115407
31,train,15,1,True,True,0.112433,0.108327,0.00410585,0.142273,0.146501,0.142273,0.146501,0.108388,0.112494,True,0.25858512499999997,0.112433,0.108327,0.00410585,True,0.112489,0.108383,0.00410592,True,0.112535,0.108429,0.00410597,True,0.112545,0.108439,0.00410594,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336293,0.33634,9.81757e-05,1.20234,0.108924,1.19113e-14,0.103417
32,train,0,0,True,True,0.109445,0.11272,-0.00327465,0.143425,0.146798,0.143425,0.146797,0.109506,0.112781,False,0.411487625,0.109445,0.11272,-0.00327465,False,0.109501,0.112776,-0.0032747,False,0.109548,0.112822,-0.00327473,False,0.109558,0.112832,-0.00327468,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335892,0.335908,1.20779,-0.00242739,0.12004,0.10976,0.0164864
33,train,1,0,True,True,0.105698,0.111163,-0.00546538,0.139566,0.145195,0.139566,0.145195,0.105759,0.111225,False,0.40603550000000005,0.105698,0.111163,-0.00546538,False,0.105754,0.11122,-0.00546555,False,0.1058,0.111266,-0.00546567,False,0.10581,0.111276,-0.00546557,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335848,0.335854,1.20712,-0.00355543,0.116187,0.107588,0.000302702
34,train,2,0,True,True,0.103504,0.112379,-0.00887557,0.137303,0.146452,0.137302,0.146453,0.103564,0.112442,False,0.40227775000000005,0.103504,0.112379,-0.00887557,False,0.103559,0.112437,-0.00887745,False,0.103605,0.112484,-0.00887898,False,0.103615,0.112494,-0.00887912,False,0.770112,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335785,0.335787,1.2066,-0.00395161,0.119352,0.109387,5.55724e-06
35,train,3,0,True,True,0.127989,0.132328,-0.00433876,0.162518,0.166995,0.162518,0.166996,0.128051,0.132391,False,0.50180725,0.127989,0.132328,-0.00433876,False,0.128045,0.132386,-0.00434078,False,0.128092,0.132434,-0.00434244,False,0.128102,0.132445,-0.00434275,False,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335562,0.335565,1.20587,-0.00437894,0.172052,0.139158,1.02024e-07
36,train,4,0,True,True,0.138775,0.139589,-0.000813699,0.173626,0.17446,0.173626,0.17446,0.138838,0.139651,False,0.6075125,0.138775,0.139589,-0.000813699,False,0.138833,0.139646,-0.000813109,False,0.13888,0.139692,-0.00081263,False,0.13889,0.139702,-0.000812548,False,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335632,0.335617,-0.00321227,1.20745,0.190394,0.149936,1.87303e-09
37,train,5,0,True,True,0.121044,0.135814,-0.0147701,0.155359,0.170579,0.155358,0.170579,0.121103,0.135877,False,0.54557625,0.121044,0.135814,-0.0147701,False,0.121098,0.135872,-0.0147732,False,0.121143,0.135919,-0.0147756,False,0.121153,0.135929,-0.0147759,False,0.770112,0.77011,0.608497,0.770112,0.409299,0.234623,0.168272,0.633585,0.335857,0.335836,-0.00255529,1.20777,0.180744,0.144346,3.43864e-11
38,train,6,0,True,True,0.132317,0.135421,-0.0031044,0.166977,0.17017,0.166978,0.17017,0.132379,0.135483,False,0.5987292500000001,0.132317,0.135421,-0.0031044,False,0.132374,0.135478,-0.003104,False,0.132421,0.135525,-0.00310367,False,0.132431,0.135535,-0.00310352,False,0.541098,0.770113,0.770111,0.700955,0.34338,0.770113,0.123952,0.770112,0.33574,0.335714,-0.0025322,1.20778,0.179783,0.143761,6.3129e-13
39,train,7,0,True,True,0.117281,0.132435,-0.0151548,0.15149,0.167105,0.151489,0.167107,0.117341,0.132499,False,0.4725,0.117281,0.132435,-0.0151548,False,0.117336,0.132494,-0.0151577,False,0.117382,0.132542,-0.01516,False,0.117391,0.132552,-0.0151603,False,0.699475,0.77011,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335897,0.335855,-0.00154593,1.20754,0.172037,0.139318,1.15897e-14
40,train,8,1,True,True,0.0912878,0.0844033,0.00688454,0.117628,0.12472,0.117628,0.12472,0.0844637,0.0913482,True,0.24862142500000003,0.0912878,0.0844033,0.00688454,True,0.0913433,0.0844587,0.00688457,True,0.0913888,0.0845042,0.00688459,True,0.0913985,0.0845141,0.00688439,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336526,0.336491,1.20264,0.000111298,0.0567099,0.016826,0.0700496
41,train,9,1,True,True,0.0934134,0.0841717,0.00924176,0.117388,0.12691,0.117388,0.12691,0.084232,0.0934739,True,0.21884825,0.0934134,0.0841717,0.00924176,True,0.093469,0.084227,0.00924195,True,0.0935145,0.0842725,0.00924208,True,0.0935242,0.0842823,0.00924191,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.3367,0.336588,9.91813e-06,1.20089,0.0589423,0.000308938,0.0703828
42,train,10,1,True,True,0.113269,0.102397,0.0108721,0.136166,0.147363,0.136166,0.147363,0.102458,0.113331,True,0.433851125,0.113269,0.102397,0.0108721,True,0.113326,0.102453,0.0108723,True,0.113372,0.102499,0.0108725,True,0.113382,0.102509,0.0108722,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335831,0.335809,-0.00266388,1.20775,0.0948759,5.67172e-06,0.0948257
43,train,11,1,True,True,0.115432,0.10436,0.0110718,0.138186,0.149598,0.138185,0.149598,0.10442,0.115495,True,0.41239962500000005,0.115432,0.10436,0.0110718,True,0.115489,0.104416,0.0110738,True,0.115537,0.104461,0.0110755,True,0.115547,0.104471,0.0110758,True,0.248555,0.648564,0.26177,0.516055,0.770112,0.300008,0.152067,0.402066,0.336052,0.336035,-0.00137567,1.20742,0.0993188,1.04126e-07,0.0976345
44,train,12,1,True,True,0.0785657,0.075055,0.00351066,0.107991,0.111608,0.107991,0.111608,0.0751145,0.0786251,True,0.255205325,0.0785657,0.075055,0.00351066,True,0.0786202,0.0751096,0.00351057,True,0.0786651,0.0751545,0.0035105,True,0.0786749,0.0751645,0.00351033,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.33663,0.336616,1.20337,0.000111592,0.0411236,1.91161e-09,0.0591381
45,train,13,1,True,True,0.107783,0.103813,0.00396966,0.137625,0.141713,0.137625,0.141713,0.103874,0.107844,True,0.33974525,0.107783,0.103813,0.00396966,True,0.107839,0.103869,0.00396972,True,0.107885,0.103915,0.00396977,True,0.107895,0.103925,0.00396973,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.33628,0.3363,0.000109029,1.2033,0.0983397,3.50948e-11,0.096864
46,train,14,1,True,True,0.113513,0.111271,0.00224194,0.145301,0.147609,0.1453,0.147608,0.111331,0.113573,True,0.317540325,0.113513,0.111271,0.00224194,True,0.113568,0.111326,0.00224178,True,0.113613,0.111372,0.00224164,True,0.113623,0.111382,0.00224154,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.335781,0.335852,1.20747,-0.00142211,0.116554,6.44295e-13,0.107744
47,train,15,1,True,True,0.106274,0.103695,0.0025789,0.137503,0.140159,0.137503,0.140159,0.103756,0.106335,True,0.25858512499999997,0.106274,0.103695,0.0025789,True,0.10633,0.103751,0.00257894,True,0.106376,0.103797,0.00257897,True,0.106386,0.103807,0.00257896,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.335951,0.336005,1.20753,-0.00152363,0.0975673,1.18284e-14,0.0966696
48,train,0,0,True,True,0.104471,0.108228,-0.00375735,0.138303,0.142172,0.138303,0.142172,0.104532,0.10829,False,0.411487625,0.104471,0.108228,-0.00375735,False,0.104527,0.108285,-0.00375743,False,0.104573,0.108331,-0.00375748,False,0.104583,0.108341,-0.00375745,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335864,0.335887,1.20777,-0.00209988,0.108684,0.103172,0.0164204
49,train,1,0,True,True,0.100438,0.106246,-0.00580846,0.134148,0.140131,0.134148,0.140131,0.100499,0.106307,False,0.40603550000000005,0.100438,0.106246,-0.00580846,False,0.100494,0.106302,-0.00580864,False,0.10054,0.106348,-0.00580877,False,0.10055,0.106358,-0.00580858,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335822,0.33584,1.20777,-0.00258501,0.103849,0.100374,0.00030149
50,train,2,0,True,True,0.0976124,0.106773,-0.00916082,0.131234,0.14067,0.131234,0.140669,0.0976726,0.106834,False,0.40227775000000005,0.0976124,0.106773,-0.00916082,False,0.0976677,0.106829,-0.00916096,False,0.0977131,0.106874,-0.00916106,False,0.0977231,0.106884,-0.00916079,False,0.770112,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335766,0.335774,1.20746,-0.00319325,0.105181,0.101141,5.53499e-06
51,train,3,0,True,True,0.121467,0.125258,-0.00379125,0.1558,0.159709,0.1558,0.159709,0.121527,0.12532,False,0.501807125,0.121467,0.125258,-0.00379125,False,0.121522,0.125315,-0.00379243,False,0.121568,0.125361,-0.00379339,False,0.121578,0.125372,-0.00379349,False,0.432994,0.770114,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335535,0.33554,1.20699,-0.00367652,0.153328,0.128581,1.01615e-07
52,train,4,0,True,True,0.127508,0.12924,-0.00173231,0.162018,0.163799,0.162017,0.163798,0.127569,0.1293,False,0.6075119999999998,0.127508,0.12924,-0.00173231,False,0.127564,0.129295,-0.00173187,False,0.127609,0.129341,-0.00173151,False,0.127619,0.12935,-0.00173145,False,0.608103,0.770114,0.770114,0.645065,0.08,0.770114,0.446472,0.770114,0.335604,0.335587,-0.00320303,1.20746,0.163655,0.134535,1.86553e-09
53,train,5,0,True,True,0.111132,0.125899,-0.0147669,0.145153,0.160363,0.145152,0.160362,0.111191,0.12596,False,0.5455754999999999,0.111132,0.125899,-0.0147669,False,0.111187,0.125955,-0.0147682,False,0.111231,0.126,-0.0147691,False,0.111241,0.12601,-0.014769,False,0.77011,0.770108,0.608497,0.77011,0.409299,0.234623,0.168272,0.633585,0.335832,0.33581,-0.00264507,1.20775,0.154817,0.129537,3.42487e-11
54,train,6,0,True,True,0.121146,0.125796,-0.0046495,0.155466,0.160253,0.155465,0.160252,0.121206,0.125856,False,0.5987279999999999,0.121146,0.125796,-0.0046495,False,0.121201,0.125851,-0.00464963,False,0.121246,0.125896,-0.00464974,False,0.121256,0.125906,-0.00464966,False,0.541098,0.77011,0.770109,0.700955,0.34338,0.770111,0.123952,0.770109,0.335716,0.335684,-0.0024219,1.2078,0.154583,0.129381,6.28763e-13
55,train,7,0,True,True,0.107608,0.124029,-0.0164213,0.141529,0.158444,0.141529,0.158444,0.107668,0.124091,False,0.47249975,0.107608,0.124029,-0.0164213,False,0.107663,0.124086,-0.0164227,False,0.107709,0.124133,-0.0164238,False,0.107719,0.124142,-0.0164237,False,0.699475,0.770108,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335882,0.335829,-0.00130528,1.20737,0.149889,0.126742,1.15433e-14
56,train,8,1,True,True,0.0886923,0.0818337,0.00685861,0.11498,0.122046,0.11498,0.122046,0.081894,0.0887526,True,0.24862142500000003,0.0886923,0.0818337,0.00685861,True,0.0887477,0.081889,0.00685863,True,0.0887931,0.0819345,0.00685865,True,0.0888029,0.0819445,0.00685843,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336529,0.336484,1.48453e-05,1.20101,0.0525279,0.0167094,0.0670372
57,train,9,1,True,True,0.0905631,0.0803486,0.0102145,0.113449,0.123974,0.113449,0.123974,0.0804087,0.0906235,True,0.21884825,0.0905631,0.0803486,0.0102145,True,0.0906186,0.0804038,0.0102148,True,0.0906641,0.0804491,0.010215,True,0.0906738,0.080459,0.0102148,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336746,0.336578,8.76773e-06,1.20087,0.0520608,0.000306797,0.0657577
58,train,10,1,True,True,0.108681,0.0967162,0.0119647,0.130315,0.142638,0.130315,0.142638,0.0967772,0.108742,True,0.433851125,0.108681,0.0967162,0.0119647,True,0.108737,0.0967722,0.0119649,True,0.108783,0.0968181,0.0119651,True,0.108793,0.0968284,0.0119648,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335822,0.33579,-0.00233449,1.2078,0.0822994,5.63242e-06,0.0867827
59,train,11,1,True,True,0.110421,0.0980874,0.0123338,0.131725,0.144429,0.131725,0.144429,0.098148,0.110482,True,0.41239950000000003,0.110421,0.0980874,0.0123338,True,0.110477,0.0981431,0.0123342,True,0.110523,0.0981887,0.0123345,True,0.110533,0.0981985,0.0123343,True,0.248555,0.648564,0.26177,0.516055,0.770111,0.300008,0.152067,0.402066,0.336052,0.336016,-0.00054078,1.20616,0.0849272,1.03404e-07,0.088654
