cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,max_abs_hidden_apply_gate_signal,max_hidden_apply_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
11,train,5,1,False,False,0.136502,0.129534,0.00696847,0.146807,0.156207,0.00619557,0.00595752,0.129527,0.136495,True,0.0792210125,0.0628027,0.136774,0.0104658,0.190336,0.0307885,0.0684064,0.0680612,0.0661335,0.338509,0.338377,0.878858,0.927393,1.47833e-08,2.85042e-08,0.149314,,,,,,,,
12,train,2,0,False,False,0.136477,0.14336,-0.00688289,0.158733,0.166475,0.0168729,0.0163712,0.13647,0.143352,False,0.08651285,0.0869938,0.0762271,0.128641,0.0533935,0.0732238,0.0660426,0.107288,0.100293,0.341646,0.341554,0.883014,0.921861,1.62947e-08,2.81915e-08,0.148293,,,,,,,,
13,train,6,1,False,False,0.13775,0.130615,0.007135,0.151934,0.161413,0.00725966,0.00702009,0.130608,0.137743,True,0.07318608625,0.0721303,0.115756,0.00225119,0.184764,0.0193315,0.0856038,0.0515201,0.0541318,0.338522,0.33839,0.879188,0.926955,1.48706e-08,2.78549e-08,0.147279,,,,,,,,
14,train,3,0,False,False,0.134357,0.141148,-0.00679027,0.148452,0.156944,0.00778658,0.00762227,0.13435,0.14114,False,0.09145135,0.0839405,0.151727,0.0748018,0.0559596,0.0685749,0.0678829,0.140699,0.0880251,0.340183,0.340083,0.882116,0.922985,1.62925e-08,2.76641e-08,0.146272,,,,,,,,
15,train,7,1,False,True,0.138209,0.131469,0.00674024,0.146914,0.155484,0.0109763,0.0108175,0.131462,0.138202,True,0.08095174999999999,0.170794,0.0839895,0.0284685,0.124293,0.021419,0.124087,0.0439934,0.0505696,0.33936,0.339256,0.880595,0.924977,1.47886e-08,2.73766e-08,0.145447,4.31347e-06,1.13497,0.00675063,1.0395e-05,0.127424,0.0349809,0.127424,0.000147922
16,train,0,0,True,False,0.139261,0.145948,-0.00668768,0.156366,0.164676,0.00682821,0.00667267,0.139253,0.14594,False,0.084816275,0.173938,0.0629331,0.0586983,0.10106,0.0382481,0.110617,0.0606325,0.0724032,0.3391,0.339009,0.884697,0.919775,1.63154e-08,2.86325e-08,0.149385,,,,,,,,
17,train,4,1,False,False,0.148133,0.141231,0.00690211,0.160082,0.168892,0.0077091,0.00750106,0.141223,0.148125,True,0.08251302499999999,0.0672989,0.144722,0.0481232,0.0992763,0.0674607,0.0376161,0.135174,0.060433,0.339246,0.33912,0.885113,0.919305,2.83065e-08,5.21838e-08,0.148367,,,,,,,,
18,train,1,0,False,False,0.137848,0.144456,-0.00660873,0.149641,0.157328,0.00131758,0.00124989,0.13784,0.144448,False,0.0949399125,0.108581,0.0635753,0.163413,0.0724394,0.076942,0.0623636,0.105524,0.106681,0.341971,0.341939,0.884232,0.920329,1.63178e-08,5.18271e-08,0.147352,,,,,,,,
19,train,5,1,False,False,0.142056,0.134515,0.00754145,0.150729,0.162657,0.00607725,0.00572832,0.134508,0.142049,True,0.07918020000000002,0.0627639,0.136808,0.0104152,0.190302,0.0307065,0.0683494,0.0680594,0.0660372,0.338423,0.338189,0.880645,0.925012,0.0527253,0.0695272,0.147382,,,,,,,,
20,train,2,0,False,False,0.142177,0.148974,-0.00679675,0.163509,0.171227,0.0167284,0.016236,0.142169,0.148966,False,0.0864913375,0.0870232,0.0761781,0.128649,0.0533389,0.0731557,0.0660118,0.107285,0.100289,0.341561,0.341479,0.885693,0.91861,1.63006e-08,0.0690589,0.146447,,,,,,,,
21,train,6,1,False,False,0.143344,0.135496,0.00784848,0.156242,0.168054,0.00714029,0.00679855,0.135488,0.143336,True,0.07315362624999998,0.0720937,0.115788,0.00220021,0.184805,0.0192593,0.0855429,0.051514,0.0540259,0.338427,0.33819,0.880577,0.925147,0.0434813,0.0686366,0.145691,,,,,,,,
22,train,3,0,False,False,0.139876,0.146602,-0.00672695,0.152766,0.161323,0.00765134,0.0074952,0.139868,0.146594,False,0.09141874999999998,0.0839003,0.151718,0.0747851,0.0559434,0.0684855,0.0678363,0.140724,0.0879574,0.340043,0.339952,0.884887,0.919552,1.62918e-08,0.0681469,0.144742,,,,,,,,
23,train,7,1,False,True,0.14379,0.137076,0.0067144,0.151487,0.160606,0.0108662,0.0107028,0.137068,0.143782,True,0.0809128875,0.170803,0.0839402,0.0284488,0.124296,0.0213281,0.124034,0.0439783,0.0504747,0.339238,0.33909,0.883652,0.921046,7.94814e-06,0.0675626,0.143753,0.932466,1.13445,0.00675867,4.42768e-05,0.126719,0.03346,0.126719,0.000376512
24,train,0,0,True,False,0.145487,0.152098,-0.00661064,0.161752,0.170507,0.00667791,0.00652002,0.145479,0.152089,False,0.08481812500000001,0.173962,0.0628989,0.0586728,0.101301,0.0381361,0.110627,0.0605965,0.0723507,0.338962,0.338818,0.88725,0.916805,1.72806e-08,1.08461e-07,0.149384,,,,,,,,
25,train,4,1,False,False,0.154656,0.147827,0.00682881,0.165219,0.174615,0.00756954,0.00735717,0.147819,0.154647,True,0.08250145,0.0672652,0.144706,0.0481132,0.0994719,0.0673653,0.0375664,0.135193,0.0603306,0.339125,0.338939,0.887639,0.916396,0.0673347,0.0510026,0.148365,,,,,,,,
26,train,1,0,False,False,0.144312,0.150788,-0.00647597,0.154479,0.162212,0.0092891,0.00928685,0.144304,0.15078,False,0.0949260625,0.108654,0.0635253,0.163404,0.0724817,0.076864,0.0623205,0.10552,0.106639,0.340518,0.340529,0.88709,0.916968,1.74062e-08,0.0467807,0.147351,,,,,,,,
27,train,5,1,False,False,0.149122,0.140391,0.00873086,0.155126,0.171642,0.00594219,0.00538337,0.140383,0.149114,True,0.0791777125,0.062725,0.136842,0.0103648,0.190577,0.0306241,0.0682929,0.0680575,0.0659384,0.338328,0.337912,0.881448,0.924084,0.155792,0.0777383,0.146343,,,,,,,,
28,train,2,0,False,False,0.14868,0.155351,-0.00667122,0.168911,0.176601,0.016561,0.0160877,0.148671,0.155342,False,0.0864805875,0.0870523,0.076129,0.128657,0.053371,0.0730876,0.0659818,0.107283,0.100283,0.341471,0.3414,0.888176,0.915784,1.74164e-08,0.0772802,0.145343,,,,,,,,
29,train,6,1,False,False,0.150741,0.141513,0.00922735,0.161017,0.177029,0.00700343,0.00646756,0.141506,0.150732,True,0.07316664375000001,0.072057,0.11582,0.00214955,0.185212,0.019187,0.0854827,0.0515076,0.0539173,0.338323,0.337896,0.881151,0.924526,0.150579,0.0770082,0.144349,,,,,,,,
30,train,3,0,False,False,0.146291,0.152916,-0.00662486,0.15761,0.166254,0.00750056,0.0073621,0.146283,0.152908,False,0.0914045,0.0838599,0.15171,0.0747683,0.0560764,0.068396,0.0677902,0.140748,0.0878872,0.339897,0.339811,0.887495,0.916532,1.73093e-08,0.0765421,0.143362,,,,,,,,
31,train,7,1,False,True,0.15018,0.143459,0.00672086,0.156593,0.166797,0.0107435,0.0105731,0.143452,0.150172,True,0.08091413749999998,0.170812,0.0838907,0.0284288,0.124624,0.0212369,0.123981,0.0439628,0.0503769,0.33911,0.338872,0.886325,0.917868,0.0917404,0.0760189,0.142563,1.08347,1.19666,0.00698149,0.000260629,0.128185,0.0319672,0.128185,0.000382077
32,train,0,0,True,False,0.153199,0.159742,-0.00654342,0.167944,0.178126,0.00650447,0.0063522,0.15319,0.159733,False,0.08482222499999999,0.173986,0.0628648,0.0586474,0.101558,0.0380242,0.110639,0.0605606,0.0722978,0.338813,0.338502,0.889662,0.914168,1.89296e-08,0.000133392,0.149382,,,,,,,,
33,train,4,1,False,False,0.16239,0.155604,0.00678653,0.171088,0.182055,0.0074126,0.00721609,0.155595,0.162381,True,0.0824917625,0.0672316,0.144691,0.0481034,0.0996814,0.06727,0.0375174,0.135211,0.0602283,0.338995,0.338641,0.889892,0.913952,0.067538,0.0515331,0.148363,,,,,,,,
34,train,1,0,False,False,0.151909,0.158188,-0.00627877,0.159974,0.168012,0.00915145,0.00923016,0.151901,0.158179,False,0.09492125,0.108728,0.0634754,0.163394,0.072595,0.076786,0.0622786,0.105517,0.106596,0.340349,0.340307,0.889754,0.914041,1.92814e-08,0.0470393,0.147349,,,,,,,,
35,train,5,1,False,False,0.160222,0.147369,0.0128524,0.160194,0.188518,0.00579367,0.00463131,0.147361,0.160213,True,0.07917585000000002,0.062686,0.136876,0.0103145,0.190856,0.0305418,0.0682371,0.0680559,0.0658395,0.338227,0.337344,0.878737,0.928157,0.159435,0.0819777,0.146342,,,,,,,,
36,train,2,0,False,False,0.15636,0.162839,-0.00647809,0.1751,0.182804,0.0163677,0.015954,0.156352,0.16283,False,0.0864766125,0.0870814,0.0760799,0.128665,0.0534573,0.0730198,0.0659525,0.10728,0.100277,0.341374,0.341312,0.890541,0.913242,1.89844e-08,0.0814913,0.145341,,,,,,,,
37,train,6,1,False,False,0.162562,0.148582,0.0139806,0.166513,0.193458,0.00685169,0.00575809,0.148574,0.162553,True,0.07318052375,0.0720203,0.115852,0.00209909,0.185625,0.0191148,0.085423,0.0515014,0.0538086,0.338213,0.337293,0.87794,0.929382,0.150981,0.0811817,0.144347,,,,,,,,
38,train,3,0,False,False,0.153887,0.160344,-0.00645708,0.16312,0.171933,0.00733219,0.00725215,0.153879,0.160336,False,0.0913922875,0.0838195,0.151702,0.0747517,0.0562246,0.068307,0.0677446,0.140772,0.0878169,0.339741,0.339648,0.889975,0.913829,1.88563e-08,0.0806776,0.143361,,,,,,,,
39,train,7,1,False,True,0.157946,0.151013,0.00693309,0.162445,0.175689,0.0106024,0.0104456,0.151004,0.157937,True,0.0809174125,0.17082,0.0838413,0.0284089,0.124967,0.0211457,0.12393,0.0439474,0.050279,0.33897,0.338482,0.888435,0.915529,0.102512,0.0801434,0.142611,1.08003,1.19666,0.00874256,0.00180948,0.129608,0.0304229,0.129608,0.000474664
40,final_eval,0,0,False,False,0.162503,0.169681,-0.00717841,0.1751,0.190369,0.00631721,0.00708205,0.162494,0.169672,False,0.084866675,0.17401,0.0628453,0.0586218,0.101819,0.0379121,0.110956,0.0605247,0.0722445,0.338612,0.337763,1.14647,1.14648,,,,,,,,,,,
41,final_eval,1,0,False,False,0.161093,0.167129,-0.00603576,0.166271,0.176331,0.00899943,0.0098597,0.161084,0.16712,False,0.0949470125,0.108802,0.0634272,0.163385,0.0727181,0.0767082,0.0624696,0.105513,0.106553,0.34013,0.339774,1.13963,1.13962,,,,,,,,,,,
42,final_eval,2,0,False,False,0.165405,0.171594,-0.00618898,0.182282,0.190662,0.0161424,0.0162047,0.165396,0.171584,False,0.08649190000000001,0.0871106,0.0760315,0.128673,0.0535508,0.0729526,0.0660677,0.107278,0.100271,0.341229,0.341139,1.13956,1.13955,,,,,,,,,,,
43,final_eval,3,0,False,False,0.162955,0.169157,-0.00620142,0.169453,0.179253,0.00714717,0.00765277,0.162946,0.169148,False,0.09139311250000001,0.08378,0.151694,0.0747359,0.0563735,0.0682193,0.0677988,0.140796,0.0877474,0.339534,0.339315,1.13963,1.13962,,,,,,,,,,,
44,final_eval,4,1,False,False,0.17245,0.165024,0.00742619,0.177883,0.194078,0.00723087,0.00802147,0.165015,0.17244,True,0.0824976625,0.0671966,0.144674,0.0480929,0.099889,0.0671734,0.0376019,0.135229,0.0601245,0.338814,0.337923,1.13958,1.13955,,,,,,,,,,,
45,final_eval,5,1,False,False,0.179652,0.156011,0.0236412,0.166041,0.211347,0.00563542,0.00494187,0.156003,0.179643,True,0.0791962,0.0626462,0.136924,0.0102638,0.191135,0.0304586,0.0683486,0.0680539,0.0657395,0.338079,0.336379,1.13971,1.1395,,,,,,,,,,,
46,final_eval,6,1,False,False,0.182949,0.156755,0.0261937,0.172844,0.216456,0.00669653,0.00654395,0.156746,0.182939,True,0.07321990999999999,0.0719831,0.115922,0.00204848,0.186038,0.0190424,0.0855311,0.0514948,0.0536994,0.338056,0.336258,1.13962,1.13953,,,,,,,,,,,
47,final_eval,7,1,False,False,0.168588,0.159847,0.00874102,0.169156,0.190411,0.0104445,0.0117085,0.159838,0.168578,True,0.0809662625,0.170829,0.0838597,0.0283888,0.12531,0.0210542,0.124176,0.0439317,0.0501807,0.33878,0.337638,1.13959,1.13973,,,,,,,,,,,
