cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,max_abs_hidden_delta_signal,max_hidden_delta_node,max_abs_hidden_delta_update_signal,max_hidden_delta_update_node,max_abs_hidden_delta_gate_signal,max_hidden_delta_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
10,train,2,1,True,True,0.125695,0.121204,0.00449126,0.151028,0.156452,0.0094278,0.00922744,0.121197,0.125688,True,0.08940837500000001,0.125695,0.121204,0.00449126,True,0.100757,0.0672245,0.14924,0.040412,0.33762,0.337595,1.2,0.205884,1.14585,0.0882262,0.088227,1.84827e-07,0.05625,2.33638e-08,0.0563715,1.19596,1.20088,0.0104034,0.0059121,0.00262167,0.00605639,0.00605639,0.000210296
11,train,3,0,True,True,0.112014,0.122406,-0.0103918,0.132133,0.14383,0.00926895,0.00896817,0.112008,0.1224,False,0.10799785,0.112014,0.122406,-0.0103918,False,0.180336,0.0601738,0.0953432,0.0961384,0.338149,0.338026,1.2,0.173527,1.14238,0.0885234,0.0893943,1.19527e-06,0.0573831,1.44021e-07,0.0575037,1.11293,1.19421,-0.00574213,0.00464968,0.00235221,0.00626447,0.00626447,0.000212982
12,train,0,0,True,True,0.110189,0.113647,-0.00345769,0.135492,0.13934,0.00861729,0.00853662,0.110183,0.113641,False,0.09865915,0.110189,0.113647,-0.00345769,False,0.056766,0.194112,0.0474266,0.096332,0.337318,0.33736,1.2,0.217681,1.15095,0.0808933,0.0808941,1.02146e-06,0.0491393,1.27821e-07,0.0492601,0.0535731,1.20123,0.000622777,0.00408046,0.00229765,0.00468248,0.00468248,0.000209181
13,train,1,1,True,True,0.108538,0.109554,-0.00101574,0.130694,0.131751,0.0109039,0.0108227,0.109548,0.108532,False,0.093629025,0.108538,0.109554,-0.00101574,False,0.0607151,0.127609,-1.59323e-26,0.186192,0.337811,0.337799,0.2758,1.2,1.14461,0.0760581,0.0769215,9.90945e-07,0.0452861,1.28168e-07,0.0454078,1.17326,1.19163,0.0040065,0.00502224,0.00202731,0.00403711,0.00403711,0.000204116
14,train,2,1,True,True,0.11586,0.112627,0.0032334,0.141729,0.145937,0.00984983,0.00965858,0.112621,0.115854,True,0.08855902500000001,0.11586,0.112627,0.0032334,True,0.100335,0.0661251,0.148456,0.03932,0.337616,0.337612,1.2,0.221688,1.15094,0.0799026,0.0799034,1.74977e-07,0.0481771,2.20369e-08,0.0482992,1.19727,1.19727,0.00774679,0.00451339,0.00256157,0.00452641,0.00452641,0.000214327
15,train,3,0,True,True,0.105147,0.112605,-0.00745784,0.124856,0.133146,0.0093749,0.00918064,0.105141,0.112599,False,0.10764304999999999,0.105147,0.112605,-0.00745784,False,0.181752,0.0589002,0.0945944,0.0953256,0.33809,0.338018,1.2,0.170584,1.14238,0.0790168,0.079882,2.07448e-06,0.0481567,2.60719e-07,0.0482785,1.16225,1.19404,-0.00430372,0.00315412,0.00212415,0.00449374,0.00449374,0.000215139
16,train,0,0,True,True,0.103168,0.105543,-0.002375,0.128945,0.131263,0.00898673,0.00895892,0.103162,0.105537,False,0.09780262499999999,0.103168,0.105543,-0.002375,False,0.0558243,0.193932,0.046506,0.0949482,0.337254,0.337352,1.2,0.213786,1.1507,0.0730295,0.0730303,1.82543e-06,0.0415131,2.32955e-07,0.041635,1.18479,1.19848,0.000887219,0.00326222,0.00191977,0.00341892,0.00341892,0.00021103
17,train,1,1,True,True,0.101683,0.10218,-0.000496438,0.123138,0.12496,0.0112689,0.0111318,0.102174,0.101677,False,0.09312722500000001,0.101683,0.10218,-0.000496438,False,0.0597729,0.126786,-1.62566e-26,0.18595,0.337823,0.337785,0.307043,1.2,1.15099,0.0689099,0.0697673,1.79074e-06,0.0383492,2.33974e-07,0.0384714,1.19194,1.19194,0.0038395,0.00433594,0.00174775,0.00298401,0.00298401,0.000210239
18,train,2,1,True,True,0.108344,0.105856,0.00248784,0.134236,0.137749,0.0102231,0.0100178,0.10585,0.108338,True,0.0876715,0.108344,0.105856,0.00248784,True,0.0998484,0.0650042,0.147639,0.0381944,0.337606,0.337618,1.2,0.228078,1.1507,0.0733333,0.0733342,4.97993e-07,0.0418065,6.35198e-08,0.0419294,1.19834,1.19834,0.00605099,0.00356315,0.00250338,0.00348445,0.00348445,0.000214794
19,train,3,0,True,True,0.0993806,0.104947,-0.00556664,0.119203,0.125298,0.00946027,0.00935064,0.0993751,0.104941,False,0.107253925,0.0993806,0.104947,-0.00556664,False,0.183088,0.0576257,0.0938028,0.0944992,0.338022,0.338,1.2,0.0896084,1.15094,0.0715918,0.0724524,4.3187e-06,0.0409524,5.587e-07,0.0410746,1.18623,1.1939,-0.0033168,0.00224984,0.00189505,0.00332537,0.00332537,0.00022052
20,train,0,0,True,True,0.09739,0.0990639,-0.00167386,0.123928,0.125013,0.00933766,0.00935108,0.0973847,0.0990584,False,0.09691035,0.09739,0.0990639,-0.00167386,False,0.0548611,0.193699,0.0455469,0.0935344,0.337184,0.337343,1.2,0.0738741,1.15099,0.066744,0.0667448,3.67794e-06,0.0354189,4.7941e-07,0.0355413,1.19655,1.19655,0.00117181,0.00284566,0.00157466,0.00256146,0.00256146,0.000211581
21,train,1,1,True,True,0.0961207,0.096129,-8.27088e-06,0.117165,0.119714,0.0116205,0.0114219,0.0961237,0.0961154,False,0.09260155,0.0961207,0.096129,-8.27088e-06,False,0.0588052,0.125906,-1.41759e-26,0.185695,0.33783,0.337761,1.19999,0.692191,1.15099,0.0630454,0.0638979,4.28274e-06,0.0326587,5.6636e-07,0.0327815,1.19913,1.19913,0.0038607,0.00386897,0.001485,0.00224806,0.00224806,0.000211244
22,train,2,1,True,True,0.103464,0.101529,0.00193509,0.128023,0.131131,0.0105641,0.0103268,0.101524,0.103459,True,0.08675290000000001,0.103464,0.101529,0.00193509,True,0.0992972,0.0638606,0.146793,0.0370608,0.33759,0.337617,1.2,0.470445,1.15093,0.0691356,0.0691364,1.02871e-06,0.0377365,1.32513e-07,0.0378597,1.19916,1.19916,0.00508726,0.00315217,0.00244587,0.00289311,0.00289311,0.000215963
23,train,3,0,True,True,0.094315,0.09877,-0.004455,0.114584,0.119245,0.00956072,0.00950218,0.0943098,0.0987645,False,0.106829825,0.094315,0.09877,-0.004455,False,0.184341,0.0563478,0.0929694,0.0936611,0.337964,0.337974,1.2,0.0223239,1.15095,0.0656033,0.0664597,0.000152923,0.0351421,5.89294e-05,0.0352649,1.19696,1.19696,-0.00274097,0.00171403,0.0016664,0.00251956,0.00251956,0.00022158
24,train,0,0,True,True,0.0918092,0.0931711,-0.00136185,0.119884,0.119972,0.00969195,0.00973039,0.0918041,0.0931659,False,0.09598680000000001,0.0918092,0.0931711,-0.00136185,False,0.0538809,0.193415,0.0445529,0.0920984,0.33711,0.337336,1.2,0.000494137,1.15099,0.061028,0.0610288,1.76388e-05,0.0298774,2.56449e-06,0.0300004,0.0463922,1.19409,0.00129447,0.00265632,0.00125221,0.00190027,0.00190027,0.000212607
25,train,1,1,True,True,0.0915482,0.0908664,0.000681732,0.11213,0.115599,0.0119973,0.0117056,0.0908614,0.0915431,True,0.0920653,0.0915482,0.0908664,0.000681732,True,0.0578172,0.125008,-1.56263e-26,0.185436,0.33786,0.33773,1.2,0.000272799,1.15099,0.057945,0.0587935,0.000212368,0.0277105,6.57341e-05,0.0278339,0.0460463,1.18455,0.00400782,0.00332608,0.00125433,0.00170139,0.00170139,0.000211735
26,train,2,1,True,True,0.0972296,0.0951775,0.00205215,0.12261,0.125711,0.0109165,0.0106004,0.0951722,0.0972243,True,0.08580472500000001,0.0972296,0.0951775,0.00205215,True,0.0986814,0.0626952,0.14592,0.0359223,0.337603,0.337611,1.2,0.0445727,1.151,0.0629741,0.0629749,0.000379836,0.0317629,8.20297e-05,0.0318867,1.19974,1.19974,0.00434125,0.0022891,0.0023925,0.00213588,0.0023925,0.000217062
27,train,3,0,True,True,0.0890269,0.0925968,-0.00356985,0.110993,0.114359,0.0096917,0.00966125,0.089022,0.0925917,False,0.106372575,0.0890269,0.0925968,-0.00356985,False,0.185512,0.0550679,0.0920958,0.0928146,0.337931,0.337957,1.2,2.54122e-05,1.15096,0.0596188,0.0604718,0.000232942,0.0293371,6.81308e-05,0.0294605,0.0460365,1.19374,-0.00210388,0.00146597,0.00143126,0.0018372,0.0018372,0.000222547
28,train,0,0,True,True,0.0882315,0.0892839,-0.00105244,0.116777,0.115796,0.0100676,0.0101126,0.0882266,0.089279,False,0.09503027500000001,0.0882315,0.0892839,-0.00105244,False,0.0528829,0.193075,0.0435225,0.0906407,0.337055,0.337342,1.2,-2.47486e-05,1.15099,0.0572578,0.0572586,0.000228805,0.0262229,6.75944e-05,0.0263462,0.0456682,1.1842,0.00171554,0.00276797,0.000978047,0.00152255,0.00152255,0.000213324
29,train,1,1,True,True,0.0875992,0.0864729,0.00112624,0.108016,0.112229,0.0124016,0.0120052,0.0864681,0.0875943,True,0.09152175000000001,0.0875992,0.0864729,0.00112624,True,0.056809,0.124101,-1.59728e-26,0.185177,0.337926,0.337715,1.2,-4.71686e-05,1.15099,0.0536871,0.0545323,0.00806696,0.0235803,0.00804777,0.023704,0.0379733,1.17473,0.00403854,0.0029123,0.00103952,0.00131223,0.00131223,0.000212698
30,train,2,1,True,True,0.0929306,0.0909761,0.00195455,0.118116,0.121091,0.0112743,0.0108753,0.090971,0.0929255,True,0.08482525,0.0929306,0.0909761,0.00195455,True,0.0979989,0.0615061,0.145017,0.034779,0.337642,0.337631,1.2,0.000290805,1.15099,0.058899,0.0588998,0.0135012,0.0278126,0.0135,0.0279368,0.0285849,1.16535,0.0038234,0.00186885,0.00233939,0.00170448,0.00233939,0.000218064
31,train,3,0,True,True,0.0852442,0.0881447,-0.00290048,0.108056,0.110303,0.00983808,0.00985394,0.0852395,0.0881398,False,0.105882275,0.0852442,0.0881447,-0.00290048,False,0.186601,0.0537862,0.0911819,0.09196,0.337912,0.337977,1.2,-1.77254e-05,1.15098,0.0553037,0.0561537,0.00980672,0.0251515,0.00976462,0.0252753,0.0192717,1.15603,-0.00190774,0.000992741,0.00120945,0.00141948,0.00141948,0.000223087
32,train,0,0,True,True,0.0846463,0.0853493,-0.000703038,0.114325,0.112081,0.0104718,0.0105274,0.0846416,0.0853446,False,0.09404095,0.0846463,0.0853493,-0.000703038,False,0.0518666,0.192681,0.0424552,0.089161,0.33701,0.337388,1.2,-8.8725e-06,1.15099,0.0534418,0.0534426,0.0121096,0.0225243,0.0120949,0.0226479,0.0100331,1.14679,0.00222514,0.00292818,0.000762331,0.00119173,0.00119173,0.00021421
33,train,1,1,True,True,0.0827451,0.0809937,0.0017514,0.104435,0.109414,0.0128299,0.0123227,0.0809893,0.0827406,True,0.090972225,0.0827451,0.0809937,0.0017514,True,0.0557809,0.123189,-1.28578e-26,0.184919,0.338019,0.337717,1.2,4.8224e-07,1.15099,0.0483764,0.0492186,0.0184297,0.0184307,0.0185546,0.0185547,0.000868456,1.13763,0.00310803,0.00135663,0.000916817,0.000915011,0.000916817,0.000213849
34,train,2,1,True,True,0.0891356,0.087362,0.00177358,0.11433,0.117056,0.0116333,0.0111544,0.0873572,0.0891307,True,0.083815025,0.0891356,0.087362,0.00177358,True,0.0972474,0.0602967,0.144085,0.033631,0.337694,0.337675,1.2,-4.93376e-05,1.15099,0.0553938,0.0553946,0.0243908,0.0244151,0.0245361,0.0245395,1.31177e-07,1.13676,0.0033141,0.00154052,0.00228793,0.0013781,0.00228793,0.000219072
35,train,3,0,True,True,0.0829148,0.0851701,-0.00225529,0.105721,0.106781,0.00999064,0.0100737,0.0829102,0.0851654,False,0.10535885,0.0829148,0.0851701,-0.00225529,False,0.187606,0.0525045,0.0902274,0.0910975,0.337893,0.338027,1.2,2.54898e-07,1.15099,0.0524213,0.0532687,0.021594,0.0223554,0.0217339,0.0224794,2.30085e-11,1.13676,-0.00143629,0.000818999,0.00100962,0.00117389,0.00117389,0.000224108
36,final_eval,0,0,False,False,0.0816386,0.081756,-0.000117331,0.112441,0.108599,0.0108945,0.0109743,0.0816341,0.0817514,False,0.09302455,0.0816386,0.081756,-0.000117331,False,0.050831,0.192233,0.0413747,0.0876595,0.336926,0.337433,1.19689,1.15087,,,,,,,,,,,,,,,
37,final_eval,1,1,False,False,0.0807472,0.0779934,0.00275373,0.101453,0.107942,0.0131648,0.0125605,0.0779891,0.0807427,True,0.090558425,0.0807472,0.0779934,0.00275373,True,0.0549937,0.122501,-2.29624e-26,0.184739,0.338112,0.337667,1.18697,1.1415,,,,,,,,,,,,,,,
38,final_eval,2,1,False,False,0.0885669,0.0867142,0.00185269,0.112425,0.115229,0.0118318,0.0112903,0.0867094,0.088562,True,0.08329362500000001,0.0885669,0.0867142,0.00185269,True,0.0968518,0.0596806,0.143595,0.0330471,0.337683,0.337659,1.17701,1.13972,,,,,,,,,,,,,,,
39,final_eval,3,0,False,False,0.0826903,0.0837167,-0.00102637,0.106057,0.10543,0.0100022,0.0101787,0.0826858,0.0837121,False,0.105224675,0.0826903,0.0837167,-0.00102637,False,0.187872,0.0521757,0.0899738,0.0908772,0.337789,0.338045,1.16721,1.13984,,,,,,,,,,,,,,,
