cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4000ps,other_out_4000ps,margin_4000ps,correct_4000ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
10,initial_eval,10,1,False,False,0.0838124,0.0125912,0.0712212,0.0456465,0.120459,0.0254927,0.0401902,0.0146644,0.0872933,True,0.17359162500000003,0.0838124,0.0125912,0.0712212,True,0.0863778,0.0139771,0.0724007,True,0.0869257,0.0143696,0.0725561,True,0.0871641,0.0145556,0.0726085,True,0.0872867,0.0146553,0.0726314,True,0.0872957,0.0146648,0.0726309,True,0.0872935,0.0146645,0.072629,True,0.0872913,0.0146641,0.0726272,True,0.0872891,0.0146637,0.0726254,True,0.125255,0.144,0.2135,0.123656,0.160062,0.216504,0.146578,0.259178,0.901579,0.282234,1.0642e-85,-2.85036e-119
11,initial_eval,11,1,False,False,0.083812,0.0125909,0.0712211,0.0456459,0.120458,0.0184029,0.0221325,0.0146638,0.0872929,True,0.173590625,0.083812,0.0125909,0.0712211,True,0.0863773,0.0139765,0.0724008,True,0.0869253,0.014369,0.0725563,True,0.0871637,0.014555,0.0726087,True,0.0872863,0.0146547,0.0726316,True,0.0872953,0.0146643,0.0726311,True,0.0872931,0.0146639,0.0726292,True,0.0872909,0.0146635,0.0726274,True,0.0872887,0.0146631,0.0726256,True,0.125255,0.143999,0.213498,0.123655,0.160061,0.216503,0.146578,0.259176,0.90135,0.336615,3.6052e-82,5.89072e-91
12,final_eval,0,0,False,False,0.0383704,-6.29119e-26,0.0383704,0.0762722,0.0110622,0.0829015,0.00134343,0.0507924,-6.29023e-26,True,0.0339446875,0.0383704,-6.29119e-26,0.0383704,True,0.0466087,-6.29104e-26,0.0466087,True,0.0487651,-6.29088e-26,0.0487651,True,0.049755,-6.29072e-26,0.049755,True,0.0502765,-6.29058e-26,0.0502765,True,0.050625,-6.29041e-26,0.050625,True,0.0507809,-6.29025e-26,0.0507809,True,0.0508753,-6.29009e-26,0.0508753,True,0.050938,-6.28993e-26,0.050938,True,0.0761961,0.0155289,0.011068,0.0763743,0.0110655,0.0578877,0.0112921,0.0121449,0.0069611,1.2,2.74809e-72,4.47855e-81
13,final_eval,1,0,False,False,0.1062,3.88372e-50,0.1062,0.147988,0.0111407,0.156753,0.000973723,0.122495,3.88312e-50,True,0.054760787500000005,0.1062,3.88372e-50,0.1062,True,0.118228,3.88362e-50,0.118228,True,0.120589,3.88352e-50,0.120589,True,0.12155,3.88343e-50,0.12155,True,0.122026,3.88334e-50,0.122026,True,0.122341,3.88323e-50,0.122341,True,0.122484,3.88313e-50,0.122484,True,0.122571,3.88304e-50,0.122571,True,0.122628,3.88294e-50,0.122628,True,0.144884,0.0172673,0.0111438,0.148443,0.0111953,0.0799778,0.0124376,0.0127375,0.00275407,1.2,4.5218e-120,4.6085e-72
14,final_eval,2,0,False,False,0.0395161,0.0249994,0.0145167,0.0742848,0.0594159,0.0774179,0.0071087,0.0451958,0.0279013,True,0.08983291249999999,0.0395161,0.0249994,0.0145167,True,0.0417692,0.0271152,0.014654,True,0.0423315,0.0275816,0.0147499,True,0.042585,0.0277868,0.0147982,True,0.0427174,0.027893,0.0148244,True,0.0446801,0.0279021,0.016778,True,0.0451669,0.0279014,0.0172655,True,0.0453837,0.0279007,0.0174831,True,0.0455056,0.0279,0.0176057,True,0.109331,0.0668902,0.0859244,0.0919141,0.0663841,0.138553,0.0686391,0.0910274,0.00790863,0.380895,7.4403e-168,1.69662e-72
15,final_eval,3,0,False,False,0.033028,-1.83096e-26,0.033028,0.0702935,0.0146249,0.0746089,0.00224411,0.0427899,-1.83068e-26,True,0.035313375,0.033028,-1.83096e-26,0.033028,True,0.0397256,-1.83091e-26,0.0397256,True,0.0413138,-1.83087e-26,0.0413138,True,0.0420222,-1.83082e-26,0.0420222,True,0.0423906,-1.83078e-26,0.0423906,True,0.0426526,-1.83073e-26,0.0426526,True,0.0427802,-1.83068e-26,0.0427802,True,0.0428607,-1.83064e-26,0.0428607,True,0.0429158,-1.83059e-26,0.0429158,True,0.0702402,0.0177713,0.0168447,0.0702524,0.0146817,0.0593634,0.0156839,0.0176694,0.00851396,1.2,1.59373e-100,-1.11808e-83
16,final_eval,4,0,False,False,0.0299583,5.3202e-05,0.0299051,0.0666162,0.0268022,0.0684892,0.00482922,0.0367147,5.31939e-05,True,0.043410512500000005,0.0299583,5.3202e-05,0.0299051,True,0.0346611,5.32007e-05,0.0346079,True,0.0354349,5.31994e-05,0.0353817,True,0.0357398,5.3198e-05,0.0356866,True,0.0358895,5.31968e-05,0.0358363,True,0.0364512,5.31954e-05,0.036398,True,0.0366978,5.3194e-05,0.0366446,True,0.0368323,5.31927e-05,0.0367791,True,0.0369163,5.31914e-05,0.0368632,True,0.0667557,0.0272831,0.039474,0.0665947,0.0276376,0.0579156,0.0297265,0.0318969,0.0102867,1.2,-3.39369e-121,1.29454e-72
17,final_eval,5,0,False,False,0.0327114,-3.28476e-29,0.0327114,0.0700275,0.0225316,0.0745416,0.00347104,0.0427159,-3.28425e-29,True,0.040950575,0.0327114,-3.28476e-29,0.0327114,True,0.0395073,-3.28467e-29,0.0395073,True,0.0411598,-3.28459e-29,0.0411598,True,0.0419051,-3.28451e-29,0.0419051,True,0.0422947,-3.28443e-29,0.0422947,True,0.0425724,-3.28434e-29,0.0425724,True,0.0427059,-3.28426e-29,0.0427059,True,0.0427894,-3.28418e-29,0.0427894,True,0.0428461,-3.2841e-29,0.0428461,True,0.0699784,0.024592,0.0284646,0.0699872,0.0228329,0.0578581,0.024745,0.0291464,0.00852973,1.2,8.1895e-155,8.49515e-73
18,final_eval,6,1,False,False,0.0838153,0.0126326,0.0711827,0.0456413,0.120456,0.0230515,0.0427742,0.0146608,0.08729,True,0.17358325,0.0838153,0.0126326,0.0711827,True,0.0863752,0.0139817,0.0723935,True,0.0869227,0.0143687,0.0725539,True,0.0871609,0.0145529,0.072608,True,0.0872834,0.0146519,0.0726315,True,0.0872924,0.0146612,0.0726312,True,0.0872902,0.0146608,0.0726294,True,0.087288,0.0146605,0.0726275,True,0.0872858,0.0146601,0.0726257,True,0.125249,0.143993,0.213487,0.123648,0.160059,0.216494,0.146573,0.259163,0.900354,0.256289,1.34752e-202,6.92968e-73
19,final_eval,7,1,False,False,0.0838122,0.0125861,0.071226,0.0456404,0.120455,0.0183995,0.0221245,0.0146589,0.0872897,True,0.17358525,0.0838122,0.0125861,0.071226,True,0.0863745,0.0139715,0.072403,True,0.0869221,0.014364,0.0725581,True,0.0871605,0.01455,0.0726105,True,0.087283,0.0146498,0.0726332,True,0.0872921,0.0146593,0.0726327,True,0.0872899,0.014659,0.0726309,True,0.0872877,0.0146586,0.0726291,True,0.0872855,0.0146582,0.0726273,True,0.125248,0.143993,0.213495,0.123647,0.160058,0.216493,0.146572,0.259176,0.901538,0.336614,-6.35155e-69,4.47034e-81
20,final_eval,8,1,False,False,0.0261782,0.00358112,0.0225971,0.0265147,0.0610448,0.0371315,0.0293747,0.00612026,0.0296219,True,0.051905700000000006,0.0261782,0.00358112,0.0225971,True,0.0287225,0.00358103,0.0251415,True,0.0292594,0.00358094,0.0256784,True,0.0294925,0.00358085,0.0259116,True,0.0296124,0.00358077,0.0260316,True,0.0296227,0.00555914,0.0240636,True,0.029622,0.00608935,0.0235326,True,0.0296212,0.00631972,0.0233015,True,0.0296205,0.00644816,0.0231723,True,0.0330195,0.0648849,0.0653935,0.0277944,0.0611196,0.0326695,0.0646416,0.0657226,1.17461,0.369123,1.89009e-111,3.11393e-120
21,final_eval,9,1,False,False,0.0838087,0.0125567,0.0712521,0.0456391,0.120454,0.0183986,0.0221225,0.0146569,0.0872888,True,0.173583125,0.0838087,0.0125567,0.0712521,True,0.0863734,0.0139645,0.0724089,True,0.0869212,0.0143604,0.0725608,True,0.0871596,0.0145475,0.0726121,True,0.0872821,0.0146477,0.0726345,True,0.0872912,0.0146573,0.0726339,True,0.087289,0.0146569,0.0726321,True,0.0872868,0.0146565,0.0726303,True,0.0872846,0.0146562,0.0726285,True,0.125247,0.143991,0.213491,0.123644,0.160058,0.21649,0.146571,0.259173,0.901463,0.336614,6.46787e-69,9.91613e-92
22,final_eval,10,1,False,False,0.0838075,0.0125841,0.0712234,0.0456389,0.120454,0.0254906,0.0401756,0.0146571,0.0872883,True,0.17357775,0.0838075,0.0125841,0.0712234,True,0.0863728,0.0139697,0.0724031,True,0.0869207,0.0143622,0.0725585,True,0.0871591,0.0145482,0.0726109,True,0.0872817,0.014648,0.0726338,True,0.0872908,0.0146575,0.0726333,True,0.0872886,0.0146571,0.0726315,True,0.0872864,0.0146567,0.0726296,True,0.0872842,0.0146564,0.0726278,True,0.125247,0.14399,0.213475,0.123644,0.160057,0.21649,0.14657,0.259149,0.90186,0.28237,1.28849e-85,3.11387e-120
23,final_eval,11,1,False,False,0.083807,0.0125837,0.0712233,0.0456382,0.120453,0.0183978,0.0221205,0.0146565,0.0872879,True,0.17357650000000002,0.083807,0.0125837,0.0712233,True,0.0863724,0.0139692,0.0724032,True,0.0869203,0.0143616,0.0725587,True,0.0871587,0.0145476,0.0726111,True,0.0872813,0.0146474,0.072634,True,0.0872903,0.0146569,0.0726335,True,0.0872882,0.0146565,0.0726316,True,0.087286,0.0146562,0.0726298,True,0.0872838,0.0146558,0.072628,True,0.125246,0.143989,0.213473,0.123643,0.160057,0.216489,0.146569,0.259146,0.901631,0.336614,3.60496e-82,5.89002e-91
