cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
10,train,1,0,True,True,0.142464,0.14877,-0.00630632,0.174166,0.181334,0.00706729,0.00709468,0.142456,0.148762,False,0.06296476250000001,0.126537,0.052486,0.032948,0.100646,0.0224336,0.0752116,0.0452502,0.0482057,0.338102,0.338056,0.886744,0.917338,0.0,0.0,0.0,-0.00386598,0.00244034,0.00208652,0.00377106,0.00377106,2.68079e-07
11,train,5,1,True,True,0.107128,0.104269,0.00285974,0.0950273,0.101999,0.00666448,0.0059329,0.104263,0.107122,True,0.25523025,0.266958,0.262358,0.216673,0.287752,0.241833,0.236952,0.266958,0.262358,0.337725,0.33729,0.843283,1.07852,0.0,0.0,0.0,0.00319668,0.000336937,0.0876972,0.00102175,0.0876972,2.68078e-07
12,train,2,0,True,True,0.146051,0.150628,-0.00457735,0.178776,0.184015,0.00197835,0.00206378,0.146043,0.15062,False,0.0643479875,0.0739287,0.0416295,0.103903,0.0341501,0.0514106,0.0564978,0.082895,0.0703692,0.337353,0.337282,0.891314,0.9122,0.0,0.0,0.0,-0.00200607,0.00257128,0.000182177,0.00392366,0.00392366,2.68078e-07
13,train,6,1,True,True,0.113646,0.112459,0.0011866,0.0914359,0.105471,0.00746426,0.00569802,0.112453,0.113639,True,0.25523025,0.266958,0.262358,0.216673,0.287752,0.241833,0.236952,0.266958,0.262358,0.338132,0.337057,0.88892,0.913505,0.0,0.0,0.0,0.00221577,0.00102917,0.124269,0.001391,0.124269,2.68078e-07
14,train,3,0,True,True,0.154197,0.157478,-0.00328195,0.189035,0.192516,0.000501996,0.00155083,0.154189,0.157472,False,0.0484758,0.0412263,0.0753352,0.0363448,0.0705266,0.0147859,0.0608203,0.0402409,0.0485264,0.336079,0.336016,0.895454,0.908045,0.0,0.0,0.0,-0.000263805,0.00301814,0.000156708,0.00452561,0.00452561,2.68078e-07
15,train,7,1,True,True,0.121545,0.119714,0.00183148,0.101892,0.131971,0.013516,0.0112169,0.119707,0.121538,True,0.1310331375,0.110395,0.158194,0.0788673,0.258362,0.10857,0.0805108,0.151575,0.101791,0.344199,0.339173,0.890014,0.912763,0.0,0.0,0.0,0.0131498,0.0113183,0.161791,0.00177169,0.161791,2.68078e-07
16,final_eval,0,0,False,False,0.129543,0.131442,-0.00189856,0.122171,0.142908,0.0122935,0.0150839,0.129536,0.131435,False,0.11172373749999999,0.160014,0.0986627,0.119663,0.115447,0.0692506,0.0968116,0.101431,0.13251,0.344563,0.340406,1.1527,1.15285,,,,,,,,,
17,final_eval,1,0,False,False,0.14072,0.147382,-0.00666244,0.172139,0.18197,0.00322881,0.0115663,0.140712,0.147375,False,0.06296370000000001,0.126536,0.0524849,0.032947,0.100645,0.0224324,0.0752106,0.0452491,0.0482046,0.338045,0.337221,1.14259,1.14266,,,,,,,,,
18,final_eval,2,0,False,False,0.144872,0.146502,-0.00162973,0.177341,0.180158,0.00166944,0.00247881,0.144864,0.146494,False,0.0643472625,0.0739282,0.0416283,0.103903,0.0341492,0.0514097,0.056497,0.0828942,0.0703685,0.337299,0.337089,1.13961,1.13966,,,,,,,,,
19,final_eval,3,0,False,False,0.153539,0.156949,-0.00341043,0.188353,0.192057,-0.000440439,0.00615562,0.153531,0.156946,False,0.0484752875,0.0412259,0.0753348,0.0363444,0.0705258,0.0147854,0.0608195,0.0402406,0.0485259,0.33603,0.33578,1.13955,1.13953,,,,,,,,,
20,final_eval,4,1,False,False,0.114671,0.113616,0.00105469,0.0751071,0.11327,0.037391,0.0510641,0.11361,0.114664,True,0.221765375,0.238234,0.219282,0.202985,0.246573,0.202822,0.200839,0.228692,0.234696,0.31761,0.12433,1.13993,1.13993,,,,,,,,,
21,final_eval,5,1,False,False,0.111375,0.11032,0.00105422,0.0741748,0.123301,0.0107373,0.00555771,0.110314,0.111368,True,0.255228125,0.266956,0.262356,0.216671,0.287749,0.241831,0.23695,0.266956,0.262356,0.343003,0.336062,1.13977,1.13976,,,,,,,,,
22,final_eval,6,1,False,False,0.112224,0.110636,0.00158835,0.0741746,0.123301,0.0107373,0.0055577,0.11063,0.112218,True,0.255228125,0.266956,0.262356,0.216671,0.287749,0.241831,0.23695,0.266956,0.262356,0.343003,0.336062,1.13973,1.13972,,,,,,,,,
23,final_eval,7,1,False,False,0.130059,0.117816,0.0122439,0.0991876,0.152217,0.0127631,0.0113182,0.117809,0.130052,True,0.1310314125,0.110393,0.158192,0.0788654,0.258361,0.108568,0.0805089,0.151574,0.101789,0.348486,0.337782,1.13965,1.13952,,,,,,,,,
