cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,max_abs_hidden_apply_gate_signal,max_hidden_apply_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
15,train,7,1,True,True,0.123835,0.120843,0.00299229,0.112842,0.118765,0.0116364,0.0114461,0.120836,0.123828,True,0.1304429375,0.109445,0.158235,0.0780355,0.258694,0.107696,0.079496,0.151191,0.100751,0.340909,0.340603,0.885068,0.9186,0.000176395,0.000216297,0.0370638,0.0561298,1.19747,0.00345258,0.000460292,0.0352575,0.000353707,0.0352575,0.000174322
16,train,0,0,True,True,0.131475,0.134715,-0.00324066,0.126706,0.132298,0.0140359,0.0139772,0.131467,0.134708,False,0.11091746250000001,0.159901,0.0975988,0.119125,0.114021,0.0680005,0.0962224,0.100334,0.132137,0.343363,0.343124,0.889977,0.913287,0.000396734,0.000498307,0.0566672,0.0785272,1.17197,-0.00274825,0.000492407,0.0027735,0.000793638,0.0027735,0.000152068
17,train,4,1,True,True,0.112342,0.109963,0.0023792,0.0905995,0.0934765,0.0456623,0.0455777,0.109957,0.112336,True,0.220764,0.237391,0.217756,0.203409,0.245081,0.201565,0.199513,0.227562,0.233835,0.22,0.221031,0.875376,0.931251,0.000204807,0.0002381,0.0217629,0.0585583,1.19944,0.00230348,-7.57186e-05,0.0129006,0.000129151,0.0129006,0.000179336
18,train,1,0,True,True,0.143872,0.147148,-0.00327635,0.175676,0.179632,0.00646958,0.00644727,0.143864,0.14714,False,0.062356537499999996,0.125923,0.0517205,0.0323224,0.100747,0.0214443,0.0746722,0.0444806,0.0475423,0.337723,0.337696,0.893588,0.909745,0.000105821,0.0001348,0.0725222,0.51487,1.19847,-0.00238745,0.000888896,2.04196e-07,0.00133141,0.00133141,0.000477102
19,train,5,1,True,True,0.113707,0.112268,0.00143951,0.0962759,0.100082,0.00643709,0.00608325,0.112262,0.113701,True,0.254446875,0.265951,0.261489,0.216253,0.286752,0.24118,0.236081,0.266369,0.2615,0.337623,0.337419,0.886484,0.916304,0.000270709,0.000320045,0.0249787,0.0585938,1.19944,0.00164849,0.000208978,0.0167307,0.000167492,0.0167307,0.000179505
20,train,2,0,True,True,0.148244,0.150594,-0.00234979,0.181204,0.183888,0.00199506,0.00198905,0.148236,0.150585,False,0.06361913749999999,0.0737602,0.0401795,0.103254,0.0331082,0.050513,0.0558704,0.0823826,0.0698852,0.337286,0.337318,0.896457,0.906958,6.39761e-09,1.40071e-06,0.050182,0.0572239,1.19848,-0.00133276,0.00101703,2.22973e-07,0.00150488,0.00150488,0.000179339
21,train,6,1,True,True,0.113238,0.1124,0.000837413,0.0958932,0.100387,0.00652528,0.00606628,0.112394,0.113231,True,0.254297,0.265808,0.261317,0.216172,0.286558,0.241056,0.235911,0.266248,0.261306,0.337663,0.337392,0.892165,0.909974,0.000349786,0.000413589,0.0251612,0.0561832,1.19752,0.000930922,9.35082e-05,0.0169591,0.000169846,0.0169591,0.000179219
22,train,3,0,True,True,0.157319,0.15878,-0.00146115,0.192277,0.193818,0.000687842,0.000798833,0.157311,0.158773,False,0.0476525125,0.0407133,0.0748276,0.0358546,0.0690881,0.0139715,0.0593105,0.0399017,0.0475528,0.336031,0.336053,0.899175,0.904526,1.39452e-08,8.87595e-07,0.0150055,0.0552046,1.19656,-0.000117163,0.00134398,2.42008e-07,0.00196101,0.00196101,0.000179108
23,train,7,1,True,True,0.121629,0.121043,0.000585826,0.112786,0.119542,0.0115807,0.0112134,0.121036,0.121622,True,0.12970045,0.108069,0.158311,0.0770461,0.258981,0.106679,0.0783095,0.150726,0.099482,0.341002,0.340373,0.897803,0.904881,0.000640122,0.000784928,0.0373532,0.0542407,1.1956,0.00100084,0.00041501,0.0356973,0.000358842,0.0356973,0.000175811
24,train,0,0,True,True,0.131981,0.132311,-0.000330269,0.127979,0.131664,0.0138712,0.0138608,0.131974,0.132304,False,0.1100167125,0.159357,0.096477,0.118518,0.112545,0.0667392,0.095665,0.0992135,0.131619,0.343297,0.342933,0.900397,0.902887,0.00202008,0.00252527,0.0531257,0.12585,1.17049,0.000110684,0.000440953,0.00239419,0.000705353,0.00239419,0.000157858
25,train,4,1,True,True,0.110032,0.109947,8.58474e-05,0.0896691,0.0939892,0.0454887,0.0455956,0.109941,0.110026,True,0.219749375,0.236241,0.216297,0.203825,0.24362,0.200398,0.198251,0.226461,0.232902,0.222934,0.22084,0.899861,0.902295,0.000811565,0.000941251,0.02174,0.0585601,1.19943,-7.27964e-05,-0.000158644,0.0128608,0.000128903,0.0128608,0.000180147
26,train,1,0,True,True,0.144925,0.145202,-0.000276178,0.176435,0.177597,0.00654439,0.00670064,0.144917,0.145194,False,0.0617682375,0.125052,0.0510824,0.0317338,0.100777,0.0206447,0.0741826,0.0437774,0.046896,0.337679,0.337634,0.901138,0.902526,0.000770039,0.000960198,0.0612253,0.123783,1.19847,0.000473153,0.000749331,2.96709e-07,0.00123793,0.00123793,0.000248954
27,train,5,1,True,True,0.111766,0.112538,-0.000772598,0.0947875,0.101102,0.00678104,0.00603352,0.112532,0.111759,False,0.253829125,0.265283,0.260808,0.215842,0.285999,0.240675,0.235402,0.265888,0.260736,0.33778,0.33733,0.909764,0.892317,0.00128508,0.00151728,0.025351,0.0585681,1.19944,-0.000600843,0.000171755,0.0171934,0.000172317,0.0171934,0.00017629
28,train,2,0,True,True,0.148889,0.148232,0.000657053,0.181936,0.18161,0.00192644,0.00207401,0.148881,0.148224,True,0.0630936375,0.0736479,0.0391849,0.102721,0.0323459,0.049918,0.0554434,0.0820156,0.0694724,0.33723,0.33727,0.903326,0.900315,7.2924e-07,6.64878e-06,0.0494963,0.0572178,1.19848,0.00159811,0.000941058,3.16034e-07,0.00138458,0.00138458,0.000175056
29,train,6,1,True,True,0.111257,0.112668,-0.00141125,0.0942512,0.101559,0.00690821,0.00600882,0.112662,0.11125,False,0.253675375,0.265134,0.26063,0.215751,0.285822,0.240544,0.235226,0.26576,0.260536,0.337841,0.337295,0.917435,0.885466,0.0023959,0.00282111,0.0255299,0.0561804,1.19752,-0.00108613,0.000325119,0.0174193,0.000174654,0.0174193,0.000176443
30,train,3,0,True,True,0.158041,0.156507,0.00153439,0.19303,0.191498,0.000831704,0.00119229,0.158034,0.1565,True,0.04715351250000001,0.0404007,0.0744861,0.0355287,0.0682548,0.0135159,0.0584177,0.0396772,0.046947,0.335995,0.336029,0.90469,0.898977,0.00035521,0.00036438,0.0181778,0.0552025,1.19656,0.00279238,0.00125799,3.35615e-07,0.00182777,0.00182777,0.000176598
31,train,7,1,True,True,0.119851,0.121259,-0.00140762,0.112177,0.12126,0.011632,0.0109435,0.121252,0.119845,False,0.1289621875,0.106802,0.158439,0.0759948,0.259301,0.105642,0.0771014,0.150246,0.0981713,0.341236,0.340083,0.910114,0.892482,0.0168623,0.0264962,0.0465673,0.2074,1.1956,-0.000880748,0.000526876,0.0361716,0.00036439,0.0361716,0.000176718
32,train,0,0,True,True,0.132473,0.130177,0.00229612,0.129182,0.131483,0.0136876,0.0137381,0.132465,0.130169,True,0.10913315,0.159061,0.0953246,0.117779,0.111143,0.0654824,0.0951515,0.0980957,0.131028,0.343237,0.342679,0.910355,0.892651,0.0603117,0.0477614,0.0499976,0.289328,1.1927,0.00269462,0.000398497,0.00219987,0.000631212,0.00219987,0.000213671
33,train,4,1,True,True,0.108303,0.110287,-0.00198357,0.0883713,0.0949726,0.0455122,0.0458636,0.110281,0.108297,False,0.21874787499999998,0.235283,0.214804,0.204275,0.242188,0.1992,0.196939,0.225323,0.231971,0.222843,0.216669,0.932073,0.874715,0.0392302,0.0220658,0.0222005,0.0509561,1.19174,-0.0021606,-0.000177025,0.0133785,0.000134243,0.0133785,0.00017687
34,train,1,0,True,True,0.145311,0.143062,0.00224922,0.177071,0.175904,0.00660154,0.00698822,0.145303,0.143054,True,0.0612037625,0.124395,0.050452,0.0310994,0.100913,0.0198466,0.0736503,0.0430393,0.0462345,0.337641,0.337552,0.907413,0.89588,0.0717753,0.0473743,0.058509,0.229463,1.19079,0.0029415,0.00069228,3.91486e-07,0.00113915,0.00113915,0.000211585
35,train,5,1,True,True,0.109538,0.112278,-0.00273962,0.0925055,0.102753,0.00733632,0.00595052,0.112272,0.109532,False,0.25321475,0.264774,0.260111,0.215369,0.285245,0.240152,0.234695,0.265386,0.259986,0.338057,0.337207,0.937486,0.871621,0.0533913,0.0248541,0.0249902,0.0484987,1.18983,-0.00206979,0.00066983,0.0167095,0.000167672,0.0167095,0.000177146
36,train,2,0,True,True,0.149485,0.146122,0.00336357,0.182612,0.17959,0.00185022,0.00216006,0.149477,0.146114,True,0.0625630125,0.0735986,0.0381927,0.102128,0.0315418,0.0493314,0.0550078,0.0816438,0.06906,0.337177,0.337217,0.909497,0.893878,0.00148341,0.000120189,0.048828,0.0475248,1.18888,0.00423941,0.00087584,4.10247e-07,0.00128139,0.00128139,0.000167566
37,train,6,1,True,True,0.109451,0.112917,-0.0034663,0.0916718,0.103397,0.00754741,0.00591639,0.112911,0.109445,False,0.253057875,0.264641,0.259927,0.215251,0.285061,0.240016,0.234513,0.265251,0.259803,0.338171,0.337162,0.94792,0.866212,0.0543864,0.0258715,0.0258738,0.0465671,1.18792,-0.00298278,0.000483518,0.0178512,0.00017919,0.0178512,0.000177298
38,train,3,0,True,True,0.158711,0.154489,0.00422156,0.193729,0.189442,0.000994576,0.00167719,0.158704,0.154484,True,0.046650874999999994,0.0401502,0.0741121,0.035184,0.0673942,0.0130683,0.0575039,0.0394416,0.0463527,0.335961,0.336,0.909699,0.893828,0.0372479,0.00711776,0.01422,0.045613,1.18697,0.00540559,0.00118404,4.30292e-07,0.00171373,0.00171373,0.000177451
39,train,7,1,True,True,0.118598,0.12147,-0.00287284,0.109812,0.124596,0.019194,0.0179576,0.121464,0.118591,False,0.128234,0.105667,0.158637,0.0748934,0.259542,0.104596,0.0758727,0.149765,0.0968989,0.341957,0.340569,0.920089,0.883784,0.0590668,0.0314628,0.0315407,0.0446606,1.18602,-0.00185996,0.00101288,0.0366382,0.00036992,0.0366382,0.00017757
40,final_eval,0,0,False,False,0.132936,0.128282,0.00465354,0.130362,0.131955,0.0134501,0.0136062,0.132928,0.128275,True,0.10823055,0.158965,0.0940838,0.116943,0.109593,0.0641976,0.0946976,0.0969294,0.130435,0.343146,0.342286,1.15273,1.1527,,,,,,,,,,,
41,final_eval,1,0,False,False,0.145462,0.141401,0.00406059,0.177547,0.174737,0.00657337,0.00726119,0.145454,0.141393,True,0.060771637499999996,0.124011,0.0499592,0.0305917,0.100974,0.0192344,0.0732217,0.0424589,0.0457222,0.337569,0.337414,1.14258,1.14258,,,,,,,,,,,
42,final_eval,2,0,False,False,0.14988,0.144876,0.00500418,0.182978,0.178321,0.00180811,0.00220808,0.149872,0.144868,True,0.062287175,0.0735617,0.0376807,0.101813,0.0311304,0.0490351,0.0547859,0.0814454,0.0688452,0.337106,0.337152,1.1396,1.13962,,,,,,,,,,,
43,final_eval,3,0,False,False,0.158887,0.153779,0.00510818,0.193912,0.188717,0.0010394,0.00185866,0.15888,0.153773,True,0.046521074999999995,0.0400833,0.0740085,0.0350908,0.0671811,0.0129551,0.0572703,0.0393802,0.0461993,0.335909,0.335949,1.13953,1.13955,,,,,,,,,,,
44,final_eval,4,1,False,False,0.112341,0.116475,-0.00413352,0.0859697,0.0968261,0.0104383,0.00894025,0.116468,0.112335,False,0.21783750000000002,0.234576,0.213413,0.204606,0.240833,0.198096,0.195743,0.224255,0.231178,0.3398,0.33823,1.13993,1.13993,,,,,,,,,,,
45,final_eval,5,1,False,False,0.110359,0.114282,-0.00392343,0.0890622,0.104796,0.00824075,0.00584509,0.114276,0.110352,False,0.252813875,0.264437,0.259645,0.215044,0.28478,0.239805,0.234235,0.265044,0.259521,0.338536,0.33703,1.13975,1.13975,,,,,,,,,,,
46,final_eval,6,1,False,False,0.110365,0.114289,-0.00392413,0.089062,0.104796,0.00824079,0.00584513,0.114283,0.110359,False,0.25281299999999995,0.264436,0.259644,0.215043,0.284779,0.239804,0.234235,0.265043,0.25952,0.338536,0.33703,1.13973,1.13974,,,,,,,,,,,
47,final_eval,7,1,False,False,0.11906,0.12109,-0.00202975,0.106554,0.127066,0.0184015,0.0162684,0.121083,0.119053,False,0.128135875,0.105507,0.158663,0.0747434,0.259572,0.104459,0.0757132,0.149699,0.0967304,0.341194,0.339205,1.13965,1.13963,,,,,,,,,,,
