cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,max_abs_hidden_delta_signal,max_hidden_delta_node,max_abs_hidden_delta_update_signal,max_hidden_delta_update_node,max_abs_hidden_delta_gate_signal,max_hidden_delta_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
28,initial_eval,28,1,False,False,0.103758,0.0981017,0.00565618,0.131635,0.137461,0.00536769,0.00524347,0.098107,0.103763,True,0.2961595,0.103758,0.0981017,0.00565618,True,0.154622,0.361194,0.214988,0.453834,0.336335,0.336291,1.13977,1.13976,,,,,,,,,,,,,,,
29,initial_eval,29,1,False,False,0.1402,0.14204,-0.00183968,0.176874,0.17498,0.00348906,0.00356907,0.142043,0.140204,False,0.3406239999999999,0.1402,0.14204,-0.00183968,False,0.101853,0.563537,0.583379,0.113727,0.335947,0.335928,1.13925,1.13933,,,,,,,,,,,,,,,
30,initial_eval,30,1,False,False,0.0950292,0.088611,0.00641813,0.121853,0.128466,0.00995168,0.00988547,0.0886161,0.0950339,True,0.16665275000000002,0.0950292,0.088611,0.00641813,True,0.08,0.214809,0.209604,0.162198,0.338311,0.338255,1.13993,1.13993,,,,,,,,,,,,,,,
31,initial_eval,31,1,False,False,0.117575,0.113528,0.00404699,0.147523,0.15169,0.00470232,0.00475393,0.113532,0.117579,True,0.29591825,0.117575,0.113528,0.00404699,True,0.106901,0.507163,0.389555,0.180054,0.336138,0.336145,1.1395,1.13951,,,,,,,,,,,,,,,
32,train,0,0,True,True,0.130203,0.132765,-0.00256143,0.164691,0.167328,0.000231345,0.000166658,0.130208,0.132769,False,0.5246405,0.130203,0.132765,-0.00256143,False,0.531747,0.513496,0.535893,0.517426,0.335591,0.335562,0.564627,1.19999,0.028731,0.098599,0.0994618,5.79924e-40,5.49988e-40,5.798e-40,5.4987e-40,0.0,1.13676,-0.00256138,5.7724e-08,5.4077e-07,6.54157e-07,6.54157e-07,5.68787e-06
33,train,16,1,True,True,0.112757,0.110781,0.00197598,0.144694,0.146728,0.00428621,0.00427687,0.110785,0.112761,True,0.2865836,0.112757,0.110781,0.00197598,True,0.0999604,0.412792,0.449507,0.184075,0.336095,0.336071,1.2,0.244106,0.0262968,0.0772454,0.0781226,2.89887e-58,1.96228e-58,2.89825e-58,1.96186e-58,0.0,1.13676,0.00197584,-1.43669e-07,5.40766e-07,6.54152e-07,6.54152e-07,5.68783e-06
34,train,1,0,True,True,0.135129,0.141393,-0.00626373,0.169762,0.176209,0.000227997,6.62006e-05,0.135133,0.141397,False,0.5838835,0.135129,0.141393,-0.00626373,False,0.699919,0.417568,0.496653,0.721394,0.335623,0.335586,0.471122,1.2,0.0257794,0.106981,0.107842,1.30394e-87,8.8265e-88,1.30366e-87,8.82461e-88,0.0,1.13676,-0.00626382,-9.31166e-08,5.40761e-07,6.54147e-07,6.54147e-07,5.68778e-06
35,train,17,1,True,True,0.142125,0.152966,-0.0108415,0.188118,0.176961,0.00252195,0.00280139,0.152969,0.142128,False,0.426979525,0.142125,0.152966,-0.0108415,False,0.0912421,0.667252,0.734518,0.214906,0.336069,0.336061,1.2,0.42113,0.0256664,0.118209,0.119093,4.84185e-38,4.84185e-38,4.84082e-38,4.84082e-38,0.0,1.13676,-0.0108422,-6.35628e-07,5.40757e-07,6.54142e-07,6.54142e-07,5.68774e-06
36,train,2,0,True,True,0.151522,0.146009,0.00551302,0.186659,0.18097,-7.4232e-05,5.26898e-06,0.151526,0.146013,True,0.6402075,0.151522,0.146009,0.00551302,True,0.421678,0.77022,0.770219,0.598713,0.335649,0.335621,1.19999,0.55734,1.04431,0.111435,0.112328,3.30871e-07,0.0796026,1.2308e-07,0.0796752,0.880379,0.880379,0.0674606,0.0619476,0.118048,0.00240641,0.118048,0.000648554
37,train,18,1,True,True,0.0904951,0.130577,-0.0400818,0.165076,0.123796,0.00266199,0.00584475,0.130581,0.0905006,False,0.30445275,0.0904951,0.130577,-0.0400818,False,0.08,0.474305,0.468278,0.195228,0.335762,0.336787,0.00015864,1.2,1.04478,0.0964654,0.0973369,0.016582,0.0650646,0.0166607,0.0651481,1.16207,1.16207,-0.0264884,0.0135934,0.0826012,0.00176888,0.0826012,0.000514518
38,train,3,0,True,True,0.14121,0.0843368,0.0568735,0.17602,0.117448,-2.43841e-05,0.00391384,0.141213,0.0843428,True,0.71299175,0.14121,0.0843368,0.0568735,True,0.69252,0.690144,0.722441,0.746862,0.335467,0.336331,-2.75473e-06,1.2,0.0189188,0.0516016,0.052471,5.38504e-32,1.71127e-31,5.38389e-32,1.7109e-31,0.0515886,1.19919,0.0568766,3.05997e-06,9.5889e-07,6.5145e-07,9.5889e-07,5.67669e-06
39,train,19,1,True,True,0.0820404,0.0821746,-0.000134176,0.115222,0.115082,0.00981666,0.0103364,0.0821802,0.0820459,False,0.2167635,0.0820404,0.0821746,-0.000134176,False,0.175672,0.226022,0.238658,0.226702,0.337712,0.338179,4.91206e-07,1.2,1.04498,0.0495325,0.0503736,0.000212284,0.0195384,6.64752e-05,0.0196517,0.0511759,1.18961,0.000293516,0.000427692,0.0081085,0.000537398,0.0081085,0.000580209
40,train,4,0,True,True,0.127776,0.0856704,0.0421052,0.16219,0.118822,0.000276358,0.00397907,0.127779,0.0856763,True,0.674525,0.127776,0.0856704,0.0421052,True,0.516261,0.744649,0.77022,0.66697,0.335452,0.336299,-1.80738e-05,1.2,0.0183656,0.0529252,0.0537643,1.11061e-34,7.33946e-32,1.11037e-34,7.33789e-32,0.0433423,1.1801,0.0421075,2.34798e-06,8.82796e-07,6.47356e-07,8.82796e-07,5.67109e-06
41,train,20,1,True,True,0.0862712,0.0942213,-0.00795018,0.127637,0.119444,0.00712993,0.00844329,0.0942266,0.0862767,False,0.26045225,0.0862712,0.0942213,-0.00795018,False,0.299048,0.163159,0.184964,0.394638,0.336624,0.337265,-3.97062e-05,1.2,1.04498,0.0612155,0.0620577,0.000240451,0.0308593,7.06014e-05,0.0309641,0.57419,1.19965,-0.00544278,0.0025074,0.0185535,0.000685269,0.0185535,0.000593352
42,train,5,0,True,True,0.109042,0.0910329,0.0180089,0.142903,0.124352,0.0013602,0.00419195,0.109047,0.0910386,True,0.438589,0.109042,0.0910329,0.0180089,True,0.350727,0.486348,0.453581,0.4637,0.335459,0.336142,0.000265599,1.2,0.0183131,0.0581184,0.0589653,2.73943e-35,1.0776e-31,2.73884e-35,1.07737e-31,0.0459975,1.1937,0.0180102,1.26815e-06,7.02404e-07,6.41548e-07,7.02404e-07,5.66551e-06
43,train,21,1,True,True,0.103689,0.121291,-0.0176024,0.155516,0.137388,0.00372796,0.00633013,0.121295,0.103694,False,0.31174452500000005,0.103689,0.121291,-0.0176024,False,0.0914141,0.50706,0.535796,0.112708,0.335764,0.336517,0.336302,1.2,1.04431,0.0874763,0.0883224,0.0188953,0.0563163,0.0191044,0.0564063,1.19412,1.19412,0.0191946,0.0367969,0.0593265,0.00137506,0.0593265,0.000579035
44,train,6,0,True,True,0.103368,0.0940764,0.00929205,0.13706,0.127486,0.00302758,0.00395969,0.103374,0.0940819,True,0.5992375,0.103368,0.0940764,0.00929205,True,0.674625,0.525695,0.662635,0.533995,0.33595,0.33603,0.0157665,1.2,0.0184343,0.0610609,0.0619173,7.28291e-32,1.79195e-31,7.28135e-32,1.79157e-31,0.0535208,1.20092,0.00929315,1.09921e-06,7.0027e-07,6.44194e-07,7.0027e-07,5.65998e-06
45,train,22,1,True,True,0.0893507,0.0842243,0.00512643,0.117335,0.122617,0.0094817,0.00967108,0.0842299,0.089356,True,0.22886525000000002,0.0893507,0.0842243,0.00512643,True,0.173149,0.240816,0.156831,0.344665,0.337471,0.337418,1.2,-4.09639e-06,0.0131296,0.0515131,0.0523615,3.93283e-61,9.67669e-61,3.93199e-61,9.67462e-61,0.0530926,1.19133,0.00512644,1.09236e-08,7.00265e-07,6.44188e-07,7.00265e-07,5.65994e-06
46,train,7,0,True,True,0.0896432,0.0960824,-0.00643926,0.12292,0.129554,0.00405547,0.00429704,0.089649,0.0960878,False,0.43275425,0.0896432,0.0960824,-0.00643926,False,0.341263,0.434023,0.518626,0.437105,0.336037,0.335987,1.2,8.29441e-05,1.04432,0.0630219,0.063863,0.0287442,0.0326097,0.0287864,0.032716,1.2,1.2,0.00392344,0.0103627,0.0206962,0.0009833,0.0206962,0.000620051
47,train,23,1,True,True,0.0846466,0.0858077,-0.0011611,0.118967,0.117769,0.00904829,0.0102158,0.0858133,0.0846521,False,0.23050825000000003,0.0846466,0.0858077,-0.0011611,False,0.264519,0.145354,0.235699,0.276461,0.337176,0.337711,1.2,-3.17702e-05,0.0183185,0.0530537,0.0538972,1.02173e-31,1.1936e-31,1.02151e-31,1.19335e-31,0.0462807,1.19379,-0.00116198,-8.72026e-07,8.9017e-07,6.36605e-07,8.9017e-07,5.65402e-06
48,train,8,0,True,True,0.101012,0.0799175,0.0210947,0.134633,0.112892,0.00316531,0.00643754,0.101017,0.0799234,True,0.58055225,0.101012,0.0799175,0.0210947,True,0.532436,0.498079,0.650461,0.641233,0.335879,0.336787,4.82198e-07,1.2,0.0131532,0.0473428,0.048185,4.59584e-61,5.36894e-61,4.59486e-61,5.3678e-61,0.0459104,1.18425,0.021098,3.23124e-06,8.90163e-07,6.36599e-07,8.90163e-07,5.65397e-06
49,train,24,1,True,True,0.103356,0.0854536,0.017902,0.118597,0.137044,0.00877803,0.0084297,0.0854592,0.10336,True,0.37532475000000004,0.103356,0.0854536,0.017902,True,0.101968,0.636781,0.649199,0.113351,0.33722,0.336961,1.2,-1.83679e-05,0.0125274,0.0527158,0.0535537,2.53188e-90,2.95778e-90,2.53134e-90,2.95715e-90,0.0380264,1.17479,0.017904,2.0439e-06,8.90156e-07,6.36594e-07,8.90156e-07,5.65393e-06
50,train,9,0,True,True,0.0966946,0.0801794,0.0165152,0.130183,0.113162,0.00328571,0.00640632,0.0967,0.0801852,True,0.632684,0.0966946,0.0801794,0.0165152,True,0.483452,0.71122,0.77022,0.565844,0.335913,0.336796,4.82206e-07,1.2,0.0126324,0.0475969,0.048439,1.39607e-119,1.63091e-119,1.39577e-119,1.63056e-119,0.0286377,1.1654,0.0165177,2.46778e-06,8.90149e-07,6.36589e-07,8.90149e-07,5.65388e-06
51,train,25,1,True,True,0.107111,0.0968168,0.0102946,0.13031,0.140913,0.00668144,0.00730627,0.0968219,0.107116,True,0.22686699999999999,0.107111,0.0968168,0.0102946,True,0.100075,0.331969,0.395424,0.08,0.336619,0.336783,1.2,0.0466286,0.0159526,0.0637371,0.0645752,7.3949e-149,8.63886e-149,7.39332e-149,8.63702e-149,0.0193244,1.15609,0.0102951,5.51909e-07,8.90142e-07,6.36584e-07,8.90142e-07,5.65384e-06
52,train,10,0,True,True,0.0996623,0.0820585,0.0176038,0.133242,0.115101,0.00324374,0.00656038,0.0996675,0.0820643,True,0.43758925,0.0996623,0.0820585,0.0176038,True,0.4312,0.376196,0.445481,0.49748,0.33578,0.336696,4.88777e-07,1.2,0.0116191,0.0494108,0.0502612,3.3263e-178,3.88584e-178,3.32559e-178,3.88501e-178,0.010085,1.14685,0.017606,2.21763e-06,8.90134e-07,6.36579e-07,8.90134e-07,5.65379e-06
53,train,26,1,True,True,0.104035,0.0871595,0.0168753,0.120357,0.137744,0.00774566,0.00751367,0.0871651,0.10404,True,0.31912349999999995,0.104035,0.0871595,0.0168753,True,0.08,0.524397,0.534778,0.137319,0.337064,0.336844,1.2,-4.28064e-05,0.0126281,0.0543688,0.0552083,1.53228e-207,1.79003e-207,1.53195e-207,1.78965e-207,0.000919935,1.13768,0.0168767,1.4424e-06,8.90127e-07,6.36574e-07,8.90127e-07,5.65375e-06
54,train,11,0,True,True,0.106612,0.0784912,0.0281208,0.140401,0.11142,0.00306462,0.00651675,0.106617,0.0784971,True,0.58109,0.106612,0.0784912,0.0281208,True,0.668545,0.46683,0.481908,0.707077,0.335869,0.336819,4.82189e-07,1.2,0.0126403,0.0459587,0.0468019,7.52404e-237,8.78973e-237,7.52244e-237,8.78785e-237,1.35877e-07,1.13676,0.0281249,4.07937e-06,8.9012e-07,6.36569e-07,8.9012e-07,5.6537e-06
55,train,27,1,True,True,0.0984365,0.098523,-8.65543e-05,0.132067,0.131977,0.00772272,0.00842631,0.0985279,0.0984412,False,0.1551275,0.0984365,0.098523,-8.65543e-05,False,0.201368,0.08,0.08,0.259142,0.337219,0.337703,0.111094,1.2,1.04498,0.0653934,0.0662302,0.0338142,0.0349039,0.0338537,0.0350071,1.2,1.2,0.0016674,0.00175395,0.0233665,0.00102182,0.0233665,0.000644795
56,train,12,0,True,True,0.09164,0.0771067,0.0145333,0.124975,0.109988,0.00400321,0.00667096,0.0916456,0.0771125,True,0.71812,0.09164,0.0771067,0.0145333,True,0.72051,0.728817,0.652934,0.770219,0.336137,0.336917,4.82217e-07,1.2,0.0180439,0.0446088,0.0454592,1.13701e-31,1.18605e-31,1.13677e-31,1.1858e-31,0.0463435,1.19404,0.0145374,4.10809e-06,6.65706e-07,6.35607e-07,6.65706e-07,5.64756e-06
57,train,28,1,True,True,0.0869695,0.0826932,0.00427624,0.115758,0.120163,0.00835793,0.00868566,0.0826991,0.086975,True,0.2961595,0.0869695,0.0826932,0.00427624,True,0.154622,0.361194,0.214988,0.453834,0.337053,0.337084,1.2,3.85154e-07,0.00863139,0.050041,0.0508768,6.02271e-61,6.28247e-61,6.02143e-61,6.28113e-61,0.0459727,1.1845,0.00427637,1.35784e-07,6.657e-07,6.35602e-07,6.657e-07,5.64751e-06
58,train,13,0,True,True,0.0935797,0.0822066,0.0113731,0.126976,0.115254,0.00390302,0.00651588,0.0935853,0.0822125,True,0.5017512500000001,0.0935797,0.0822066,0.0113731,True,0.503241,0.525332,0.48996,0.488472,0.33599,0.336708,5.17755e-07,1.2,0.0126787,0.049565,0.0504049,2.70907e-90,2.82591e-90,2.70849e-90,2.82531e-90,0.0382743,1.17504,0.011375,1.9849e-06,6.65695e-07,6.35597e-07,6.65695e-07,5.64747e-06
59,train,29,1,True,True,0.103098,0.0853628,0.0177352,0.118505,0.136779,0.00885833,0.00855575,0.0853684,0.103103,True,0.3406239999999999,0.103098,0.0853628,0.0177352,True,0.101853,0.563537,0.583379,0.113727,0.337215,0.336946,1.2,-1.68349e-05,0.0126939,0.0526261,0.0534657,1.30759e-119,1.36398e-119,1.30731e-119,1.36369e-119,0.0288835,1.16565,0.0177369,1.74285e-06,6.6569e-07,6.35592e-07,6.6569e-07,5.64742e-06
60,train,14,0,True,True,0.0915199,0.0769468,0.0145731,0.124848,0.109819,0.00400385,0.00666959,0.0915253,0.0769524,True,0.7427905,0.0915199,0.0769468,0.0145731,True,0.77022,0.660504,0.770218,0.77022,0.336145,0.336926,4.82217e-07,1.2,0.0126305,0.0444621,0.045304,1.47693e-95,1.47693e-95,1.47662e-95,1.47662e-95,0.019568,1.15633,0.0145775,4.40284e-06,6.65684e-07,6.35587e-07,6.65684e-07,5.64738e-06
61,train,30,1,True,True,0.0987955,0.0871271,0.0116683,0.120326,0.132347,0.0106258,0.0104906,0.0871325,0.0988002,True,0.16665275000000002,0.0987955,0.0871271,0.0116683,True,0.08,0.214809,0.209604,0.162198,0.338214,0.337958,1.2,-4.54215e-05,0.0125133,0.0543409,0.0551766,7.82323e-125,7.82323e-125,7.82156e-125,7.82156e-125,0.0103273,1.14709,0.0116689,5.27234e-07,6.65679e-07,6.35582e-07,6.65679e-07,5.64733e-06
62,train,15,0,True,True,0.0946223,0.0790653,0.015557,0.12805,0.112013,0.00390388,0.00662279,0.0946278,0.0790712,True,0.6019215,0.0946223,0.0790653,0.015557,True,0.684605,0.467712,0.570865,0.684504,0.336054,0.336823,4.8221e-07,1.2,0.0126887,0.0465154,0.0473587,3.51896e-154,3.51896e-154,3.51821e-154,3.51821e-154,0.00115999,1.13792,0.01556,2.98901e-06,6.65674e-07,6.35577e-07,6.65674e-07,5.64729e-06
63,train,31,1,True,True,0.0972988,0.0832648,0.014034,0.116345,0.130806,0.0088493,0.00876996,0.0832706,0.0973038,True,0.29591825,0.0972988,0.0832648,0.014034,True,0.106901,0.507163,0.389555,0.180054,0.337209,0.337042,1.2,7.97421e-08,0.0125105,0.0505938,0.051431,1.89941e-183,1.89941e-183,1.899e-183,1.899e-183,1.18749e-07,1.13676,0.014035,9.86248e-07,6.65668e-07,6.35572e-07,6.65668e-07,5.64724e-06
64,final_eval,0,0,False,False,0.0941768,0.0815269,0.0126499,0.127592,0.114553,0.00388221,0.00653498,0.0941824,0.0815328,True,0.5246405,0.0941768,0.0815269,0.0126499,True,0.531747,0.513496,0.535893,0.517426,0.335963,0.336693,1.19676,1.15076,,,,,,,,,,,,,,,
65,final_eval,1,0,False,False,0.095472,0.0784934,0.0169785,0.128926,0.111423,0.00387881,0.00666858,0.0954774,0.0784994,True,0.5838835,0.095472,0.0784934,0.0169785,True,0.699919,0.417568,0.496653,0.721394,0.335987,0.336775,1.18668,1.14155,,,,,,,,,,,,,,,
66,final_eval,2,0,False,False,0.0858257,0.080985,0.00484069,0.118981,0.113992,0.00435748,0.00651836,0.0858315,0.0809908,True,0.6402077500000001,0.0858257,0.080985,0.00484069,True,0.421678,0.77022,0.77022,0.598713,0.33612,0.336738,1.1768,1.13978,,,,,,,,,,,,,,,
67,final_eval,3,0,False,False,0.0918167,0.0774488,0.0143679,0.125159,0.110344,0.00399564,0.00665469,0.0918223,0.0774547,True,0.71299175,0.0918167,0.0774488,0.0143679,True,0.69252,0.690144,0.722441,0.746862,0.336091,0.336864,1.16689,1.13985,,,,,,,,,,,,,,,
68,final_eval,4,0,False,False,0.0898265,0.0792599,0.0105667,0.123107,0.112213,0.0040208,0.00658224,0.0898323,0.0792658,True,0.674525,0.0898265,0.0792599,0.0105667,True,0.516261,0.744649,0.77022,0.66697,0.336067,0.336801,1.15711,1.13979,,,,,,,,,,,,,,,
69,final_eval,5,0,False,False,0.086997,0.0848887,0.00210825,0.120193,0.118019,0.00479981,0.0064967,0.0870028,0.0848944,True,0.438589,0.086997,0.0848887,0.00210825,True,0.350727,0.486348,0.453581,0.4637,0.336116,0.336579,1.14744,1.13975,,,,,,,,,,,,,,,
70,final_eval,6,0,False,False,0.0946765,0.0798143,0.0148622,0.128106,0.112786,0.0039001,0.0065828,0.094682,0.0798203,True,0.5992375,0.0946765,0.0798143,0.0148622,True,0.674625,0.525695,0.662635,0.533995,0.336012,0.336762,1.13971,1.13986,,,,,,,,,,,,,,,
