cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,max_abs_hidden_delta_signal,max_hidden_delta_node,max_abs_hidden_delta_update_signal,max_hidden_delta_update_node,max_abs_hidden_delta_gate_signal,max_hidden_delta_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
12,initial_eval,12,0,False,False,0.154409,0.158595,-0.00418596,0.189596,0.193906,-0.000136209,-0.000235156,0.154412,0.158598,False,0.71808275,0.154409,0.158595,-0.00418596,False,0.720509,0.728816,0.652934,0.770072,0.335655,0.335621,1.13945,1.13946,,,,,,,,,,,,,,,
13,initial_eval,13,0,False,False,0.125717,0.129041,-0.00332382,0.160073,0.163495,0.000324997,0.00024636,0.125722,0.129045,False,0.50175075,0.125717,0.129041,-0.00332382,False,0.50324,0.525332,0.489959,0.488472,0.335535,0.335506,1.13993,1.13993,,,,,,,,,,,,,,,
14,initial_eval,14,0,False,False,0.157279,0.15606,0.0012188,0.192564,0.191299,-0.000162254,-0.000161363,0.157282,0.156062,True,0.7426807500000001,0.157279,0.15606,0.0012188,True,0.770074,0.660504,0.770071,0.770074,0.335664,0.335633,1.13933,1.13938,,,,,,,,,,,,,,,
15,initial_eval,15,0,False,False,0.14029,0.144335,-0.00404445,0.175074,0.179236,5.39978e-05,-4.09549e-05,0.140294,0.144338,False,0.6019209999999999,0.14029,0.144335,-0.00404445,False,0.684604,0.467712,0.570865,0.684503,0.335593,0.33556,1.13982,1.13976,,,,,,,,,,,,,,,
16,initial_eval,16,1,False,False,0.112773,0.110795,0.00197782,0.144709,0.146745,0.00428592,0.0042765,0.1108,0.112777,True,0.2865836,0.112773,0.110795,0.00197782,True,0.0999604,0.412792,0.449507,0.184075,0.336053,0.336029,1.13993,1.13993,,,,,,,,,,,,,,,
17,initial_eval,17,1,False,False,0.142152,0.152986,-0.0108343,0.188139,0.176989,0.00252158,0.00280086,0.152989,0.142155,False,0.42697925000000003,0.142152,0.152986,-0.0108343,False,0.091242,0.667252,0.734517,0.214906,0.336027,0.336019,1.13924,1.13939,,,,,,,,,,,,,,,
18,initial_eval,18,1,False,False,0.119446,0.117599,0.00184644,0.151715,0.153616,0.0030141,0.00299694,0.117604,0.11945,True,0.30445275,0.119446,0.117599,0.00184644,True,0.08,0.474305,0.468278,0.195228,0.335953,0.335928,1.13993,1.13991,,,,,,,,,,,,,,,
19,initial_eval,19,1,False,False,0.0830151,0.078228,0.00478705,0.111152,0.116085,0.00969733,0.00966187,0.0782338,0.0830206,True,0.21676325,0.0830151,0.078228,0.00478705,True,0.175672,0.226021,0.238658,0.226702,0.337964,0.337911,1.13993,1.13993,,,,,,,,,,,,,,,
20,initial_eval,20,1,False,False,0.0960954,0.0904483,0.00564711,0.123749,0.129567,0.00697188,0.00682011,0.0904538,0.0961006,True,0.26045225,0.0960954,0.0904483,0.00564711,True,0.299048,0.163159,0.184964,0.394638,0.336787,0.336717,1.13967,1.13965,,,,,,,,,,,,,,,
21,initial_eval,21,1,False,False,0.133542,0.133789,-0.000246816,0.168382,0.168128,0.00315354,0.0031965,0.133793,0.133546,False,0.31174452500000005,0.133542,0.133789,-0.000246816,False,0.0914141,0.50706,0.535796,0.112708,0.335876,0.335857,1.13928,1.13933,,,,,,,,,,,,,,,
22,initial_eval,22,1,False,False,0.0912626,0.08563,0.0056326,0.118783,0.124587,0.00866862,0.00855876,0.0856356,0.0912679,True,0.22886499999999999,0.0912626,0.08563,0.0056326,True,0.173148,0.240816,0.156831,0.344665,0.337397,0.337313,1.13993,1.13993,,,,,,,,,,,,,,,
23,initial_eval,23,1,False,False,0.0876551,0.082635,0.00502011,0.115696,0.120869,0.00863616,0.00856614,0.0826407,0.0876606,True,0.23050825000000003,0.0876551,0.082635,0.00502011,True,0.264519,0.145354,0.235699,0.276461,0.33741,0.337354,1.13983,1.13982,,,,,,,,,,,,,,,
24,initial_eval,24,1,False,False,0.148231,0.153065,-0.00483477,0.18822,0.183245,0.00322532,0.00339833,0.153068,0.148234,False,0.37532475000000004,0.148231,0.153065,-0.00483477,False,0.101968,0.636781,0.649199,0.113351,0.335966,0.335952,1.13898,1.13908,,,,,,,,,,,,,,,
25,initial_eval,25,1,False,False,0.111953,0.108944,0.00300899,0.142801,0.145899,0.00384078,0.00392061,0.108948,0.111957,True,0.22686699999999999,0.111953,0.108944,0.00300899,True,0.100075,0.331969,0.395424,0.08,0.335986,0.336,1.13993,1.13993,,,,,,,,,,,,,,,
26,initial_eval,26,1,False,False,0.133697,0.133735,-3.87617e-05,0.168327,0.168286,0.00288595,0.00291624,0.133739,0.1337,False,0.31912324999999997,0.133697,0.133735,-3.87617e-05,False,0.08,0.524397,0.534777,0.137319,0.335931,0.335912,1.13945,1.13948,,,,,,,,,,,,,,,
27,initial_eval,27,1,False,False,0.104886,0.0984373,0.00644854,0.131977,0.138619,0.0074674,0.00730727,0.0984422,0.10489,True,0.1551275,0.104886,0.0984373,0.00644854,True,0.201368,0.08,0.08,0.259142,0.337462,0.337388,1.13993,1.13993,,,,,,,,,,,,,,,
28,initial_eval,28,1,False,False,0.103758,0.0981018,0.00565618,0.131635,0.137461,0.0053677,0.00524348,0.0981071,0.103763,True,0.2961595,0.103758,0.0981018,0.00565618,True,0.154622,0.361194,0.214988,0.453834,0.336335,0.336291,1.13977,1.13976,,,,,,,,,,,,,,,
29,initial_eval,29,1,False,False,0.1402,0.14204,-0.00183965,0.176874,0.17498,0.00348905,0.00356907,0.142043,0.140204,False,0.3406239999999999,0.1402,0.14204,-0.00183965,False,0.101853,0.563537,0.583379,0.113727,0.335947,0.335928,1.13925,1.13933,,,,,,,,,,,,,,,
30,initial_eval,30,1,False,False,0.095031,0.0886131,0.00641791,0.121853,0.128466,0.00995168,0.00988547,0.0886184,0.095036,True,0.16665275000000002,0.095031,0.0886131,0.00641791,True,0.08,0.214809,0.209604,0.162198,0.338311,0.338255,1.13993,1.13993,,,,,,,,,,,,,,,
31,initial_eval,31,1,False,False,0.117575,0.113528,0.004047,0.147523,0.15169,0.00470232,0.00475393,0.113532,0.117579,True,0.29591825,0.117575,0.113528,0.004047,True,0.106901,0.507163,0.389555,0.180054,0.336138,0.336145,1.1395,1.13951,,,,,,,,,,,,,,,
32,train,0,0,True,True,0.130203,0.132765,-0.00256144,0.164691,0.167328,0.000231347,0.00016666,0.130208,0.132769,False,0.5246405,0.130203,0.132765,-0.00256144,False,0.531747,0.513496,0.535893,0.517426,0.335591,0.335562,0.564625,1.19999,0.028731,0.0985989,0.0994616,8.33387e-40,5.15173e-40,8.33208e-40,5.15062e-40,0.0,1.13676,-0.00256138,6.02509e-08,5.4077e-07,6.54157e-07,6.54157e-07,5.68787e-06
33,train,16,1,True,True,0.112757,0.110781,0.00197601,0.144694,0.146728,0.00428621,0.00427687,0.110786,0.112761,True,0.2865836,0.112757,0.110781,0.00197601,True,0.0999604,0.412792,0.449507,0.184075,0.336095,0.336071,1.2,0.244105,0.0262968,0.0772454,0.0781226,4.41051e-58,4.40281e-58,4.40957e-58,4.40187e-58,0.0,1.13676,0.00197586,-1.53397e-07,5.40766e-07,6.54152e-07,6.54152e-07,5.68783e-06
34,train,1,0,True,True,0.135129,0.141393,-0.00626367,0.169762,0.176209,0.000227998,6.62022e-05,0.135133,0.141396,False,0.5838829999999999,0.135129,0.141393,-0.00626367,False,0.699918,0.417568,0.496653,0.721393,0.335623,0.335586,0.471122,1.2,0.0257794,0.106981,0.107842,1.98389e-87,1.98043e-87,1.98347e-87,1.98e-87,0.0,1.13676,-0.00626378,-1.08442e-07,5.40761e-07,6.54147e-07,6.54147e-07,5.68778e-06
35,train,17,1,True,True,0.142124,0.152966,-0.0108411,0.188118,0.176961,0.00252195,0.00280139,0.152968,0.142128,False,0.42697925000000003,0.142124,0.152966,-0.0108411,False,0.091242,0.667252,0.734517,0.214906,0.336069,0.336061,1.2,0.421137,0.0256664,0.118209,0.119092,7.87565e-48,7.87565e-48,7.87397e-48,7.87397e-48,0.0,1.13676,-0.0108419,-7.40365e-07,5.40757e-07,6.54142e-07,6.54142e-07,5.68774e-06
36,train,2,0,True,True,0.151508,0.146003,0.0055048,0.18665,0.180966,-7.41941e-05,5.24684e-06,0.151513,0.146007,True,0.6401345,0.151508,0.146003,0.0055048,True,0.421678,0.770074,0.770073,0.598713,0.335649,0.335621,1.19999,0.557485,1.04431,0.11143,0.112322,3.30555e-07,0.0795974,1.23002e-07,0.07967,0.880461,0.880461,0.0673312,0.0618264,0.118032,0.00240619,0.118032,0.000648533
37,train,18,1,True,True,0.0905447,0.130554,-0.0400088,0.165051,0.123847,0.00266261,0.00583633,0.130557,0.0905502,False,0.30445275,0.0905447,0.130554,-0.0400088,False,0.08,0.474305,0.468278,0.195228,0.335762,0.336784,0.00016498,1.2,1.04478,0.0964427,0.0973142,0.0163238,0.0650427,0.016402,0.0651261,1.16207,1.16207,-0.026441,0.0135678,0.0825425,0.00176788,0.0825425,0.000513209
38,train,3,0,True,True,0.141273,0.0844033,0.0568693,0.176084,0.117516,-2.56767e-05,0.00390221,0.141276,0.0844094,True,0.7129907499999999,0.141273,0.0844033,0.0568693,True,0.692519,0.690144,0.72244,0.74686,0.335468,0.336328,-3.13761e-06,1.2,0.0189188,0.0516661,0.0525355,5.28123e-32,1.71094e-31,5.2801e-32,1.71057e-31,0.0516036,1.19921,0.0568727,3.33554e-06,9.5776e-07,6.51458e-07,9.5776e-07,5.67669e-06
39,train,19,1,True,True,0.0820388,0.0821674,-0.000128504,0.115214,0.115079,0.00981614,0.0103348,0.0821731,0.0820445,False,0.21676325,0.0820388,0.0821674,-0.000128504,False,0.175672,0.226021,0.238658,0.226702,0.337712,0.338178,4.91157e-07,1.2,1.04498,0.0495255,0.0503667,0.000212096,0.0195316,6.64496e-05,0.019645,0.0511907,1.18962,0.000297376,0.00042588,0.00810204,0.00053842,0.00810204,0.000578691
40,train,4,0,True,True,0.12785,0.0857358,0.0421144,0.162266,0.118888,0.000273738,0.00396725,0.127854,0.0857417,True,0.674488,0.12785,0.0857358,0.0421144,True,0.516261,0.744647,0.770074,0.66697,0.335452,0.336296,-1.91496e-05,1.2,0.0183658,0.0529886,0.0538277,1.11044e-34,7.33727e-32,1.11021e-34,7.3357e-32,0.0433531,1.18011,0.0421169,2.50512e-06,8.81761e-07,6.47369e-07,8.81761e-07,5.67111e-06
41,train,20,1,True,True,0.0862829,0.0942304,-0.00794748,0.127646,0.119455,0.00712749,0.00843918,0.0942357,0.0862885,False,0.26045225,0.0862829,0.0942304,-0.00794748,False,0.299048,0.163159,0.184964,0.394638,0.336624,0.337264,-3.9963e-05,1.2,1.04498,0.0612243,0.0620665,0.000239673,0.0308678,7.05058e-05,0.0309726,0.584016,1.19966,-0.00544814,0.00249934,0.0185615,0.000684502,0.0185615,0.000591708
42,train,5,0,True,True,0.109094,0.0910743,0.0180198,0.142957,0.124394,0.001353,0.00418156,0.109099,0.0910799,True,0.438589,0.109094,0.0910743,0.0180198,True,0.350727,0.486348,0.453581,0.4637,0.335458,0.33614,0.000273069,1.2,0.0183083,0.0581585,0.0590054,2.78363e-35,1.07784e-31,2.78304e-35,1.07761e-31,0.0459977,1.1937,0.0180211,1.34481e-06,7.01379e-07,6.41565e-07,7.01379e-07,5.66553e-06
43,train,21,1,True,True,0.103722,0.121343,-0.0176208,0.15557,0.137423,0.00372282,0.00632103,0.121347,0.103727,False,0.31174452500000005,0.103722,0.121343,-0.0176208,False,0.0914141,0.50706,0.535796,0.112708,0.335763,0.336515,0.133392,1.2,1.04431,0.0875268,0.088373,0.0187097,0.0563654,0.0189185,0.0564553,1.19373,1.19373,0.0191731,0.0367938,0.0594235,0.00137628,0.0594235,0.00057828
44,train,6,0,True,True,0.103426,0.0941314,0.00929469,0.13712,0.127543,0.00301768,0.00394745,0.103431,0.0941369,True,0.5992369999999999,0.103426,0.0941314,0.00929469,True,0.674624,0.525695,0.662635,0.533994,0.335948,0.336027,0.016206,1.2,0.0181006,0.0611142,0.0619706,7.20031e-32,1.79265e-31,7.19877e-32,1.79227e-31,0.0535286,1.20093,0.00929582,1.12541e-06,6.99252e-07,6.44192e-07,6.99252e-07,5.66e-06
45,train,22,1,True,True,0.0893439,0.0842362,0.00510771,0.117347,0.122609,0.00947796,0.0096686,0.0842419,0.0893494,True,0.22886499999999999,0.0893439,0.0842362,0.00510771,True,0.173148,0.240816,0.156831,0.344665,0.337469,0.337417,1.2,-4.19773e-06,0.0131784,0.0515247,0.0523731,3.88823e-61,9.68047e-61,3.8874e-61,9.6784e-61,0.0531003,1.19133,0.00510771,-9.98718e-11,6.99246e-07,6.44186e-07,6.99246e-07,5.65996e-06
46,train,7,0,True,True,0.0896811,0.0961138,-0.00643268,0.122959,0.129586,0.00404652,0.00428711,0.0896869,0.0961192,False,0.43275399999999997,0.0896811,0.0961138,-0.00643268,False,0.341263,0.434023,0.518626,0.437104,0.336035,0.335985,1.2,8.71014e-05,1.04432,0.0630524,0.0638935,0.0285545,0.0326392,0.0285954,0.0327455,1.2,1.2,0.00393706,0.0103697,0.0207314,0.000984291,0.0207314,0.000619371
47,train,23,1,True,True,0.0846463,0.0858022,-0.00115594,0.118961,0.117768,0.00904689,0.010212,0.0858079,0.0846518,False,0.23050825000000003,0.0846463,0.0858022,-0.00115594,False,0.264519,0.145354,0.235699,0.276461,0.337176,0.33771,1.2,-3.16267e-05,0.0183185,0.0530484,0.0538919,1.01362e-31,1.19444e-31,1.0134e-31,1.19418e-31,0.0462831,1.1938,-0.00115696,-1.01359e-06,8.89392e-07,6.36594e-07,8.89392e-07,5.65404e-06
48,train,8,0,True,True,0.101075,0.0799528,0.0211223,0.134698,0.112929,0.0031549,0.00642582,0.10108,0.0799588,True,0.58055175,0.101075,0.0799528,0.0211223,True,0.532435,0.498079,0.65046,0.641233,0.335877,0.336783,4.82198e-07,1.2,0.0131533,0.047377,0.0482193,4.53692e-61,5.34626e-61,4.53595e-61,5.34511e-61,0.0459128,1.18425,0.0211256,3.29125e-06,8.89385e-07,6.36589e-07,8.89385e-07,5.654e-06
49,train,24,1,True,True,0.10336,0.0854757,0.0178848,0.118619,0.137049,0.00877078,0.00842126,0.0854812,0.103365,True,0.37532475000000004,0.10336,0.0854757,0.0178848,True,0.101968,0.636781,0.649199,0.113351,0.337217,0.336958,1.2,-1.8763e-05,0.0125227,0.0527372,0.0535751,2.49942e-90,2.94529e-90,2.49889e-90,2.94466e-90,0.0380287,1.17479,0.0178871,2.29479e-06,8.89378e-07,6.36584e-07,8.89378e-07,5.65395e-06
50,train,9,0,True,True,0.0967589,0.0802138,0.0165451,0.130249,0.113197,0.00327529,0.00639468,0.0967643,0.0802197,True,0.632647,0.0967589,0.0802138,0.0165451,True,0.483452,0.711219,0.770073,0.565844,0.335911,0.336792,4.82206e-07,1.2,0.0127707,0.0476303,0.0484723,9.26399e-120,1.09166e-119,9.26201e-120,1.09143e-119,0.0286395,1.1654,0.0165476,2.45938e-06,8.89371e-07,6.36579e-07,8.89371e-07,5.65391e-06
51,train,25,1,True,True,0.107096,0.0968378,0.0102585,0.130331,0.140897,0.00667535,0.00730042,0.096843,0.107101,True,0.22686699999999999,0.107096,0.0968378,0.0102585,True,0.100075,0.331969,0.395424,0.08,0.336617,0.336781,1.2,0.0468743,0.0161899,0.0637576,0.0645957,4.90958e-149,5.7854e-149,4.90853e-149,5.78416e-149,0.0193267,1.15609,0.0102591,5.77604e-07,8.89364e-07,6.36574e-07,8.89364e-07,5.65386e-06
52,train,10,0,True,True,0.0997251,0.0820854,0.0176397,0.133307,0.115129,0.00323267,0.0065497,0.0997305,0.0820913,True,0.43758925,0.0997251,0.0820854,0.0176397,True,0.4312,0.376196,0.445481,0.49748,0.335778,0.336693,4.89495e-07,1.2,0.0115286,0.0494369,0.0502874,2.20837e-178,2.60233e-178,2.2079e-178,2.60177e-178,0.0100873,1.14685,0.017642,2.25627e-06,8.89357e-07,6.36569e-07,8.89357e-07,5.65382e-06
53,train,26,1,True,True,0.104042,0.0871836,0.0168587,0.120381,0.137752,0.00773841,0.00750532,0.0871891,0.104047,True,0.31912324999999997,0.104042,0.0871836,0.0168587,True,0.08,0.524397,0.534777,0.137319,0.337061,0.336842,1.2,-4.26848e-05,0.0126274,0.054392,0.0552316,1.0173e-207,1.19878e-207,1.01708e-207,1.19852e-207,0.000922107,1.13768,0.0168604,1.6638e-06,8.89349e-07,6.36564e-07,8.89349e-07,5.65377e-06
54,train,11,0,True,True,0.106672,0.0785256,0.0281464,0.140463,0.111456,0.00305424,0.00650498,0.106677,0.0785316,True,0.5810897500000001,0.106672,0.0785256,0.0281464,True,0.668544,0.46683,0.481908,0.707077,0.335867,0.336815,4.82189e-07,1.2,0.0126402,0.045992,0.0468353,4.99531e-237,5.88643e-237,4.99425e-237,5.88517e-237,1.36135e-07,1.13676,0.0281506,4.17225e-06,8.89342e-07,6.36559e-07,8.89342e-07,5.65373e-06
55,train,27,1,True,True,0.0984288,0.0985195,-9.07548e-05,0.132063,0.131968,0.00772139,0.0084248,0.0985245,0.0984337,False,0.1551275,0.0984288,0.0985195,-9.07548e-05,False,0.201368,0.08,0.08,0.259142,0.337219,0.337702,0.108168,1.2,1.04498,0.0653901,0.0662269,0.0336057,0.0349007,0.0336372,0.035004,1.2,1.2,0.00165742,0.00174818,0.0233608,0.00102177,0.0233608,0.00064479
56,train,12,0,True,True,0.0916982,0.0771373,0.014561,0.125034,0.110019,0.00399082,0.00665947,0.0917038,0.077143,True,0.71808275,0.0916982,0.0771373,0.014561,True,0.720509,0.728816,0.652934,0.770072,0.336134,0.336913,4.82216e-07,1.2,0.0180345,0.0446384,0.0454888,1.128e-31,1.18597e-31,1.12776e-31,1.18571e-31,0.046343,1.19404,0.0145653,4.28651e-06,6.65058e-07,6.35597e-07,6.65058e-07,5.64758e-06
57,train,28,1,True,True,0.0869714,0.0827915,0.00417993,0.115858,0.120165,0.00834146,0.00867955,0.0827973,0.086977,True,0.2961595,0.0869714,0.0827915,0.00417993,True,0.154622,0.361194,0.214988,0.453834,0.337047,0.337082,1.2,3.35456e-07,0.00862602,0.0501363,0.0509721,5.978e-61,6.28521e-61,5.97672e-61,6.28387e-61,0.0459723,1.1845,0.00418003,1.03678e-07,6.65053e-07,6.35591e-07,6.65053e-07,5.64754e-06
58,train,13,0,True,True,0.0936424,0.0822408,0.0114016,0.127041,0.115289,0.00389027,0.00650403,0.093648,0.0822466,True,0.50175075,0.0936424,0.0822408,0.0114016,True,0.50324,0.525332,0.489959,0.488472,0.335987,0.336705,5.17446e-07,1.2,0.0126779,0.049598,0.050438,2.68896e-90,2.82715e-90,2.68838e-90,2.82654e-90,0.0382739,1.17504,0.0114037,2.04754e-06,6.65047e-07,6.35586e-07,6.65047e-07,5.64749e-06
59,train,29,1,True,True,0.103103,0.0853854,0.0177178,0.118527,0.136784,0.00885109,0.00854721,0.085391,0.103108,True,0.3406239999999999,0.103103,0.0853854,0.0177178,True,0.101853,0.563537,0.583379,0.113727,0.337212,0.336943,1.2,-1.72209e-05,0.0126939,0.052648,0.0534876,1.29788e-119,1.36458e-119,1.2976e-119,1.36429e-119,0.028883,1.16564,0.0177197,1.94015e-06,6.65042e-07,6.35581e-07,6.65042e-07,5.64745e-06
60,train,14,0,True,True,0.0915791,0.076981,0.0145981,0.124908,0.109851,0.00399148,0.00665807,0.0915845,0.0769864,True,0.74268025,0.0915791,0.076981,0.0145981,True,0.770073,0.660504,0.770071,0.770073,0.336142,0.336922,4.82217e-07,1.2,0.0126305,0.0444951,0.0453371,6.60407e-67,6.60407e-67,6.60266e-67,6.60266e-67,0.0195675,1.15633,0.0146044,6.30102e-06,6.65037e-07,6.35576e-07,6.65037e-07,5.6474e-06
61,train,30,1,True,True,0.0987746,0.0871197,0.0116549,0.120317,0.132325,0.0106247,0.0104893,0.0871251,0.0987795,True,0.16665275000000002,0.0987746,0.0871197,0.0116549,True,0.08,0.214809,0.209604,0.162198,0.338214,0.337958,1.2,-4.54576e-05,0.0125132,0.0543338,0.0551695,3.49991e-96,3.49991e-96,3.49916e-96,3.49916e-96,0.010327,1.14709,0.0116555,6.53809e-07,6.65031e-07,6.35571e-07,6.65031e-07,5.64736e-06
62,train,15,0,True,True,0.0946817,0.0790968,0.0155849,0.128112,0.112045,0.00389138,0.00661112,0.0946872,0.0791027,True,0.6019209999999999,0.0946817,0.0790968,0.0155849,True,0.684604,0.467712,0.570865,0.684503,0.336051,0.336819,4.8221e-07,1.2,0.0126889,0.0465459,0.0473892,1.57429e-125,1.57429e-125,1.57396e-125,1.57396e-125,0.00115955,1.13792,0.015588,3.06837e-06,6.65026e-07,6.35566e-07,6.65026e-07,5.64731e-06
63,train,31,1,True,True,0.0973106,0.0832871,0.0140234,0.116368,0.130818,0.00884226,0.00876161,0.0832929,0.0973157,True,0.29591825,0.0973106,0.0832871,0.0140234,True,0.106901,0.507163,0.389555,0.180054,0.337207,0.337039,1.2,6.16418e-08,0.0125103,0.0506155,0.0514527,8.49746e-155,8.49746e-155,8.49564e-155,8.49564e-155,1.18719e-07,1.13676,0.0140245,1.10649e-06,6.65021e-07,6.35561e-07,6.65021e-07,5.64727e-06
64,final_eval,0,0,False,False,0.094238,0.0815604,0.0126776,0.127655,0.114587,0.00386961,0.00652318,0.0942436,0.0815663,True,0.5246405,0.094238,0.0815604,0.0126776,True,0.531747,0.513496,0.535893,0.517426,0.33596,0.33669,1.19676,1.15076,,,,,,,,,,,,,,,
65,final_eval,1,0,False,False,0.0955323,0.0785173,0.0170149,0.128988,0.111448,0.00386627,0.00665751,0.0955377,0.0785233,True,0.5838829999999999,0.0955323,0.0785173,0.0170149,True,0.699918,0.417568,0.496653,0.721393,0.335984,0.336772,1.18668,1.14155,,,,,,,,,,,,,,,
66,final_eval,2,0,False,False,0.0858894,0.0810151,0.00487426,0.119046,0.114022,0.00434432,0.0065068,0.0858951,0.0810209,True,0.6401345,0.0858894,0.0810151,0.00487426,True,0.421678,0.770074,0.770073,0.598713,0.336117,0.336735,1.1768,1.13978,,,,,,,,,,,,,,,
67,final_eval,3,0,False,False,0.0918737,0.0774782,0.0143955,0.125218,0.110374,0.00398328,0.00664321,0.0918794,0.0774841,True,0.7129907499999999,0.0918737,0.0774782,0.0143955,True,0.692519,0.690144,0.72244,0.74686,0.336088,0.33686,1.16689,1.13985,,,,,,,,,,,,,,,
68,final_eval,4,0,False,False,0.0898854,0.0792891,0.0105963,0.123168,0.112243,0.00400833,0.00657074,0.0898912,0.079295,True,0.6744877499999999,0.0898854,0.0792891,0.0105963,True,0.516261,0.744647,0.770073,0.66697,0.336064,0.336797,1.15711,1.13979,,,,,,,,,,,,,,,
69,final_eval,5,0,False,False,0.0870675,0.0849165,0.00215099,0.120266,0.118048,0.00478582,0.00648567,0.0870734,0.0849223,True,0.438589,0.0870675,0.0849165,0.00215099,True,0.350727,0.486348,0.453581,0.4637,0.336113,0.336576,1.14744,1.13975,,,,,,,,,,,,,,,
