cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4000ps,other_out_4000ps,margin_4000ps,correct_4000ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
13,final_eval,1,0,False,False,0.0238103,2.52387e-50,0.0238103,0.0575208,0.00804239,0.0324837,0.00869746,0.0253907,2.52348e-50,True,0.0632649675,0.0238103,2.52387e-50,0.0238103,True,0.0250294,2.52381e-50,0.0250294,True,0.0252506,2.52374e-50,0.0252506,True,0.0253419,2.52368e-50,0.0253419,True,0.0253876,2.52362e-50,0.0253876,True,0.0253914,2.52355e-50,0.0253914,True,0.0253908,2.52349e-50,0.0253908,True,0.0253901,2.52343e-50,0.0253901,True,0.0253895,2.52336e-50,0.0253895,True,0.0893531,0.0895454,0.00196714,0.154014,0.0137974,0.0799005,0.0433717,0.0341705,0.347823,1.2,3.80311e-137,3.64102e-92
14,final_eval,2,0,False,False,0.000700222,0.00978732,-0.0090871,0.0315801,0.0447165,0.0125669,0.0193103,0.00142023,0.015026,False,0.150884625,0.000700222,0.00978732,-0.0090871,False,0.00100824,0.0135225,-0.0125143,False,0.00120607,0.0144039,-0.0131979,False,0.00133197,0.0147946,-0.0134627,False,0.00141026,0.0149972,-0.0135869,False,0.00142026,0.0150264,-0.0136061,False,0.00142023,0.015026,-0.0136058,False,0.00142019,0.0150256,-0.0136055,False,0.00142016,0.0150253,-0.0136051,False,0.195314,0.140802,0.140269,0.167137,0.118722,0.138555,0.149232,0.157046,1.19564,0.871485,6.35934e-88,7.21119e-120
15,final_eval,3,0,False,False,0.00222737,-9.6371e-27,0.00222737,0.0160571,0.00734163,0.013775,0.0083224,0.00222703,-9.63563e-27,True,0.047504175,0.00222737,-9.6371e-27,0.00222737,True,0.00222732,-9.63686e-27,0.00222732,True,0.00222726,-9.63662e-27,0.00222726,True,0.00222721,-9.63638e-27,0.00222721,True,0.00222715,-9.63616e-27,0.00222715,True,0.00222709,-9.63589e-27,0.00222709,True,0.00222704,-9.63565e-27,0.00222704,True,0.00222698,-9.63541e-27,0.00222698,True,0.00222693,-9.63517e-27,0.00222693,True,0.0390855,0.0684213,0.0408678,0.0651977,0.0172008,0.0582779,0.043157,0.0478254,1.19991,1.2,1.72932e-69,3.3376e-74
16,final_eval,4,0,False,False,0.00131248,5.94923e-51,0.00131248,0.0100016,0.0204567,0.00962346,0.0201323,0.00131228,5.94832e-51,True,0.061080562500000005,0.00131248,5.94923e-51,0.00131248,True,0.00131245,5.94909e-51,0.00131245,True,0.00131242,5.94894e-51,0.00131242,True,0.00131238,5.94879e-51,0.00131238,True,0.00131235,5.94865e-51,0.00131235,True,0.00131232,5.94849e-51,0.00131232,True,0.00131228,5.94834e-51,0.00131228,True,0.00131225,5.94819e-51,0.00131225,True,0.00131222,5.94804e-51,0.00131222,True,0.0705186,0.0445886,0.0951472,0.034217,0.0458539,0.052779,0.0765607,0.0689795,1.19995,1.2,4.68314e-70,-1.21666e-104
17,final_eval,5,0,False,False,0.00201914,-3.67262e-75,0.00201914,0.0100046,0.0154417,0.00949715,0.0171494,0.00201883,-3.67206e-75,True,0.0559871375,0.00201914,-3.67262e-75,0.00201914,True,0.00201909,-3.67253e-75,0.00201909,True,0.00201904,-3.67243e-75,0.00201904,True,0.00201899,-3.67234e-75,0.00201899,True,0.00201894,-3.67226e-75,0.00201894,True,0.00201888,-3.67216e-75,0.00201888,True,0.00201883,-3.67207e-75,0.00201883,True,0.00201878,-3.67197e-75,0.00201878,True,0.00201873,-3.67188e-75,0.00201873,True,0.0673845,0.0643874,0.0674376,0.0292743,0.0325344,0.0487397,0.0653446,0.0727946,1.19992,1.2,2.48809e-78,-8.03821e-79
18,final_eval,6,1,False,False,0.0538346,0.00474174,0.0490929,0.0378981,0.0905471,0.0131692,0.0169779,0.0073238,0.0592804,True,0.25202975,0.0538346,0.00474174,0.0490929,True,0.0578318,0.0064931,0.0513387,True,0.0586937,0.00697035,0.0517234,True,0.05907,0.00719204,0.051878,True,0.0592638,0.00730965,0.0519542,True,0.0592821,0.007324,0.051958,True,0.0592806,0.00732382,0.0519567,True,0.0592791,0.00732364,0.0519554,True,0.0592776,0.00732345,0.0519541,True,0.263765,0.259148,0.213483,0.284542,0.23864,0.233747,0.263765,0.259148,1.1179,0.336274,-4.46698e-62,-1.32263e-126
19,final_eval,7,1,False,False,0.0538432,0.00473158,0.0491116,0.0378982,0.0905507,0.0131691,0.0169781,0.00732314,0.0592799,True,0.25203862499999996,0.0538432,0.00473158,0.0491116,True,0.0578328,0.00649113,0.0513416,True,0.0586937,0.0069693,0.0517244,True,0.0590697,0.00719127,0.0518784,True,0.0592634,0.00730898,0.0519544,True,0.0592816,0.00732334,0.0519582,True,0.0592801,0.00732316,0.0519569,True,0.0592786,0.00732298,0.0519556,True,0.0592771,0.00732279,0.0519543,True,0.263774,0.259158,0.21349,0.284552,0.238648,0.233755,0.263774,0.259158,1.11792,0.336274,5.58147e-62,1.62039e-160
20,final_eval,8,1,False,False,0.00536082,0.000699432,0.00466138,0.00841315,0.0396859,0.00955692,0.0355766,0.000699325,0.0100188,True,0.0832486875,0.00536082,0.000699432,0.00466138,True,0.00861641,0.000699414,0.007917,True,0.00943802,0.000699397,0.00873862,True,0.00980635,0.000699379,0.00910697,True,0.00999805,0.000699364,0.00929868,True,0.010019,0.000699344,0.0093197,True,0.0100188,0.000699327,0.00931947,True,0.0100185,0.000699309,0.00931924,True,0.0100183,0.000699292,0.009319,True,0.0835452,0.116862,0.0884287,0.0506192,0.063444,0.0567778,0.113732,0.0925806,1.19998,1.03465,9.18373e-110,7.88497e-129
21,final_eval,9,1,False,False,0.0538419,0.00477939,0.0490625,0.0378974,0.0905501,0.0131691,0.0169786,0.00732317,0.0592785,True,0.252036375,0.0538419,0.00477939,0.0490625,True,0.0578315,0.00649847,0.0513331,True,0.0586923,0.00697155,0.0517208,True,0.0590683,0.00719198,0.0518763,True,0.059262,0.00730907,0.0519529,True,0.0592802,0.00732337,0.0519568,True,0.0592787,0.00732318,0.0519555,True,0.0592772,0.007323,0.0519542,True,0.0592757,0.00732282,0.0519529,True,0.263773,0.259155,0.213487,0.284551,0.238645,0.233752,0.263773,0.259155,1.11793,0.336274,1.06776e-70,1.29742e-176
22,final_eval,10,1,False,False,0.053841,0.00473027,0.0491107,0.0378967,0.0905485,0.0131691,0.0169789,0.00732165,0.0592778,True,0.252031875,0.053841,0.00473027,0.0491107,True,0.0578306,0.00648967,0.0513409,True,0.0586915,0.00696782,0.0517237,True,0.0590675,0.00718978,0.0518777,True,0.0592612,0.00730748,0.0519537,True,0.0592794,0.00732185,0.0519575,True,0.0592779,0.00732167,0.0519562,True,0.0592764,0.00732148,0.0519549,True,0.0592749,0.0073213,0.0519536,True,0.263767,0.259151,0.213484,0.284545,0.238641,0.233749,0.263767,0.259151,1.11795,0.336274,3.99848e-62,8.36078e-160
23,final_eval,11,1,False,False,0.0538403,0.00472985,0.0491104,0.0378962,0.0905477,0.0131691,0.0169791,0.00732115,0.059277,True,0.252029125,0.0538403,0.00472985,0.0491104,True,0.0578299,0.00648918,0.0513407,True,0.0586908,0.00696733,0.0517234,True,0.0590667,0.00718929,0.0518775,True,0.0592605,0.00730699,0.0519535,True,0.0592787,0.00732136,0.0519573,True,0.0592772,0.00732117,0.051956,True,0.0592757,0.00732099,0.0519547,True,0.0592742,0.0073208,0.0519534,True,0.263764,0.259148,0.213482,0.284542,0.238639,0.233746,0.263764,0.259148,1.11796,0.336274,-8.99723e-62,-1.49559e-160
