cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
10,initial_eval,10,1,False,False,0.165828,0.162612,0.00321581,0.198038,0.201346,0.181705,0.184889,0.162621,0.165837,True,0.433850625,0.165828,0.162612,0.00321581,True,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00229445,0.00224668,-1.85845e-53,-9.78057e-62,,,,,,,,,,,,,,,,,,,
11,initial_eval,11,1,False,False,0.165441,0.164435,0.00100565,0.199914,0.200949,0.183631,0.184359,0.164444,0.16545,True,0.41236612500000003,0.165441,0.164435,0.00100565,True,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00226531,0.00225449,-4.73649e-101,2.80339e-86,,,,,,,,,,,,,,,,,,,
12,initial_eval,12,1,False,False,0.162616,0.163968,-0.00135169,0.199433,0.198043,0.181054,0.180162,0.163976,0.162625,False,0.2552052,0.162616,0.163968,-0.00135169,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00230447,0.00231835,1.53822e-69,7.50441e-134,,,,,,,,,,,,,,,,,,,
13,initial_eval,13,1,False,False,0.164634,0.162799,0.00183524,0.198231,0.200118,0.180776,0.182654,0.162808,0.164643,True,0.339744875,0.164634,0.162799,0.00183524,True,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00230879,0.00228,9.14789e-36,2.01401e-53,,,,,,,,,,,,,,,,,,,
14,initial_eval,14,1,False,False,0.162819,0.161883,0.000935304,0.197289,0.198251,0.178962,0.179985,0.161892,0.162827,True,0.317506575,0.162819,0.161883,0.000935304,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00233728,0.00232112,4.68765e-79,3.58614e-79,,,,,,,,,,,,,,,,,,,
15,initial_eval,15,1,False,False,0.161011,0.161185,-0.000174312,0.196571,0.196391,0.177582,0.177452,0.161194,0.161019,False,0.258585,0.161011,0.161185,-0.000174312,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00235944,0.00236155,-8.74667e-36,-3.35681e-53,,,,,,,,,,,,,,,,,,,
16,train,0,0,True,True,0.164231,0.164356,-0.000125374,0.199704,0.199833,0.183016,0.18304,0.16424,0.164365,False,0.41148750000000006,0.164231,0.164356,-0.000125374,False,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00227454,0.00227417,0.0438263,0.0438357,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0871233,0.0872487,0.0768466,5.85877e-07,0.0768466,1.39923e-06,0.4773746,-0.2626557,-5.76603e-07,-5.85877e-07
17,train,8,1,True,True,0.138695,0.222441,-0.0837464,0.259554,0.173429,0.256461,0.118926,0.22245,0.138703,False,0.24862142500000003,0.138695,0.222441,-0.0837464,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00153161,0.00396754,0.0596787,0.0198031,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0278316,0.111578,0.0774643,5.85875e-07,0.0774643,1.39923e-06,-0.3392219000000001,0.4424729,-5.76601e-07,-5.85875e-07
18,train,1,0,True,True,0.185114,0.197402,-0.0122888,0.221182,0.233817,0.198866,0.221291,0.185122,0.19741,False,0.406035125,0.185114,0.197402,-0.0122888,False,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00205867,0.00181524,0.0458803,0.0523038,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.100492,0.112781,0.0719353,5.85872e-07,0.0719353,1.39922e-06,0.46918319999999997,-0.310884,-5.76599e-07,-5.85872e-07
19,train,9,1,True,True,0.148136,0.252022,-0.103886,0.289946,0.183145,0.286867,0.137479,0.252029,0.148143,False,0.21884825,0.148136,0.252022,-0.103886,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0013495,0.00326086,0.0529003,0.0250364,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00740375,0.11129,0.0811546,5.8587e-07,0.0811546,1.39921e-06,-0.3515745,0.37752660000000005,-5.76596e-07,-5.8587e-07
20,train,2,0,True,True,0.200955,0.198411,0.00254473,0.23747,0.234854,0.201435,0.226753,0.200963,0.198419,True,0.40224437500000004,0.200955,0.198411,0.00254473,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.0020275,0.00176446,0.0462508,0.0530481,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.106415,0.103871,0.0705116,5.85867e-07,0.0705116,1.39921e-06,0.4315529,-0.3251613,-5.76594e-07,-5.85867e-07
21,train,10,1,True,True,0.165103,0.260594,-0.0954908,0.298749,0.200602,0.295705,0.161056,0.260601,0.16511,False,0.433850625,0.165103,0.260594,-0.0954908,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00130444,0.00266206,0.0511569,0.0321894,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0341072,0.129598,0.0833385,5.85865e-07,0.0833385,1.3992e-06,-0.4344158,0.5409915000000001,-5.76592e-07,-5.85865e-07
22,train,3,0,True,True,0.203224,0.231263,-0.0280389,0.239802,0.268618,0.194758,0.264126,0.203231,0.231271,False,0.5017733750000001,0.203224,0.231263,-0.0280389,False,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00211055,0.00148121,0.0428943,0.0548287,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.087471,0.11551,0.0746598,5.85863e-07,0.0746598,1.3992e-06,0.4880603,-0.39611450000000004,-5.76589e-07,-5.85863e-07
23,train,11,1,True,True,0.174577,0.261803,-0.0872258,0.29999,0.210346,0.297002,0.173252,0.261809,0.174584,False,0.41236612500000003,0.174577,0.261803,-0.0872258,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00129808,0.00243182,0.0506507,0.0358242,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0470035,0.134229,0.0814313,5.8586e-07,0.0814313,1.39919e-06,-0.4398392,0.486982,-5.76587e-07,-5.8586e-07
24,train,4,0,True,True,0.208018,0.237896,-0.0298785,0.24473,0.275434,0.194482,0.271675,0.208024,0.237903,False,0.6073775,0.208018,0.237896,-0.0298785,False,0.608103,0.769845,0.769845,0.645065,0.08,0.769845,0.446472,0.769845,0.00211414,0.00143472,0.0425521,0.0537785,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0966809,0.126559,0.0810209,5.85858e-07,0.0810209,1.39919e-06,0.5063953,-0.43038139999999997,-5.76585e-07,-5.85858e-07
25,train,12,1,True,True,0.174154,0.262033,-0.087879,0.300227,0.209911,0.29664,0.171405,0.262039,0.174161,False,0.2552052,0.174154,0.262033,-0.087879,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00129985,0.00246408,0.0507573,0.0352874,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0250037,0.112883,0.0625807,5.85856e-07,0.0625807,1.39918e-06,-0.40964950000000006,0.3784928,-5.76582e-07,-5.85856e-07
26,train,5,0,True,True,0.217219,0.231164,-0.013945,0.254186,0.268517,0.208721,0.263547,0.217225,0.231171,False,0.54547575,0.217219,0.231164,-0.013945,False,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00194405,0.0014849,0.0463604,0.0542588,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.101392,0.115337,0.069274,5.85853e-07,0.069274,1.39918e-06,0.46335839999999995,-0.41356689999999996,-5.7658e-07,-5.85853e-07
27,train,13,1,True,True,0.16423,0.275079,-0.110849,0.313623,0.199703,0.310742,0.163365,0.275086,0.164238,False,0.339744875,0.16423,0.275079,-0.110849,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00123433,0.00261516,0.0485138,0.0325461,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0197376,0.130587,0.0803126,5.85851e-07,0.0803126,1.39917e-06,-0.43585900000000005,0.42347029999999997,-5.76578e-07,-5.85851e-07
28,train,6,0,True,True,0.222475,0.230859,-0.00838468,0.259588,0.268204,0.213584,0.263395,0.222481,0.230867,False,0.5985944999999999,0.222475,0.230859,-0.00838468,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.0018921,0.00148587,0.0474349,0.0540659,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.105862,0.114246,0.072516,5.85849e-07,0.072516,1.39916e-06,0.4739105,-0.4209025,-5.76576e-07,-5.85849e-07
29,train,14,1,True,True,0.177762,0.273427,-0.0956649,0.311927,0.213622,0.309028,0.169705,0.273433,0.177768,False,0.317506575,0.177762,0.273427,-0.0956649,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00124193,0.00249453,0.0487566,0.0344813,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0424155,0.13808,0.0725719,5.85846e-07,0.0725719,1.39916e-06,-0.41941069999999997,0.3778357,-5.76573e-07,-5.85846e-07
30,train,7,0,True,True,0.231909,0.237747,-0.00583756,0.269282,0.27528,0.224684,0.269266,0.231914,0.237753,False,0.472466,0.231909,0.237747,-0.00583756,False,0.699473,0.769842,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00178336,0.00144923,0.0493424,0.0530608,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.112406,0.118243,0.0680641,5.85844e-07,0.0680641,1.39915e-06,0.39985050000000005,-0.38279659999999993,-5.76571e-07,-5.85844e-07
31,train,15,1,True,True,0.196535,0.270062,-0.0735272,0.308472,0.232925,0.305118,0.174517,0.270069,0.19654,False,0.258585,0.196535,0.270062,-0.0735272,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00125965,0.00241022,0.0493168,0.0359903,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0566929,0.13022,0.0642112,5.85842e-07,0.0642112,1.39915e-06,-0.3940482,0.3406196,-5.76569e-07,-5.85842e-07
32,train,0,0,True,True,0.241937,0.236808,0.0051291,0.279584,0.274315,0.246511,0.269665,0.241941,0.236815,True,0.41148750000000006,0.241937,0.236808,0.0051291,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00160241,0.00144681,0.0519533,0.0523322,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.114428,0.109299,0.0568308,5.85839e-07,0.0568308,1.39914e-06,0.39424429999999994,-0.3638124,-5.76566e-07,-5.85839e-07
33,train,8,1,True,True,0.206685,0.259217,-0.0525317,0.297335,0.24336,0.293774,0.177823,0.259224,0.20669,False,0.24862142500000003,0.206685,0.259217,-0.0525317,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00131403,0.00235555,0.0510357,0.0372446,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.058909,0.111441,0.06262,5.85837e-07,0.06262,1.39914e-06,-0.40199999999999997,0.3675471,-5.76564e-07,-5.85837e-07
34,train,1,0,True,True,0.243493,0.240394,0.0030989,0.281183,0.278,0.237504,0.271997,0.243497,0.240401,True,0.406035125,0.243493,0.240394,0.0030989,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00167242,0.0014328,0.0510729,0.0523155,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.117261,0.114162,0.059143,5.85835e-07,0.059143,1.39913e-06,0.393826,-0.36190849999999997,-5.76562e-07,-5.85835e-07
35,train,9,1,True,True,0.15746,0.29779,-0.140331,0.336939,0.192739,0.334507,0.158256,0.297796,0.157467,False,0.21884825,0.15746,0.29779,-0.140331,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.00113772,0.00272131,0.0442741,0.0305314,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0269672,0.113363,0.0812021,5.85832e-07,0.0812021,1.39912e-06,-0.3927851,0.3395471,-5.76559e-07,-5.85832e-07
36,train,2,0,True,True,0.230792,0.206324,0.0244674,0.268134,0.242989,0.226833,0.236735,0.230798,0.206333,True,0.40224437500000004,0.230792,0.206324,0.0244674,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00176375,0.00167868,0.0510668,0.0528885,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.12562,0.101152,0.0599205,5.8583e-07,0.0599205,1.39912e-06,0.38395409999999996,-0.35507609999999995,-5.76557e-07,-5.8583e-07
37,train,10,1,True,True,0.194899,0.286982,-0.0920833,0.325845,0.231245,0.322679,0.174,0.286988,0.194905,False,0.433850625,0.194899,0.286982,-0.0920833,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00118383,0.00241901,0.0464646,0.035432,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0219625,0.114046,0.0829466,5.85828e-07,0.0829466,1.39911e-06,-0.4676626,0.5131290000000001,-5.76555e-07,-5.85828e-07
38,train,3,0,True,True,0.220298,0.256932,-0.0366341,0.257351,0.294988,0.204484,0.291611,0.220304,0.256939,False,0.5017732500000001,0.220298,0.256932,-0.0366341,False,0.432994,0.769845,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00199171,0.00132493,0.0444068,0.0505565,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0862385,0.122873,0.0730629,5.85825e-07,0.0730629,1.39911e-06,0.4593707000000001,-0.41801900000000003,-5.76552e-07,-5.85825e-07
39,train,11,1,True,True,0.178091,0.272312,-0.0942206,0.310782,0.213961,0.307815,0.178247,0.272319,0.178098,False,0.41236612500000003,0.178091,0.272312,-0.0942206,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00124738,0.00234872,0.0488148,0.0370026,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0392397,0.13346,0.0781534,5.85823e-07,0.0781534,1.3991e-06,-0.45917099999999994,0.47097680000000003,-5.7655e-07,-5.85823e-07
40,train,4,0,True,True,0.218258,0.239049,-0.0207911,0.255255,0.276618,0.200672,0.27308,0.218264,0.239057,False,0.6073775,0.218258,0.239049,-0.0207911,False,0.608103,0.769845,0.769845,0.645065,0.08,0.769845,0.446472,0.769845,0.00203665,0.00142639,0.0440905,0.0533268,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0989909,0.119782,0.0790059,5.85821e-07,0.0790059,1.3991e-06,0.488455,-0.4436056,-5.76548e-07,-5.85821e-07
41,train,12,1,True,True,0.175344,0.271702,-0.0963585,0.310157,0.211135,0.306639,0.173376,0.271709,0.175351,False,0.2552052,0.175344,0.271702,-0.0963585,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.0012527,0.0024297,0.0490927,0.0356195,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0195626,0.115921,0.0627746,5.85818e-07,0.0627746,1.39909e-06,-0.4195476,0.370225,-5.76546e-07,-5.85818e-07
42,train,5,0,True,True,0.223211,0.231845,-0.00863392,0.260344,0.269216,0.214996,0.264491,0.223217,0.231852,False,0.54547575,0.223211,0.231845,-0.00863392,False,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00187753,0.00147889,0.0476884,0.0539155,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.104489,0.113123,0.0671891,5.85816e-07,0.0671891,1.39909e-06,0.452504,-0.4204963,-5.76543e-07,-5.85816e-07
43,train,13,1,True,True,0.167542,0.278792,-0.11125,0.317436,0.203111,0.314574,0.166948,0.278799,0.167551,False,0.339744875,0.167542,0.278792,-0.11125,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00121765,0.00254558,0.0478418,0.0335364,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0214648,0.132715,0.077259,5.85814e-07,0.077259,1.39908e-06,-0.441461,0.4171832999999999,-5.76541e-07,-5.85814e-07
44,train,6,0,True,True,0.226738,0.233304,-0.00656592,0.263969,0.270716,0.21798,0.266054,0.226744,0.233312,False,0.5985944999999999,0.226738,0.233304,-0.00656592,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00184748,0.00146905,0.0482306,0.0536524,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.10782,0.114386,0.0717642,5.85811e-07,0.0717642,1.39907e-06,0.4671943,-0.42478869999999996,-5.76539e-07,-5.85811e-07
45,train,14,1,True,True,0.181989,0.275553,-0.0935635,0.31411,0.21797,0.311224,0.170946,0.275559,0.181996,False,0.317506575,0.181989,0.275553,-0.0935635,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00123221,0.00247223,0.0483778,0.0347971,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0453723,0.138936,0.0707631,5.85809e-07,0.0707631,1.39907e-06,-0.4224268,0.3742199,-5.76536e-07,-5.85809e-07
46,train,7,0,True,True,0.234873,0.239092,-0.00421886,0.272327,0.276662,0.228262,0.270677,0.234878,0.239098,False,0.472466,0.234873,0.239092,-0.00421886,False,0.699473,0.769842,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00175094,0.00144069,0.0498748,0.0527682,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.113842,0.118061,0.0676388,5.85807e-07,0.0676388,1.39906e-06,0.3958991,-0.3847969,-5.76534e-07,-5.85807e-07
47,train,15,1,True,True,0.20021,0.271246,-0.0710362,0.309688,0.236704,0.307406,0.192442,0.271253,0.200215,False,0.258585,0.20021,0.271246,-0.0710362,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00124923,0.00214099,0.0485774,0.0409287,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0587147,0.129751,0.0644642,5.85804e-07,0.0644642,1.39906e-06,-0.39580289999999996,0.3385262,-5.76532e-07,-5.85804e-07
48,train,0,0,True,True,0.244064,0.237592,0.00647173,0.28177,0.275121,0.248702,0.270522,0.244068,0.237599,True,0.41148750000000006,0.244064,0.237592,0.00647173,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00158626,0.00144163,0.0520503,0.0521759,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.115457,0.108985,0.0566481,5.85802e-07,0.0566481,1.39905e-06,0.3917198,-0.3650438,-5.76529e-07,-5.85802e-07
49,train,8,1,True,True,0.209213,0.25987,-0.0506573,0.298006,0.245958,0.294452,0.178376,0.259877,0.209218,False,0.24862142500000003,0.209213,0.25987,-0.0506573,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00131065,0.00234665,0.0509131,0.0373859,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.060307,0.110964,0.0627767,5.85799e-07,0.0627767,1.39905e-06,-0.40326120000000004,0.3663567,-5.76527e-07,-5.85799e-07
50,train,1,0,True,True,0.244949,0.240831,0.00411809,0.282679,0.278449,0.249248,0.274204,0.244954,0.240838,True,0.406035125,0.244949,0.240831,0.00411809,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00158229,0.00141979,0.0519571,0.0516936,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.118052,0.113934,0.0592489,5.85797e-07,0.0592489,1.39904e-06,0.3921862,-0.36268249999999996,-5.76525e-07,-5.85797e-07
51,train,9,1,True,True,0.157534,0.298946,-0.141412,0.338125,0.192815,0.335695,0.158347,0.298951,0.157541,False,0.21884825,0.157534,0.298946,-0.141412,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.00113328,0.00271932,0.044063,0.0305375,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0278255,0.113587,0.0812043,5.85795e-07,0.0812043,1.39904e-06,-0.39369849999999995,0.33887860000000003,-5.76522e-07,-5.85795e-07
52,train,2,0,True,True,0.231563,0.206536,0.0250274,0.268926,0.243206,0.227639,0.236971,0.231569,0.206544,True,0.40224437500000004,0.231563,0.206536,0.0250274,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.0017565,0.00167676,0.0511825,0.0528733,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.126185,0.101157,0.0596658,5.85792e-07,0.0596658,1.39903e-06,0.38288550000000005,-0.3555336,-5.7652e-07,-5.85792e-07
53,train,10,1,True,True,0.195445,0.287661,-0.0922165,0.326542,0.231806,0.323386,0.17416,0.287667,0.195451,False,0.433850625,0.195445,0.287661,-0.0922165,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00118097,0.00241627,0.0463475,0.0354632,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0215221,0.113739,0.082943,5.8579e-07,0.082943,1.39902e-06,-0.46842920000000005,0.5126210999999999,-5.76518e-07,-5.8579e-07
