cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,max_abs_hidden_apply_gate_signal,max_hidden_apply_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
10,train,2,0,True,True,0.137405,0.143248,-0.00584301,0.160374,0.167154,0.00823774,0.00816254,0.137397,0.14324,False,0.0856348,0.08759,0.07365,0.128688,0.051343,0.071919,0.0649804,0.106795,0.100113,0.34022,0.340245,0.885667,0.918512,1.62968e-08,1.86853e-08,0.0823474,2.00893e-05,1.14135,-0.00524652,0.000596486,1.11737e-07,0.00344833,0.00344833,0.00168232
11,train,3,0,True,True,0.135552,0.140857,-0.00530446,0.151586,0.158756,0.00726264,0.00713042,0.135545,0.140849,False,0.08962592500000001,0.0815967,0.149596,0.0737726,0.0539471,0.0660509,0.0654736,0.141018,0.0855525,0.339881,0.33983,0.886085,0.91795,1.62947e-08,2.89949e-08,0.14937,2.63018e-05,1.14135,-0.0047695,0.000534955,1.11736e-07,0.00343346,0.00343346,0.00176492
12,train,4,1,True,True,0.143346,0.13855,0.00479557,0.159908,0.166502,0.00747374,0.00732063,0.138543,0.143338,True,0.079473525,0.063976,0.1419,0.0465893,0.0949166,0.0637614,0.0335503,0.135242,0.0558526,0.339036,0.338994,0.888508,0.915161,1.55215e-08,1.88356e-08,0.0994813,1.40373e-05,1.14135,0.0053596,0.000564026,1.11736e-07,0.00356106,0.00356106,0.00177642
13,train,5,1,True,True,0.136332,0.130604,0.0057276,0.150695,0.159084,0.00596159,0.00575311,0.130597,0.136324,True,0.07562855750000001,0.058217,0.138264,0.00611326,0.184898,0.0265864,0.0622862,0.0682891,0.0603745,0.338345,0.338245,0.8825,0.922337,2.97721e-06,6.16848e-06,0.160092,2.6643e-05,1.14135,0.00644483,0.00071723,0.0498858,0.00354649,0.0498858,0.0017873
14,train,6,1,True,True,0.137723,0.13104,0.00668271,0.154849,0.164215,0.00707072,0.00682658,0.131033,0.137715,True,0.069979725,0.0665873,0.117716,-1.90592e-27,0.186356,0.0148933,0.077314,0.0505289,0.0464423,0.338206,0.338069,0.880465,0.925142,1.59877e-08,2.0314e-08,0.157512,0.000152268,1.14135,0.00759103,0.000908324,0.0543162,0.0035319,0.0543162,0.00179793
15,train,7,1,True,True,0.140735,0.13448,0.00625532,0.152996,0.161231,0.0110888,0.010934,0.134473,0.140728,True,0.07564973750000001,0.168443,0.0774628,0.0243973,0.122816,0.0148514,0.115021,0.0403847,0.0418217,0.339044,0.338934,0.883364,0.921344,2.47736e-08,2.64965e-08,0.119282,3.96899e-05,1.14135,0.00683172,0.000576402,0.0123806,0.00351724,0.0123806,0.00180832
16,train,0,0,True,True,0.135249,0.142024,-0.00677483,0.156106,0.164248,0.00669717,0.00653673,0.135241,0.142016,False,0.0801919375,0.17445,0.0576027,0.0522565,0.100416,0.0291347,0.108241,0.0539357,0.0654989,0.338789,0.338714,0.882621,0.92234,1.63559e-08,2.29478e-08,0.155237,6.53097e-06,1.14135,-0.00617479,0.00060004,0.0231846,0.00341854,0.0231846,0.00181853
17,train,1,0,True,True,0.136348,0.142434,-0.00608687,0.153356,0.160441,0.00849508,0.00844461,0.13634,0.142427,False,0.08908735,0.113815,0.0545065,0.157001,0.0616387,0.0695777,0.0550785,0.102456,0.0986254,0.340066,0.340108,0.884651,0.919747,1.63491e-08,1.90929e-08,0.119139,1.79775e-06,1.14135,-0.00561599,0.00047088,0.00107897,0.00340359,0.00340359,0.00174004
18,train,2,0,True,True,0.140308,0.146099,-0.00579151,0.165443,0.172063,0.00769165,0.00761225,0.1403,0.146091,False,0.0817372125,0.0886345,0.0658119,0.127597,0.0424657,0.067515,0.0597789,0.104258,0.0978367,0.339649,0.339691,0.886968,0.917014,1.6279e-08,1.88949e-08,0.0809362,1.82125e-05,1.14135,-0.00523034,0.000561168,1.67873e-07,0.0033886,0.0033886,0.00174795
19,train,3,0,True,True,0.139255,0.144483,-0.00522789,0.159184,0.166107,0.00589628,0.00575638,0.139247,0.144475,False,0.08374198749999999,0.073845,0.144746,0.067437,0.0484485,0.0605679,0.0575602,0.139453,0.0778783,0.339102,0.33907,0.887781,0.916024,1.62981e-08,1.7654e-08,0.141821,2.21487e-05,1.14135,-0.00469177,0.000536116,1.67873e-07,0.0033736,0.0033736,0.00183894
20,train,4,1,True,True,0.146778,0.142036,0.00474233,0.167586,0.173932,0.00750346,0.00736404,0.142028,0.14677,True,0.07227701249999999,0.0565431,0.135733,0.0408788,0.0859214,0.0558471,0.0246925,0.132533,0.0460672,0.338455,0.338421,0.889819,0.913765,4.36792e-06,5.83878e-06,0.0937377,0.00313966,1.14136,0.00533987,0.000597539,1.67872e-07,0.00350254,0.00350254,0.00184906
21,train,5,1,True,True,0.13987,0.133625,0.00624484,0.156799,0.166545,0.00708713,0.00681404,0.133618,0.139862,True,0.069252075,0.0505013,0.136978,-1.59351e-26,0.177739,0.0190863,0.0503799,0.069915,0.0494171,0.338118,0.337955,0.882941,0.921864,0.0149242,0.0200784,0.146231,0.0587438,1.19944,0.00698975,0.000744916,0.030451,0.0034878,0.030451,0.00185857
22,train,6,1,True,True,0.140664,0.133185,0.00747907,0.158863,0.169858,0.00704665,0.0067482,0.133178,0.140656,True,0.06514427375,0.0585104,0.118636,-2.11157e-57,0.18671,0.00825629,0.0631266,0.0504904,0.0354245,0.337869,0.337673,0.880012,0.925859,0.0508719,0.0683166,0.157976,0.681962,1.19944,0.00876944,0.00129037,0.0553134,0.00347303,0.0553134,0.0034417
23,train,7,1,True,True,0.143564,0.137223,0.00634081,0.159311,0.167812,0.0105442,0.0103813,0.137216,0.143556,True,0.0687577025,0.165944,0.0680012,0.0178671,0.123526,0.00660602,0.102893,0.0351905,0.0300338,0.33866,0.338521,0.884506,0.919957,0.0388259,0.0650823,0.136437,1.19752,1.19848,0.00696351,0.0006227,0.00886168,0.00345821,0.00886168,0.00410902
24,final_eval,0,0,False,False,0.13678,0.143549,-0.00676855,0.159044,0.167459,0.00816468,0.00801661,0.136773,0.143541,False,0.0755172375,0.176266,0.0519306,0.0433706,0.10956,0.0191034,0.103383,0.046442,0.0540823,0.338437,0.338332,1.13967,1.13966,,,,,,,,,,,
25,final_eval,1,0,False,False,0.139699,0.146436,-0.0067365,0.161669,0.169172,0.00766134,0.00757501,0.139691,0.146427,False,0.0828882875,0.112768,0.0474679,0.147993,0.0560415,0.0630923,0.0503081,0.0982904,0.0871451,0.339368,0.339397,1.13964,1.13962,,,,,,,,,,,
26,final_eval,2,0,False,False,0.142851,0.149713,-0.00686192,0.169455,0.177008,0.00699313,0.00687175,0.142843,0.149705,False,0.0785449,0.0876741,0.0603963,0.125319,0.0383712,0.0645129,0.0566608,0.100981,0.0944439,0.339188,0.339211,1.13963,1.13961,,,,,,,,,,,
27,final_eval,3,0,False,False,0.140596,0.147545,-0.00694882,0.16383,0.17208,0.00516691,0.00497868,0.140589,0.147537,False,0.07940175,0.0673909,0.142098,0.0603168,0.0475717,0.0567799,0.0520541,0.136392,0.0726106,0.338618,0.338566,1.13968,1.13967,,,,,,,,,,,
28,final_eval,4,1,False,False,0.149569,0.142467,0.00710158,0.170023,0.178463,0.00831525,0.00813788,0.142459,0.149561,True,0.068775375,0.0520266,0.132828,0.0364751,0.0858848,0.0519627,0.0204762,0.129011,0.0415386,0.338258,0.338171,1.13964,1.13962,,,,,,,,,,,
29,final_eval,5,1,False,False,0.141935,0.133566,0.00836831,0.156102,0.169377,0.0080918,0.00773504,0.133559,0.141927,True,0.06788175,0.0472162,0.135003,-2.4106e-26,0.183261,0.0160582,0.0459487,0.0708621,0.0447048,0.337972,0.337696,1.13976,1.13973,,,,,,,,,,,
30,final_eval,6,1,False,False,0.141159,0.131804,0.00935531,0.157154,0.170861,0.00709772,0.00673381,0.131796,0.141151,True,0.0647945375,0.0565076,0.118333,1.17616e-47,0.194325,0.0064818,0.0598141,0.0503899,0.0325049,0.337715,0.337437,1.1397,1.13967,,,,,,,,,,,
31,final_eval,7,1,False,False,0.143949,0.137021,0.00692854,0.158897,0.168051,0.0104845,0.0102982,0.137013,0.143942,True,0.068245395,0.166102,0.0663665,0.0167338,0.126596,0.00552846,0.102041,0.0341911,0.0284043,0.338601,0.338443,1.13962,1.13963,,,,,,,,,,,
