cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1
10,initial_eval,10,1,False,False,0.120342,0.113747,0.00659453,0.147856,0.154646,0.147856,0.154646,0.113811,0.120406,True,0.433851125,0.120342,0.113747,0.00659453,True,0.120398,0.113804,0.00659471,True,0.120445,0.11385,0.00659483,True,0.120455,0.11386,0.00659472,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335858,0.33585,1.2,1.16471e-09,,,
11,initial_eval,11,1,False,False,0.122757,0.11497,0.00778701,0.149127,0.157153,0.149129,0.157155,0.115037,0.122826,True,0.41239925000000005,0.122757,0.11497,0.00778701,True,0.122818,0.115029,0.00778863,True,0.122867,0.115077,0.00778995,True,0.122878,0.115087,0.00779012,True,0.248555,0.648564,0.26177,0.516055,0.770109,0.300008,0.152067,0.402066,0.336083,0.336079,1.2,1.16471e-09,,,
12,initial_eval,12,1,False,False,0.0816108,0.0792312,0.0023796,0.112294,0.114746,0.112294,0.114746,0.0792932,0.0816728,True,0.255205325,0.0816108,0.0792312,0.0023796,True,0.0816655,0.0792859,0.00237961,True,0.0817104,0.0793308,0.00237961,True,0.0817202,0.0793406,0.00237952,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336616,0.336615,1.16471e-09,1.2,,,
13,initial_eval,13,1,False,False,0.116694,0.112744,0.00394962,0.146822,0.150889,0.146822,0.150889,0.112808,0.116757,True,0.33974525,0.116694,0.112744,0.00394962,True,0.11675,0.1128,0.00394968,True,0.116796,0.112846,0.00394972,True,0.116806,0.112856,0.00394967,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336331,0.336334,1.16471e-09,1.2,,,
14,initial_eval,14,1,False,False,0.128176,0.121762,0.00641401,0.156102,0.162716,0.156102,0.162716,0.121825,0.128241,True,0.31753995,0.128176,0.121762,0.00641401,True,0.128233,0.121817,0.00641613,True,0.128281,0.121863,0.00641785,True,0.12829,0.121872,0.00641817,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770112,0.26136,0.336241,0.336253,1.16471e-09,1.2,,,
15,initial_eval,15,1,False,False,0.117637,0.112446,0.00519087,0.146515,0.15186,0.146515,0.15186,0.112509,0.1177,True,0.25858512499999997,0.117637,0.112446,0.00519087,True,0.117693,0.112502,0.00519096,True,0.117739,0.112548,0.00519102,True,0.117749,0.112558,0.00519098,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336319,0.336345,1.16471e-09,1.2,,,
16,train,0,0,True,True,0.113138,0.117482,-0.00434321,0.147229,0.151701,0.147229,0.151701,0.1132,0.117543,False,0.411487625,0.113138,0.117482,-0.00434321,False,0.113195,0.117538,-0.00434327,False,0.113241,0.117584,-0.00434331,False,0.113251,0.117594,-0.00434321,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.337165,0.337165,1.20504,-0.00457732,0.233331,0.201077,0.0248478
17,train,1,0,True,True,0.110242,0.115507,-0.00526496,0.144246,0.149668,0.144246,0.149668,0.110303,0.115568,False,0.40603550000000005,0.110242,0.115507,-0.00526496,False,0.110298,0.115563,-0.00526508,False,0.110344,0.11561,-0.00526516,False,0.110354,0.115619,-0.00526504,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335875,0.33587,-0.00390138,1.20667,0.217405,0.167666,0.000439374
18,train,2,0,True,True,0.109189,0.116584,-0.00739514,0.143163,0.150789,0.143164,0.15079,0.109251,0.116648,False,0.40227787500000006,0.109189,0.116584,-0.00739514,False,0.109246,0.116643,-0.0073973,False,0.109292,0.116691,-0.00739906,False,0.109302,0.116701,-0.00739932,False,0.770113,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335803,0.335804,1.20615,-0.00422572,0.232516,0.208859,7.67516e-06
19,train,3,0,True,True,0.133555,0.136588,-0.00303291,0.168255,0.171384,0.168256,0.171386,0.133618,0.136653,False,0.50180725,0.133555,0.136588,-0.00303291,False,0.133613,0.136648,-0.00303434,False,0.133661,0.136696,-0.00303551,False,0.133671,0.136707,-0.0030357,False,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335583,0.335591,1.20687,-0.00376764,0.231898,0.184494,1.33245e-07
20,train,4,0,True,True,0.149188,0.145157,0.00403038,0.184356,0.180197,0.184358,0.180198,0.149254,0.145221,True,0.6075125,0.149188,0.145157,0.00403038,True,0.149248,0.145216,0.0040326,True,0.149298,0.145263,0.00403442,True,0.149308,0.145274,0.00403478,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335649,0.335647,-0.00503397,1.20423,0.229269,0.178847,2.31925e-09
21,train,5,0,True,True,0.131322,0.14016,-0.00883762,0.165948,0.17506,0.165948,0.175062,0.131383,0.140224,False,0.545576875,0.131322,0.14016,-0.00883762,False,0.131378,0.140219,-0.00884084,False,0.131424,0.140268,-0.00884348,False,0.131434,0.140278,-0.00884393,False,0.770114,0.770111,0.608497,0.770114,0.409299,0.234623,0.168272,0.633585,0.335866,0.335866,1.20111,-0.00573193,0.232033,0.18523,4.03903e-11
22,train,6,0,True,True,0.143711,0.138605,0.00510607,0.178718,0.173451,0.17872,0.173452,0.143776,0.138668,True,0.5987295,0.143711,0.138605,0.00510607,True,0.143771,0.138663,0.00510837,True,0.14382,0.13871,0.00511025,True,0.14383,0.13872,0.00511063,True,0.541098,0.770113,0.770112,0.700955,0.34338,0.770114,0.123952,0.770112,0.335747,0.335747,-0.00529134,1.20333,0.217588,0.167796,1.56562e-12
23,train,7,0,True,True,0.127741,0.134309,-0.00656864,0.162267,0.169037,0.162268,0.169038,0.127803,0.134374,False,0.472500125,0.127741,0.134309,-0.00656864,False,0.127798,0.134368,-0.00657032,False,0.127845,0.134417,-0.0065717,False,0.127855,0.134427,-0.0065719,False,0.699475,0.770111,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335894,0.335888,-0.00364171,1.20703,0.232129,0.186359,2.21844e-14
24,train,8,1,True,True,0.0929227,0.0875489,0.00537375,0.120869,0.126404,0.120869,0.126404,0.0876093,0.0929831,True,0.24862142500000003,0.0929227,0.0875489,0.00537375,True,0.0929781,0.0876044,0.00537373,True,0.0930236,0.0876499,0.00537371,True,0.0930333,0.0876598,0.00537354,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336511,0.336521,-0.000481342,1.20598,0.206069,0.0351382,0.159773
25,train,9,1,True,True,0.0949188,0.0883522,0.00656658,0.121696,0.128461,0.121696,0.128461,0.0884126,0.0949792,True,0.21884825,0.0949188,0.0883522,0.00656658,True,0.0949743,0.0884076,0.00656663,True,0.0950198,0.0884532,0.00656667,True,0.0950295,0.0884629,0.00656654,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336658,0.33662,1.13703e-05,1.20093,0.00440142,0.000621272,0.0172568
26,train,10,1,True,True,0.11384,0.108523,0.00531771,0.142475,0.147951,0.142475,0.147951,0.108584,0.113902,True,0.433851125,0.11384,0.108523,0.00531771,True,0.113897,0.108579,0.0053178,True,0.113943,0.108625,0.00531787,True,0.113953,0.108635,0.00531771,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335825,0.335837,1.2076,-0.00298321,0.21869,1.09823e-05,0.167776
27,train,11,1,True,True,0.11692,0.109388,0.00753228,0.143369,0.151134,0.143369,0.151135,0.10945,0.116984,True,0.41239950000000003,0.11692,0.109388,0.00753228,True,0.116979,0.109445,0.00753413,True,0.117027,0.109491,0.00753564,True,0.117037,0.109501,0.00753587,True,0.248555,0.648564,0.26177,0.516055,0.770111,0.300008,0.152067,0.402066,0.336046,0.336062,1.20718,-0.00109596,0.215606,1.94137e-07,0.16626
28,train,12,1,True,True,0.0798758,0.0774961,0.00237965,0.110507,0.112958,0.110507,0.112958,0.0775558,0.0799352,True,0.255205325,0.0798758,0.0774961,0.00237965,True,0.0799304,0.0775509,0.00237948,True,0.0799752,0.0775959,0.00237936,True,0.079985,0.0776058,0.0023792,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.3366,0.336642,0.000114643,1.20271,0.423192,3.42982e-09,0.404769
29,train,13,1,True,True,0.111309,0.10619,0.00511874,0.140073,0.145344,0.140073,0.145344,0.106251,0.11137,True,0.33974525,0.111309,0.10619,0.00511874,True,0.111365,0.106246,0.00511883,True,0.111411,0.106292,0.00511889,True,0.111421,0.106302,0.00511883,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336288,0.336302,8.43838e-05,1.20383,0.21042,6.06308e-11,0.163593
30,train,14,1,True,True,0.118985,0.112719,0.00626639,0.146792,0.153243,0.146791,0.153243,0.112779,0.119046,True,0.317540325,0.118985,0.112719,0.00626639,True,0.119041,0.112774,0.00626637,True,0.119086,0.11282,0.00626633,True,0.119096,0.112829,0.00626619,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.336192,0.336212,0.000107392,1.20331,0.214608,1.07354e-12,0.1655
31,train,15,1,True,True,0.111595,0.104456,0.00713821,0.138286,0.145638,0.138286,0.145638,0.104517,0.111656,True,0.25858512499999997,0.111595,0.104456,0.00713821,True,0.111651,0.104512,0.00713838,True,0.111697,0.104558,0.0071385,True,0.111706,0.104568,0.00713846,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336292,0.336327,0.000108264,1.20267,0.232434,1.8685e-14,0.203907
32,train,0,0,True,True,0.104469,0.109948,-0.00547896,0.138301,0.143943,0.138301,0.143943,0.104531,0.11001,False,0.411487625,0.104469,0.109948,-0.00547896,False,0.104526,0.110005,-0.00547906,False,0.104572,0.110051,-0.00547914,False,0.104582,0.110061,-0.00547908,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335874,0.335881,1.20751,-0.0031266,0.217417,0.167661,0.0193711
33,train,1,0,True,True,0.100586,0.107133,-0.00654711,0.1343,0.141044,0.1343,0.141044,0.100647,0.107194,False,0.40603550000000005,0.100586,0.107133,-0.00654711,False,0.100642,0.107189,-0.00654729,False,0.100688,0.107235,-0.00654742,False,0.100698,0.107245,-0.00654721,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335828,0.335837,1.20752,-0.00312056,0.2177,0.167804,0.000343412
34,train,2,0,True,True,0.0978404,0.106285,-0.00844453,0.131469,0.140166,0.131469,0.140166,0.0979006,0.106345,False,0.40227775000000005,0.0978404,0.106285,-0.00844453,False,0.0978957,0.10634,-0.00844461,False,0.097941,0.106386,-0.00844466,False,0.097951,0.106395,-0.00844442,False,0.770112,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335765,0.335777,1.20761,-0.00298272,0.217686,0.167796,6.07056e-06
35,train,3,0,True,True,0.121107,0.124026,-0.00291927,0.15543,0.158439,0.155429,0.158439,0.121168,0.124088,False,0.50180725,0.121107,0.124026,-0.00291927,False,0.121163,0.124083,-0.00292003,False,0.121208,0.124129,-0.00292065,False,0.121218,0.124139,-0.00292066,False,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.333895,0.333922,1.20699,-0.00319576,0.232124,0.188687,1.06022e-07
36,train,4,0,True,True,0.126374,0.124241,0.00213382,0.160847,0.158649,0.160846,0.158648,0.126434,0.1243,True,0.6075125,0.126374,0.124241,0.00213382,True,0.126429,0.124295,0.0021341,True,0.126474,0.12434,0.00213433,True,0.126483,0.124349,0.0021343,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335594,0.335584,-0.00359282,1.20708,0.23209,0.186782,1.85264e-09
37,train,5,0,True,True,0.111378,0.117754,-0.00637504,0.145407,0.151972,0.145406,0.151971,0.111438,0.117813,False,0.54557625,0.111378,0.117754,-0.00637504,False,0.111433,0.117808,-0.0063753,False,0.111478,0.117853,-0.0063755,False,0.111487,0.117863,-0.00637533,False,0.770112,0.77011,0.608497,0.770112,0.409299,0.234623,0.168272,0.633585,0.33581,0.33582,1.20754,-0.00308749,0.217357,0.167622,3.23501e-11
38,train,6,0,True,True,0.120937,0.116244,0.00469232,0.155247,0.150415,0.155246,0.150414,0.120996,0.116303,True,0.5987290000000001,0.120937,0.116244,0.00469232,True,0.120991,0.116298,0.00469247,True,0.121035,0.116343,0.00469258,True,0.121045,0.116352,0.00469252,True,0.541098,0.770112,0.770111,0.700955,0.34338,0.770113,0.123952,0.770111,0.335688,0.335697,1.20675,-0.0038549,0.232127,0.188794,5.65107e-13
39,train,7,0,True,True,0.108176,0.112223,-0.00404664,0.142114,0.146282,0.142114,0.146282,0.108236,0.112283,False,0.4725,0.108176,0.112223,-0.00404664,False,0.108231,0.112278,-0.00404683,False,0.108277,0.112324,-0.00404698,False,0.108287,0.112334,-0.0040468,False,0.699475,0.77011,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335845,0.335862,1.20773,-0.00269991,0.232525,0.212924,9.77031e-15
40,train,8,1,True,True,0.0892829,0.0840084,0.00527453,0.11722,0.122654,0.11722,0.122654,0.0840687,0.0893432,True,0.24862142500000003,0.0892829,0.0840084,0.00527453,True,0.0893382,0.0840638,0.00527446,True,0.0893837,0.0841092,0.00527441,True,0.0893934,0.0841191,0.00527422,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336499,0.336515,-4.59863e-05,1.20481,0.206702,0.021568,0.160223
41,train,9,1,True,True,0.0897489,0.0827823,0.00696659,0.115956,0.123134,0.115956,0.123134,0.0828425,0.0898091,True,0.21884825,0.0897489,0.0827823,0.00696659,True,0.0898042,0.0828375,0.00696666,True,0.0898496,0.0828829,0.00696671,True,0.0898593,0.0828927,0.00696656,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336724,0.336645,1.20096,1.31579e-05,0.422977,0.00038189,0.393315
42,train,10,1,True,True,0.10291,0.0932329,0.00967749,0.126726,0.136694,0.126726,0.136694,0.0932937,0.102971,True,0.433851125,0.10291,0.0932329,0.00967749,True,0.102966,0.0932887,0.00967767,True,0.103012,0.0933345,0.0096778,True,0.103022,0.0933447,0.00967759,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335855,0.335795,-0.00130412,1.20737,0.216117,6.75148e-06,0.167626
43,train,11,1,True,True,0.105762,0.095348,0.0104143,0.128903,0.139629,0.128903,0.139629,0.0954084,0.105823,True,0.41239962500000005,0.105762,0.095348,0.0104143,True,0.105818,0.0954035,0.0104143,True,0.105863,0.095449,0.0104143,True,0.105873,0.0954588,0.0104141,True,0.248555,0.648564,0.26177,0.516055,0.770112,0.300008,0.152067,0.402066,0.336077,0.336022,8.09438e-05,1.20384,0.232672,1.17547e-07,0.216791
44,train,12,1,True,True,0.0776638,0.0733782,0.00428561,0.106262,0.110678,0.106262,0.110678,0.0734376,0.0777231,True,0.255205325,0.0776638,0.0733782,0.00428561,True,0.0777182,0.0734327,0.00428554,True,0.077763,0.0734776,0.00428548,True,0.0777728,0.0734875,0.00428529,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336702,0.336667,1.20248,0.00010964,0.423241,2.06895e-09,0.407545
45,train,13,1,True,True,0.101115,0.0921729,0.00894253,0.125634,0.134846,0.125634,0.134846,0.0922337,0.101176,True,0.33974525,0.101115,0.0921729,0.00894253,True,0.101171,0.0922287,0.00894276,True,0.101217,0.0922745,0.00894293,True,0.101227,0.0922844,0.00894279,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.33629,0.336312,0.000108818,1.2033,0.210934,3.6573e-11,0.163948
46,train,14,1,True,True,0.105429,0.0973287,0.00810021,0.130941,0.139284,0.130941,0.139283,0.0973888,0.105489,True,0.31753995,0.105429,0.0973287,0.00810021,True,0.105484,0.0973838,0.00810025,True,0.105529,0.0974291,0.00810026,True,0.105539,0.0974388,0.00810008,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770112,0.26136,0.335918,0.335915,-0.00363404,1.20704,0.232705,6.75146e-13,0.217287
47,train,15,1,True,True,0.102615,0.0904722,0.0121427,0.12388,0.13639,0.12388,0.13639,0.0905327,0.102676,True,0.25858512499999997,0.102615,0.0904722,0.0121427,True,0.102671,0.0905277,0.0121431,True,0.102717,0.0905733,0.0121434,True,0.102726,0.0905831,0.0121432,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336416,0.336343,1.20175,6.54698e-05,0.201221,4.50973e-10,0.156743
48,train,0,0,True,True,0.0860105,0.0980817,-0.0120713,0.119284,0.131721,0.119284,0.131721,0.086071,0.0981426,False,0.411487625,0.0860105,0.0980817,-0.0120713,False,0.086066,0.0981376,-0.0120716,False,0.0861116,0.0981835,-0.0120719,False,0.0861218,0.0981935,-0.0120716,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.336041,0.335868,0.000106338,1.20315,0.423054,0.397324,0.03877
49,train,1,0,True,True,0.0855281,0.08891,-0.00338188,0.118787,0.122271,0.118787,0.122271,0.0855886,0.0889705,False,0.40603550000000005,0.0855281,0.08891,-0.00338188,False,0.0855836,0.0889655,-0.00338187,False,0.0856292,0.0890111,-0.00338187,False,0.0856394,0.0890211,-0.00338169,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335988,0.335989,-0.00578129,1.20077,0.423011,0.397978,-0.000469918
50,train,2,0,True,True,0.083131,0.0784716,0.00465941,0.116314,0.111509,0.116314,0.111509,0.0831909,0.0785307,True,0.402278125,0.083131,0.0784716,0.00465941,True,0.083186,0.0785258,0.00466015,True,0.0832311,0.0785704,0.00466072,True,0.0832413,0.0785804,0.00466087,True,0.770115,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335912,0.336209,1.20132,3.00483e-05,0.0225433,0.0501027,-8.30688e-06
51,train,3,0,True,True,0.102398,0.0929377,0.00946041,0.136165,0.126419,0.136164,0.126419,0.102459,0.0929979,True,0.501806875,0.102398,0.0929377,0.00946041,True,0.102454,0.092993,0.00946072,True,0.102499,0.0930383,0.00946094,True,0.102509,0.0930485,0.00946074,True,0.432994,0.770112,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335596,0.335781,1.20544,-0.000268772,0.282774,0.263753,-1.45137e-07
52,train,4,0,True,True,0.0997661,0.0802978,0.0194682,0.133448,0.113385,0.133447,0.113384,0.0998255,0.0803557,True,0.607511,0.0997661,0.0802978,0.0194682,True,0.0998206,0.080351,0.0194696,True,0.0998653,0.0803947,0.0194706,True,0.0998751,0.0804047,0.0194704,True,0.608103,0.770112,0.770112,0.645065,0.08,0.770112,0.446472,0.770112,0.335668,0.336089,1.20187,6.70185e-05,0.160615,0.133286,-2.43382e-09
53,train,5,0,True,True,0.0900971,0.0768774,0.0132198,0.123489,0.109863,0.123489,0.109863,0.0901567,0.0769357,True,0.54557725,0.0900971,0.0768774,0.0132198,True,0.0901518,0.0769309,0.0132208,True,0.0901966,0.076975,0.0132216,True,0.0902065,0.0769849,0.0132215,True,0.770115,0.770112,0.608497,0.770115,0.409299,0.234623,0.168272,0.633585,0.335945,0.336369,1.20108,1.66098e-05,0.0034305,0.0176696,9.14386e-12
54,train,6,0,True,True,0.0954488,0.0772509,0.0181979,0.129001,0.110245,0.129,0.110244,0.0955081,0.0773086,True,0.5987290000000001,0.0954488,0.0772509,0.0181979,True,0.0955032,0.0773038,0.0181994,True,0.0955479,0.0773474,0.0182005,True,0.0955577,0.0773573,0.0182004,True,0.541098,0.770112,0.770111,0.700955,0.34338,0.770113,0.123952,0.770111,0.335801,0.336291,1.20114,1.96092e-05,7.327e-05,0.0234953,-4.53667e-11
55,train,7,0,True,True,0.0871585,0.0779638,0.00919476,0.120465,0.110986,0.120464,0.110986,0.0872186,0.0780228,True,0.472500375,0.0871585,0.0779638,0.00919476,True,0.0872137,0.078018,0.00919569,True,0.0872589,0.0780625,0.00919637,True,0.0872689,0.0780725,0.0091964,True,0.699475,0.770113,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.336077,0.336436,1.20103,1.47226e-05,1.56489e-06,0.0172567,-8.01944e-13
56,train,8,1,True,True,0.0818097,0.0791277,0.00268194,0.112191,0.114953,0.112191,0.114953,0.0791879,0.0818696,True,0.24862142500000003,0.0818097,0.0791277,0.00268194,True,0.0818646,0.079183,0.00268167,True,0.0819098,0.0792283,0.00268147,True,0.0819196,0.0792383,0.00268127,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336579,0.336714,2.69573e-05,1.20119,0.423183,0.0175113,0.402342
57,train,9,1,True,True,0.0764754,0.0683556,0.00811987,0.101083,0.109452,0.101083,0.109452,0.0684144,0.0765345,True,0.21884825,0.0764754,0.0683556,0.00811987,True,0.0765297,0.0684096,0.00812011,True,0.0765743,0.068454,0.00812029,True,0.0765839,0.0684637,0.00812017,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.33754,0.337253,2.02144e-06,1.20062,0.423223,0.000308676,0.409129
58,train,10,1,True,True,0.0846386,0.0761606,0.00847806,0.109133,0.11787,0.109133,0.11787,0.0762207,0.0846989,True,0.433851125,0.0846386,0.0761606,0.00847806,True,0.084694,0.0762157,0.00847825,True,0.0847394,0.076261,0.00847838,True,0.0847495,0.0762713,0.00847819,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.33631,0.33614,2.33154e-05,1.2012,0.00951747,5.45646e-06,0.0340462
59,train,11,1,True,True,0.0848016,0.0756964,0.00910514,0.108653,0.118035,0.108653,0.118035,0.0757561,0.0848614,True,0.41240000000000004,0.0848016,0.0756964,0.00910514,True,0.0848565,0.0757512,0.00910528,True,0.0849016,0.0757962,0.00910537,True,0.0849114,0.0758063,0.00910511,True,0.248555,0.648564,0.26177,0.516055,0.770115,0.300008,0.152067,0.402066,0.336436,0.336327,1.73129e-05,1.20108,0.423112,9.64005e-08,0.398692
