cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,lose0,lose1,lead01,lead10,bwd_signal
17,initial_eval,17,0,False,False,0.135875,0.137994,-0.00211864,0.170539,0.172711,-0.0032759,-0.00326589,0.13588,0.137998,False,0.5518565625,0.135875,0.137994,-0.00211864,False,0.710957,0.425472,0.476198,0.677034,0.770214,0.770214,0.738846,0.489363,0.468177,0.728558,0.140122,0.389749,0.672621,0.553825,0.552724,0.265631,0.335692,0.335691,1.13915,1.13915,
18,initial_eval,18,0,False,False,0.145121,0.149133,-0.00401189,0.180054,0.184191,-0.00305674,-0.00310062,0.145124,0.149136,False,0.6105451875000001,0.145121,0.149133,-0.00401189,False,0.73927,0.680932,0.757461,0.640471,0.698884,0.770216,0.334008,0.770214,0.65519,0.770216,0.770215,0.361542,0.324159,0.770216,0.156311,0.569418,0.335764,0.335755,1.13957,1.13954,
19,initial_eval,19,0,False,False,0.112469,0.117143,-0.00467384,0.14645,0.151265,0.000185261,0.000115197,0.112474,0.117148,False,0.364843,0.112469,0.117143,-0.00467384,False,0.770215,0.10703,0.770216,0.428504,0.203959,0.188936,0.605836,0.0851493,0.659274,0.28839,0.493336,0.264939,0.265644,0.229107,0.383289,0.0936637,0.336244,0.336226,1.13993,1.13993,
20,initial_eval,20,0,False,False,0.122408,0.125128,-0.00271987,0.156672,0.159466,-0.000959905,-0.00099699,0.122413,0.125132,False,0.44030575000000005,0.122408,0.125128,-0.00271987,False,0.656422,0.271122,0.676775,0.506086,0.770216,0.130881,0.673783,0.121638,0.502271,0.37195,0.289974,0.494981,0.484812,0.225805,0.690732,0.177444,0.33598,0.335969,1.13962,1.13963,
21,initial_eval,21,0,False,False,0.110619,0.11628,-0.00566198,0.144533,0.150373,-0.000239705,-0.000226432,0.110624,0.116286,False,0.3419946875,0.110619,0.11628,-0.00566198,False,0.478899,0.338639,0.18197,0.488443,0.112897,0.13329,0.508992,0.156248,0.412784,0.354276,0.197011,0.541184,0.637067,0.08,0.770215,0.08,0.336135,0.33613,1.13984,1.1398,
22,initial_eval,22,0,False,False,0.101891,0.100332,0.00155904,0.135541,0.133935,-0.000712216,-0.000753173,0.101897,0.100338,True,0.37329687500000003,0.101891,0.100332,0.00155904,True,0.579874,0.486513,0.158183,0.370185,0.664796,0.255729,0.396014,0.158618,0.427508,0.305542,0.371796,0.679844,0.385138,0.260693,0.11079,0.361527,0.336004,0.335993,1.13983,1.1399,
23,initial_eval,23,0,False,False,0.102709,0.109445,-0.00673566,0.136384,0.143332,0.001275,0.00121682,0.102715,0.10945,False,0.349188375,0.102709,0.109445,-0.00673566,False,0.640824,0.102991,0.666162,0.770218,0.146138,0.211314,0.238842,0.192979,0.423773,0.458359,0.256173,0.391733,0.283745,0.225883,0.450895,0.126985,0.336368,0.336349,1.13975,1.13965,
24,initial_eval,24,0,False,False,0.102717,0.111795,-0.00907744,0.136392,0.145741,0.00220196,0.00208909,0.102723,0.1118,False,0.30262130000000004,0.102717,0.111795,-0.00907744,False,0.372047,0.0917682,0.255094,0.759376,0.574159,0.225637,0.085255,0.130609,0.193305,0.150604,0.0827046,0.50539,0.373637,0.178096,0.687235,0.177024,0.336658,0.336616,1.13975,1.13971,
25,initial_eval,25,0,False,False,0.118986,0.119175,-0.000188627,0.153149,0.153337,-0.00242567,-0.0024422,0.118991,0.11918,False,0.4287547875,0.118986,0.119175,-0.000188627,False,0.608922,0.388739,0.636046,0.266556,0.770214,0.552081,0.580206,0.44777,0.512942,0.320625,0.600926,0.188758,0.43459,0.362178,0.0849636,0.10456,0.335799,0.335793,1.13956,1.13965,
26,initial_eval,26,0,False,False,0.142583,0.147514,-0.0049307,0.177443,0.182512,-0.00337596,-0.00339727,0.142587,0.147517,False,0.5874027624999999,0.142583,0.147514,-0.0049307,False,0.655079,0.770216,0.668178,0.769595,0.474282,0.757103,0.665837,0.57846,0.568032,0.770216,0.722335,0.582537,0.24905,0.741102,0.0949412,0.331481,0.335728,0.335723,1.13944,1.13938,
27,initial_eval,27,0,False,False,0.134821,0.132957,0.00186427,0.169462,0.167542,-0.00240988,-0.00245676,0.134825,0.132961,True,0.504736125,0.134821,0.132957,0.00186427,True,0.770216,0.603749,0.770216,0.418452,0.306635,0.634767,0.359465,0.424148,0.742744,0.770213,0.46357,0.629756,0.278817,0.633405,0.158523,0.111102,0.335798,0.335787,1.13975,1.13981,
28,initial_eval,28,0,False,False,0.0769448,0.0795481,-0.00260334,0.109837,0.11252,0.00205091,0.0020341,0.0769514,0.0795545,False,0.25522853124999995,0.0769448,0.0795481,-0.00260334,False,0.435398,0.240863,0.376011,0.258272,0.270132,0.0915819,0.46067,0.087747,0.271456,0.425041,0.0810616,0.116556,0.277561,0.160434,0.353496,0.177376,0.336644,0.336633,1.13993,1.13993,
29,initial_eval,29,0,False,False,0.0822819,0.0838482,-0.00156639,0.115338,0.116952,-0.000181917,-0.000171081,0.0822884,0.0838546,False,0.3191501875,0.0822819,0.0838482,-0.00156639,False,0.495627,0.33564,0.311726,0.270843,0.208625,0.40614,0.253963,0.278854,0.352981,0.457895,0.08,0.428007,0.289333,0.303197,0.444964,0.188608,0.336156,0.336154,1.13976,1.13976,
30,initial_eval,30,0,False,False,0.111263,0.113764,-0.00250016,0.145198,0.147776,0.000276946,0.000214005,0.111268,0.113769,False,0.39198574999999997,0.111263,0.113764,-0.00250016,False,0.683675,0.385698,0.479481,0.770216,0.128429,0.609739,0.254643,0.277818,0.486417,0.203397,0.199509,0.770216,0.111336,0.345895,0.175719,0.389584,0.336186,0.33617,1.13947,1.13945,
31,initial_eval,31,0,False,False,0.0785711,0.0827385,-0.00416741,0.111514,0.115808,0.00296442,0.00286813,0.0785777,0.0827448,False,0.27037479375000006,0.0785711,0.0827385,-0.00416741,False,0.296771,0.387394,0.343762,0.573926,0.124769,0.318001,0.11856,0.375332,0.227517,0.149342,0.382886,0.124132,0.381796,0.16564,0.258886,0.0972827,0.336696,0.336656,1.13993,1.13993,
32,initial_eval,32,1,False,False,0.0952397,0.0909543,0.00428537,0.124274,0.128689,-0.000261759,-0.000259664,0.0909605,0.0952455,True,0.32832403125000004,0.0952397,0.0909543,0.00428537,True,0.222315,0.365019,0.361142,0.574206,0.226109,0.346505,0.0842089,0.491954,0.192799,0.26728,0.554573,0.423095,0.199805,0.372002,0.0955886,0.476583,0.336143,0.336136,1.13967,1.13966,
33,initial_eval,33,1,False,False,0.0660563,0.0629689,0.00308741,0.0954254,0.0986089,0.00570899,0.0056166,0.0629758,0.066063,True,0.2403673375,0.0660563,0.0629689,0.00308741,True,0.177076,0.196524,0.30891,0.331354,0.277509,0.215976,0.299056,0.326205,0.156775,0.0962734,0.481897,0.116627,0.177789,0.222362,0.161297,0.300247,0.337661,0.337603,1.13993,1.13993,
34,initial_eval,34,1,False,False,0.0861972,0.0827757,0.00342151,0.115847,0.119372,0.00300277,0.00289961,0.082782,0.0862033,True,0.2652684375,0.0861972,0.0827757,0.00342151,True,0.196248,0.201574,0.268285,0.295213,0.11425,0.407172,0.102181,0.549742,0.126488,0.194129,0.433179,0.281621,0.118332,0.383241,0.089971,0.482669,0.336736,0.336698,1.13962,1.13961,
35,initial_eval,35,1,False,False,0.0903471,0.086659,0.00368811,0.119849,0.123648,0.00144641,0.00138562,0.0866652,0.090353,True,0.29783282499999997,0.0903471,0.086659,0.00368811,True,0.214784,0.250548,0.305551,0.354147,0.08,0.406628,0.223712,0.540858,0.181435,0.197208,0.547039,0.302073,0.0978592,0.417262,0.129482,0.516739,0.336465,0.336447,1.13976,1.13975,
36,initial_eval,36,1,False,False,0.143499,0.137389,0.00611009,0.17209,0.178398,-0.00176759,-0.00178387,0.137393,0.143504,True,0.5393821875000001,0.143499,0.137389,0.00611009,True,0.46179,0.22815,0.763316,0.176763,0.592997,0.693067,0.770216,0.770216,0.39996,0.467027,0.770216,0.670502,0.158672,0.770214,0.166793,0.770216,0.335913,0.335911,1.1392,1.13916,
37,initial_eval,37,1,False,False,0.124453,0.115764,0.00868953,0.149834,0.158781,0.00235536,0.00231762,0.115768,0.124457,True,0.35390068125000007,0.124453,0.115764,0.00868953,True,0.287517,0.0939384,0.309316,0.125504,0.165061,0.624091,0.146906,0.681102,0.298966,0.201292,0.729858,0.240638,0.0975135,0.770214,0.120279,0.770215,0.336607,0.336591,1.13991,1.13987,
38,initial_eval,38,1,False,False,0.0969621,0.0953753,0.00158677,0.12883,0.130464,0.00262989,0.00253852,0.0953809,0.0969676,True,0.3298491249999999,0.0969621,0.0953753,0.00158677,True,0.35789,0.194289,0.579381,0.328763,0.156805,0.162045,0.535362,0.214292,0.253271,0.148678,0.58888,0.173076,0.739005,0.247113,0.336931,0.261805,0.336686,0.336653,1.13993,1.13993,
39,initial_eval,39,1,False,False,0.0740393,0.0712645,0.00277482,0.103982,0.106842,0.00666949,0.00652596,0.071271,0.0740457,True,0.22421943749999998,0.0740393,0.0712645,0.00277482,True,0.135849,0.129146,0.131767,0.133173,0.163859,0.333662,0.264679,0.434906,0.107991,0.120603,0.369399,0.162099,0.13169,0.364964,0.16253,0.441194,0.337687,0.337619,1.13993,1.13993,
40,initial_eval,40,1,False,False,0.0685307,0.0657288,0.00280192,0.0982728,0.101161,0.00555677,0.00543552,0.0657356,0.0685373,True,0.23297943124999998,0.0685307,0.0657288,0.00280192,True,0.157805,0.117313,0.241491,0.0868769,0.179544,0.252924,0.333865,0.369477,0.143225,0.118791,0.441535,0.137037,0.284249,0.284976,0.21133,0.367232,0.337533,0.337471,1.13989,1.13989,
41,initial_eval,41,1,False,False,0.0724448,0.0687957,0.0036491,0.101436,0.105198,0.00490605,0.00479318,0.0688024,0.0724513,True,0.24038355625,0.0724448,0.0687957,0.0036491,True,0.180777,0.255566,0.301417,0.409498,0.12813,0.253332,0.1269,0.371258,0.146056,0.148371,0.460007,0.231184,0.123457,0.269043,0.0815159,0.359625,0.337301,0.337242,1.13981,1.13979,
42,initial_eval,42,1,False,False,0.0594822,0.0545181,0.00496405,0.0866576,0.0918087,0.0128032,0.0127071,0.0545228,0.0594878,True,0.16433099375,0.0594822,0.0545181,0.00496405,True,0.154485,0.0902649,0.262403,0.105304,0.127529,0.119367,0.140396,0.155353,0.15162,0.143162,0.469049,0.210417,0.114584,0.12314,0.114105,0.148117,0.341787,0.341502,1.13993,1.13993,
43,initial_eval,43,1,False,False,0.0954005,0.0867435,0.00865708,0.119939,0.128873,0.00346575,0.00339304,0.0867495,0.0954068,True,0.24750941875,0.0954005,0.0867435,0.00865708,True,0.143549,0.369086,0.235624,0.770218,0.200593,0.08,0.238139,0.08,0.143238,0.278578,0.449947,0.490023,0.159567,0.0820354,0.158466,0.0810873,0.337102,0.337053,1.13949,1.13944,
44,initial_eval,44,1,False,False,0.0899553,0.086519,0.00343632,0.119704,0.123245,0.00110613,0.00110858,0.0865252,0.0899613,True,0.32109775,0.0899553,0.086519,0.00343632,True,0.230354,0.299946,0.397671,0.523434,0.200391,0.34346,0.14899,0.507601,0.158065,0.282289,0.484314,0.456142,0.193306,0.335637,0.133814,0.44215,0.33632,0.336314,1.1398,1.13983,
45,initial_eval,45,1,False,False,0.0554066,0.0523583,0.00304834,0.0830274,0.0874899,0.0133485,0.0132248,0.0523554,0.0554083,True,0.1501955625,0.0554066,0.0523583,0.00304834,True,0.116324,0.115092,0.168953,0.166505,0.150847,0.102262,0.171589,0.122611,0.114217,0.156501,0.383811,0.237959,0.109293,0.0877959,0.108888,0.0904811,0.343233,0.342815,1.13993,1.13993,
46,initial_eval,46,1,False,False,0.0839411,0.0813881,0.00255294,0.114417,0.117048,0.00132852,0.00131096,0.0813946,0.0839473,True,0.3217623749999999,0.0839411,0.0813881,0.00255294,True,0.217045,0.223064,0.405573,0.444129,0.379582,0.21933,0.456061,0.330097,0.17975,0.30572,0.536109,0.527168,0.221567,0.205048,0.224904,0.273051,0.336423,0.336413,1.13957,1.13955,
47,initial_eval,47,1,False,False,0.0898006,0.0793412,0.0104594,0.112309,0.123089,0.00702771,0.00694778,0.0793474,0.0898064,True,0.22410065,0.0898006,0.0793412,0.0104594,True,0.143719,0.359109,0.235148,0.764388,0.16703,0.108215,0.188308,0.132355,0.129483,0.198074,0.419281,0.325674,0.0904285,0.109376,0.0897139,0.125308,0.337992,0.337901,1.13983,1.13973,
48,initial_eval,48,1,False,False,0.0905113,0.0877813,0.00272998,0.121005,0.123818,0.000973538,0.000931618,0.0877875,0.0905172,True,0.30430144374999996,0.0905113,0.0877813,0.00272998,True,0.16518,0.384128,0.238473,0.625685,0.0881789,0.264423,0.287092,0.366201,0.148552,0.359845,0.442458,0.603903,0.186866,0.284279,0.0800132,0.343546,0.336395,0.336381,1.13971,1.13978,
49,initial_eval,49,1,False,False,0.110736,0.107979,0.00275647,0.141819,0.144661,-0.0013989,-0.00150415,0.107985,0.110741,True,0.41727706249999996,0.110736,0.107979,0.00275647,True,0.413626,0.447758,0.537395,0.770216,0.205224,0.403282,0.279123,0.406121,0.263634,0.308333,0.49696,0.573909,0.770217,0.239658,0.409359,0.151618,0.335925,0.335902,1.13956,1.13955,
50,initial_eval,50,1,False,False,0.0990562,0.0967857,0.0022705,0.130281,0.13262,-0.000736448,-0.000786682,0.0967915,0.0990618,True,0.35104112499999995,0.0990562,0.0967857,0.0022705,True,0.251829,0.114398,0.402673,0.113069,0.288308,0.451576,0.357185,0.63204,0.148381,0.340087,0.482893,0.48189,0.379328,0.402234,0.256607,0.51416,0.335969,0.335957,1.13987,1.13987,
51,initial_eval,51,1,False,False,0.0841853,0.0770783,0.00710704,0.109974,0.117299,0.0061869,0.00612404,0.0770845,0.0841912,True,0.17189516874999997,0.0841853,0.0770783,0.00710704,True,0.08,0.283752,0.08,0.582261,0.138693,0.0812031,0.155331,0.0823028,0.08,0.183231,0.305833,0.293151,0.117163,0.0849358,0.116649,0.085817,0.338363,0.338286,1.13993,1.13993,
52,initial_eval,52,1,False,False,0.0610344,0.0592035,0.0018309,0.0915365,0.0934229,0.00719042,0.00712888,0.0592101,0.0610408,True,0.21257294375,0.0610344,0.0592035,0.0018309,True,0.121057,0.147301,0.17805,0.256047,0.213747,0.190663,0.241953,0.287203,0.101692,0.246129,0.357172,0.417779,0.0975959,0.191099,0.0957582,0.257921,0.338327,0.338275,1.13993,1.13993,
53,initial_eval,53,1,False,False,0.101068,0.0952576,0.00581087,0.128712,0.134712,0.00508876,0.00497301,0.0952632,0.101074,True,0.26061673750000003,0.101068,0.0952576,0.00581087,True,0.368557,0.183356,0.760615,0.289737,0.19005,0.13857,0.200582,0.172177,0.357367,0.0907345,0.77022,0.0903189,0.0985885,0.169891,0.0922309,0.196873,0.33746,0.337403,1.13944,1.13939,
54,initial_eval,54,1,False,False,0.0852195,0.0821449,0.00307462,0.115197,0.118365,0.00299332,0.00296707,0.0821512,0.0852256,True,0.27778097500000004,0.0852195,0.0821449,0.00307462,True,0.212269,0.16143,0.324666,0.21556,0.150056,0.384367,0.226999,0.538504,0.152969,0.199946,0.478734,0.295041,0.0914506,0.396473,0.106803,0.509228,0.336772,0.336757,1.13992,1.13993,
55,initial_eval,55,1,False,False,0.0978789,0.0937461,0.00413272,0.12715,0.131408,0.00165625,0.00160418,0.0937519,0.0978844,True,0.3030460625,0.0978789,0.0937461,0.00413272,True,0.252521,0.197466,0.411847,0.286241,0.110742,0.422739,0.102435,0.595164,0.19118,0.196934,0.564543,0.279932,0.145145,0.438796,0.088495,0.564557,0.336471,0.33645,1.13967,1.13965,
56,initial_eval,56,1,False,False,0.113134,0.109503,0.00363127,0.14338,0.147119,-0.0018443,-0.00184167,0.109508,0.113139,True,0.4195865,0.113134,0.109503,0.00363127,True,0.265872,0.390436,0.400745,0.582166,0.230082,0.458533,0.507604,0.609238,0.217881,0.40297,0.603285,0.629988,0.112054,0.474821,0.257832,0.569877,0.335849,0.335849,1.13959,1.13959,
57,initial_eval,57,1,False,False,0.123104,0.119322,0.00378182,0.153494,0.157382,-0.00264776,-0.00266986,0.119327,0.123108,True,0.48064268749999994,0.123104,0.119322,0.00378182,True,0.284635,0.419558,0.424256,0.626814,0.394945,0.483417,0.71222,0.635334,0.227983,0.53576,0.60558,0.770215,0.165671,0.495165,0.332006,0.576724,0.335759,0.335754,1.13962,1.13961,
58,initial_eval,58,1,False,False,0.103673,0.100333,0.00333988,0.133935,0.137375,-0.000259567,-0.000290417,0.100338,0.103678,True,0.34669025625,0.103673,0.100333,0.00333988,True,0.261902,0.23172,0.423382,0.417129,0.147872,0.417405,0.190101,0.573813,0.217146,0.327512,0.595909,0.524366,0.0808091,0.460908,0.117638,0.559432,0.336103,0.336093,1.13992,1.13992,
59,initial_eval,59,1,False,False,0.086051,0.078509,0.00754205,0.11145,0.119222,0.0072681,0.00723596,0.0785152,0.0860569,True,0.2011779125,0.086051,0.078509,0.00754205,True,0.110305,0.31062,0.154214,0.648492,0.137164,0.107931,0.153285,0.133464,0.0948936,0.226968,0.339774,0.38346,0.08,0.118205,0.08,0.140071,0.338187,0.338126,1.13993,1.13993,
60,initial_eval,60,1,False,False,0.0631377,0.059493,0.0036447,0.0918139,0.0955806,0.00900308,0.00883714,0.0594985,0.0631434,True,0.138793575,0.0631377,0.059493,0.0036447,True,0.0866121,0.08,0.0961921,0.08,0.223061,0.10792,0.268197,0.133441,0.0840021,0.08,0.314953,0.08,0.204631,0.0879878,0.202906,0.0907941,0.340814,0.340583,1.13993,1.13993,
61,initial_eval,61,1,False,False,0.0521607,0.0499976,0.00216316,0.0812177,0.0837959,0.0102543,0.0101541,0.0499948,0.0521579,True,0.1989090625,0.0521607,0.0499976,0.00216316,True,0.118245,0.136673,0.173658,0.219703,0.167826,0.177783,0.194304,0.267167,0.114309,0.174105,0.384019,0.274307,0.166847,0.190306,0.165645,0.257648,0.340039,0.339886,1.13993,1.13993,
62,initial_eval,62,1,False,False,0.0922593,0.0884554,0.00380395,0.121699,0.125618,-0.000283859,-0.000321874,0.0884617,0.0922653,True,0.35136243749999996,0.0922593,0.0884554,0.00380395,True,0.211846,0.339383,0.289498,0.494679,0.150791,0.390852,0.393434,0.509443,0.20064,0.257337,0.574024,0.418849,0.239826,0.385408,0.294638,0.471151,0.336094,0.336083,1.13943,1.13941,
63,initial_eval,63,1,False,False,0.0852303,0.0779368,0.00729348,0.110861,0.118377,0.00558084,0.00558955,0.0779432,0.0852363,True,0.2679113125,0.0852303,0.0779368,0.00729348,True,0.231074,0.357544,0.436342,0.708727,0.197093,0.190201,0.159118,0.266024,0.169139,0.168004,0.518579,0.288136,0.134852,0.15085,0.124026,0.186872,0.337459,0.337417,1.13991,1.13986,
64,train,0,0,True,True,0.0821106,0.0870705,-0.00495988,0.115162,0.120273,0.00599966,0.00591074,0.0821168,0.0870764,False,0.241076075,0.0821106,0.0870705,-0.00495988,False,0.659615,0.181302,0.420209,0.169106,0.187826,0.118194,0.285991,0.10759,0.473663,0.120928,0.196637,0.190528,0.159575,0.124835,0.367472,0.0937462,0.337575,0.337522,1.2,5.19046e-07,1.04498
65,train,32,1,True,True,0.0940557,0.091105,0.00295072,0.124429,0.127469,-0.000295964,-0.000216267,0.0911111,0.0940616,True,0.32832403125000004,0.0940557,0.091105,0.00295072,True,0.222315,0.365019,0.361142,0.574206,0.226109,0.346505,0.0842089,0.491954,0.192799,0.26728,0.554573,0.423095,0.199805,0.372002,0.0955886,0.476583,0.336169,0.336185,1.2,0.000317007,0.0178411
66,train,1,0,True,True,0.102723,0.105678,-0.00295456,0.136397,0.139451,0.00087647,0.000961561,0.102728,0.105683,False,0.32299664375000003,0.102723,0.105678,-0.00295456,False,0.531428,0.329745,0.126704,0.770217,0.0872333,0.260504,0.08,0.11615,0.410278,0.743052,0.339245,0.422181,0.151549,0.231893,0.202146,0.365621,0.33637,0.336389,1.2,0.196171,1.04498
67,train,33,1,True,True,0.0637146,0.0638351,-0.000120468,0.0963197,0.0961932,0.00562077,0.00578214,0.063842,0.0637214,False,0.2403673375,0.0637146,0.0638351,-0.000120468,False,0.177076,0.196524,0.30891,0.331354,0.277509,0.215976,0.299056,0.326205,0.156775,0.0962734,0.481897,0.116627,0.177789,0.222362,0.161297,0.300247,0.337604,0.337718,1.2,4.82331e-07,0.0215969
