cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
12,initial_eval,12,0,False,False,0.154407,0.158594,-0.00418734,0.189595,0.193905,-0.000136159,-0.000235109,0.15441,0.158597,False,0.71812,0.154407,0.158594,-0.00418734,False,0.72051,0.728817,0.652934,0.770219,0.335655,0.335621,1.13945,1.13946,,,,,,,,,
13,initial_eval,13,0,False,False,0.125717,0.129041,-0.00332382,0.160073,0.163495,0.000324995,0.000246358,0.125722,0.129045,False,0.5017512500000001,0.125717,0.129041,-0.00332382,False,0.503241,0.525332,0.48996,0.488472,0.335535,0.335506,1.13993,1.13993,,,,,,,,,
14,initial_eval,14,0,False,False,0.157283,0.156059,0.00122373,0.192567,0.191298,-0.000162197,-0.000161233,0.157286,0.156062,True,0.7427905,0.157283,0.156059,0.00122373,True,0.77022,0.660504,0.770218,0.77022,0.335664,0.335634,1.13933,1.13938,,,,,,,,,
15,initial_eval,15,0,False,False,0.140291,0.144335,-0.00404447,0.175074,0.179236,5.39982e-05,-4.09555e-05,0.140294,0.144338,False,0.6019215,0.140291,0.144335,-0.00404447,False,0.684605,0.467712,0.570865,0.684504,0.335593,0.33556,1.13982,1.13976,,,,,,,,,
16,initial_eval,16,1,False,False,0.112773,0.110795,0.00197779,0.144709,0.146745,0.00428592,0.0042765,0.1108,0.112777,True,0.2865836,0.112773,0.110795,0.00197779,True,0.0999604,0.412792,0.449507,0.184075,0.336053,0.336029,1.13993,1.13993,,,,,,,,,
17,initial_eval,17,1,False,False,0.142152,0.152987,-0.0108347,0.188139,0.176989,0.00252158,0.00280086,0.152989,0.142155,False,0.426979525,0.142152,0.152987,-0.0108347,False,0.0912421,0.667252,0.734518,0.214906,0.336027,0.336019,1.13924,1.13939,,,,,,,,,
18,initial_eval,18,1,False,False,0.119446,0.117599,0.00184642,0.151715,0.153616,0.0030141,0.00299694,0.117604,0.11945,True,0.30445275,0.119446,0.117599,0.00184642,True,0.08,0.474305,0.468278,0.195228,0.335953,0.335928,1.13993,1.13991,,,,,,,,,
19,initial_eval,19,1,False,False,0.0830137,0.0782267,0.00478707,0.111152,0.116085,0.00969732,0.00966186,0.0782324,0.0830192,True,0.2167635,0.0830137,0.0782267,0.00478707,True,0.175672,0.226022,0.238658,0.226702,0.337964,0.337911,1.13993,1.13993,,,,,,,,,
20,initial_eval,20,1,False,False,0.0960952,0.090448,0.00564713,0.123749,0.129567,0.00697187,0.0068201,0.0904535,0.0961003,True,0.26045225,0.0960952,0.090448,0.00564713,True,0.299048,0.163159,0.184964,0.394638,0.336787,0.336717,1.13967,1.13965,,,,,,,,,
21,initial_eval,21,1,False,False,0.133542,0.133789,-0.000246833,0.168382,0.168128,0.00315354,0.00319651,0.133793,0.133546,False,0.31174452500000005,0.133542,0.133789,-0.000246833,False,0.0914141,0.50706,0.535796,0.112708,0.335876,0.335857,1.13928,1.13933,,,,,,,,,
22,initial_eval,22,1,False,False,0.091262,0.0856294,0.00563265,0.118783,0.124587,0.00866861,0.00855875,0.0856349,0.0912672,True,0.22886525000000002,0.091262,0.0856294,0.00563265,True,0.173149,0.240816,0.156831,0.344665,0.337397,0.337313,1.13993,1.13993,,,,,,,,,
23,initial_eval,23,1,False,False,0.0876544,0.0826342,0.00502014,0.115696,0.120869,0.00863615,0.00856613,0.0826399,0.0876598,True,0.23050825000000003,0.0876544,0.0826342,0.00502014,True,0.264519,0.145354,0.235699,0.276461,0.33741,0.337354,1.13983,1.13982,,,,,,,,,
24,initial_eval,24,1,False,False,0.148231,0.153066,-0.00483483,0.18822,0.183245,0.00322533,0.00339834,0.153068,0.148234,False,0.37532475000000004,0.148231,0.153066,-0.00483483,False,0.101968,0.636781,0.649199,0.113351,0.335966,0.335952,1.13898,1.13908,,,,,,,,,
25,initial_eval,25,1,False,False,0.111953,0.108944,0.00300894,0.142801,0.145899,0.00384077,0.00392061,0.108948,0.111957,True,0.22686699999999999,0.111953,0.108944,0.00300894,True,0.100075,0.331969,0.395424,0.08,0.335986,0.336,1.13993,1.13993,,,,,,,,,
26,initial_eval,26,1,False,False,0.133697,0.133735,-3.87838e-05,0.168327,0.168287,0.00288595,0.00291624,0.133739,0.1337,False,0.31912349999999995,0.133697,0.133735,-3.87838e-05,False,0.08,0.524397,0.534778,0.137319,0.335931,0.335912,1.13945,1.13948,,,,,,,,,
27,initial_eval,27,1,False,False,0.104885,0.0984367,0.00644858,0.131977,0.138619,0.0074674,0.00730727,0.0984415,0.10489,True,0.1551275,0.104885,0.0984367,0.00644858,True,0.201368,0.08,0.08,0.259142,0.337462,0.337388,1.13993,1.13993,,,,,,,,,
28,initial_eval,28,1,False,False,0.103758,0.0981017,0.00565618,0.131635,0.137461,0.00536769,0.00524347,0.098107,0.103763,True,0.2961595,0.103758,0.0981017,0.00565618,True,0.154622,0.361194,0.214988,0.453834,0.336335,0.336291,1.13977,1.13976,,,,,,,,,
29,initial_eval,29,1,False,False,0.1402,0.14204,-0.00183968,0.176874,0.17498,0.00348906,0.00356907,0.142043,0.140204,False,0.3406239999999999,0.1402,0.14204,-0.00183968,False,0.101853,0.563537,0.583379,0.113727,0.335947,0.335928,1.13925,1.13933,,,,,,,,,
30,initial_eval,30,1,False,False,0.0950292,0.088611,0.00641813,0.121853,0.128466,0.00995168,0.00988547,0.0886161,0.0950339,True,0.16665275000000002,0.0950292,0.088611,0.00641813,True,0.08,0.214809,0.209604,0.162198,0.338311,0.338255,1.13993,1.13993,,,,,,,,,
31,initial_eval,31,1,False,False,0.117575,0.113528,0.00404699,0.147523,0.15169,0.00470232,0.00475393,0.113532,0.117579,True,0.29591825,0.117575,0.113528,0.00404699,True,0.106901,0.507163,0.389555,0.180054,0.336138,0.336145,1.1395,1.13951,,,,,,,,,
32,train,0,0,True,True,0.130203,0.132765,-0.00256143,0.164691,0.167328,0.000231345,0.000166658,0.130208,0.132769,False,0.5246405,0.130203,0.132765,-0.00256143,False,0.531747,0.513496,0.535893,0.517426,0.335591,0.335562,0.564694,1.19999,1.2,0.119967,0.143511,0.0271285,0.02969,0.20997,0.00236778,0.20997,2.83647e-06
33,train,16,1,True,True,0.106765,0.12239,-0.0156254,0.156648,0.140558,0.00395623,0.00468279,0.122394,0.10677,False,0.2865836,0.106765,0.12239,-0.0156254,False,0.0999604,0.412792,0.449507,0.184075,0.335852,0.336161,0.14984,1.2,1.2,0.424311,0.439343,0.0673369,0.0829624,0.623659,0.0399102,0.623659,2.83645e-06
34,train,1,0,True,True,0.14656,0.157322,-0.0107614,0.181526,0.192597,-0.000176743,0.00607929,0.146563,0.157324,False,0.5838835,0.14656,0.157322,-0.0107614,False,0.699919,0.417568,0.496653,0.721394,0.335396,0.334207,0.461869,1.2,1.2,0.123318,0.123318,0.0459381,0.0566995,0.146519,0.0019048,0.146519,2.83644e-06
35,train,17,1,True,True,0.155611,0.163633,-0.00802148,0.199091,0.190837,0.00219598,0.0117895,0.163634,0.155613,False,0.426979525,0.155611,0.163633,-0.00802148,False,0.0912421,0.667252,0.734518,0.214906,0.335754,0.333729,1.19999,0.550791,1.2,0.129487,0.129487,0.0503601,0.0583816,0.164308,0.00319271,0.164308,2.83643e-06
36,train,2,0,True,True,0.1114,0.114228,-0.00282821,0.145326,0.148241,0.00116756,0.00988872,0.111404,0.114233,False,0.6402077500000001,0.1114,0.114228,-0.00282821,False,0.421678,0.77022,0.77022,0.598713,0.335482,0.334656,1.2,0.227781,1.2,0.358995,0.375428,0.11484,0.117669,0.446599,0.0278638,0.446599,2.83642e-06
37,train,18,1,True,True,0.147025,0.187964,-0.0409392,0.224112,0.182001,0.082816,0.013188,0.187965,0.147027,False,0.30445275,0.147025,0.187964,-0.0409392,False,0.08,0.474305,0.468278,0.195228,0.006974,0.33443,0.638049,1.19999,1.2,0.154051,0.154051,-0.0129593,0.0279799,0.254588,0.00405416,0.254588,2.83641e-06
38,train,3,0,True,True,0.227094,0.0895679,0.137526,0.264335,0.122828,0.07506,0.0127101,0.227093,0.0895732,True,0.71299175,0.227094,0.0895679,0.137526,True,0.69252,0.690144,0.722441,0.746862,0.00840989,0.335845,5.53608e-05,1.2,1.2,0.0575421,0.0575421,0.13601,-0.00151603,0.0170452,0.000829898,0.0170452,2.8364e-06
39,train,19,1,True,True,0.112231,0.157587,-0.045356,0.192869,0.146184,0.038281,0.0224914,0.157589,0.112235,False,0.2167635,0.112231,0.157587,-0.045356,False,0.175672,0.226022,0.238658,0.226702,0.295967,0.33581,0.129504,1.2,1.2,0.371735,0.389655,-0.0349601,0.010396,0.143424,0.0315316,0.143424,2.83639e-06
40,train,4,0,True,True,0.19932,0.0959945,0.103325,0.235789,0.129456,0.0661983,0.0136724,0.19932,0.0959995,True,0.674525,0.19932,0.0959945,0.103325,True,0.516261,0.744649,0.77022,0.66697,0.0112017,0.335872,0.0117003,1.2,1.2,0.0637757,0.0637757,0.107279,0.00395421,0.0230633,0.000453037,0.0230633,2.83638e-06
41,train,20,1,True,True,0.0946269,0.160737,-0.0661102,0.19611,0.128048,0.0645472,0.016478,0.160739,0.0946317,False,0.26045225,0.0946269,0.160737,-0.0661102,False,0.299048,0.163159,0.184964,0.394638,0.0119972,0.336977,0.0074426,1.2,1.2,0.586301,0.597817,0.0358967,0.102007,0.393478,0.0543052,0.393478,2.83636e-06
42,train,5,0,True,True,0.158473,0.192169,-0.0336965,0.19378,0.228436,0.0533598,0.0678704,0.158475,0.192169,False,0.438589,0.158473,0.192169,-0.0336965,False,0.350727,0.486348,0.453581,0.4637,0.0769143,0.0105159,1.19999,0.669285,1.2,0.16052,0.16052,-0.0315299,0.00216662,0.266028,0.00510937,0.266028,2.83635e-06
43,train,21,1,True,True,0.1884,0.150471,0.0379286,0.185548,0.22456,0.0359162,0.0381106,0.150474,0.1884,True,0.31174452500000005,0.1884,0.150471,0.0379286,True,0.0914141,0.50706,0.535796,0.112708,0.312416,0.29724,1.2,0.156469,1.2,0.116662,0.116662,0.0385781,0.000649546,0.043078,0.00255823,0.043078,2.83634e-06
44,train,6,0,True,True,0.155081,0.187073,-0.0319916,0.190291,0.223196,0.0625409,0.0386628,0.155084,0.187073,False,0.5992375,0.155081,0.187073,-0.0319916,False,0.674625,0.525695,0.662635,0.533995,0.0131857,0.292854,1.2,0.160475,1.2,0.154689,0.154689,-0.0295596,0.00243201,0.0725771,0.00554908,0.0725771,2.83633e-06
45,train,22,1,True,True,0.183195,0.147441,0.0357546,0.182429,0.219209,0.0334071,0.0292463,0.147443,0.183196,True,0.22886525000000002,0.183195,0.147441,0.0357546,True,0.173149,0.240816,0.156831,0.344665,0.323143,0.328683,1.2,0.156907,1.2,0.113715,0.113715,0.0363522,0.000597539,0.0988671,0.0023736,0.0988671,2.83632e-06
46,train,7,0,True,True,0.147658,0.181916,-0.0342589,0.182653,0.217894,0.0561193,0.0401352,0.14766,0.181917,False,0.43275425,0.147658,0.181916,-0.0342589,False,0.341263,0.434023,0.518626,0.437105,0.0237529,0.279806,1.2,0.157786,1.2,0.147652,0.147652,-0.031956,0.00230281,0.00401527,0.00497295,0.00497295,2.83631e-06
47,train,23,1,True,True,0.178391,0.146218,0.0321739,0.181171,0.214269,0.0521567,0.0407029,0.14622,0.178392,True,0.23050825000000003,0.178391,0.146218,0.0321739,True,0.264519,0.145354,0.235699,0.276461,0.100799,0.274251,1.2,0.158661,1.2,0.112526,0.112526,0.0343753,0.00220142,0.105491,0.00225078,0.105491,2.8363e-06
48,train,8,0,True,True,0.142758,0.177134,-0.0343752,0.177611,0.212975,0.0374957,0.041197,0.142762,0.177135,False,0.58055225,0.142758,0.177134,-0.0343752,False,0.532436,0.498079,0.650461,0.641233,0.302308,0.26916,1.19999,0.637616,1.2,0.142592,0.142592,-0.0320506,0.00232458,0.00283567,0.00456702,0.00456702,2.83628e-06
49,train,24,1,True,True,0.173868,0.141818,0.0320504,0.176643,0.209617,0.0378043,0.0417513,0.141821,0.173869,True,0.37532475000000004,0.173868,0.141818,0.0320504,True,0.101968,0.636781,0.649199,0.113351,0.300059,0.263197,1.2,0.157392,1.2,0.108251,0.108251,0.0325129,0.000462526,0.000775028,0.00197303,0.00197303,2.83627e-06
50,train,9,0,True,True,0.140135,0.172648,-0.0325128,0.174911,0.208361,0.0347716,0.0320572,0.140138,0.172649,False,0.632684,0.140135,0.172648,-0.0325128,False,0.483452,0.71122,0.77022,0.565844,0.317782,0.326297,1.2,0.156612,1.2,0.138209,0.138209,-0.0303214,0.00219135,0.00217187,0.00422488,0.00422488,2.83626e-06
51,train,25,1,True,True,0.1696,0.139278,0.0303213,0.17403,0.205226,0.0384828,0.0427924,0.139282,0.169601,True,0.22686699999999999,0.1696,0.139278,0.0303213,True,0.100075,0.331969,0.395424,0.08,0.294815,0.251219,1.2,0.158097,1.2,0.105785,0.105785,0.0307391,0.000417809,0.000765335,0.00180543,0.00180543,2.83625e-06
52,train,10,0,True,True,0.137679,0.168417,-0.0307389,0.172383,0.20401,0.0355933,0.0309502,0.137682,0.168419,False,0.43758925,0.137679,0.168417,-0.0307389,False,0.4312,0.376196,0.445481,0.49748,0.315369,0.329996,1.2,0.157075,1.2,0.134093,0.134093,-0.0286847,0.00205418,0.00215159,0.00391451,0.00391451,2.83624e-06
53,train,26,1,True,True,0.165566,0.136882,0.0286846,0.171563,0.201078,0.0391969,0.0438253,0.136885,0.165568,True,0.31912349999999995,0.165566,0.136882,0.0286846,True,0.08,0.524397,0.534778,0.137319,0.288835,0.238352,1.2,0.158415,1.2,0.103457,0.103457,0.0290629,0.000378302,0.00253027,0.00164044,0.00253027,2.83623e-06
54,train,11,0,True,True,0.135361,0.164424,-0.0290627,0.169998,0.199902,0.0395489,0.0443391,0.135364,0.164426,False,0.58109,0.135361,0.164424,-0.0290627,False,0.668545,0.46683,0.481908,0.707077,0.28572,0.231579,1.2,0.157904,1.2,0.130209,0.130209,-0.0271058,0.0019569,0.0021269,0.00363248,0.00363248,2.83622e-06
55,train,27,1,True,True,0.161751,0.134646,0.0271057,0.169262,0.197153,0.0399536,0.044851,0.134649,0.161753,True,0.1551275,0.161751,0.134646,0.0271057,True,0.201368,0.08,0.08,0.259142,0.281986,0.224603,1.2,0.159042,1.2,0.101286,0.101286,0.027439,0.000333296,0.0496795,0.00141263,0.0496795,2.8362e-06
56,train,12,0,True,True,0.133215,0.160654,-0.0274388,0.167789,0.196024,0.0403145,0.0453693,0.133219,0.160656,False,0.71812,0.133215,0.160654,-0.0274388,False,0.72051,0.728817,0.652934,0.770219,0.278538,0.217284,1.2,0.158518,1.2,0.126545,0.126545,-0.0255018,0.00193702,0.0021322,0.00337238,0.00337238,2.83619e-06
57,train,28,1,True,True,0.158146,0.132644,0.0255017,0.167201,0.193444,0.0407594,0.0458717,0.132648,0.158148,True,0.2961595,0.158146,0.132644,0.0255017,True,0.154622,0.361194,0.214988,0.453834,0.274111,0.209965,1.2,0.159881,1.2,0.0993418,0.0993418,0.0257588,0.000257098,0.0140218,0.00100712,0.0140218,2.83618e-06
58,train,13,0,True,True,0.131341,0.1571,-0.0257586,0.16586,0.192367,0.0411455,0.0463952,0.131345,0.157102,False,0.5017512500000001,0.131341,0.1571,-0.0257586,False,0.503241,0.525332,0.48996,0.488472,0.270129,0.202081,1.2,0.159188,1.2,0.123099,0.128319,-0.0237054,0.00205323,0.00193651,0.00313488,0.00313488,2.83617e-06
59,train,29,1,True,True,0.154741,0.131036,0.0237052,0.165546,0.189941,0.0416743,0.0468887,0.131039,0.154743,True,0.3406239999999999,0.154741,0.131036,0.0237052,True,0.101853,0.563537,0.583379,0.113727,0.264441,0.194435,1.2,0.161152,1.2,0.0977801,0.0977801,0.023925,0.000219728,0.000522178,0.000728154,0.000728154,2.83616e-06
60,train,14,0,True,True,0.129829,0.153754,-0.0239248,0.164304,0.188925,0.0420843,0.0474174,0.129833,0.153756,False,0.7427905,0.129829,0.153754,-0.0239248,False,0.77022,0.660504,0.770218,0.77022,0.259863,0.186005,1.2,0.16073,1.2,0.125147,0.148581,-0.0217102,0.00221464,0.00147008,0.00333888,0.00333888,2.83615e-06
61,train,30,1,True,True,0.151533,0.129823,0.0217101,0.164298,0.18664,0.0311156,0.0327961,0.129827,0.151536,True,0.16665275000000002,0.151533,0.129823,0.0217101,True,0.08,0.214809,0.209604,0.162198,0.330093,0.326277,1.2,0.162946,1.2,0.0966031,0.0966031,0.0219628,0.000252731,0.000515573,0.000703937,0.000703937,2.83614e-06
62,train,15,0,True,True,0.128651,0.150614,-0.0219626,0.163091,0.185694,0.0431405,0.0484381,0.128655,0.150616,False,0.6019215,0.128651,0.150614,-0.0219626,False,0.684605,0.467712,0.570865,0.684504,0.247341,0.169102,1.2,0.162232,1.2,0.141776,0.164873,-0.0195672,0.0023954,0.00145151,0.00432246,0.00432246,2.83613e-06
63,train,31,1,True,True,0.14852,0.128953,0.0195671,0.163402,0.18354,0.0314393,0.0330875,0.128957,0.148523,True,0.29591825,0.14852,0.128953,0.0195671,True,0.106901,0.507163,0.389555,0.180054,0.329595,0.325401,1.2,0.165293,1.2,0.0957581,0.0957581,0.019869,0.000301876,0.000509069,0.000705754,0.000705754,2.83611e-06
64,final_eval,0,0,False,False,0.127806,0.147675,-0.0198689,0.162221,0.18267,0.0443202,0.0494575,0.12781,0.147677,False,0.5246405,0.127806,0.147675,-0.0198689,False,0.531747,0.513496,0.535893,0.517426,0.232113,0.151386,1.19678,1.15046,,,,,,,,,
65,final_eval,1,0,False,False,0.127804,0.147673,-0.0198689,0.16222,0.182669,0.0443208,0.0494582,0.127808,0.147676,False,0.5838835,0.127804,0.147673,-0.0198689,False,0.699919,0.417568,0.496653,0.721394,0.232105,0.151374,1.18646,1.14036,,,,,,,,,
66,final_eval,2,0,False,False,0.127803,0.147671,-0.0198689,0.162218,0.182667,0.044321,0.049458,0.127806,0.147674,False,0.6402075,0.127803,0.147671,-0.0198689,False,0.421678,0.77022,0.770219,0.598713,0.232103,0.151378,1.17622,1.13965,,,,,,,,,
67,final_eval,3,0,False,False,0.127801,0.14767,-0.0198689,0.162216,0.182665,0.0443216,0.0494587,0.127805,0.147673,False,0.71299175,0.127801,0.14767,-0.0198689,False,0.69252,0.690144,0.722441,0.746862,0.232095,0.151366,1.16606,1.13965,,,,,,,,,
68,final_eval,4,0,False,False,0.127799,0.147668,-0.0198689,0.162215,0.182664,0.0443226,0.0494602,0.127803,0.147671,False,0.674525,0.127799,0.147668,-0.0198689,False,0.516261,0.744649,0.77022,0.66697,0.232082,0.151339,1.15599,1.13965,,,,,,,,,
69,final_eval,5,0,False,False,0.127798,0.147667,-0.0198689,0.162213,0.182662,0.0443232,0.0494608,0.127802,0.147669,False,0.438589,0.127798,0.147667,-0.0198689,False,0.350727,0.486348,0.453581,0.4637,0.232074,0.151327,1.14599,1.13965,,,,,,,,,
70,final_eval,6,0,False,False,0.127796,0.147665,-0.0198689,0.162211,0.18266,0.0443237,0.0494615,0.1278,0.147668,False,0.5992375,0.127796,0.147665,-0.0198689,False,0.674625,0.525695,0.662635,0.533995,0.232066,0.151316,1.13969,1.13965,,,,,,,,,
71,final_eval,7,0,False,False,0.127795,0.147664,-0.0198689,0.16221,0.182659,0.0443239,0.0494613,0.127799,0.147666,False,0.43275425,0.127795,0.147664,-0.0198689,False,0.341263,0.434023,0.518626,0.437105,0.232064,0.151319,1.13969,1.13965,,,,,,,,,
72,final_eval,8,0,False,False,0.127793,0.147662,-0.0198689,0.162208,0.182657,0.0315396,0.0332347,0.127797,0.147665,False,0.58055225,0.127793,0.147662,-0.0198689,False,0.532436,0.498079,0.650461,0.641233,0.329386,0.324881,1.13969,1.13965,,,,,,,,,
73,final_eval,9,0,False,False,0.127791,0.14766,-0.0198688,0.162207,0.182656,0.0443255,0.0494635,0.127795,0.147663,False,0.632684,0.127791,0.14766,-0.0198688,False,0.483452,0.71122,0.77022,0.565844,0.232043,0.15128,1.13969,1.13965,,,,,,,,,
74,final_eval,10,0,False,False,0.12779,0.147659,-0.0198688,0.162205,0.182654,0.0443261,0.0494642,0.127794,0.147661,False,0.43758925,0.12779,0.147659,-0.0198688,False,0.4312,0.376196,0.445481,0.49748,0.232035,0.151268,1.13969,1.13965,,,,,,,,,
75,final_eval,11,0,False,False,0.127788,0.147657,-0.0198688,0.162203,0.182652,0.0315401,0.0332353,0.127792,0.14766,False,0.58109,0.127788,0.147657,-0.0198688,False,0.668545,0.46683,0.481908,0.707077,0.329385,0.324879,1.13969,1.13965,,,,,,,,,
76,final_eval,12,0,False,False,0.127787,0.147656,-0.0198688,0.162202,0.182651,0.0443268,0.0494646,0.127791,0.147658,False,0.71812,0.127787,0.147656,-0.0198688,False,0.72051,0.728817,0.652934,0.770219,0.232025,0.15126,1.13969,1.13965,,,,,,,,,
77,final_eval,13,0,False,False,0.127785,0.147654,-0.0198688,0.1622,0.182649,0.0443278,0.0494662,0.127789,0.147657,False,0.5017512500000001,0.127785,0.147654,-0.0198688,False,0.503241,0.525332,0.48996,0.488472,0.232011,0.151233,1.13969,1.13965,,,,,,,,,
78,final_eval,14,0,False,False,0.127784,0.147652,-0.0198688,0.162198,0.182647,0.0443283,0.0494659,0.127787,0.147655,False,0.7427905,0.127784,0.147652,-0.0198688,False,0.77022,0.660504,0.770218,0.77022,0.232005,0.151237,1.13969,1.13965,,,,,,,,,
79,final_eval,15,0,False,False,0.127782,0.147651,-0.0198688,0.162197,0.182646,0.044329,0.0494675,0.127786,0.147653,False,0.6019215,0.127782,0.147651,-0.0198688,False,0.684605,0.467712,0.570865,0.684504,0.231996,0.151209,1.13969,1.13965,,,,,,,,,
80,final_eval,16,1,False,False,0.147649,0.12778,0.0198688,0.162195,0.182644,0.0443291,0.0494673,0.127784,0.147652,True,0.2865836,0.147649,0.12778,0.0198688,True,0.0999604,0.412792,0.449507,0.184075,0.231994,0.151213,1.13969,1.13965,,,,,,,,,
81,final_eval,17,1,False,False,0.147648,0.127779,0.0198688,0.162193,0.182642,0.0443297,0.049468,0.127783,0.14765,True,0.426979525,0.147648,0.127779,0.0198688,True,0.0912421,0.667252,0.734518,0.214906,0.231986,0.151201,1.13969,1.13965,,,,,,,,,
82,final_eval,18,1,False,False,0.147646,0.127777,0.0198688,0.162192,0.182641,0.031555,0.0332534,0.127781,0.147649,True,0.30445275,0.147646,0.127777,0.0198688,True,0.08,0.474305,0.468278,0.195228,0.329359,0.324819,1.13969,1.13965,,,,,,,,,
83,final_eval,19,1,False,False,0.147644,0.127776,0.0198688,0.16219,0.182639,0.0443313,0.0494701,0.127779,0.147647,True,0.2167635,0.147644,0.127776,0.0198688,True,0.175672,0.226022,0.238658,0.226702,0.231965,0.151162,1.13969,1.13965,,,,,,,,,
84,final_eval,20,1,False,False,0.147643,0.127774,0.0198688,0.162189,0.182637,0.0315553,0.0332538,0.127778,0.147646,True,0.26045225,0.147643,0.127774,0.0198688,True,0.299048,0.163159,0.184964,0.394638,0.329358,0.324818,1.13969,1.13965,,,,,,,,,
85,final_eval,21,1,False,False,0.147641,0.127772,0.0198688,0.162187,0.182636,0.044332,0.0494706,0.127776,0.147644,True,0.31174452500000005,0.147641,0.127772,0.0198688,True,0.0914141,0.50706,0.535796,0.112708,0.231955,0.151154,1.13969,1.13965,,,,,,,,,
