cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,max_abs_hidden_apply_gate_signal,max_hidden_apply_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
10,train,2,0,True,True,0.148374,0.143178,0.00519547,0.168914,0.166539,0.0165561,0.0163782,0.148365,0.14317,True,0.08643078750000001,0.0870573,0.0759758,0.128649,0.0531999,0.0730915,0.0659358,0.107249,0.100288,0.34147,0.341548,0.914463,0.889219,1.62952e-08,1.99982e-08,0.0822978,2.26944e-05,1.14135,0.012805,0.00760951,1.11737e-07,0.0310688,0.0310688,0.000166542
11,train,3,0,True,True,0.153508,0.140796,0.0127127,0.163197,0.157102,0.00732127,0.00757482,0.1535,0.140788,True,0.091288625,0.0837388,0.151543,0.074699,0.0557823,0.0683153,0.0676493,0.140774,0.0878073,0.339743,0.340059,0.932629,0.875686,1.63325e-08,3.19283e-08,0.15165,3.00034e-05,1.14135,0.0219393,0.00922663,1.11736e-07,0.0295211,0.0295211,0.000174351
12,train,4,1,True,True,0.14305,0.165364,-0.0223143,0.178204,0.164215,0.00715645,0.00760954,0.165355,0.143042,False,0.082272625,0.0670194,0.144493,0.047993,0.0989111,0.067184,0.0372577,0.135217,0.0601058,0.338838,0.33924,0.950963,0.865833,1.55093e-08,2.10246e-08,0.117653,4.84893e-06,1.14135,-0.0167091,0.00560512,1.11737e-07,0.0349519,0.0349519,0.000174514
13,train,5,1,True,True,0.141333,0.156072,-0.0147392,0.166636,0.160617,0.00561544,0.00580837,0.156064,0.141325,False,0.07889271249999999,0.0623929,0.136954,0.0100257,0.189845,0.0303862,0.0678638,0.0680603,0.0656138,0.338124,0.338287,0.936563,0.873299,1.47856e-08,1.96421e-08,0.159118,1.66314e-05,1.14135,-0.00802897,0.00671018,0.131681,0.033491,0.131681,0.000174005
14,train,6,1,True,True,0.148967,0.156724,-0.00775684,0.173393,0.173394,0.0066478,0.0066181,0.156715,0.148959,False,0.07288178,0.0716391,0.115983,0.00174184,0.185047,0.0189088,0.084903,0.0514224,0.0534091,0.338093,0.338074,0.917813,0.886473,0.0465931,0.0625818,0.155797,0.569423,1.14135,0.000407602,0.00816444,0.100291,0.0319395,0.100291,0.000355896
15,train,7,1,True,True,0.157544,0.160068,-0.00252433,0.168229,0.17186,0.0104997,0.0104794,0.160059,0.157535,False,0.08052912500000001,0.170669,0.0834084,0.0281254,0.12447,0.0207937,0.123262,0.0437181,0.0497864,0.338882,0.338807,0.906335,0.897254,0.0770497,0.0616149,0.122932,0.803109,1.19982,0.00619655,0.00872087,0.0320042,0.030398,0.0320042,0.000351715
16,train,0,0,True,True,0.161299,0.167374,-0.00607518,0.173794,0.182576,0.00633712,0.00617575,0.16129,0.167365,False,0.0845022625,0.174014,0.0624396,0.0581928,0.101371,0.0374787,0.110519,0.0600429,0.0719601,0.338712,0.338595,0.892174,0.911543,1.64297e-08,2.96e-08,0.152439,0.141517,1.14135,0.00552816,0.0116033,0.0445329,0.0279721,0.0445329,0.000209366
17,train,1,0,True,True,0.172491,0.16703,0.005461,0.173331,0.173879,0.00877505,0.00894139,0.172482,0.167021,True,0.09456327499999999,0.109316,0.0627647,0.163041,0.0718426,0.0763295,0.0616024,0.105347,0.106263,0.340004,0.340212,0.90972,0.893987,1.62966e-08,1.51897e-08,0.0996069,0.0587586,1.19944,0.0208675,0.0154065,0.0109972,0.0264346,0.0264346,0.000167167
18,train,2,0,True,True,0.192981,0.171448,0.0215332,0.201337,0.189989,0.00713297,0.00760388,0.19297,0.171438,True,0.08614981249999999,0.0872796,0.0752593,0.128651,0.0527266,0.0725632,0.0653838,0.107108,0.100227,0.339287,0.33972,0.927653,0.879403,1.77605e-08,2.22775e-08,0.0823,0.0572545,1.19848,0.0447608,0.0232276,3.12069e-07,0.0249192,0.0249192,0.000167263
19,train,3,0,True,True,0.213712,0.168919,0.0447923,0.19754,0.178697,0.00627116,0.00684429,0.2137,0.16891,True,0.0908692625,0.0830577,0.151285,0.0742344,0.0557775,0.0676256,0.0669629,0.14088,0.087131,0.338983,0.339458,0.953448,0.864979,1.764e-08,3.50076e-08,0.151348,0.0561916,1.19752,0.0689682,0.0241758,3.12069e-07,0.0234354,0.0234354,0.000175162
20,train,4,1,True,True,0.171448,0.241296,-0.0698481,0.226353,0.187972,0.00596743,0.00693587,0.241282,0.171438,False,0.081771475,0.0663175,0.144139,0.0476009,0.0988864,0.0664334,0.0364149,0.135241,0.0591387,0.338135,0.338655,0.975406,0.856045,0.0522292,0.0515627,0.117137,0.40577,1.19669,-0.0584681,0.01138,3.12068e-07,0.028848,0.028848,0.000242799
21,train,5,1,True,True,0.174468,0.226428,-0.0519604,0.207324,0.191312,0.00462873,0.00479522,0.226416,0.174458,False,0.07844774375,0.0617003,0.137223,0.00923985,0.190061,0.0297324,0.0669708,0.0679452,0.0647094,0.337603,0.337643,0.955247,0.86421,0.140755,0.15955,0.15955,1.2,1.2,-0.0341397,0.0178207,0.132262,0.0273027,0.132262,0.000436043
22,train,6,1,True,True,0.193831,0.226499,-0.0326677,0.217301,0.21917,0.0219015,0.0227499,0.226486,0.19382,False,0.07261342625,0.0709724,0.116266,0.00104001,0.186749,0.0183374,0.0839514,0.0512005,0.0523907,0.338042,0.336825,0.928611,0.878957,0.152073,0.158026,0.158026,1.2,1.2,0.00671783,0.0393855,0.110098,0.0257736,0.110098,0.000383449
23,train,7,1,True,True,0.215389,0.23384,-0.0184504,0.210896,0.221724,0.00963506,0.0110178,0.233827,0.215377,False,0.08012965,0.170509,0.0826812,0.0276977,0.125581,0.0200674,0.12234,0.0433244,0.0488365,0.338255,0.337343,0.914732,0.889754,0.0926685,0.0629403,0.12269,0.859583,1.19985,0.00641218,0.0248625,0.0314312,0.0242709,0.0314312,0.000380874
24,final_eval,0,0,False,False,0.235167,0.239913,-0.00474607,0.219689,0.239395,0.00522519,0.00583126,0.235154,0.2399,False,0.0842052375,0.174089,0.0619081,0.0576345,0.102229,0.0365869,0.110399,0.0593872,0.0714082,0.33799,0.337217,1.14617,1.14616,,,,,,,,,,,
25,final_eval,1,0,False,False,0.234474,0.237827,-0.00335314,0.207229,0.217878,0.00800873,0.00884049,0.234461,0.237814,False,0.094241875,0.109918,0.0621538,0.162726,0.0714259,0.0757827,0.0608806,0.1052,0.105848,0.339335,0.339071,1.13944,1.13945,,,,,,,,,,,
26,final_eval,2,0,False,False,0.240373,0.244087,-0.00371445,0.232943,0.240953,0.00632592,0.00689969,0.240359,0.244074,False,0.08595332500000001,0.087426,0.074793,0.128634,0.0524859,0.0721719,0.0649408,0.107011,0.100164,0.338759,0.338737,1.13937,1.13935,,,,,,,,,,,
27,final_eval,3,0,False,False,0.238528,0.242069,-0.0035414,0.212997,0.223131,0.00582624,0.00632801,0.238515,0.242056,False,0.0906353875,0.0825959,0.151211,0.0738753,0.0560834,0.0671997,0.0665065,0.140922,0.0866893,0.3387,0.338558,1.13944,1.13944,,,,,,,,,,,
28,final_eval,4,1,False,False,0.246075,0.24129,0.00478442,0.226488,0.247099,0.00600628,0.0066913,0.241277,0.246061,True,0.08157990000000001,0.0659553,0.144031,0.0473402,0.0994334,0.0660534,0.0359779,0.135219,0.058629,0.338085,0.337329,1.13939,1.13937,,,,,,,,,,,
29,final_eval,5,1,False,False,0.253717,0.226434,0.0272835,0.20696,0.275768,0.00459766,0.00296945,0.226421,0.253703,True,0.07835418250000001,0.061445,0.137318,0.00889226,0.190865,0.0294828,0.0666275,0.0678523,0.0643506,0.337547,0.335922,1.13959,1.13932,,,,,,,,,,,
30,final_eval,6,1,False,False,0.2576,0.225649,0.0319514,0.216908,0.284814,0.0216411,0.028064,0.225636,0.257586,True,0.072584721875,0.0708303,0.116328,0.000840575,0.187538,0.0181915,0.0837238,0.0511008,0.0521248,0.337892,0.333452,1.13946,1.13934,,,,,,,,,,,
31,final_eval,7,1,False,False,0.240082,0.233669,0.00641322,0.210845,0.240182,0.00963986,0.0106209,0.233656,0.240069,True,0.0800955375,0.170514,0.082548,0.0276274,0.125885,0.0199737,0.12226,0.0432461,0.0487101,0.338211,0.337144,1.13936,1.13958,,,,,,,,,,,
