cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
10,train,1,0,True,True,0.142551,0.1493,-0.00674911,0.174217,0.181667,0.0071326,0.00701958,0.142543,0.149292,False,0.06296476250000001,0.126537,0.052486,0.032948,0.100646,0.0224336,0.0752116,0.0452502,0.0482057,0.338113,0.33809,0.885929,0.91833,0.0,0.0,0.0,-0.00576309,0.000986024,0.000852786,0.00159919,0.00159919,2.68079e-07
11,train,5,1,True,True,0.108532,0.104286,0.00424631,0.0964888,0.100367,0.00633391,0.00604207,0.10428,0.108526,True,0.25523025,0.266958,0.262358,0.216673,0.287752,0.241833,0.236952,0.266958,0.262358,0.337578,0.337413,0.829421,1.19999,0.0,0.0,0.0,0.00422257,-2.3734e-05,0.0351824,0.000340634,0.0351824,2.68078e-07
12,train,2,0,True,True,0.146189,0.152082,-0.00589222,0.178948,0.18529,0.00206138,0.00194466,0.146181,0.152073,False,0.064347975,0.0739287,0.0416295,0.103903,0.0341501,0.0514105,0.0564978,0.082895,0.0703692,0.337362,0.33735,0.888807,0.91501,0.0,0.0,0.0,-0.00483464,0.00105758,0.000310854,0.00169161,0.00169161,2.68078e-07
13,train,6,1,True,True,0.115196,0.111891,0.00330465,0.0955815,0.101144,0.00650189,0.00597963,0.111885,0.11519,True,0.25523025,0.266958,0.262358,0.216673,0.287752,0.241833,0.236952,0.266958,0.262358,0.337654,0.337346,0.872998,0.935383,0.0,0.0,0.0,0.00356703,0.000262377,0.0485639,0.000546661,0.0485639,2.68078e-07
14,train,3,0,True,True,0.154378,0.159616,-0.00523759,0.189228,0.194662,0.000570014,0.000610774,0.154371,0.159609,False,0.0484758,0.0412263,0.0753352,0.0363448,0.0705266,0.0147859,0.0608203,0.0402409,0.0485264,0.336089,0.336078,0.892077,0.911545,0.0,0.0,0.0,-0.00398401,0.00125358,0.000255304,0.00196054,0.00196054,2.68078e-07
15,train,7,1,True,True,0.122663,0.118932,0.00373071,0.109887,0.120035,0.0119908,0.0115393,0.118925,0.122656,True,0.13103315000000001,0.110395,0.158194,0.0788674,0.258362,0.10857,0.0805108,0.151575,0.101791,0.341257,0.340367,0.880247,0.924831,0.0,0.0,0.0,0.00460278,0.000872073,0.0628672,0.000755293,0.0628672,2.68078e-07
16,train,0,0,True,True,0.129824,0.133816,-0.00399194,0.122854,0.131375,0.0142068,0.0141547,0.129817,0.133808,False,0.11172373749999999,0.160014,0.0986627,0.119663,0.115447,0.0692506,0.0968116,0.101431,0.13251,0.343616,0.342844,0.886903,0.91677,0.0,0.0,0.0,-0.00334256,0.000649382,0.0208292,0.00112455,0.0208292,2.68077e-07
17,train,4,1,True,True,0.110341,0.107368,0.00297264,0.0882858,0.0959515,0.0457936,0.0461577,0.107362,0.110335,True,0.221766,0.238235,0.219282,0.202985,0.246574,0.202823,0.20084,0.228693,0.234696,0.217888,0.211496,0.863046,0.954434,0.0,0.0,0.0,0.00319951,0.000226875,0.0402439,0.000424784,0.0402439,2.68077e-07
18,train,1,0,True,True,0.140479,0.144855,-0.00437558,0.171968,0.177603,0.00699008,0.0073903,0.140472,0.144847,False,0.062963425,0.126535,0.0524847,0.0329468,0.100645,0.0224322,0.0752104,0.0452489,0.0482044,0.338101,0.338,0.890145,0.913358,0.0,0.0,0.0,-0.00347981,0.000895767,0.000964537,0.00144915,0.00144915,2.68077e-07
19,train,5,1,True,True,0.104886,0.102479,0.00240652,0.0912469,0.104682,0.00740625,0.00573311,0.102474,0.10488,True,0.255228625,0.266956,0.262356,0.216672,0.28775,0.241832,0.236951,0.266956,0.262356,0.338101,0.337089,0.811171,1.2,0.0,0.0,0.0,0.00241337,6.84853e-06,0.0322208,0.000304254,0.0322208,2.68077e-07
20,train,2,0,True,True,0.144102,0.147439,-0.00333677,0.176696,0.180707,0.00202196,0.00217102,0.144094,0.147431,False,0.06434694999999999,0.0739281,0.0416279,0.103902,0.0341489,0.0514095,0.0564969,0.082894,0.0703683,0.337354,0.337286,0.893499,0.909842,0.0,0.0,0.0,-0.00238018,0.000956587,0.000172628,0.0015305,0.0015305,2.68077e-07
21,train,6,1,True,True,0.110033,0.108477,0.00155632,0.0890865,0.106328,0.00791575,0.00562197,0.108471,0.110027,True,0.255228375,0.266956,0.262356,0.216671,0.28775,0.241832,0.23695,0.266956,0.262356,0.338391,0.33698,0.879222,0.925306,0.0,0.0,0.0,0.00208481,0.000528492,0.0422422,0.000458045,0.0422422,2.68076e-07
22,train,3,0,True,True,0.152366,0.155135,-0.00276835,0.187148,0.190082,0.000617137,0.00131641,0.152359,0.155128,False,0.0484749625,0.0412257,0.0753345,0.0363442,0.0705253,0.0147851,0.060819,0.0402404,0.0485255,0.33608,0.336043,0.896165,0.907311,0.0,0.0,0.0,-0.00162839,0.00113997,0.000138152,0.00179124,0.00179124,2.68076e-07
23,train,7,1,True,True,0.120472,0.117719,0.00275247,0.101681,0.12686,0.0132158,0.0112923,0.117713,0.120465,True,0.1310314125,0.110393,0.158192,0.0788654,0.258361,0.108568,0.0805089,0.151574,0.101789,0.343302,0.33957,0.883587,0.920285,0.0,0.0,0.0,0.00543663,0.00268416,0.0602213,0.000727844,0.0602213,2.68076e-07
24,train,0,0,True,True,0.127908,0.12964,-0.00173149,0.120347,0.132057,0.0140457,0.0142546,0.127901,0.129633,False,0.11172185,0.160013,0.0986605,0.119662,0.115444,0.0692484,0.0968099,0.101429,0.132508,0.343985,0.341985,0.894052,0.908827,0.0,0.0,0.0,-0.00120181,0.000529676,0.0204052,0.00100769,0.0204052,2.68076e-07
25,train,4,1,True,True,0.106733,0.105185,0.00154834,0.0807381,0.102415,0.0429385,0.04772,0.105179,0.106727,True,0.221763625,0.238233,0.21928,0.202984,0.246571,0.20282,0.200837,0.22869,0.234694,0.25932,0.185684,0.868035,0.943405,0.0,0.0,0.0,0.000829798,-0.000718538,0.0364364,0.000375257,0.0364364,2.68075e-07
26,train,1,0,True,True,0.138662,0.14208,-0.00341761,0.169795,0.175861,0.00568026,0.00839245,0.138654,0.142072,False,0.06296223749999999,0.126534,0.0524835,0.0329456,0.100644,0.0224309,0.0752091,0.0452476,0.0482032,0.338088,0.337743,0.891921,0.911375,0.0,0.0,0.0,-0.00269786,0.000719752,0.00106284,0.00135751,0.00135751,2.68075e-07
27,train,5,1,True,True,0.107888,0.108,-0.000111883,0.0785984,0.115814,0.0195819,0.0154754,0.107994,0.107882,False,0.255227125,0.266955,0.262355,0.21667,0.287748,0.24183,0.236949,0.266955,0.262355,0.338835,0.33344,0.90299,0.898872,0.0,0.0,0.0,0.000673529,0.000785412,0.0413201,0.000449999,0.0413201,2.68075e-07
28,train,2,0,True,True,0.142132,0.143563,-0.00143094,0.174421,0.177048,0.00176765,0.00253998,0.142124,0.143555,False,0.06434535,0.073927,0.0416259,0.1039,0.0341474,0.0514079,0.0564955,0.0828924,0.0703667,0.337348,0.337139,0.897854,0.905487,0.0,0.0,0.0,-0.000636534,0.000794403,0.000295803,0.00140194,0.00140194,2.68075e-07
29,train,6,1,True,True,0.106839,0.106544,0.000294324,0.0732374,0.121873,0.0203428,0.0160471,0.106538,0.106833,True,0.2552265,0.266954,0.262354,0.21667,0.287748,0.24183,0.236948,0.266954,0.262354,0.341985,0.332831,0.894156,0.90734,0.0,0.0,0.0,0.00187504,0.00158072,0.038797,0.00041329,0.038797,2.68075e-07
30,train,3,0,True,True,0.150312,0.153127,-0.00281466,0.185022,0.188136,-0.000304777,0.00705188,0.150305,0.153124,False,0.048474025000000004,0.0412251,0.0753336,0.0363435,0.0705238,0.0147843,0.0608176,0.0402398,0.0485245,0.336072,0.335799,0.895767,0.907667,0.0,0.0,0.0,-0.00174903,0.00106563,0.000339929,0.00171565,0.00171565,2.68074e-07
31,train,7,1,True,True,0.126138,0.115377,0.0107611,0.0961623,0.151588,0.011673,0.011294,0.11537,0.126131,True,0.1310297,0.110391,0.158191,0.0788636,0.25836,0.108566,0.080507,0.151572,0.101787,0.349782,0.337537,0.85109,0.988025,0.0,0.0,0.0,0.0122167,0.00145564,0.054335,0.000666209,0.054335,2.68074e-07
32,final_eval,0,0,False,False,0.125874,0.126528,-0.00065393,0.117776,0.140926,0.0115742,0.0152823,0.125867,0.126521,False,0.11171987500000001,0.160011,0.0986584,0.11966,0.115441,0.0692463,0.0968083,0.101427,0.132507,0.345399,0.339964,1.15248,1.13969,,,,,,,,,
33,final_eval,1,0,False,False,0.137105,0.142641,-0.00553559,0.168084,0.177146,0.00295287,0.0123329,0.137098,0.142634,False,0.06296117500000001,0.126532,0.0524824,0.0329446,0.100644,0.0224297,0.0752081,0.0452464,0.0482022,0.338042,0.337066,1.1424,1.13951,,,,,,,,,
34,final_eval,2,0,False,False,0.141078,0.141564,-0.00048617,0.173298,0.175296,0.00112643,0.00285977,0.14107,0.141557,False,0.0643450875,0.0739272,0.041625,0.1039,0.0341468,0.0514075,0.0564952,0.0828923,0.0703667,0.337302,0.337,1.13962,1.13967,,,,,,,,,
35,final_eval,3,0,False,False,0.149774,0.151979,-0.00220515,0.184462,0.186959,-0.000298308,0.0074001,0.149766,0.151976,False,0.0484734875,0.0412247,0.0753331,0.0363431,0.070523,0.0147838,0.0608168,0.0402395,0.0485239,0.336027,0.335747,1.13956,1.13954,,,,,,,,,
36,final_eval,4,1,False,False,0.107553,0.106319,0.00123375,0.0680965,0.118984,0.0315964,0.0525646,0.106314,0.107547,True,0.221760625,0.23823,0.219276,0.202983,0.246567,0.202817,0.200834,0.228687,0.234691,0.347558,0.0942766,1.13993,1.13993,,,,,,,,,
37,final_eval,5,1,False,False,0.105016,0.103307,0.00170973,0.0654229,0.131187,0.0117246,0.00509665,0.103301,0.105011,True,0.255224375,0.266952,0.262352,0.216668,0.287745,0.241828,0.236946,0.266952,0.262352,0.350935,0.335737,1.13978,1.13977,,,,,,,,,
38,final_eval,6,1,False,False,0.104715,0.104254,0.000461257,0.0654228,0.131187,0.0117246,0.00509667,0.104248,0.104709,True,0.255224375,0.266952,0.262352,0.216668,0.287745,0.241828,0.236946,0.266952,0.262352,0.350935,0.335737,1.13974,1.13975,,,,,,,,,
39,final_eval,7,1,False,False,0.126284,0.114638,0.0116465,0.0955544,0.153311,0.011213,0.0111854,0.114631,0.126277,True,0.1310278375,0.110388,0.15819,0.0788616,0.258359,0.108564,0.0805051,0.15157,0.101785,0.350029,0.337373,1.13963,1.1395,,,,,,,,,
