cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,lose0,lose1,lead01,lead10,bwd_signal
15,initial_eval,15,0,False,False,0.0599187,0.0603642,-0.000445475,0.092291,0.0927503,0.023742,0.0237547,0.0599264,0.0603718,False,0.09252144375,0.0599187,0.0603642,-0.000445475,False,0.0925376,0.0925077,0.0925094,0.0925388,0.0925067,0.0925086,0.0925401,0.0925375,0.0925078,0.0925094,0.0925387,0.0925068,0.0925087,0.09254,0.0925375,0.0925078,0.338544,0.338526,1.13986,1.13986,
16,initial_eval,16,1,False,False,0.0739036,0.0733758,0.000527845,0.106162,0.106706,0.017062,0.0170557,0.0733825,0.0739103,True,0.11050181249999999,0.0739036,0.0733758,0.000527845,True,0.111672,0.110976,0.10899,0.112455,0.109456,0.10886,0.111668,0.111223,0.107927,0.111846,0.109535,0.108796,0.111741,0.111174,0.109195,0.112515,0.337343,0.337332,1.1397,1.1397,
17,initial_eval,17,1,False,False,0.0603699,0.0599248,0.000445102,0.0922973,0.0927561,0.0237711,0.0237674,0.0599325,0.0603776,True,0.0925335625,0.0603699,0.0599248,0.000445102,True,0.0925437,0.0925138,0.0925933,0.0925449,0.0925128,0.0925147,0.0925631,0.0925453,0.0925138,0.0925155,0.0925448,0.0925129,0.0925148,0.0925461,0.0925436,0.0925139,0.338525,0.338519,1.13993,1.13993,
18,initial_eval,18,1,False,False,0.0684009,0.0678957,0.000505178,0.100514,0.101035,0.000342635,0.000337455,0.0679027,0.0684079,True,0.1030684375,0.0684009,0.0678957,0.000505178,True,0.103665,0.104675,0.102065,0.103778,0.102206,0.101558,0.10451,0.103326,0.101044,0.103765,0.102015,0.10184,0.103711,0.104919,0.102215,0.103803,0.336363,0.336349,1.13977,1.13976,
19,initial_eval,19,1,False,False,0.0833965,0.0828443,0.000552164,0.11592,0.116489,0.0127152,0.0127171,0.0828506,0.0834028,True,0.123894625,0.0833965,0.0828443,0.000552164,True,0.124873,0.124787,0.120093,0.127663,0.122895,0.121935,0.125529,0.124356,0.12038,0.127004,0.12254,0.122386,0.124944,0.12497,0.120185,0.127774,0.337586,0.337582,1.13966,1.13966,
20,initial_eval,20,1,False,False,0.0813656,0.0808227,0.000542904,0.113837,0.114396,0.0166591,0.016659,0.0808291,0.081372,True,0.12098743749999998,0.0813656,0.0808227,0.000542904,True,0.121898,0.121764,0.117445,0.124814,0.120049,0.118945,0.122609,0.121213,0.117848,0.123736,0.119678,0.119417,0.121959,0.12194,0.117529,0.124955,0.338051,0.338047,1.13983,1.13983,
21,initial_eval,21,1,False,False,0.0631372,0.0626593,0.000477966,0.0951163,0.095609,0.0238423,0.0238385,0.0626666,0.0631446,True,0.09611701874999999,0.0631372,0.0626593,0.000477966,True,0.0965473,0.0968298,0.09618,0.0960724,0.095417,0.0953689,0.0967033,0.0966893,0.0953487,0.0959429,0.0954755,0.0953623,0.0965931,0.0969715,0.096301,0.0960693,0.338533,0.338527,1.13993,1.13993,
22,initial_eval,22,1,False,False,0.0833679,0.0828158,0.000552073,0.11589,0.116459,0.0126939,0.0126957,0.0828221,0.0833742,True,0.12386512499999999,0.0833679,0.0828158,0.000552073,True,0.124844,0.124757,0.120063,0.127634,0.122866,0.121905,0.1255,0.124326,0.120351,0.126974,0.122511,0.122356,0.124914,0.12494,0.120156,0.127745,0.337584,0.33758,1.13962,1.13961,
23,initial_eval,23,1,False,False,0.0833584,0.0828063,0.000552042,0.115881,0.116449,0.0291508,0.0291607,0.0828127,0.0833647,True,0.12385525,0.0833584,0.0828063,0.000552042,True,0.124834,0.124747,0.120054,0.127624,0.122856,0.121895,0.12549,0.124316,0.120341,0.126964,0.122501,0.122346,0.124905,0.12493,0.120146,0.127735,0.333764,0.333761,1.1398,1.1398,
24,initial_eval,24,1,False,False,0.0603059,0.0598604,0.000445565,0.0922309,0.0926902,0.0385521,0.0385025,0.0598679,0.0603135,True,0.09246771874999997,0.0603059,0.0598604,0.000445565,True,0.0924775,0.0924753,0.0924515,0.0924787,0.0924466,0.0924485,0.0925071,0.0924839,0.0924476,0.0924493,0.0924786,0.0924467,0.0924486,0.0925185,0.0924774,0.0924477,0.300325,0.300705,1.13993,1.13993,
25,initial_eval,25,1,False,False,0.0812392,0.0806924,0.000546821,0.113702,0.114266,-0.00192893,-0.00193453,0.0806988,0.0812456,True,0.12081293749999998,0.0812392,0.0806924,0.000546821,True,0.121924,0.121435,0.117589,0.124187,0.119835,0.118916,0.122338,0.121359,0.117554,0.123497,0.119616,0.119174,0.121994,0.1216,0.117703,0.124286,0.336332,0.336318,1.13962,1.13961,
26,initial_eval,26,1,False,False,0.0625529,0.0620799,0.000472987,0.0945192,0.0950068,0.0238155,0.0238239,0.0620873,0.0625603,True,0.09537409375,0.0625529,0.0620799,0.000472987,True,0.095623,0.096285,0.0953059,0.0952078,0.094779,0.0947501,0.09612,0.0957271,0.0947492,0.0951942,0.0948004,0.0947523,0.0956562,0.0964285,0.0954092,0.0951976,0.338549,0.338534,1.13993,1.13993,
27,initial_eval,27,1,False,False,0.0833202,0.0827683,0.00055192,0.115841,0.11641,0.0126584,0.0126602,0.0827747,0.0833265,True,0.12381562500000001,0.0833202,0.0827683,0.00055192,True,0.124795,0.124707,0.120014,0.127584,0.122817,0.121855,0.125451,0.124276,0.120301,0.126924,0.122462,0.122307,0.124865,0.124891,0.120106,0.127695,0.33758,0.337576,1.13961,1.13961,
28,initial_eval,28,1,False,False,0.0757871,0.0752708,0.000516335,0.108115,0.108648,0.04674,0.0467016,0.0752775,0.0757938,True,0.113187625,0.0757871,0.0752708,0.000516335,True,0.113504,0.113851,0.110155,0.117908,0.112197,0.11087,0.114633,0.112683,0.111121,0.11487,0.111649,0.111536,0.11354,0.114025,0.110219,0.118241,0.202195,0.202788,1.13989,1.13989,
29,initial_eval,29,1,False,False,0.0607629,0.0603094,0.000453513,0.0926938,0.0931613,0.0237674,0.0237809,0.0603169,0.0607704,True,0.09306628125,0.0607629,0.0603094,0.000453513,True,0.0930638,0.0933417,0.093064,0.0929461,0.0929134,0.0929153,0.0932992,0.0932845,0.0929144,0.0929161,0.092946,0.0929134,0.0930693,0.0934276,0.0931312,0.0929145,0.338552,0.338534,1.13993,1.13993,
30,initial_eval,30,1,False,False,0.0832918,0.08274,0.000551829,0.115812,0.116381,0.0126372,0.0126389,0.0827463,0.0832981,True,0.12378612499999998,0.0832918,0.08274,0.000551829,True,0.124766,0.124678,0.119985,0.127554,0.122788,0.121825,0.125422,0.124246,0.120272,0.126894,0.122432,0.122277,0.124836,0.124861,0.120077,0.127665,0.337577,0.337573,1.1396,1.13959,
31,initial_eval,31,1,False,False,0.0707349,0.0702216,0.000513311,0.102912,0.103441,-0.00170888,-0.00172222,0.0702285,0.0707417,True,0.10629131250000001,0.0707349,0.0702216,0.000513311,True,0.106041,0.110844,0.103932,0.106485,0.105646,0.104019,0.109421,0.105448,0.103551,0.107444,0.104548,0.105455,0.106064,0.11126,0.103997,0.106506,0.336022,0.336007,1.13993,1.13993,
32,train,0,0,True,True,0.0597645,0.0602092,-0.000444786,0.092132,0.0925905,0.023755,0.0237697,0.0597721,0.0602169,False,0.09236205,0.0597645,0.0602092,-0.000444786,False,0.0923782,0.0923483,0.09235,0.0923794,0.0923473,0.0923492,0.0923807,0.0923782,0.0923484,0.09235,0.0923793,0.0923474,0.0923493,0.0923806,0.0923781,0.0923484,0.338594,0.338574,1.2,3.02775e-07,1.04498
33,train,1,0,True,True,0.0525072,0.0529222,-0.000415033,0.0846498,0.0850778,0.0246303,0.0246288,0.0525153,0.0529303,False,0.08494951249999998,0.0525072,0.0529222,-0.000415033,False,0.0848811,0.0848506,0.0848523,0.0857476,0.0848496,0.0848516,0.0848837,0.084881,0.0848507,0.0848524,0.0848822,0.0848497,0.0848516,0.0848836,0.0848809,0.0853436,0.338913,0.338904,1.2,3.02865e-07,1.04498
34,train,2,0,True,True,0.0485771,0.0489688,-0.00039178,0.0805973,0.0810013,0.025127,0.0251146,0.0485854,0.0489772,False,0.080806125,0.0485771,0.0489688,-0.00039178,False,0.0808164,0.0807863,0.0808839,0.0808176,0.0807853,0.0807872,0.0808189,0.0808163,0.0807864,0.0807881,0.0808175,0.0807854,0.0807873,0.0808188,0.0808162,0.0807864,0.339109,0.339091,1.2,3.02943e-07,1.04498
35,train,3,0,True,True,0.0450364,0.0454115,-0.000375153,0.0769461,0.0773329,0.0259096,0.0258712,0.045045,0.0454202,False,0.07714031249999999,0.0450364,0.0454115,-0.000375153,False,0.0771565,0.0771264,0.0771282,0.0771578,0.0771254,0.0771274,0.0771592,0.0771565,0.0771265,0.0771283,0.0771577,0.0771255,0.0771275,0.0771591,0.0771564,0.0771266,0.339418,0.339373,1.2,3.03047e-07,1.04498
36,train,4,0,True,True,0.0416416,0.0419996,-0.000358035,0.073445,0.0738142,0.0269482,0.0268938,0.0416505,0.0420085,False,0.07363075000000002,0.0416416,0.0419996,-0.000358035,False,0.0736466,0.0736165,0.0736183,0.0736478,0.0736155,0.0736175,0.0736493,0.0736465,0.0736166,0.0736184,0.0736478,0.0736156,0.0736176,0.0736492,0.0736464,0.0736224,0.339851,0.339781,1.2,3.03204e-07,1.04498
37,train,5,0,True,True,0.0480528,0.0484856,-0.000432842,0.080058,0.0805044,0.0281206,0.0280563,0.0480611,0.0484939,False,0.08313379375,0.0480528,0.0484856,-0.000432842,False,0.0831612,0.0859077,0.0811446,0.0852605,0.082038,0.080793,0.0855243,0.0825608,0.0807421,0.0837901,0.08134,0.0815944,0.0832153,0.0862944,0.0812829,0.0854914,0.34021,0.340125,1.2,3.02954e-07,1.04498
38,train,6,0,True,True,0.0352033,0.035528,-0.000324663,0.0668042,0.0671391,0.0292985,0.0292083,0.0352128,0.0355374,False,0.06697245625,0.0352033,0.035528,-0.000324663,False,0.0669886,0.0669586,0.0669605,0.0669899,0.0669576,0.0669596,0.0669913,0.0669885,0.0669587,0.0669605,0.0669898,0.0669576,0.0669597,0.0669912,0.0669884,0.0669588,0.341264,0.34115,1.2,3.0404e-07,1.04498
39,train,7,0,True,True,0.0443563,0.0448259,-0.000469608,0.0762464,0.0767307,0.0303289,0.0302526,0.0443648,0.0448344,False,0.08018598750000001,0.0443563,0.0448259,-0.000469608,False,0.0818238,0.0802361,0.080232,0.0825501,0.0781235,0.0779397,0.0809486,0.081837,0.0772063,0.0801002,0.0786405,0.0774627,0.0820054,0.0805549,0.0805453,0.0827697,0.341536,0.341425,1.2,3.03069e-07,1.04498
40,train,8,0,True,True,0.0293131,0.0296062,-0.000293112,0.0607277,0.0610301,0.0315389,0.0314588,0.029323,0.0296161,False,0.0608991,0.0293131,0.0296062,-0.000293112,False,0.0608958,0.0608658,0.0608677,0.0610643,0.0608647,0.0608669,0.0608986,0.0608957,0.0608659,0.0608678,0.060897,0.0608648,0.0608669,0.0608985,0.0608956,0.0610096,0.343181,0.343019,1.19701,1.1509,0.0294647
41,train,9,0,True,True,0.0293537,0.0296448,-0.000291065,0.0607695,0.0610698,0.0315415,0.0314614,0.0293636,0.0296546,False,0.0609503,0.0293537,0.0296448,-0.000291065,False,0.0609364,0.0609067,0.0611082,0.0609377,0.0609055,0.0609077,0.0610877,0.0609363,0.0609067,0.0609086,0.0609376,0.0609056,0.0609078,0.0609392,0.0609362,0.0610369,0.343176,0.343014,1.18744,1.1417,0.00078515
42,train,10,0,True,True,0.0436032,0.0440545,-0.000451264,0.07547,0.0759353,0.0312662,0.0311863,0.0436118,0.044063,False,0.08044574375,0.0436032,0.0440545,-0.000451264,False,0.0819508,0.0807497,0.077105,0.088039,0.0784553,0.0774105,0.0819124,0.0792668,0.0781718,0.0808826,0.0782423,0.0775574,0.0803193,0.0810481,0.0772773,0.0887436,0.341657,0.341592,1.2,3.031e-07,1.04498
43,train,11,0,True,True,0.0255939,0.0258755,-0.000281539,0.0568907,0.0571812,0.0331243,0.0330388,0.0256038,0.0258854,False,0.057369293750000015,0.0255939,0.0258755,-0.000281539,False,0.0570701,0.0572552,0.0570241,0.0599294,0.0570206,0.0570231,0.0570572,0.0570539,0.057022,0.0570241,0.0570553,0.0570207,0.0570232,0.0570794,0.0570538,0.0591966,0.347861,0.347091,1.19701,1.1509,0.0278584
44,train,12,0,True,True,0.0242993,0.0245627,-0.000263428,0.0555543,0.0558262,0.0331421,0.0330565,0.0243097,0.0245731,False,0.055698806249999996,0.0242993,0.0245627,-0.000263428,False,0.0557069,0.0557667,0.0556792,0.0557438,0.055676,0.0556783,0.0557099,0.0557068,0.0556773,0.0556793,0.0557082,0.0556761,0.0556784,0.0557098,0.0557068,0.0556774,0.385716,0.369224,1.18744,1.1417,0.000742658
45,train,13,0,True,True,0.0272808,0.0276171,-0.000336289,0.0586317,0.0589787,0.0331347,0.0330492,0.0272904,0.0276266,False,0.05960299374999999,0.0272808,0.0276171,-0.000336289,False,0.0608974,0.0609692,0.0587908,0.0606033,0.0587866,0.0587896,0.0606982,0.0588477,0.0587883,0.0590759,0.0588286,0.0587867,0.0589175,0.0612455,0.0588267,0.0607959,0.346079,0.345629,1.17795,1.13993,2.54124e-05
46,train,14,0,True,True,0.0245414,0.0248104,-0.000268956,0.0558043,0.0560818,0.0331427,0.0330572,0.0245517,0.0248206,False,0.056013793750000006,0.0245414,0.0248104,-0.000268956,False,0.0559601,0.0563724,0.0559318,0.0566198,0.0559285,0.0559309,0.0559632,0.05596,0.0559298,0.0559318,0.0559614,0.0559286,0.0559336,0.0559631,0.0559736,0.0559321,0.370915,0.353948,1.16854,1.13993,6.44271e-06
47,train,15,0,True,True,0.0246554,0.0249296,-0.000274157,0.055922,0.0562049,0.0331462,0.0330606,0.0246656,0.0249397,False,0.056163862499999995,0.0246554,0.0249296,-0.000274157,False,0.0560809,0.0560498,0.0560519,0.0571555,0.0560486,0.056051,0.056084,0.0560808,0.0560499,0.056052,0.0560822,0.0560487,0.0560511,0.0560839,0.0560807,0.0565708,0.364002,0.349745,1.1592,1.13993,5.94101e-06
48,train,16,1,True,True,0.0520607,0.0513419,0.000718812,0.0834504,0.0841915,0.0378448,0.0377526,0.0513501,0.0520689,True,0.09677565625,0.0520607,0.0513419,0.000718812,True,0.0992591,0.0983875,0.0924324,0.10176,0.0948728,0.0923381,0.100524,0.0981235,0.0900535,0.0993,0.0943201,0.0929396,0.0996365,0.099183,0.0930974,0.102183,0.312884,0.313478,1.2,3.02879e-07,0.005916
49,train,17,1,True,True,0.0266689,0.0263713,0.000297648,0.0576929,0.0580001,0.0331141,0.0330286,0.0263809,0.0266785,True,0.058368231249999986,0.0266689,0.0263713,0.000297648,True,0.0583395,0.0585331,0.0596004,0.0578733,0.0578705,0.0578351,0.059321,0.0589066,0.0578316,0.0578339,0.0578671,0.0578302,0.0586596,0.0587801,0.0587941,0.0580156,0.346578,0.346042,1.19701,1.1509,0.00897873
50,train,18,1,True,True,0.0453092,0.0447134,0.00059578,0.0766151,0.0772296,0.00499665,0.00496479,0.0447219,0.0453177,True,0.08507546875000001,0.0453092,0.0447134,0.00059578,True,0.0864256,0.0896556,0.082142,0.0870333,0.0832408,0.0807736,0.0894551,0.0855403,0.0791325,0.086463,0.0822224,0.0820781,0.0866838,0.0904831,0.0826153,0.087263,0.343558,0.343319,1.2,3.0305e-07,0.0114339
51,train,19,1,True,True,0.0604771,0.0595925,0.00088457,0.0919566,0.0928685,0.0161989,0.0161153,0.0596003,0.0604848,True,0.11574350000000001,0.0604771,0.0595925,0.00088457,True,0.117236,0.118669,0.104969,0.125407,0.114833,0.110249,0.12136,0.115886,0.106874,0.121692,0.112228,0.113309,0.117765,0.119736,0.105425,0.126258,0.338917,0.338853,1.2,3.02772e-07,0.00435637
52,train,20,1,True,True,0.0588775,0.0580526,0.000824922,0.0903691,0.0912195,5.46975e-06,-1.83881e-05,0.0580604,0.0588853,True,0.11170825,0.0588775,0.0580526,0.000824922,True,0.113152,0.114259,0.101747,0.121461,0.110765,0.106083,0.117113,0.111399,0.103825,0.11696,0.108335,0.108911,0.113619,0.115217,0.102149,0.122337,0.338884,0.338799,1.2,3.02788e-07,0.00532476
53,train,21,1,True,True,0.03663,0.0361339,0.000496038,0.0677662,0.0682779,0.032911,0.032826,0.0361429,0.0366389,True,0.07177678750000001,0.03663,0.0361339,0.000496038,True,0.0732064,0.0743797,0.0720944,0.0718913,0.0694783,0.068949,0.0741089,0.0736204,0.0680569,0.0712923,0.0695574,0.0690146,0.0734451,0.0748602,0.072482,0.0719917,0.342118,0.342027,1.2,3.03782e-07,0.00314196
54,train,22,1,True,True,0.0604493,0.0595643,0.000885016,0.0919276,0.0928399,0.0161787,0.0160949,0.0595721,0.060457,True,0.11572275,0.0604493,0.0595643,0.000885016,True,0.117215,0.118649,0.104944,0.125389,0.114814,0.110225,0.121344,0.115864,0.106851,0.121671,0.112207,0.113288,0.117745,0.119717,0.1054,0.126241,0.338914,0.33885,1.2,3.02773e-07,0.00560591
55,train,23,1,True,True,0.0604401,0.0595549,0.000885164,0.0919179,0.0928304,0.016172,0.0160882,0.0595627,0.0604478,True,0.1157155625,0.0604401,0.0595549,0.000885164,True,0.117208,0.118643,0.104935,0.125383,0.114807,0.110217,0.121338,0.115856,0.106843,0.121664,0.112199,0.113281,0.117738,0.119711,0.105391,0.126235,0.338913,0.338849,1.2,3.02773e-07,0.00467757
56,train,24,1,True,True,0.0268016,0.0264873,0.000314277,0.0578124,0.0581367,0.0331317,0.0330462,0.026497,0.0268112,True,0.0585506,0.0268016,0.0264873,0.000314277,True,0.0585497,0.0594635,0.0589835,0.0580147,0.0579661,0.0579601,0.0595518,0.0591339,0.0579589,0.0580005,0.0579964,0.0579574,0.0586538,0.0596449,0.0589193,0.0580551,0.34657,0.346035,1.19701,1.1509,0.00908322
57,train,25,1,True,True,0.0588445,0.0579946,0.00084991,0.0903093,0.0911855,0.0209942,0.0209154,0.0580025,0.0588524,True,0.11153624999999999,0.0588445,0.0579946,0.00084991,True,0.11349,0.113682,0.102414,0.12014,0.110478,0.106297,0.116689,0.112039,0.103318,0.116651,0.108467,0.108542,0.113984,0.114607,0.102904,0.120878,0.33989,0.33981,1.2,3.02788e-07,0.00654601
58,train,26,1,True,True,0.0353314,0.0348576,0.000473768,0.0664494,0.0669382,0.0329631,0.0328781,0.0348667,0.0353404,True,0.06998230625,0.0353314,0.0348576,0.000473768,True,0.0709697,0.0732742,0.0699514,0.0696997,0.0679,0.0672327,0.0729076,0.0712942,0.0666685,0.0695202,0.0677299,0.0675653,0.0711752,0.073758,0.0702945,0.0697758,0.342435,0.342318,1.2,3.09059e-07,0.00334713
59,train,27,1,True,True,0.060403,0.0595172,0.000885756,0.0918791,0.0927922,0.0161452,0.0160613,0.0595251,0.0604108,True,0.11568775,0.060403,0.0595172,0.000885756,True,0.11718,0.118616,0.104902,0.125359,0.114782,0.110185,0.121316,0.115826,0.106811,0.121636,0.11217,0.113253,0.117711,0.119686,0.105358,0.126213,0.338909,0.338845,1.2,3.02773e-07,0.00560063
60,train,28,1,True,True,0.0536901,0.0530294,0.000660782,0.0851903,0.0858716,0.0444365,0.0443327,0.0530374,0.0536982,True,0.10057415,0.0536901,0.0530294,0.000660782,True,0.10085,0.102711,0.0921271,0.112498,0.09901,0.0943312,0.105154,0.0987677,0.0954653,0.10375,0.0966104,0.0970916,0.101158,0.103486,0.0923961,0.11378,0.242813,0.244115,1.2,3.02853e-07,0.00467896
61,train,29,1,True,True,0.029843,0.0294569,0.00038608,0.0608771,0.0612755,0.0331032,0.0330178,0.0294661,0.0298522,True,0.06250186249999999,0.029843,0.0294569,0.00038608,True,0.0629515,0.0644142,0.0630211,0.0616196,0.0611264,0.0610617,0.0642569,0.0639407,0.0610565,0.0615907,0.0611451,0.0610944,0.0631248,0.0647273,0.0632808,0.0616181,0.344477,0.344167,1.19701,1.15086,0.00869188
62,train,30,1,True,True,0.0603752,0.059489,0.000886202,0.09185,0.0927636,0.0161252,0.0160411,0.0594968,0.060383,True,0.1156668125,0.0603752,0.059489,0.000886202,True,0.11716,0.118596,0.104876,0.125342,0.114763,0.110161,0.1213,0.115803,0.106787,0.121615,0.112148,0.113231,0.117691,0.119667,0.105333,0.126196,0.338907,0.338843,1.2,3.02773e-07,0.00598039
63,train,31,1,True,True,0.0478884,0.0472626,0.000625786,0.079244,0.0798893,0.0301011,0.0299765,0.047271,0.0478968,True,0.0899462375,0.0478884,0.0472626,0.000625786,True,0.0890773,0.102003,0.0832258,0.0905723,0.0890389,0.0836294,0.0988464,0.0875096,0.0822063,0.0923115,0.0852987,0.0884616,0.0892787,0.103415,0.083457,0.0908083,0.342503,0.342353,1.2,3.0297e-07,0.00638591
