cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_0500ps,other_out_0500ps,margin_0500ps,correct_0500ps,target_out_0750ps,other_out_0750ps,margin_0750ps,correct_0750ps,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1250ps,other_out_1250ps,margin_1250ps,correct_1250ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_1750ps,other_out_1750ps,margin_1750ps,correct_1750ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4050ps,other_out_4050ps,margin_4050ps,correct_4050ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,target_out_5500ps,other_out_5500ps,margin_5500ps,correct_5500ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
10,initial_eval,10,1,False,False,7.64273e-25,7.24487e-25,3.97853e-26,4.44438e-32,4.39056e-32,0.00617322,0.00609852,0.112329,0.11734,True,2.1966025e-24,7.64273e-25,7.24487e-25,3.97853e-26,True,0.11736,0.112348,0.00501194,True,0.117358,0.112346,0.00501187,True,0.117357,0.112345,0.00501181,True,0.117355,0.112343,0.00501175,True,0.117354,0.112342,0.00501169,True,0.117352,0.112341,0.00501162,True,0.117349,0.112338,0.0050115,True,0.117347,0.112335,0.00501138,True,0.117343,0.112332,0.00501125,True,0.11734,0.112329,0.00501111,True,0.117337,0.112326,0.00501099,True,0.117335,0.112324,0.00501087,True,0.117332,0.112321,0.00501074,True,2.34011e-24,2.27894e-24,1.72554e-24,2.63071e-24,2.01874e-24,1.95973e-24,2.34011e-24,2.27894e-24,0.33747,0.337439,1.1397,1.13969
11,initial_eval,11,1,False,False,7.8735e-25,7.47604e-25,3.97459e-26,4.44452e-32,4.3907e-32,0.00617342,0.00609872,0.112328,0.117339,True,2.19657375e-24,7.8735e-25,7.47604e-25,3.97459e-26,True,0.117358,0.112346,0.00501194,True,0.117357,0.112345,0.00501188,True,0.117355,0.112344,0.00501181,True,0.117354,0.112342,0.00501175,True,0.117352,0.112341,0.00501169,True,0.117351,0.112339,0.00501162,True,0.117348,0.112337,0.0050115,True,0.117345,0.112334,0.00501139,True,0.117342,0.112331,0.00501125,True,0.117339,0.112328,0.00501111,True,0.117336,0.112325,0.005011,True,0.117333,0.112322,0.00501087,True,0.11733,0.11232,0.00501075,True,2.34008e-24,2.27891e-24,1.72552e-24,2.63067e-24,2.01872e-24,1.9597e-24,2.34008e-24,2.27891e-24,0.33747,0.337439,1.13973,1.13972
12,train,0,0,True,True,7.47596e-25,7.87342e-25,-3.9746e-26,4.44466e-32,4.39084e-32,0.00659813,0.00632928,0.155487,0.162799,False,2.19655875e-24,7.47596e-25,7.87342e-25,-3.9746e-26,False,0.12968,0.135886,-0.00620615,False,0.154089,0.161302,-0.00721235,False,0.154911,0.162173,-0.00726203,False,0.155176,0.162457,-0.00728162,False,0.155302,0.162595,-0.0072923,False,0.155375,0.162675,-0.0072991,False,0.155455,0.162762,-0.00730733,False,0.155492,0.162804,-0.00731179,False,0.155491,0.162803,-0.00731199,False,0.155487,0.162799,-0.00731179,False,0.155484,0.162795,-0.00731162,False,0.15548,0.162791,-0.00731144,False,0.155476,0.162787,-0.00731125,False,2.34007e-24,2.27889e-24,1.7255e-24,2.63066e-24,2.0187e-24,1.95969e-24,2.34007e-24,2.27889e-24,0.33612,0.336109,0.560849,1.19999
13,train,1,0,True,True,1.11705e-24,1.10884e-24,8.21251e-27,4.78984e-32,4.82574e-32,0.00837783,0.00836503,0.13601,0.135546,True,2.25203125e-25,1.11705e-24,1.10884e-24,8.21251e-27,True,0.127406,0.126475,0.000931071,True,0.136031,0.135567,0.000463961,True,0.136029,0.135565,0.000463955,True,0.136027,0.135563,0.000463949,True,0.136026,0.135562,0.000463943,True,0.136024,0.13556,0.000463938,True,0.13602,0.135556,0.000463926,True,0.136017,0.135553,0.000463915,True,0.136014,0.13555,0.000463903,True,0.13601,0.135546,0.00046389,True,0.136007,0.135543,0.000463879,True,0.136003,0.135539,0.000463868,True,0.136,0.135536,0.000463856,True,1.69801e-25,5.05919e-25,-1.15877e-70,5.32092e-25,2.31571e-71,2.58678e-25,1.46911e-25,1.88224e-25,0.338445,0.338424,1.19999,0.718807
14,train,2,0,True,True,9.47133e-25,8.96952e-25,5.01812e-26,6.00135e-32,6.13666e-32,0.0146683,0.0146955,0.12447,0.118863,True,4.313018e-25,9.47133e-25,8.96952e-25,5.01812e-26,True,0.12449,0.118882,0.0056085,True,0.124489,0.118881,0.00560787,True,0.124487,0.118879,0.0056078,True,0.124485,0.118878,0.00560773,True,0.124484,0.118876,0.00560766,True,0.124482,0.118875,0.00560759,True,0.124479,0.118872,0.00560745,True,0.124476,0.118869,0.00560732,True,0.124473,0.118866,0.00560717,True,0.12447,0.118863,0.00560701,True,0.124467,0.11886,0.00560689,True,0.124464,0.118857,0.00560675,True,0.12446,0.118854,0.0056066,True,5.94271e-25,5.97018e-25,1.80583e-26,1.12904e-24,9.29161e-26,5.24503e-25,2.77388e-25,2.1722e-25,0.342961,0.343115,0.198607,1.2
15,train,3,0,True,True,8.27648e-25,7.56604e-25,7.10443e-26,8.69847e-33,9.81611e-33,-0.00129151,-0.000945985,0.157417,0.146909,True,1.1006891250000001e-24,8.27648e-25,7.56604e-25,7.10443e-26,True,0.130637,0.121233,0.00940415,True,0.156586,0.145971,0.0106146,True,0.157183,0.146616,0.0105672,True,0.157328,0.146783,0.0105451,True,0.157382,0.14685,0.0105324,True,0.157406,0.146882,0.0105241,True,0.157423,0.146909,0.0105141,True,0.157425,0.146917,0.0105088,True,0.157421,0.146913,0.0105081,True,0.157417,0.146909,0.0105078,True,0.157414,0.146906,0.0105076,True,0.15741,0.146902,0.0105073,True,0.157406,0.146899,0.0105071,True,1.52787e-24,1.0029e-24,1.00273e-24,1.24123e-24,8.17431e-25,9.86042e-25,1.07752e-24,1.14979e-24,0.336007,0.336131,1.2,0.468865
16,train,4,0,True,True,1.14021e-24,9.83876e-25,1.56336e-25,-9.52188e-33,-4.93802e-33,0.000903158,0.0015055,0.150609,0.13318,True,3.053135e-25,1.14021e-24,9.83876e-25,1.56336e-25,True,0.13227,0.116563,0.015707,True,0.150627,0.13319,0.0174367,True,0.15063,0.133199,0.0174316,True,0.150628,0.133197,0.0174314,True,0.150627,0.133195,0.0174312,True,0.150625,0.133194,0.017431,True,0.150621,0.13319,0.0174305,True,0.150617,0.133187,0.0174301,True,0.150613,0.133184,0.0174297,True,0.150609,0.13318,0.0174292,True,0.150606,0.133177,0.0174288,True,0.150602,0.133174,0.0174283,True,0.150598,0.13317,0.0174279,True,2.49979e-25,4.45188e-25,2.60528e-25,4.20703e-25,1.12916e-25,3.72549e-25,2.76091e-25,3.04554e-25,0.337038,0.337341,0.169215,1.2
17,train,5,0,True,True,1.07394e-24,8.78703e-25,1.95234e-25,6.3906e-33,1.22109e-32,-0.00183816,-0.000968186,0.154907,0.132029,True,3.966016250000001e-25,1.07394e-24,8.78703e-25,1.95234e-25,True,0.132373,0.111929,0.0204436,True,0.154819,0.131891,0.0229281,True,0.154928,0.132042,0.022886,True,0.154927,0.132046,0.022881,True,0.154925,0.132044,0.0228808,True,0.154923,0.132043,0.0228805,True,0.154919,0.132039,0.0228799,True,0.154916,0.132036,0.0228794,True,0.154912,0.132033,0.0228787,True,0.154907,0.132029,0.0228781,True,0.154904,0.132026,0.0228776,True,0.1549,0.132023,0.022877,True,0.154896,0.13202,0.0228765,True,4.61618e-25,2.80209e-25,6.37302e-25,2.16551e-25,2.90916e-25,3.36797e-25,5.0112e-25,4.483e-25,0.336455,0.33674,0.162351,1.2
18,train,6,1,True,True,8.70771e-25,1.11363e-24,-2.42863e-25,-1.35571e-32,-5.74849e-33,0.00606487,0.00667942,0.114703,0.0942126,False,3.60278125e-25,8.70771e-25,1.11363e-24,-2.42863e-25,False,0.0942282,0.114722,-0.0204936,False,0.094227,0.11472,-0.0204933,False,0.0942258,0.114719,-0.0204931,False,0.0942247,0.114717,-0.0204928,False,0.0942235,0.114716,-0.0204926,False,0.0942223,0.114715,-0.0204923,False,0.0942199,0.114712,-0.0204918,False,0.0942178,0.114709,-0.0204913,False,0.0942152,0.114706,-0.0204908,False,0.0942126,0.114703,-0.0204902,False,0.0942105,0.1147,-0.0204898,False,0.0942081,0.114697,-0.0204892,False,0.0942058,0.114694,-0.0204887,False,4.36884e-25,4.13151e-25,4.35872e-25,1.86932e-25,2.04225e-25,3.10096e-25,4.20552e-25,4.74513e-25,0.33734,0.337748,0.0113577,1.2
19,train,7,1,True,True,6.01622e-25,7.46139e-25,-1.44516e-25,5.69863e-32,4.43233e-32,0.0079085,0.00615523,0.112668,0.0936388,False,2.1872075e-24,6.01622e-25,7.46139e-25,-1.44516e-25,False,0.0936543,0.112686,-0.0190319,False,0.0936531,0.112685,-0.0190316,False,0.093652,0.112683,-0.0190314,False,0.0936508,0.112682,-0.0190312,False,0.0936496,0.112681,-0.0190309,False,0.0936485,0.112679,-0.0190307,False,0.0936461,0.112676,-0.0190302,False,0.093644,0.112674,-0.0190298,False,0.0936414,0.112671,-0.0190293,False,0.0936388,0.112668,-0.0190287,False,0.0936367,0.112665,-0.0190283,False,0.0936344,0.112662,-0.0190278,False,0.093632,0.112659,-0.0190273,False,2.33209e-24,2.26766e-24,1.71892e-24,2.61816e-24,2.01139e-24,1.94969e-24,2.33209e-24,2.26766e-24,0.338228,0.337142,0.00113462,1.2
20,train,8,1,True,True,7.00252e-25,7.37743e-25,-3.74911e-26,8.42197e-32,3.15811e-32,0.00396131,0.0101036,0.135258,0.116885,False,2.1855925e-24,7.00252e-25,7.37743e-25,-3.74911e-26,False,0.107005,0.127079,-0.0200747,False,0.116903,0.135279,-0.018376,False,0.116901,0.135277,-0.0183757,False,0.1169,0.135275,-0.0183755,False,0.116898,0.135273,-0.0183753,False,0.116897,0.135272,-0.0183751,False,0.116894,0.135268,-0.0183746,False,0.116891,0.135265,-0.0183742,False,0.116888,0.135262,-0.0183737,False,0.116885,0.135258,-0.0183732,False,0.116882,0.135255,-0.0183727,False,0.116879,0.135251,-0.0183723,False,0.116876,0.135248,-0.0183718,False,2.33065e-24,2.26578e-24,1.71773e-24,2.61607e-24,2.01007e-24,1.94801e-24,2.33065e-24,2.26578e-24,0.340553,0.338385,0.160384,1.2
21,train,9,1,True,True,7.93179e-25,9.03571e-25,-1.10392e-25,2.90302e-32,7.30711e-32,0.0116018,0.00440812,0.102409,0.106522,False,5.518682500000001e-25,7.93179e-25,9.03571e-25,-1.10392e-25,False,0.0918452,0.102426,-0.0105808,False,0.101398,0.102425,-0.00102697,False,0.104033,0.102423,0.00160944,True,0.105054,0.102422,0.00263215,True,0.105592,0.102421,0.00317141,True,0.105923,0.10242,0.00350388,True,0.106309,0.102417,0.00389214,True,0.106509,0.102415,0.00409426,True,0.106525,0.102412,0.00411265,True,0.106522,0.102409,0.00411254,True,0.106519,0.102407,0.00411244,True,0.106516,0.102404,0.00411234,True,0.106514,0.102402,0.00411224,True,5.50644e-25,7.95997e-25,5.87963e-25,3.16206e-25,4.041e-25,3.60769e-25,7.79723e-25,6.19544e-25,0.37546,0.335267,1.2,0.177351
22,train,10,1,True,True,1.09014e-24,6.6761e-25,4.22528e-25,-1.1478e-32,6.12972e-31,-0.00159435,0.0895165,0.103102,0.152879,True,2.18231875e-24,1.09014e-24,6.6761e-25,4.22528e-25,True,0.107947,0.103119,0.00482783,True,0.147221,0.103117,0.044104,True,0.150288,0.103116,0.0471719,True,0.151379,0.103115,0.048264,True,0.151937,0.103114,0.0488235,True,0.152276,0.103112,0.0491637,True,0.152667,0.10311,0.0495568,True,0.152867,0.103107,0.0497598,True,0.152883,0.103105,0.0497788,True,0.152879,0.103102,0.0497774,True,0.152876,0.103099,0.0497763,True,0.152872,0.103097,0.0497751,True,0.152868,0.103094,0.0497738,True,2.32771e-24,2.26198e-24,1.71532e-24,2.61184e-24,2.0074e-24,1.94461e-24,2.32771e-24,2.26198e-24,0.724559,0.00609699,1.2,0.0926123
23,train,11,1,True,True,1.09257e-24,6.58395e-25,4.34171e-25,-1.41584e-32,6.70537e-31,-0.00196664,0.0987246,0.102559,0.153121,True,2.18179625e-24,1.09257e-24,6.58395e-25,4.34171e-25,True,0.109621,0.102576,0.007045,True,0.147651,0.102575,0.0450757,True,0.150588,0.102574,0.0480142,True,0.151647,0.102572,0.0490746,True,0.152193,0.102571,0.0496218,True,0.152526,0.10257,0.0499558,True,0.152911,0.102567,0.0503433,True,0.153109,0.102565,0.0505439,True,0.153125,0.102562,0.0505627,True,0.153121,0.102559,0.0505613,True,0.153117,0.102557,0.0505601,True,0.153113,0.102554,0.0505589,True,0.153109,0.102552,0.0505576,True,2.32749e-24,2.26126e-24,1.7148e-24,2.6113e-24,2.00699e-24,1.94379e-24,2.32749e-24,2.26125e-24,0.765522,0.00521109,1.2,0.0823653
24,train,0,0,True,True,6.44205e-25,1.09169e-24,-4.47483e-25,-1.40774e-32,6.71594e-31,0.00401081,0.0351365,0.139535,0.137658,False,2.18014375e-24,6.44205e-25,1.09169e-24,-4.47483e-25,False,0.114847,0.106167,0.00868019,True,0.138281,0.134469,0.00381243,True,0.139029,0.13617,0.00285876,True,0.139265,0.136791,0.00247406,True,0.139377,0.137113,0.00226404,True,0.13944,0.137309,0.00213099,True,0.139508,0.137537,0.00197101,True,0.13954,0.137654,0.00188518,True,0.139539,0.137662,0.00187711,True,0.139535,0.137658,0.00187705,True,0.139532,0.137655,0.00187701,True,0.139528,0.137651,0.00187696,True,0.139525,0.137648,0.00187692,True,2.32601e-24,2.25934e-24,1.71358e-24,2.60916e-24,2.00563e-24,1.94208e-24,2.32601e-24,2.25934e-24,0.336032,0.316776,1.19999,0.635095
25,train,1,0,True,True,9.76629e-25,9.18476e-25,5.81529e-26,2.94568e-32,2.55223e-31,-0.00396402,0.0370537,0.12169,0.132845,True,2.2192675000000003e-25,9.76629e-25,9.18476e-25,5.81529e-26,True,0.115978,0.105064,0.0109142,True,0.121708,0.129701,-0.0079924,False,0.121707,0.13137,-0.00966279,False,0.121705,0.131983,-0.0102781,False,0.121704,0.132302,-0.0105985,False,0.121702,0.132497,-0.0107953,False,0.121699,0.132724,-0.011025,False,0.121696,0.132841,-0.0111449,False,0.121693,0.132849,-0.0111556,False,0.12169,0.132845,-0.0111553,False,0.121687,0.132842,-0.011155,False,0.121684,0.132839,-0.0111547,False,0.121681,0.132835,-0.0111545,False,1.62653e-25,5.08897e-25,6.49111e-73,5.2872e-25,7.59744e-73,2.50589e-25,1.43915e-25,1.8064e-25,0.338774,0.305515,1.2,0.177989
26,train,2,0,True,True,8.21731e-25,8.77585e-25,-5.58533e-26,-2.89725e-32,2.67513e-31,-0.00302639,0.0426126,0.109418,0.128284,False,4.2121419375000005e-25,8.21731e-25,8.77585e-25,-5.58533e-26,False,0.109436,0.0990882,0.010348,True,0.109435,0.125122,-0.0156869,False,0.109433,0.126804,-0.0173701,False,0.109432,0.12742,-0.017988,False,0.109431,0.12774,-0.0183093,False,0.109429,0.127936,-0.0185064,False,0.109427,0.128163,-0.0187362,False,0.109424,0.12828,-0.0188559,False,0.109421,0.128288,-0.0188665,False,0.109418,0.128284,-0.018866,False,0.109416,0.128281,-0.0188655,False,0.109413,0.128278,-0.0188651,False,0.10941,0.128275,-0.0188646,False,5.78198e-25,5.89483e-25,8.44665e-27,1.13182e-24,8.37539e-26,5.06379e-25,2.68534e-25,2.03099e-25,0.355412,0.253424,1.2,0.149704
27,train,3,0,True,True,7.38415e-25,8.43523e-25,-1.05109e-25,-2.38593e-32,2.77885e-31,-0.00157775,0.0369626,0.142533,0.124145,False,1.0768510000000002e-24,7.38415e-25,8.43523e-25,-1.05109e-25,False,0.118494,0.0960604,0.0224333,True,0.141831,0.120997,0.020834,True,0.142359,0.122668,0.0196904,True,0.142478,0.123282,0.0191958,True,0.142519,0.123601,0.0189173,True,0.142534,0.123797,0.0187377,True,0.142542,0.124023,0.0185188,True,0.142541,0.12414,0.0184004,True,0.142537,0.124148,0.0183889,True,0.142533,0.124145,0.0183884,True,0.14253,0.124142,0.018388,True,0.142526,0.124139,0.0183875,True,0.142523,0.124136,0.018387,True,1.51427e-24,9.73901e-25,9.88742e-25,1.20692e-24,7.88722e-25,9.66873e-25,1.04866e-24,1.12672e-24,0.33587,0.306251,0.165055,1.2
28,train,4,0,True,True,1.00353e-24,8.12792e-25,1.90736e-25,-1.10499e-32,2.66939e-31,-0.00666704,0.0376257,0.135113,0.120363,True,2.9841574999999997e-25,1.00353e-24,8.12792e-25,1.90736e-25,True,0.118293,0.09212,0.0261726,True,0.135133,0.117213,0.0179195,True,0.135132,0.118886,0.0162466,True,0.13513,0.1195,0.0156306,True,0.135129,0.119819,0.0153098,True,0.135127,0.120014,0.0151127,True,0.135124,0.120241,0.0148826,True,0.135121,0.120358,0.0147624,True,0.135117,0.120366,0.0147509,True,0.135113,0.120363,0.0147505,True,0.13511,0.12036,0.0147501,True,0.135107,0.120357,0.0147498,True,0.135103,0.120354,0.0147494,True,2.46015e-25,4.41077e-25,2.54873e-25,4.10344e-25,1.06807e-25,3.5998e-25,2.72206e-25,2.96024e-25,0.336803,0.301662,0.169561,1.2
