cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4000ps,other_out_4000ps,margin_4000ps,correct_4000ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
10,initial_eval,10,1,False,False,0.0568802,0.0123733,0.0445069,0.0457664,0.093783,0.0133525,0.0141124,0.0151424,0.062497,True,0.25205325,0.0568802,0.0123733,0.0445069,True,0.0610103,0.0142138,0.0467965,True,0.0618953,0.0147417,0.0471536,True,0.062281,0.0149891,0.047292,True,0.0624796,0.0151207,0.0473589,True,0.0624987,0.0151429,0.0473559,True,0.0624972,0.0151425,0.0473547,True,0.0624956,0.0151421,0.0473535,True,0.062494,0.0151417,0.0473523,True,0.263787,0.259174,0.213503,0.284568,0.238662,0.233771,0.263787,0.259174,0.87061,0.336121,-8.00054e-58,-6.61414e-122
11,initial_eval,11,1,False,False,0.0568793,0.0123727,0.0445066,0.0457658,0.0937822,0.0133526,0.0141126,0.0151419,0.0624962,True,0.25205075,0.0568793,0.0123727,0.0445066,True,0.0610094,0.0142133,0.0467962,True,0.0618945,0.0147411,0.0471533,True,0.0622802,0.0149886,0.0472916,True,0.0624787,0.0151201,0.0473586,True,0.0624979,0.0151423,0.0473555,True,0.0624963,0.015142,0.0473544,True,0.0624947,0.0151416,0.0473532,True,0.0624932,0.0151412,0.047352,True,0.263785,0.259171,0.213501,0.284566,0.238659,0.233768,0.263785,0.259171,0.870633,0.336121,-7.53137e-58,-6.70971e-122
12,final_eval,0,0,False,False,0.0202544,-4.3315e-26,0.0202544,0.0341567,0.00835252,0.0285623,0.00951541,0.0202513,-4.33083e-26,True,0.0344563625,0.0202544,-4.3315e-26,0.0202544,True,0.0202539,-4.33139e-26,0.0202539,True,0.0202534,-4.33128e-26,0.0202534,True,0.0202529,-4.33117e-26,0.0202529,True,0.0202524,-4.33107e-26,0.0202524,True,0.0202519,-4.33095e-26,0.0202519,True,0.0202514,-4.33085e-26,0.0202514,True,0.0202509,-4.33074e-26,0.0202509,True,0.0202503,-4.33063e-26,0.0202503,True,0.0262312,0.0768061,-1.94997e-25,0.0805321,-2.2734e-25,0.0404075,0.0224328,0.0292412,1.18074,1.2,-1.21211e-87,1.07711e-44
13,final_eval,1,0,False,False,0.0285802,2.67395e-50,0.0285802,0.0624189,0.00713572,0.0344193,0.00818794,0.0301755,2.67354e-50,True,0.0632649925,0.0285802,2.67395e-50,0.0285802,True,0.0298217,2.67388e-50,0.0298217,True,0.0300425,2.67381e-50,0.0300425,True,0.0301304,2.67374e-50,0.0301304,True,0.030173,2.67368e-50,0.030173,True,0.0301763,2.67361e-50,0.0301763,True,0.0301756,2.67354e-50,0.0301756,True,0.0301748,2.67348e-50,0.0301748,True,0.0301741,2.67341e-50,0.0301741,True,0.0893532,0.0895455,0.00196714,0.154014,0.0137974,0.0799005,0.0433717,0.0341705,0.332771,1.2,2.90076e-87,1.77231e-92
14,final_eval,2,0,False,False,0.0135304,0.00793177,0.0055986,0.036453,0.0426732,0.00684731,0.0131211,0.0135283,0.0130731,True,0.150884625,0.0135304,0.00793177,0.0055986,True,0.01353,0.0115605,0.00196953,True,0.0135297,0.0124393,0.0010904,True,0.0135294,0.0128307,0.000698671,True,0.013529,0.0130339,0.000495107,True,0.0135287,0.0130735,0.000455209,True,0.0135283,0.0130731,0.000455198,True,0.013528,0.0130728,0.000455187,True,0.0135277,0.0130725,0.000455175,True,0.195314,0.140802,0.140269,0.167137,0.118722,0.138555,0.149232,0.157046,1.13928,0.948644,4.773e-135,2.06232e-123
15,final_eval,3,0,False,False,0.0219435,-8.35062e-27,0.0219435,0.030555,0.0063981,0.0191135,0.00788155,0.0219402,-8.34934e-27,True,0.047504050000000006,0.0219435,-8.35062e-27,0.0219435,True,0.021943,-8.35041e-27,0.021943,True,0.0219424,-8.3502e-27,0.0219424,True,0.0219419,-8.34999e-27,0.0219419,True,0.0219414,-8.3498e-27,0.0219414,True,0.0219408,-8.34957e-27,0.0219408,True,0.0219402,-8.34936e-27,0.0219402,True,0.0219397,-8.34915e-27,0.0219397,True,0.0219391,-8.34894e-27,0.0219391,True,0.0390854,0.0684212,0.0408677,0.0651975,0.0172007,0.0582778,0.0431568,0.0478253,1.19775,1.2,-6.51655e-143,3.09329e-74
16,final_eval,4,0,False,False,0.0180214,5.15505e-51,0.0180214,0.016764,0.0183864,0.0123933,0.0193335,0.0180186,5.15427e-51,True,0.061080262499999996,0.0180214,5.15505e-51,0.0180214,True,0.0180209,5.15493e-51,0.0180209,True,0.0180205,5.1548e-51,0.0180205,True,0.01802,5.15467e-51,0.01802,True,0.0180196,5.15455e-51,0.0180196,True,0.0180191,5.15441e-51,0.0180191,True,0.0180187,5.15428e-51,0.0180187,True,0.0180182,5.15415e-51,0.0180182,True,0.0180178,5.15402e-51,0.0180178,True,0.0705183,0.0445883,0.0951468,0.0342168,0.0458537,0.0527787,0.0765603,0.0689792,1.19878,1.2,3.23837e-70,-2.12778e-104
17,final_eval,5,0,False,False,0.0204289,-3.18235e-75,0.0204289,0.017567,0.0137708,0.012501,0.0164385,0.0204258,-3.18186e-75,True,0.05598694999999999,0.0204289,-3.18235e-75,0.0204289,True,0.0204284,-3.18227e-75,0.0204284,True,0.0204279,-3.18219e-75,0.0204279,True,0.0204274,-3.18211e-75,0.0204274,True,0.0204269,-3.18204e-75,0.0204269,True,0.0204263,-3.18195e-75,0.0204263,True,0.0204258,-3.18187e-75,0.0204258,True,0.0204253,-3.18179e-75,0.0204253,True,0.0204248,-3.18171e-75,0.0204248,True,0.0673843,0.0643871,0.0674374,0.0292742,0.0325343,0.0487396,0.0653443,0.0727944,1.19847,1.2,-8.05104e-87,-3.13331e-87
18,final_eval,6,1,False,False,0.0568699,0.0123779,0.044492,0.0457615,0.0937743,0.0133532,0.0141143,0.0151383,0.0624901,True,0.25203025,0.0568699,0.0123779,0.044492,True,0.0610028,0.0142108,0.046792,True,0.0618882,0.0147378,0.0471504,True,0.0622741,0.014985,0.047289,True,0.0624726,0.0151165,0.0473561,True,0.0624918,0.0151387,0.0473531,True,0.0624902,0.0151383,0.0473519,True,0.0624887,0.0151379,0.0473507,True,0.0624871,0.0151376,0.0473495,True,0.263765,0.259149,0.213484,0.284543,0.23864,0.233747,0.263765,0.259149,0.870795,0.336121,-1.32474e-134,-5.15565e-135
19,final_eval,7,1,False,False,0.0568725,0.0123684,0.0445042,0.0457614,0.0937751,0.0133532,0.0141145,0.0151376,0.0624893,True,0.252032375,0.0568725,0.0123684,0.0445042,True,0.0610026,0.0142089,0.0467937,True,0.0618876,0.0147368,0.0471508,True,0.0622734,0.0149843,0.0472891,True,0.0624719,0.0151159,0.0473561,True,0.0624911,0.015138,0.047353,True,0.0624895,0.0151377,0.0473518,True,0.0624879,0.0151373,0.0473506,True,0.0624863,0.0151369,0.0473494,True,0.263767,0.259152,0.213485,0.284544,0.238642,0.23375,0.263767,0.259152,0.870811,0.336121,6.13331e-143,1.69184e-131
20,final_eval,8,1,False,False,0.00206667,0.0132413,-0.0111746,0.0121418,0.0354891,0.0121496,0.0336036,0.0132393,0.00595405,False,0.0832486875,0.00206667,0.0132413,-0.0111746,False,0.00462404,0.013241,-0.00861693,False,0.00538937,0.0132406,-0.00785127,False,0.0057443,0.0132403,-0.00749601,False,0.00593145,0.01324,-0.00730855,False,0.00595421,0.0132396,-0.00728543,False,0.00595406,0.0132393,-0.00728525,False,0.00595391,0.013239,-0.00728506,False,0.00595376,0.0132386,-0.00728488,False,0.0835452,0.116862,0.0884287,0.0506192,0.063444,0.0567778,0.113732,0.0925806,1.19932,1.13686,-5.35899e-130,-4.47551e-53
21,final_eval,9,1,False,False,0.0568745,0.0128443,0.0440302,0.0457614,0.0937759,0.0133534,0.014115,0.015146,0.0624877,True,0.25203375,0.0568745,0.0128443,0.0440302,True,0.0610018,0.0142926,0.0467092,True,0.0618863,0.0147679,0.0471184,True,0.0622719,0.0149996,0.0472723,True,0.0624703,0.015125,0.0473453,True,0.0624895,0.0151464,0.0473431,True,0.0624879,0.015146,0.0473419,True,0.0624863,0.0151456,0.0473407,True,0.0624848,0.0151452,0.0473395,True,0.26377,0.259153,0.213485,0.284548,0.238643,0.233749,0.26377,0.259152,0.870749,0.336121,9.45661e-112,-7.36414e-101
22,final_eval,10,1,False,False,0.05687,0.0123667,0.0445033,0.0457597,0.0937725,0.0133535,0.0141152,0.015136,0.0624868,True,0.252025125,0.05687,0.0123667,0.0445033,True,0.0610001,0.0142073,0.0467927,True,0.0618851,0.0147352,0.0471498,True,0.0622708,0.0149826,0.0472882,True,0.0624693,0.0151142,0.0473551,True,0.0624885,0.0151364,0.0473521,True,0.0624869,0.0151361,0.0473509,True,0.0624854,0.0151357,0.0473497,True,0.0624838,0.0151353,0.0473485,True,0.26376,0.259144,0.213479,0.284536,0.238635,0.233743,0.26376,0.259144,0.870878,0.336121,-8.00894e-58,1.92596e-131
23,final_eval,11,1,False,False,0.0568691,0.0123662,0.0445029,0.0457592,0.0937716,0.0133536,0.0141154,0.0151355,0.0624859,True,0.252022875,0.0568691,0.0123662,0.0445029,True,0.0609992,0.0142068,0.0467924,True,0.0618842,0.0147347,0.0471495,True,0.06227,0.0149821,0.0472878,True,0.0624685,0.0151137,0.0473548,True,0.0624876,0.0151359,0.0473517,True,0.0624861,0.0151355,0.0473506,True,0.0624845,0.0151351,0.0473494,True,0.0624829,0.0151348,0.0473482,True,0.263757,0.259142,0.213477,0.284534,0.238633,0.233741,0.263757,0.259142,0.870901,0.336122,-1.31782e-105,1.24971e-131
