cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,lose0,lose1,lead01,lead10,bwd_signal
11,initial_eval,11,1,False,False,0.0834117,0.0828596,0.000552106,0.115935,0.116504,0.0126682,0.01267,0.0828659,0.083418,True,0.123890375,0.0834117,0.0828596,0.000552106,True,0.124868,0.12478,0.120097,0.127651,0.122892,0.121934,0.125522,0.12435,0.120383,0.126994,0.122539,0.122384,0.124938,0.124963,0.120189,0.127762,0.33758,0.337576,1.1398,1.1398,
12,train,0,0,True,True,0.0599334,0.060379,-0.00044554,0.0923062,0.0927655,0.0237408,0.0237533,0.0599411,0.0603866,False,0.09253661875,0.0599334,0.060379,-0.00044554,False,0.0925528,0.0925229,0.0925245,0.092554,0.0925219,0.0925238,0.0925553,0.0925527,0.0925229,0.0925246,0.0925539,0.092522,0.0925238,0.0925552,0.0925526,0.092523,0.338585,0.338567,1.2,4.82359e-07,1.04498
13,train,1,0,True,True,0.0527574,0.0531741,-0.00041674,0.0849079,0.0853376,0.0247183,0.024717,0.0527655,0.0531822,False,0.08544368125000001,0.0527574,0.0531741,-0.00041674,False,0.0851426,0.0851254,0.0851112,0.0876233,0.0851084,0.0851103,0.085143,0.0851402,0.0851094,0.0851112,0.0853422,0.0851084,0.0851104,0.0851429,0.0851402,0.0875298,0.338939,0.338929,1.2,4.82447e-07,1.04498
14,train,2,0,True,True,0.052892,0.0533628,-0.000470777,0.085047,0.0855324,0.0253639,0.0253428,0.0529,0.0533708,False,0.08672542500000001,0.052892,0.0533628,-0.000470777,False,0.0904767,0.0862146,0.0864043,0.0875436,0.0854768,0.0864123,0.0866949,0.0873,0.0853022,0.0862671,0.0864409,0.0852886,0.0873578,0.0863151,0.0865072,0.0876047,0.339137,0.339112,1.2,4.82444e-07,1.04498
15,train,3,0,True,True,0.043731,0.0440996,-0.000368623,0.0755998,0.07598,0.0262832,0.0262378,0.0437398,0.0441084,False,0.075790725,0.043731,0.0440996,-0.000368623,False,0.075807,0.0757769,0.0757786,0.0758082,0.0757758,0.0757778,0.0758096,0.0758069,0.0757769,0.0757787,0.0758081,0.0757759,0.0757779,0.0758095,0.0758068,0.075777,0.339567,0.339512,1.2,4.82684e-07,1.04498
16,train,4,0,True,True,0.0400614,0.0404105,-0.000349164,0.0718151,0.0721752,0.0385062,0.0384836,0.0400703,0.0404195,False,0.07200167499999999,0.0400614,0.0404105,-0.000349164,False,0.0720121,0.0719821,0.0720754,0.0720134,0.0719811,0.0719831,0.0720148,0.072012,0.0719822,0.071984,0.0720133,0.0719812,0.0719832,0.0720147,0.0720119,0.0719823,0.302375,0.30251,1.2,4.82899e-07,1.04498
17,train,5,0,True,True,0.0364857,0.0368172,-0.000331424,0.0681269,0.0684688,0.0288118,0.0287428,0.0364951,0.0368265,False,0.068298675,0.0364857,0.0368172,-0.000331424,False,0.0683148,0.0682848,0.0682867,0.0683161,0.0682838,0.0682858,0.0683176,0.0683147,0.0682849,0.0682867,0.068316,0.0682839,0.0682859,0.0683174,0.0683147,0.068285,0.340893,0.34078,1.2,4.83332e-07,1.04498
18,train,6,1,True,True,0.0626668,0.0620839,0.000582835,0.0945424,0.0951431,0.00712965,0.00700777,0.0620926,0.0626754,True,0.107164625,0.0626668,0.0620839,0.000582835,True,0.109076,0.108195,0.101312,0.112571,0.106491,0.103545,0.110766,0.107145,0.102053,0.111067,0.105501,0.104629,0.109292,0.108604,0.101508,0.112879,0.336999,0.33695,1.2,4.82339e-07,0.0182571
19,train,7,1,True,True,0.0626472,0.0620644,0.000582795,0.0945221,0.0951228,0.00713522,0.00701328,0.0620731,0.0626558,True,0.10713756249999999,0.0626472,0.0620644,0.000582795,True,0.109053,0.108163,0.10129,0.11254,0.106468,0.103516,0.110742,0.107114,0.102031,0.111034,0.105478,0.104599,0.109268,0.108573,0.101486,0.112846,0.337,0.336952,1.2,4.8234e-07,0.00404339
20,train,8,1,True,True,0.0336364,0.0333133,0.00032309,0.0648545,0.0651878,0.0368043,0.0367099,0.0333227,0.0336458,True,0.0650851125,0.0336364,0.0333133,0.00032309,True,0.0651432,0.0650412,0.0651059,0.0650399,0.0650066,0.0650087,0.0653409,0.0652239,0.0650078,0.0650097,0.0650398,0.0650066,0.0650088,0.0653326,0.0650384,0.0650078,0.319545,0.319985,1.19999,0.706909,0.00913733
21,train,9,1,True,True,0.0626066,0.0620239,0.000582672,0.0944806,0.0950812,0.019948,0.0198836,0.0620325,0.0626152,True,0.1070813125,0.0626066,0.0620239,0.000582672,True,0.109004,0.108098,0.101244,0.112469,0.10642,0.103455,0.110694,0.107051,0.101985,0.110968,0.105431,0.104538,0.10922,0.108507,0.10144,0.112777,0.333513,0.333476,1.2,4.8234e-07,0.00526565
22,train,10,1,True,True,0.0625872,0.0620045,0.000582622,0.0944604,0.0950609,0.0199558,0.0198914,0.0620132,0.0625958,True,0.1070544375,0.0625872,0.0620045,0.000582622,True,0.108981,0.108067,0.101222,0.112438,0.106397,0.103428,0.11067,0.107021,0.101963,0.110935,0.105408,0.104508,0.109196,0.108476,0.101418,0.112743,0.333514,0.333477,1.2,4.8234e-07,0.00385641
23,train,11,1,True,True,0.0625672,0.0619846,0.000582564,0.0944398,0.0950403,0.00715797,0.00703586,0.0619932,0.0625758,True,0.10702675,0.0625672,0.0619846,0.000582564,True,0.108957,0.108035,0.1012,0.112404,0.106374,0.103398,0.110646,0.106989,0.10194,0.110902,0.105385,0.104477,0.109172,0.108444,0.101396,0.112709,0.337005,0.336956,1.2,4.8234e-07,0.00393806
24,train,0,0,True,True,0.033044,0.0333566,-0.000312594,0.0645767,0.0648992,0.0301312,0.0300561,0.0330537,0.0333663,False,0.06474173750000001,0.033044,0.0333566,-0.000312594,False,0.0647548,0.0647732,0.0647268,0.0647561,0.0647238,0.0647259,0.0647576,0.0647547,0.064725,0.0647268,0.064756,0.0647239,0.064726,0.0647575,0.0647546,0.0647251,0.342042,0.341889,1.19998,0.77186,1.04498
25,train,1,0,True,True,0.0296392,0.0299353,-0.000296085,0.0610643,0.0613698,0.0322576,0.0321746,0.0296491,0.0299452,False,0.06200793125000001,0.0296392,0.0299353,-0.000296085,False,0.0612353,0.0614334,0.0612051,0.0670432,0.0612016,0.0612041,0.0612385,0.0612352,0.0612597,0.0612051,0.0613898,0.0612017,0.0612042,0.0612384,0.0612351,0.0675965,0.343068,0.342915,1.197,1.15208,0.031698
26,train,2,0,True,True,0.0310811,0.0314959,-0.000414833,0.0625521,0.0629801,0.0319868,0.0319016,0.0310907,0.0315055,False,0.06391273125,0.0310811,0.0314959,-0.000414833,False,0.070754,0.0628365,0.0630826,0.0641762,0.0627442,0.0636309,0.0634643,0.0641217,0.0627461,0.0628012,0.0640936,0.0627443,0.0650654,0.0629038,0.0631403,0.0642986,0.343019,0.342863,1.14724,1.06651,0.000844231
27,train,3,0,True,True,0.0266658,0.0269447,-0.000278888,0.0579962,0.058284,0.0324135,0.0323305,0.026676,0.0269549,False,0.0581408625,0.0266658,0.0269447,-0.000278888,False,0.0581569,0.058127,0.058129,0.0581583,0.0581258,0.0581281,0.0581599,0.0581568,0.0581271,0.058129,0.0581582,0.0581259,0.0581282,0.0581597,0.0581567,0.0581272,0.344742,0.344378,1.13993,1.14376,2.80988e-05
28,train,4,0,True,True,0.0266794,0.0269577,-0.000278245,0.0580101,0.0582973,0.032416,0.0323329,0.0266896,0.0269679,False,0.05815890625,0.0266794,0.0269577,-0.000278245,False,0.0581705,0.0581407,0.0582092,0.0581719,0.0581395,0.0581417,0.0581776,0.0581704,0.0581407,0.0581427,0.0581718,0.0581396,0.0581418,0.0581733,0.0581703,0.0581408,0.34474,0.344376,1.13993,1.13993,6.51376e-06
29,train,5,0,True,True,0.0266516,0.0269304,-0.000278806,0.0579814,0.0582691,0.0324182,0.0323351,0.0266618,0.0269406,False,0.058126062499999985,0.0266516,0.0269304,-0.000278806,False,0.0581421,0.0581122,0.0581142,0.0581435,0.058111,0.0581133,0.0581451,0.058142,0.0581123,0.0581142,0.0581434,0.0581111,0.0581134,0.0581449,0.0581419,0.0581124,0.344759,0.344392,1.13993,1.13993,5.94288e-06
30,train,6,1,True,True,0.0560759,0.0554099,0.000666069,0.0876637,0.0883504,0.00913595,0.00897556,0.0554191,0.0560851,True,0.10168531875,0.0560759,0.0554099,0.000666069,True,0.105024,0.101743,0.0958016,0.10658,0.102337,0.096597,0.107415,0.100498,0.0968421,0.104755,0.10091,0.0978637,0.10533,0.102245,0.0960677,0.106956,0.337501,0.337425,1.2,4.82406e-07,0.00753675
31,train,7,1,True,True,0.0560559,0.0553899,0.000666043,0.0876433,0.08833,0.00914321,0.0089828,0.0553991,0.0560651,True,0.10165619374999998,0.0560559,0.0553899,0.000666043,True,0.105,0.101708,0.0957787,0.106545,0.102312,0.0965666,0.10739,0.100465,0.096819,0.104719,0.100887,0.0978312,0.105305,0.102209,0.0960446,0.106919,0.337503,0.337426,1.2,4.82406e-07,0.00622202
32,train,8,1,True,True,0.0271791,0.0268903,0.000288744,0.0582279,0.0585259,0.0324209,0.0323379,0.0269005,0.0271892,True,0.05843995625,0.0271791,0.0268903,0.000288744,True,0.0585672,0.0583661,0.0585254,0.0583958,0.0583621,0.0583644,0.0586309,0.0586563,0.0583634,0.0583654,0.0583957,0.0583622,0.0583645,0.0585622,0.0583942,0.0583635,0.344603,0.344259,1.19701,1.1505,0.00908925
33,train,9,1,True,True,0.0560186,0.0553527,0.00066586,0.0876051,0.0882916,0.0224057,0.0222536,0.0553619,0.0560278,True,0.10160295000000001,0.0560186,0.0553527,0.00066586,True,0.104953,0.101646,0.0957352,0.10648,0.102267,0.0965113,0.107343,0.100405,0.0967752,0.104656,0.100841,0.097773,0.105259,0.102147,0.0960015,0.106854,0.333819,0.333743,1.2,4.82406e-07,0.0075216
34,train,10,1,True,True,0.056,0.0553342,0.000665805,0.0875857,0.0882722,0.0224161,0.0222639,0.0553434,0.0560092,True,0.10157583124999998,0.056,0.0553342,0.000665805,True,0.104929,0.101615,0.0957136,0.106446,0.102244,0.0964822,0.107319,0.100375,0.0967532,0.104623,0.100818,0.0977427,0.105235,0.102118,0.0959796,0.10682,0.33382,0.333744,1.2,4.82407e-07,0.00624093
35,train,11,1,True,True,0.0559809,0.0553151,0.000665732,0.0875662,0.0882526,0.00917054,0.00901008,0.0553244,0.0559901,True,0.10154828749999999,0.0559809,0.0553151,0.000665732,True,0.104905,0.101583,0.0956915,0.106412,0.102221,0.0964532,0.107295,0.100344,0.0967309,0.104591,0.100795,0.0977125,0.105211,0.102085,0.0959575,0.106785,0.33751,0.337433,1.2,4.82407e-07,0.00632103
36,final_eval,0,0,False,False,0.0266205,0.0268982,-0.000277759,0.0579494,0.0582361,0.0324344,0.0323513,0.0266307,0.0269084,False,0.058098162499999995,0.0266205,0.0268982,-0.000277759,False,0.0581095,0.0581537,0.0580817,0.0581109,0.0580785,0.0580808,0.0581125,0.0581095,0.0580798,0.0580817,0.0581108,0.0580786,0.0580809,0.0581124,0.0581094,0.0580799,0.344768,0.344392,1.19701,1.1509,
37,final_eval,1,0,False,False,0.029532,0.0298274,-0.000295359,0.0609537,0.0612585,0.032285,0.032202,0.0295419,0.0298373,False,0.061890668749999996,0.029532,0.0298274,-0.000295359,False,0.0611243,0.0613202,0.0610941,0.0668917,0.0610907,0.0610931,0.0611276,0.0611242,0.0611475,0.0610942,0.0612673,0.0610908,0.0610932,0.0611274,0.0611241,0.0674403,0.343063,0.342906,1.18744,1.1417,
38,final_eval,2,0,False,False,0.0309129,0.0313256,-0.000412675,0.0623788,0.0628045,0.0320093,0.031924,0.0309226,0.0313352,False,0.0637147625,0.0309129,0.0313256,-0.000412675,False,0.0705309,0.0626502,0.062885,0.0639666,0.0625698,0.0634337,0.0632554,0.0639017,0.0625718,0.0626173,0.0638904,0.0625699,0.0648465,0.0627161,0.0629419,0.064089,0.343028,0.342868,1.17795,1.13993,
39,final_eval,3,0,False,False,0.02658,0.0268584,-0.000278401,0.0579076,0.0581949,0.0324413,0.0323581,0.0265902,0.0268686,False,0.0580520625,0.02658,0.0268584,-0.000278401,False,0.0580681,0.0580382,0.0580402,0.0580695,0.058037,0.0580393,0.0580711,0.058068,0.0580383,0.0580402,0.0580694,0.0580371,0.0580394,0.0580709,0.0580679,0.0580384,0.344805,0.344422,1.16854,1.13993,
40,final_eval,4,0,False,False,0.0265921,0.0268699,-0.000277794,0.0579198,0.0582064,0.0324437,0.0323605,0.0266023,0.0268801,False,0.05806795625000001,0.0265921,0.0268699,-0.000277794,False,0.0580799,0.0580501,0.0581135,0.0580813,0.0580489,0.0580512,0.0580861,0.0580798,0.0580502,0.0580521,0.0580812,0.058049,0.0580512,0.0580828,0.0580798,0.0580502,0.344803,0.344422,1.1592,1.13993,
41,final_eval,5,0,False,False,0.0265658,0.0268441,-0.000278318,0.0578929,0.0581801,0.0324459,0.0323627,0.026576,0.0268544,False,0.05803727499999999,0.0265658,0.0268441,-0.000278318,False,0.0580533,0.0580234,0.0580254,0.0580547,0.0580222,0.0580245,0.0580563,0.0580532,0.0580235,0.0580254,0.0580546,0.0580223,0.0580246,0.0580562,0.0580532,0.0580236,0.344823,0.344437,1.14994,1.13993,
42,final_eval,6,1,False,False,0.0558467,0.0551815,0.000665187,0.0874291,0.088115,0.0092193,0.00905879,0.0551907,0.0558559,True,0.10135526875,0.0558467,0.0551815,0.000665187,True,0.104738,0.101359,0.0955366,0.106173,0.102057,0.09625,0.107125,0.100127,0.0965746,0.104362,0.100633,0.0975009,0.105043,0.101857,0.0958022,0.106546,0.337479,0.337402,1.14046,1.13963,
43,final_eval,7,1,False,False,0.0558273,0.0551622,0.000665114,0.0874094,0.0880952,0.00922632,0.00906578,0.0551714,0.0558365,True,0.10132758750000001,0.0558273,0.0551622,0.000665114,True,0.104714,0.101327,0.0955141,0.10614,0.102033,0.096221,0.107101,0.100096,0.0965519,0.104328,0.10061,0.0974705,0.105019,0.101825,0.0957799,0.106511,0.337481,0.337404,1.13987,1.13987,
44,final_eval,8,1,False,False,0.0270805,0.0267927,0.000287733,0.0581272,0.0584241,0.0324488,0.0323657,0.0268029,0.0270906,True,0.05833571875,0.0270805,0.0267927,0.000287733,True,0.0584605,0.0582634,0.0584201,0.0582945,0.0582609,0.0582632,0.058514,0.0585487,0.0582622,0.0582642,0.0582944,0.058261,0.0582633,0.058446,0.0582929,0.0582622,0.344666,0.344305,1.13993,1.13993,
45,final_eval,9,1,False,False,0.055789,0.055124,0.000664968,0.0873702,0.0880559,0.00924029,0.00907974,0.0551333,0.0557982,True,0.10127236249999999,0.055789,0.055124,0.000664968,True,0.104666,0.101263,0.0954699,0.10607,0.101987,0.0961613,0.107052,0.100035,0.0965073,0.104264,0.100563,0.0974099,0.104971,0.10176,0.0957354,0.106443,0.337485,0.337407,1.13974,1.13974,
46,final_eval,10,1,False,False,0.0557692,0.0551043,0.000664935,0.08735,0.0880357,0.0225438,0.0223903,0.0551136,0.0557785,True,0.10124380625,0.0557692,0.0551043,0.000664935,True,0.104642,0.101229,0.0954472,0.106037,0.101962,0.096132,0.107027,0.100002,0.0964844,0.104228,0.10054,0.0973789,0.104946,0.101726,0.0957124,0.106407,0.333827,0.33375,1.13987,1.13987,
47,final_eval,11,1,False,False,0.05575,0.0550852,0.000664856,0.0873304,0.088016,0.00925448,0.0090939,0.0550945,0.0557593,True,0.10121619374999999,0.05575,0.0550852,0.000664856,True,0.104618,0.101197,0.0954251,0.106003,0.101939,0.096103,0.107002,0.0999712,0.096462,0.104195,0.100517,0.0973487,0.104922,0.101694,0.0956901,0.106372,0.337488,0.337411,1.13987,1.13987,
