cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
22,train,3,0,True,True,0.0572676,0.0756225,-0.018355,0.23981,0.268637,0.194751,0.264146,0.0383868,0.057504,False,0.5017733750000001,0.0572676,0.0756225,-0.018355,False,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00211064,0.00148108,1.2,3.33236e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
23,train,11,1,True,True,0.0419393,0.10098,-0.0590405,0.300015,0.210351,0.296832,0.16171,0.0673514,0.0362073,False,0.41236612500000003,0.0419393,0.10098,-0.0590405,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00129891,0.00264861,3.32416e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
24,train,4,0,True,True,0.0584695,0.077987,-0.0195175,0.244738,0.275454,0.194475,0.271696,0.038431,0.0599207,False,0.6073775,0.0584695,0.077987,-0.0195175,False,0.608103,0.769845,0.769845,0.645065,0.08,0.769845,0.446472,0.769845,0.00211422,0.00143459,1.2,3.32984e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
25,train,12,1,True,True,0.0417548,0.10128,-0.0595252,0.300249,0.209912,0.296661,0.171396,0.0736258,0.0324009,False,0.2552052,0.0417548,0.10128,-0.0595252,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00129974,0.00246423,3.32086e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
26,train,5,0,True,True,0.0636208,0.0726964,-0.00907554,0.254197,0.268531,0.208723,0.263562,0.0417011,0.0553919,False,0.54547575,0.0636208,0.0726964,-0.00907554,False,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00194403,0.0014848,1.19999,3.33494e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
27,train,13,1,True,True,0.0369721,0.11392,-0.0769475,0.313648,0.199701,0.310767,0.163354,0.0806995,0.030346,False,0.339744875,0.0369721,0.11392,-0.0769475,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00123422,0.00261539,3.31813e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
28,train,6,0,True,True,0.0661063,0.071556,-0.00544975,0.259599,0.26822,0.213586,0.263412,0.0432534,0.0545459,False,0.5985944999999999,0.0661063,0.071556,-0.00544975,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00189208,0.00148576,1.19999,3.33611e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
29,train,14,1,True,True,0.042132,0.107001,-0.0648693,0.31195,0.213625,0.309051,0.169695,0.0775004,0.0323141,False,0.317506575,0.042132,0.107001,-0.0648693,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00124183,0.00249472,3.31926e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
30,train,7,0,True,True,0.0693924,0.073172,-0.0037796,0.269297,0.275296,0.224689,0.269282,0.045787,0.0554464,False,0.472466,0.0693924,0.073172,-0.0037796,False,0.699473,0.769842,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00178331,0.00144913,1.19999,3.33487e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
31,train,15,1,True,True,0.0497883,0.0984848,-0.0486965,0.308493,0.232937,0.305139,0.174507,0.0741139,0.0342546,False,0.258585,0.0497883,0.0984848,-0.0486965,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00125955,0.00241039,3.32065e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
32,train,0,0,True,True,0.0743131,0.0709972,0.00331587,0.279603,0.274329,0.236253,0.267735,0.0492893,0.0536771,True,0.41148750000000006,0.0743131,0.0709972,0.00331587,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00168263,0.00145861,1.19999,3.33739e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
33,train,8,1,True,True,0.0551631,0.0895706,-0.0344075,0.297353,0.243374,0.293791,0.177814,0.0691337,0.0358605,False,0.24862142500000003,0.0551631,0.0895706,-0.0344075,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00131394,0.0023557,3.32311e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
34,train,1,0,True,True,0.0744258,0.0724247,0.00200107,0.281201,0.278015,0.236631,0.271908,0.0510501,0.0554171,True,0.406035125,0.0744258,0.0724247,0.00200107,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00167953,0.00143333,1.19999,3.33491e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
35,train,9,1,True,True,0.0330327,0.134028,-0.100996,0.33697,0.192736,0.334537,0.158244,0.0890446,0.0299257,False,0.21884825,0.0330327,0.134028,-0.100996,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0011376,0.00272155,3.31574e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
36,train,2,0,True,True,0.074711,0.0587209,0.0159901,0.268145,0.242995,0.226835,0.236742,0.0492573,0.0444849,True,0.40224437500000004,0.074711,0.0587209,0.0159901,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00176373,0.00167862,3.34568e-08,1.19999,1.2,0.00094409,0.00160152,-0.000657433,0.00160152,0.00094409,0.000657433,0.000657433,0.00160152
37,train,10,1,True,True,0.0722946,0.0682635,0.00403108,0.265691,0.272081,0.231736,0.267904,0.0460252,0.0545748,True,0.433850625,0.0722946,0.0682635,0.00403108,True,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00172057,0.00145757,1.19999,3.33607e-08,1.2,0.000801242,0.000944102,-0.000142861,0.000944102,0.000801242,0.000142861,0.000142861,0.000944102
38,train,3,0,True,True,0.0653005,0.0802834,-0.0149828,0.264541,0.288319,0.237132,0.285216,0.0450288,0.0603147,False,0.5017733750000001,0.0653005,0.0802834,-0.0149828,False,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00167544,0.00135827,1.19999,3.32947e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
39,train,11,1,True,True,0.0352301,0.11701,-0.0817795,0.314842,0.194968,0.311988,0.1664,0.0821105,0.0295787,False,0.41236612500000003,0.0352301,0.11701,-0.0817795,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00122886,0.00255599,3.31767e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
40,train,4,0,True,True,0.0661564,0.0702274,-0.00407099,0.258589,0.265024,0.217218,0.261544,0.0436581,0.0535585,False,0.6073778750000001,0.0661564,0.0702274,-0.00407099,False,0.608103,0.769845,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00185506,0.00149781,1.19999,3.33757e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
41,train,12,1,True,True,0.0373359,0.113659,-0.0763233,0.31403,0.200811,0.311254,0.158218,0.0670815,0.0366033,False,0.2552052,0.0373359,0.113659,-0.0763233,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00123208,0.00272212,3.32432e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
42,train,5,0,True,True,0.0687256,0.0670134,0.00171224,0.262134,0.259428,0.222743,0.254626,0.045547,0.0506842,True,0.54547575,0.0687256,0.0670134,0.00171224,True,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00180146,0.00154419,1.19999,3.34262e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
43,train,13,1,True,True,0.0371593,0.115379,-0.0782199,0.31668,0.200864,0.313821,0.165357,0.0814187,0.0304718,False,0.339744875,0.0371593,0.115379,-0.0782199,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00122089,0.00257601,3.31789e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
44,train,6,0,True,True,0.0688301,0.0708659,-0.00203581,0.26587,0.269096,0.222645,0.264461,0.0453602,0.0538859,False,0.5985944999999999,0.0688301,0.0708659,-0.00203581,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00180239,0.00147908,1.19999,3.33707e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
45,train,14,1,True,True,0.0431872,0.106779,-0.0635918,0.31357,0.216846,0.310688,0.170627,0.0776826,0.0325325,False,0.317506575,0.0431872,0.106779,-0.0635918,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00123457,0.00247793,3.3192e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
46,train,7,0,True,True,0.0712952,0.072735,-0.00143982,0.273695,0.275983,0.230859,0.270026,0.0487971,0.0552885,False,0.472466125,0.0712952,0.072735,-0.00143982,False,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00172813,0.00144462,1.19999,3.33508e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
47,train,15,1,True,True,0.0508116,0.0981825,-0.0473709,0.309463,0.235795,0.306141,0.17529,0.0741517,0.0344936,False,0.258585,0.0508116,0.0981825,-0.0473709,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00125497,0.00239721,3.32063e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
48,train,0,0,True,True,0.0756751,0.070748,0.00492706,0.28271,0.27487,0.240525,0.268396,0.0508628,0.0541998,True,0.41148750000000006,0.0756751,0.070748,0.00492706,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00164826,0.00145454,1.19999,3.3366e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
49,train,8,1,True,True,0.0559024,0.0894364,-0.0335339,0.29804,0.245368,0.2945,0.178304,0.069198,0.0360407,False,0.24862142500000003,0.0559024,0.0894364,-0.0335339,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00131041,0.0023478,3.32308e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
50,train,1,0,True,True,0.0753716,0.0721625,0.00320913,0.283293,0.278181,0.239954,0.272212,0.0500893,0.0546777,True,0.406035125,0.0753716,0.0721625,0.00320913,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00165278,0.00143152,1.19999,3.33592e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
51,train,9,1,True,True,0.0329589,0.135175,-0.102217,0.338561,0.192803,0.336018,0.158675,0.0783604,0.033828,False,0.21884825,0.0329589,0.135175,-0.102217,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.00113208,0.00271226,3.31894e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
52,train,2,0,True,True,0.0752665,0.0585391,0.0167274,0.269237,0.242929,0.228094,0.236688,0.0496689,0.0443588,True,0.40224437500000004,0.0752665,0.0585391,0.0167274,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00175243,0.00167906,3.34475e-08,1.19999,1.2,0.00094384,0.00160152,-0.000657684,0.00160152,0.00094384,0.000657684,0.000657684,0.00160152
53,train,10,1,True,True,0.0721233,0.068813,0.00331024,0.266928,0.272177,0.233149,0.268016,0.046422,0.0544403,True,0.433850625,0.0721233,0.068813,0.00331024,True,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00170852,0.00145688,1.19999,3.33626e-08,1.2,0.000801241,0.000944102,-0.000142861,0.000944102,0.000801241,0.000142861,0.000142861,0.000944102
54,train,3,0,True,True,0.0656429,0.0805702,-0.0149273,0.265658,0.289359,0.238395,0.286274,0.0452927,0.0605126,False,0.5017733750000001,0.0656429,0.0805702,-0.0149273,False,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00166522,0.00135263,1.19999,3.32929e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
55,train,11,1,True,True,0.0350833,0.117637,-0.0825534,0.315552,0.194687,0.312708,0.166148,0.0824457,0.0295042,False,0.41236612500000003,0.0350833,0.117637,-0.0825534,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00122572,0.00256079,3.31757e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
56,train,4,0,True,True,0.0663902,0.0701966,-0.00380643,0.259152,0.26517,0.217873,0.261701,0.0438239,0.0535306,False,0.6073778750000001,0.0663902,0.0701966,-0.00380643,False,0.608103,0.769845,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00184854,0.00149679,1.19999,3.33761e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
57,train,12,1,True,True,0.0372374,0.114124,-0.0768865,0.314631,0.200658,0.312446,0.170163,0.0770293,0.0320081,False,0.2552052,0.0372374,0.114124,-0.0768865,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00122686,0.00248625,3.31944e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
58,train,5,0,True,True,0.0688916,0.0669027,0.00198889,0.262441,0.259298,0.233505,0.255507,0.0459681,0.0475593,True,0.54547575,0.0688916,0.0669027,0.00198889,True,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00170551,0.00153813,1.19999,3.34998e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
59,train,13,1,True,True,0.0371742,0.115406,-0.0782314,0.316762,0.200923,0.31391,0.165408,0.0814337,0.0304785,False,0.339744875,0.0371742,0.115406,-0.0782314,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00122051,0.00257502,3.31789e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
60,train,6,0,True,True,0.0689494,0.0708307,-0.0018813,0.266138,0.26912,0.222938,0.264493,0.0454426,0.053859,False,0.5985944999999999,0.0689494,0.0708307,-0.0018813,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00179962,0.00147888,1.19999,3.33711e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
61,train,14,1,True,True,0.0432312,0.10676,-0.0635284,0.313617,0.216976,0.310739,0.165103,0.0687376,0.035902,False,0.317506575,0.0432312,0.10676,-0.0635284,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00123434,0.00258094,3.32334e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
62,train,7,0,True,True,0.0713758,0.0727122,-0.0013364,0.273876,0.276,0.230568,0.270108,0.0472931,0.05505,False,0.472466125,0.0713758,0.0727122,-0.0013364,False,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00173066,0.00144412,1.19999,3.3354e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
63,train,15,1,True,True,0.050858,0.0981618,-0.0473038,0.309492,0.235921,0.306177,0.175315,0.0741504,0.0345039,False,0.258585,0.050858,0.0981618,-0.0473038,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.0012548,0.00239678,3.32063e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
64,train,0,0,True,True,0.0757339,0.0707337,0.00500018,0.282841,0.274883,0.240669,0.268417,0.0508901,0.0541913,True,0.41148750000000006,0.0757339,0.0707337,0.00500018,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00164713,0.00145442,1.19999,3.33662e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
65,train,8,1,True,True,0.0559353,0.0894264,-0.0334911,0.298061,0.245454,0.294528,0.178326,0.0691984,0.0360489,False,0.24862142500000003,0.0559353,0.0894264,-0.0334911,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00131027,0.00234744,3.32308e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
66,train,1,0,True,True,0.0754125,0.072151,0.00326154,0.283383,0.278188,0.240055,0.272226,0.0501197,0.0546697,True,0.406035125,0.0754125,0.072151,0.00326154,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00165198,0.00143144,1.19999,3.33593e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
67,train,9,1,True,True,0.0329529,0.135236,-0.102283,0.338638,0.192799,0.336101,0.158675,0.0783736,0.0338252,False,0.21884825,0.0329529,0.135236,-0.102283,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.00113178,0.00271227,3.31894e-08,1.2,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
68,train,2,0,True,True,0.0752897,0.0585332,0.0167565,0.269285,0.242931,0.22815,0.236697,0.049686,0.0443554,True,0.40224437500000004,0.0752897,0.0585332,0.0167565,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00175194,0.00167899,3.34471e-08,1.19999,1.2,0.00094384,0.00160152,-0.000657684,0.00160152,0.00094384,0.000657684,0.000657684,0.00160152
