channels,lr_spice,equivalent_lr_torch_mse_tanh,update_noise_std,epoch,test_accuracy,test_correct,trial_wall_time_s
8,0.8,4.0,0.0003,22,0.908,908,0.11895941700000012
8,0.8,4.0,0.0003,23,0.923,923,0.12420441700000051
8,0.8,4.0,0.0003,24,0.913,913,0.12909037500000053
8,0.8,4.0,0.0003,25,0.912,912,0.13395075000000034
8,0.8,4.0,0.0003,26,0.913,913,0.1388615419999999
8,0.8,4.0,0.0003,27,0.917,917,0.14373029199999987
8,0.8,4.0,0.0003,28,0.919,919,0.1489102080000002
8,0.8,4.0,0.0003,29,0.913,913,0.15387770800000045
8,0.8,4.0,0.0003,30,0.918,918,0.1591520830000004
8,0.8,4.0,0.0003,31,0.918,918,0.16418975000000025
8,0.8,4.0,0.0003,32,0.916,916,0.16915629200000026
8,0.8,4.0,0.0003,33,0.908,908,0.1743500830000002
8,0.8,4.0,0.0003,34,0.916,916,0.17912087499999974
8,0.8,4.0,0.0003,35,0.922,922,0.18376266699999988
8,0.8,4.0,0.0003,36,0.916,916,0.188349208
8,0.8,4.0,0.0003,37,0.915,915,0.19321308299999984
8,0.8,4.0,0.0003,38,0.915,915,0.19783349999999977
8,0.8,4.0,0.0003,39,0.911,911,0.2023267500000001
8,0.8,4.0,0.0003,40,0.923,923,0.20698833299999997
8,0.8,4.0,0.0003,41,0.915,915,0.2121154169999997
8,0.8,4.0,0.0003,42,0.915,915,0.2173880420000005
8,0.8,4.0,0.0003,43,0.915,915,0.22233616699999992
8,0.8,4.0,0.0003,44,0.917,917,0.22735549999999982
8,0.8,4.0,0.0003,45,0.918,918,0.23208687500000025
8,0.8,4.0,0.0003,46,0.918,918,0.23708370800000012
8,0.8,4.0,0.0003,47,0.916,916,0.24176712499999997
8,0.8,4.0,0.0003,48,0.916,916,0.24684304200000007
8,0.8,4.0,0.0003,49,0.927,927,0.25215033300000034
8,0.8,4.0,0.0003,50,0.914,914,0.257057917
8,0.8,4.0,0.0003,51,0.922,922,0.26183887500000047
8,0.8,4.0,0.0003,52,0.92,920,0.2665752079999999
8,0.8,4.0,0.0003,53,0.911,911,0.27140479200000023
8,0.8,4.0,0.0003,54,0.925,925,0.27598704200000057
8,0.8,4.0,0.0003,55,0.922,922,0.2808534170000003
8,0.8,4.0,0.0003,56,0.921,921,0.2857422500000002
8,0.8,4.0,0.0003,57,0.918,918,0.29096100000000025
8,0.8,4.0,0.0003,58,0.92,920,0.29586845800000017
8,0.8,4.0,0.0003,59,0.921,921,0.3008699579999998
8,0.8,4.0,0.0003,60,0.922,922,0.30593175000000006
8,0.8,4.0,0.001,1,0.526,526,0.00549808400000007
8,0.8,4.0,0.001,2,0.722,722,0.010906291999999596
8,0.8,4.0,0.001,3,0.787,787,0.016189208999999316
8,0.8,4.0,0.001,4,0.796,796,0.02169687499999995
8,0.8,4.0,0.001,5,0.843,843,0.026976041999999367
8,0.8,4.0,0.001,6,0.875,875,0.032295541999999955
8,0.8,4.0,0.001,7,0.878,878,0.03756612499999967
8,0.8,4.0,0.001,8,0.871,871,0.04235991699999975
8,0.8,4.0,0.001,9,0.883,883,0.047765541999999606
8,0.8,4.0,0.001,10,0.896,896,0.05309495900000005
8,0.8,4.0,0.001,11,0.902,902,0.0585049169999996
8,0.8,4.0,0.001,12,0.886,886,0.06339479199999953
8,0.8,4.0,0.001,13,0.902,902,0.06813841700000012
8,0.8,4.0,0.001,14,0.903,903,0.07595174999999976
8,0.8,4.0,0.001,15,0.9,900,0.08094445899999947
8,0.8,4.0,0.001,16,0.905,905,0.08632629199999986
8,0.8,4.0,0.001,17,0.902,902,0.09123729199999975
8,0.8,4.0,0.001,18,0.905,905,0.09623479199999974
8,0.8,4.0,0.001,19,0.906,906,0.10162279199999968
8,0.8,4.0,0.001,20,0.91,910,0.10722245899999994
8,0.8,4.0,0.001,21,0.907,907,0.11228566700000009
8,0.8,4.0,0.001,22,0.914,914,0.11775441699999956
8,0.8,4.0,0.001,23,0.911,911,0.12263079199999982
8,0.8,4.0,0.001,24,0.905,905,0.12756599999999985
8,0.8,4.0,0.001,25,0.915,915,0.13401137500000004
8,0.8,4.0,0.001,26,0.914,914,0.14035375000000005
8,0.8,4.0,0.001,27,0.915,915,0.14614645899999967
8,0.8,4.0,0.001,28,0.918,918,0.15188579199999985
8,0.8,4.0,0.001,29,0.915,915,0.15690666699999944
8,0.8,4.0,0.001,30,0.918,918,0.1618816669999994
8,0.8,4.0,0.001,31,0.909,909,0.16691633399999972
8,0.8,4.0,0.001,32,0.912,912,0.17190729199999932
8,0.8,4.0,0.001,33,0.917,917,0.17689316699999935
8,0.8,4.0,0.001,34,0.918,918,0.181815834
8,0.8,4.0,0.001,35,0.914,914,0.18704208399999978
8,0.8,4.0,0.001,36,0.918,918,0.19233158399999972
8,0.8,4.0,0.001,37,0.924,924,0.19855095899999942
8,0.8,4.0,0.001,38,0.92,920,0.20611074999999968
8,0.8,4.0,0.001,39,0.919,919,0.2115702499999994
8,0.8,4.0,0.001,40,0.918,918,0.21634166700000002
8,0.8,4.0,0.001,41,0.921,921,0.22109158399999984
8,0.8,4.0,0.001,42,0.923,923,0.22597583399999976
8,0.8,4.0,0.001,43,0.922,922,0.2309637499999999
8,0.8,4.0,0.001,44,0.926,926,0.23677483399999932
8,0.8,4.0,0.001,45,0.921,921,0.24169445899999964
8,0.8,4.0,0.001,46,0.922,922,0.2464903749999996
8,0.8,4.0,0.001,47,0.925,925,0.25153633399999986
8,0.8,4.0,0.001,48,0.922,922,0.25660316699999974
8,0.8,4.0,0.001,49,0.921,921,0.26162283399999975
8,0.8,4.0,0.001,50,0.921,921,0.2667151670000001
8,0.8,4.0,0.001,51,0.924,924,0.2717878339999995
8,0.8,4.0,0.001,52,0.927,927,0.2775904589999998
8,0.8,4.0,0.001,53,0.927,927,0.2827589589999997
8,0.8,4.0,0.001,54,0.919,919,0.28755783399999935
8,0.8,4.0,0.001,55,0.924,924,0.2924578339999995
8,0.8,4.0,0.001,56,0.918,918,0.29737100000000005
8,0.8,4.0,0.001,57,0.924,924,0.3025349999999998
8,0.8,4.0,0.001,58,0.92,920,0.30752783400000006
8,0.8,4.0,0.001,59,0.924,924,0.31250162499999945
8,0.8,4.0,0.001,60,0.923,923,0.31735045900000003
8,0.8,4.0,0.003,1,0.439,439,0.00596091600000026
8,0.8,4.0,0.003,2,0.71,710,0.011870333000000066
8,0.8,4.0,0.003,3,0.753,753,0.017268249999999874
8,0.8,4.0,0.003,4,0.85,850,0.02257779099999979
8,0.8,4.0,0.003,5,0.808,808,0.027476082999999818
8,0.8,4.0,0.003,6,0.87,870,0.032997749999999826
8,0.8,4.0,0.003,7,0.86,860,0.03782174999999999
8,0.8,4.0,0.003,8,0.878,878,0.043229624999999494
8,0.8,4.0,0.003,9,0.885,885,0.04856962499999984
8,0.8,4.0,0.003,10,0.897,897,0.05397400000000019
8,0.8,4.0,0.003,11,0.889,889,0.058759207999999674
8,0.8,4.0,0.003,12,0.896,896,0.06368054100000009
8,0.8,4.0,0.003,13,0.891,891,0.06855304099999948
8,0.8,4.0,0.003,14,0.89,890,0.07371583299999962
8,0.8,4.0,0.003,15,0.902,902,0.07953100000000024
8,0.8,4.0,0.003,16,0.903,903,0.08512895800000031
8,0.8,4.0,0.003,17,0.912,912,0.09050154100000007
8,0.8,4.0,0.003,18,0.913,913,0.09597279099999945
8,0.8,4.0,0.003,19,0.916,916,0.10149504099999973
8,0.8,4.0,0.003,20,0.923,923,0.10694316599999976
8,0.8,4.0,0.003,21,0.92,920,0.11180270799999992
8,0.8,4.0,0.003,22,0.919,919,0.11663758300000016
8,0.8,4.0,0.003,23,0.914,914,0.12151858300000029
8,0.8,4.0,0.003,24,0.915,915,0.12671183299999988
8,0.8,4.0,0.003,25,0.915,915,0.13210908299999957
8,0.8,4.0,0.003,26,0.909,909,0.1371570000000002
8,0.8,4.0,0.003,27,0.915,915,0.14234629099999996
8,0.8,4.0,0.003,28,0.918,918,0.14818945800000005
8,0.8,4.0,0.003,29,0.917,917,0.15460441599999974
8,0.8,4.0,0.003,30,0.915,915,0.1611747499999998
8,0.8,4.0,0.003,31,0.917,917,0.16763262499999954
8,0.8,4.0,0.003,32,0.914,914,0.17370558300000027
8,0.8,4.0,0.003,33,0.913,913,0.1794049160000002
8,0.8,4.0,0.003,34,0.917,917,0.1846228329999997
8,0.8,4.0,0.003,35,0.92,920,0.1896675409999995
8,0.8,4.0,0.003,36,0.927,927,0.19557895799999958
8,0.8,4.0,0.003,37,0.916,916,0.20052545799999955
8,0.8,4.0,0.003,38,0.923,923,0.20541874999999976
8,0.8,4.0,0.003,39,0.924,924,0.21051041599999998
8,0.8,4.0,0.003,40,0.919,919,0.21555024999999972
8,0.8,4.0,0.003,41,0.923,923,0.2204271249999996
8,0.8,4.0,0.003,42,0.919,919,0.22551270800000012
8,0.8,4.0,0.003,43,0.913,913,0.23050295799999976
8,0.8,4.0,0.003,44,0.92,920,0.23575425000000028
8,0.8,4.0,0.003,45,0.924,924,0.24078445800000026
8,0.8,4.0,0.003,46,0.923,923,0.24580170800000012
8,0.8,4.0,0.003,47,0.92,920,0.25062599999999957
8,0.8,4.0,0.003,48,0.916,916,0.25566870799999997
8,0.8,4.0,0.003,49,0.921,921,0.26078825000000005
8,0.8,4.0,0.003,50,0.921,921,0.2657464159999998
8,0.8,4.0,0.003,51,0.92,920,0.2707404579999997
8,0.8,4.0,0.003,52,0.921,921,0.2756584999999996
8,0.8,4.0,0.003,53,0.927,927,0.2804692910000002
8,0.8,4.0,0.003,54,0.924,924,0.2855499159999999
8,0.8,4.0,0.003,55,0.915,915,0.2908284160000001
8,0.8,4.0,0.003,56,0.916,916,0.29599216599999956
8,0.8,4.0,0.003,57,0.915,915,0.30092845799999957
8,0.8,4.0,0.003,58,0.915,915,0.3059369160000003
8,0.8,4.0,0.003,59,0.918,918,0.31087720799999996
8,0.8,4.0,0.003,60,0.921,921,0.3158137500000002
16,0.3,1.5,0.0,1,0.359,359,0.005553749999999802
16,0.3,1.5,0.0,2,0.56,560,0.011267124999999822
16,0.3,1.5,0.0,3,0.682,682,0.016417958999999982
16,0.3,1.5,0.0,4,0.761,761,0.021342499999999376
16,0.3,1.5,0.0,5,0.817,817,0.02767033399999974
16,0.3,1.5,0.0,6,0.808,808,0.03217804199999996
16,0.3,1.5,0.0,7,0.838,838,0.03721666699999915
16,0.3,1.5,0.0,8,0.857,857,0.04221829199999938
16,0.3,1.5,0.0,9,0.855,855,0.04663812499999942
16,0.3,1.5,0.0,10,0.862,862,0.05177404199999991
16,0.3,1.5,0.0,11,0.873,873,0.05672949999999943
16,0.3,1.5,0.0,12,0.883,883,0.06193570899999923
16,0.3,1.5,0.0,13,0.874,874,0.066391125
16,0.3,1.5,0.0,14,0.879,879,0.0708450419999993
16,0.3,1.5,0.0,15,0.883,883,0.07525429199999945
16,0.3,1.5,0.0,16,0.883,883,0.07985358399999942
16,0.3,1.5,0.0,17,0.895,895,0.0851107089999994
16,0.3,1.5,0.0,18,0.898,898,0.09046162499999966
16,0.3,1.5,0.0,19,0.889,889,0.09495312499999997
16,0.3,1.5,0.0,20,0.896,896,0.099472542
16,0.3,1.5,0.0,21,0.899,899,0.10451570899999929
16,0.3,1.5,0.0,22,0.897,897,0.10916858399999985
16,0.3,1.5,0.0,23,0.9,900,0.11426020899999934
16,0.3,1.5,0.0,24,0.897,897,0.11885224999999977
16,0.3,1.5,0.0,25,0.908,908,0.12390245899999996
16,0.3,1.5,0.0,26,0.905,905,0.1283594999999993
16,0.3,1.5,0.0,27,0.91,910,0.13347537499999973
16,0.3,1.5,0.0,28,0.908,908,0.13802783399999985
16,0.3,1.5,0.0,29,0.906,906,0.1425550419999997
16,0.3,1.5,0.0,30,0.909,909,0.14709954199999942
16,0.3,1.5,0.0,31,0.905,905,0.15196929199999953
16,0.3,1.5,0.0,32,0.913,913,0.15710145899999972
16,0.3,1.5,0.0,33,0.908,908,0.16173979199999966
16,0.3,1.5,0.0,34,0.913,913,0.1662539169999997
16,0.3,1.5,0.0,35,0.918,918,0.1716407499999999
16,0.3,1.5,0.0,36,0.913,913,0.17607991699999914
16,0.3,1.5,0.0,37,0.914,914,0.18047149999999945
16,0.3,1.5,0.0,38,0.917,917,0.1850783749999998
16,0.3,1.5,0.0,39,0.922,922,0.1904934589999998
16,0.3,1.5,0.0,40,0.921,921,0.195011375
16,0.3,1.5,0.0,41,0.92,920,0.19949499999999976
16,0.3,1.5,0.0,42,0.919,919,0.20406220899999994
16,0.3,1.5,0.0,43,0.921,921,0.20872920899999947
16,0.3,1.5,0.0,44,0.92,920,0.21343291699999956
16,0.3,1.5,0.0,45,0.921,921,0.21823254199999997
16,0.3,1.5,0.0,46,0.917,917,0.22276749999999979
16,0.3,1.5,0.0,47,0.918,918,0.22733658399999968
16,0.3,1.5,0.0,48,0.921,921,0.23206270899999915
16,0.3,1.5,0.0,49,0.924,924,0.23766195899999953
16,0.3,1.5,0.0,50,0.921,921,0.24231395899999963
16,0.3,1.5,0.0,51,0.922,922,0.24679112499999967
16,0.3,1.5,0.0,52,0.917,917,0.2513482919999994
16,0.3,1.5,0.0,53,0.923,923,0.25591349999999924
16,0.3,1.5,0.0,54,0.923,923,0.2605092089999994
16,0.3,1.5,0.0,55,0.923,923,0.2651568339999999
16,0.3,1.5,0.0,56,0.922,922,0.2697042089999995
16,0.3,1.5,0.0,57,0.921,921,0.2742262499999999
16,0.3,1.5,0.0,58,0.925,925,0.27934841699999957
16,0.3,1.5,0.0,59,0.922,922,0.28386787499999944
16,0.3,1.5,0.0,60,0.928,928,0.28885808399999924
16,0.3,1.5,0.0001,1,0.396,396,0.006096291999999615
16,0.3,1.5,0.0001,2,0.584,584,0.011987249999999783
16,0.3,1.5,0.0001,3,0.663,663,0.017938124999999694
16,0.3,1.5,0.0001,4,0.775,775,0.02386716699999969
16,0.3,1.5,0.0001,5,0.787,787,0.03011379199999986
16,0.3,1.5,0.0001,6,0.834,834,0.036112291999999435
16,0.3,1.5,0.0001,7,0.851,851,0.04223720899999961
16,0.3,1.5,0.0001,8,0.844,844,0.047592874999999424
16,0.3,1.5,0.0001,9,0.859,859,0.0534997499999994
16,0.3,1.5,0.0001,10,0.861,861,0.05955887499999957
16,0.3,1.5,0.0001,11,0.868,868,0.06552887500000004
16,0.3,1.5,0.0001,12,0.877,877,0.07145174999999959
16,0.3,1.5,0.0001,13,0.879,879,0.07742958399999988
16,0.3,1.5,0.0001,14,0.885,885,0.08332991699999948
16,0.3,1.5,0.0001,15,0.892,892,0.08919437499999994
16,0.3,1.5,0.0001,16,0.885,885,0.0945572919999993
16,0.3,1.5,0.0001,17,0.889,889,0.09993912499999968
16,0.3,1.5,0.0001,18,0.886,886,0.10525295899999954
16,0.3,1.5,0.0001,19,0.895,895,0.11149804200000002
16,0.3,1.5,0.0001,20,0.891,891,0.11703249999999965
16,0.3,1.5,0.0001,21,0.89,890,0.12242662500000012
16,0.3,1.5,0.0001,22,0.903,903,0.12878458399999992
16,0.3,1.5,0.0001,23,0.896,896,0.13441737499999995
16,0.3,1.5,0.0001,24,0.902,902,0.1398920419999996
16,0.3,1.5,0.0001,25,0.903,903,0.1457697919999994
16,0.3,1.5,0.0001,26,0.905,905,0.1520086669999996
16,0.3,1.5,0.0001,27,0.91,910,0.15806791699999945
16,0.3,1.5,0.0001,28,0.91,910,0.16349249999999937
16,0.3,1.5,0.0001,29,0.909,909,0.16886575000000015
16,0.3,1.5,0.0001,30,0.909,909,0.17449104199999965
16,0.3,1.5,0.0001,31,0.912,912,0.1809617499999998
16,0.3,1.5,0.0001,32,0.914,914,0.18693933399999985
16,0.3,1.5,0.0001,33,0.918,918,0.19296312499999946
16,0.3,1.5,0.0001,34,0.91,910,0.19840604199999934
16,0.3,1.5,0.0001,35,0.915,915,0.20384291699999935
16,0.3,1.5,0.0001,36,0.918,918,0.2093739999999995
16,0.3,1.5,0.0001,37,0.917,917,0.2156404589999994
16,0.3,1.5,0.0001,38,0.916,916,0.2217635419999997
16,0.3,1.5,0.0001,39,0.919,919,0.2286037089999997
16,0.3,1.5,0.0001,40,0.917,917,0.23421612499999966
16,0.3,1.5,0.0001,41,0.92,920,0.24093324999999943
16,0.3,1.5,0.0001,42,0.922,922,0.24709066700000015
16,0.3,1.5,0.0001,43,0.921,921,0.25254683399999944
16,0.3,1.5,0.0001,44,0.917,917,0.2580111669999994
16,0.3,1.5,0.0001,45,0.918,918,0.2634069169999993
16,0.3,1.5,0.0001,46,0.924,924,0.26988741699999963
16,0.3,1.5,0.0001,47,0.923,923,0.27551304200000004
16,0.3,1.5,0.0001,48,0.917,917,0.28099104200000014
16,0.3,1.5,0.0001,49,0.918,918,0.286614084
16,0.3,1.5,0.0001,50,0.921,921,0.2923001249999997
16,0.3,1.5,0.0001,51,0.921,921,0.29802166699999955
16,0.3,1.5,0.0001,52,0.922,922,0.3035664589999998
16,0.3,1.5,0.0001,53,0.925,925,0.3099117919999994
16,0.3,1.5,0.0001,54,0.92,920,0.3155828749999996
16,0.3,1.5,0.0001,55,0.926,926,0.32180779199999954
16,0.3,1.5,0.0001,56,0.926,926,0.32724954199999967
16,0.3,1.5,0.0001,57,0.923,923,0.3328698750000001
16,0.3,1.5,0.0001,58,0.92,920,0.3383742089999995
16,0.3,1.5,0.0001,59,0.924,924,0.34422279200000006
16,0.3,1.5,0.0001,60,0.921,921,0.34971495899999994
16,0.3,1.5,0.0003,1,0.398,398,0.006635959000000469
16,0.3,1.5,0.0003,2,0.568,568,0.012954917000000066
16,0.3,1.5,0.0003,3,0.652,652,0.019020917000000637
16,0.3,1.5,0.0003,4,0.748,748,0.02495383400000062
16,0.3,1.5,0.0003,5,0.814,814,0.03100483399999998
16,0.3,1.5,0.0003,6,0.827,827,0.037026125000000576
16,0.3,1.5,0.0003,7,0.845,845,0.04292708400000045
16,0.3,1.5,0.0003,8,0.852,852,0.04876795900000008
16,0.3,1.5,0.0003,9,0.866,866,0.054955792000000336
16,0.3,1.5,0.0003,10,0.867,867,0.061000750000000714
16,0.3,1.5,0.0003,11,0.866,866,0.06625162500000048
16,0.3,1.5,0.0003,12,0.879,879,0.07208404200000018
16,0.3,1.5,0.0003,13,0.87,870,0.07733762500000019
16,0.3,1.5,0.0003,14,0.887,887,0.08319112499999992
16,0.3,1.5,0.0003,15,0.887,887,0.08853045900000023
16,0.3,1.5,0.0003,16,0.883,883,0.09385104200000072
16,0.3,1.5,0.0003,17,0.899,899,0.10017520900000054
16,0.3,1.5,0.0003,18,0.896,896,0.10566195900000075
16,0.3,1.5,0.0003,19,0.889,889,0.11097395900000073
16,0.3,1.5,0.0003,20,0.898,898,0.11642108400000062
16,0.3,1.5,0.0003,21,0.9,900,0.12249429200000073
16,0.3,1.5,0.0003,22,0.899,899,0.12809375000000056
16,0.3,1.5,0.0003,23,0.901,901,0.134014584
16,0.3,1.5,0.0003,24,0.902,902,0.14027650000000058
16,0.3,1.5,0.0003,25,0.906,906,0.14611029200000036
16,0.3,1.5,0.0003,26,0.906,906,0.15144066700000014
16,0.3,1.5,0.0003,27,0.908,908,0.15740095900000028
16,0.3,1.5,0.0003,28,0.91,910,0.16348858400000044
16,0.3,1.5,0.0003,29,0.913,913,0.169391042
16,0.3,1.5,0.0003,30,0.912,912,0.17489825000000003
16,0.3,1.5,0.0003,31,0.91,910,0.18048075000000008
16,0.3,1.5,0.0003,32,0.917,917,0.18667862500000076
16,0.3,1.5,0.0003,33,0.913,913,0.19252520900000025
16,0.3,1.5,0.0003,34,0.918,918,0.19876529200000004
16,0.3,1.5,0.0003,35,0.917,917,0.2042339170000007
16,0.3,1.5,0.0003,36,0.914,914,0.2096780840000001
16,0.3,1.5,0.0003,37,0.92,920,0.21608679200000047
16,0.3,1.5,0.0003,38,0.917,917,0.22167850000000033
16,0.3,1.5,0.0003,39,0.912,912,0.22733637500000015
16,0.3,1.5,0.0003,40,0.919,919,0.2330052500000006
16,0.3,1.5,0.0003,41,0.916,916,0.23857033400000027
16,0.3,1.5,0.0003,42,0.917,917,0.24402945900000006
16,0.3,1.5,0.0003,43,0.921,921,0.25046608400000014
16,0.3,1.5,0.0003,44,0.912,912,0.25605674999999994
16,0.3,1.5,0.0003,45,0.919,919,0.2614505000000005
16,0.3,1.5,0.0003,46,0.92,920,0.267204542
16,0.3,1.5,0.0003,47,0.919,919,0.27282633400000034
16,0.3,1.5,0.0003,48,0.923,923,0.27941429200000023
16,0.3,1.5,0.0003,49,0.923,923,0.28506766700000075
16,0.3,1.5,0.0003,50,0.918,918,0.29037062500000044
16,0.3,1.5,0.0003,51,0.924,924,0.296618209
16,0.3,1.5,0.0003,52,0.922,922,0.30203266700000064
16,0.3,1.5,0.0003,53,0.911,911,0.30744270900000004
16,0.3,1.5,0.0003,54,0.924,924,0.3130439590000007
16,0.3,1.5,0.0003,55,0.925,925,0.3193722500000007
16,0.3,1.5,0.0003,56,0.92,920,0.3248072500000001
16,0.3,1.5,0.0003,57,0.928,928,0.33075100000000024
16,0.3,1.5,0.0003,58,0.922,922,0.3362793340000003
16,0.3,1.5,0.0003,59,0.923,923,0.34179695900000073
16,0.3,1.5,0.0003,60,0.925,925,0.3476495420000001
16,0.3,1.5,0.001,1,0.475,475,0.006639917000000217
16,0.3,1.5,0.001,2,0.565,565,0.01252033400000041
16,0.3,1.5,0.001,3,0.705,705,0.018426792000000525
16,0.3,1.5,0.001,4,0.738,738,0.02434525000000054
16,0.3,1.5,0.001,5,0.817,817,0.030347042000000712
16,0.3,1.5,0.001,6,0.838,838,0.03631645900000002
16,0.3,1.5,0.001,7,0.828,828,0.04169249999999991
16,0.3,1.5,0.001,8,0.852,852,0.04751095900000024
16,0.3,1.5,0.001,9,0.864,864,0.05332695900000051
16,0.3,1.5,0.001,10,0.853,853,0.058625875000000605
16,0.3,1.5,0.001,11,0.873,873,0.06470845900000022
16,0.3,1.5,0.001,12,0.875,875,0.07059908400000037
16,0.3,1.5,0.001,13,0.883,883,0.07656004200000055
16,0.3,1.5,0.001,14,0.886,886,0.08275354200000073
16,0.3,1.5,0.001,15,0.884,884,0.08808087500000017
16,0.3,1.5,0.001,16,0.888,888,0.09405900000000056
16,0.3,1.5,0.001,17,0.887,887,0.09969537500000047
16,0.3,1.5,0.001,18,0.889,889,0.10559904200000059
16,0.3,1.5,0.001,19,0.889,889,0.11091312500000061
16,0.3,1.5,0.001,20,0.898,898,0.11707254200000072
16,0.3,1.5,0.001,21,0.894,894,0.12249220900000068
16,0.3,1.5,0.001,22,0.896,896,0.12786329200000068
16,0.3,1.5,0.001,23,0.903,903,0.13380037499999986
16,0.3,1.5,0.001,24,0.905,905,0.14003441700000074
16,0.3,1.5,0.001,25,0.901,901,0.14553424999999987
16,0.3,1.5,0.001,26,0.905,905,0.15094150000000006
16,0.3,1.5,0.001,27,0.904,904,0.15668416699999987
16,0.3,1.5,0.001,28,0.908,908,0.16285116700000035
16,0.3,1.5,0.001,29,0.909,909,0.1693410420000001
16,0.3,1.5,0.001,30,0.91,910,0.17514075000000062
16,0.3,1.5,0.001,31,0.91,910,0.1805359590000002
16,0.3,1.5,0.001,32,0.911,911,0.1865778340000004
16,0.3,1.5,0.001,33,0.911,911,0.19205270900000038
16,0.3,1.5,0.001,34,0.91,910,0.19746312500000052
16,0.3,1.5,0.001,35,0.913,913,0.20394283400000024
16,0.3,1.5,0.001,36,0.911,911,0.20959958400000023
16,0.3,1.5,0.001,37,0.916,916,0.21571875000000063
16,0.3,1.5,0.001,38,0.917,917,0.22194350000000007
16,0.3,1.5,0.001,39,0.915,915,0.2275071250000007
16,0.3,1.5,0.001,40,0.918,918,0.2335538340000003
16,0.3,1.5,0.001,41,0.916,916,0.23915741700000037
16,0.3,1.5,0.001,42,0.921,921,0.24524612500000043
16,0.3,1.5,0.001,43,0.913,913,0.25069491700000057
16,0.3,1.5,0.001,44,0.919,919,0.25617929200000056
16,0.3,1.5,0.001,45,0.922,922,0.26221583400000004
16,0.3,1.5,0.001,46,0.92,920,0.2678905839999999
16,0.3,1.5,0.001,47,0.92,920,0.27358266700000033
16,0.3,1.5,0.001,48,0.917,917,0.27919845900000073
16,0.3,1.5,0.001,49,0.92,920,0.2849446250000005
16,0.3,1.5,0.001,50,0.916,916,0.2904652920000004
16,0.3,1.5,0.001,51,0.924,924,0.2966487500000001
16,0.3,1.5,0.001,52,0.92,920,0.3019808749999999
16,0.3,1.5,0.001,53,0.922,922,0.30777358400000043
16,0.3,1.5,0.001,54,0.925,925,0.31412512500000034
16,0.3,1.5,0.001,55,0.918,918,0.3195620840000002
16,0.3,1.5,0.001,56,0.922,922,0.32509708400000026
16,0.3,1.5,0.001,57,0.925,925,0.33097437500000026
16,0.3,1.5,0.001,58,0.916,916,0.33683187500000056
16,0.3,1.5,0.001,59,0.92,920,0.3423620000000005
16,0.3,1.5,0.001,60,0.923,923,0.3481200840000005
16,0.3,1.5,0.003,1,0.452,452,0.006841166000000065
16,0.3,1.5,0.003,2,0.536,536,0.012904791000000415
16,0.3,1.5,0.003,3,0.682,682,0.018798666000000352
16,0.3,1.5,0.003,4,0.764,764,0.024583665999999837
16,0.3,1.5,0.003,5,0.804,804,0.030363416000000143
16,0.3,1.5,0.003,6,0.833,833,0.03622504100000068
16,0.3,1.5,0.003,7,0.838,838,0.042040250000000334
16,0.3,1.5,0.003,8,0.845,845,0.04798333300000035
16,0.3,1.5,0.003,9,0.866,866,0.053981791
16,0.3,1.5,0.003,10,0.867,867,0.05997279099999986
16,0.3,1.5,0.003,11,0.872,872,0.06600066599999987
16,0.3,1.5,0.003,12,0.87,870,0.07136833300000056
16,0.3,1.5,0.003,13,0.875,875,0.07738795800000009
16,0.3,1.5,0.003,14,0.887,887,0.08348920800000048
16,0.3,1.5,0.003,15,0.892,892,0.09004133300000028
16,0.3,1.5,0.003,16,0.89,890,0.09538095800000068
16,0.3,1.5,0.003,17,0.877,877,0.10101458300000044
16,0.3,1.5,0.003,18,0.891,891,0.10640854100000041
16,0.3,1.5,0.003,19,0.898,898,0.1128998750000001
16,0.3,1.5,0.003,20,0.9,900,0.11908391600000012
16,0.3,1.5,0.003,21,0.9,900,0.12456012500000035
16,0.3,1.5,0.003,22,0.897,897,0.13015204100000055
16,0.3,1.5,0.003,23,0.901,901,0.13623570800000007
16,0.3,1.5,0.003,24,0.904,904,0.14243966600000046
16,0.3,1.5,0.003,25,0.908,908,0.14851287500000065
16,0.3,1.5,0.003,26,0.907,907,0.15399450000000048
16,0.3,1.5,0.003,27,0.915,915,0.1601815000000002
16,0.3,1.5,0.003,28,0.913,913,0.16586145800000018
16,0.3,1.5,0.003,29,0.918,918,0.17182820799999998
16,0.3,1.5,0.003,30,0.923,923,0.1779995000000003
16,0.3,1.5,0.003,31,0.919,919,0.1835696250000005
16,0.3,1.5,0.003,32,0.916,916,0.18902554100000035
16,0.3,1.5,0.003,33,0.925,925,0.19526087500000067
16,0.3,1.5,0.003,34,0.922,922,0.2009072500000002
16,0.3,1.5,0.003,35,0.919,919,0.20637820800000028
16,0.3,1.5,0.003,36,0.913,913,0.21199458300000007
16,0.3,1.5,0.003,37,0.92,920,0.2177218750000005
16,0.3,1.5,0.003,38,0.913,913,0.2235679580000003
16,0.3,1.5,0.003,39,0.923,923,0.22937804100000037
16,0.3,1.5,0.003,40,0.921,921,0.2352087909999998
16,0.3,1.5,0.003,41,0.923,923,0.24099483300000024
16,0.3,1.5,0.003,42,0.921,921,0.2468157910000004
16,0.3,1.5,0.003,43,0.921,921,0.2526762500000004
16,0.3,1.5,0.003,44,0.918,918,0.25836725000000005
16,0.3,1.5,0.003,45,0.915,915,0.26419745799999994
16,0.3,1.5,0.003,46,0.92,920,0.2698952910000001
