cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,lose0,lose1,lead01,lead10,bwd_signal
29,train,5,0,True,True,0.0243346,0.0245993,-0.000264676,0.0555904,0.0558635,0.0328446,0.03274,0.024345,0.0246097,False,0.05572769166666667,0.0243346,0.0245993,-0.000264676,False,0.0557409,0.0557069,0.0557102,0.0557422,0.0557398,0.0557087,0.0557437,0.0557408,0.055707,0.0557103,0.0557421,0.0557397,0.383984,0.367384,1.17794,1.13993,2.80208e-05
30,train,6,1,True,True,0.0495705,0.0486922,0.000878287,0.0807467,0.0816534,0.0120013,0.0117729,0.0487025,0.0495808,True,0.09495504999999999,0.0495705,0.0486922,0.000878287,True,0.0996616,0.0957029,0.0892828,0.10109,0.0933035,0.0898721,0.102828,0.0941345,0.0905767,0.0988191,0.0951233,0.0890661,0.338218,0.338081,1.2,4.82514e-07,0.00730314
31,train,7,1,True,True,0.0495489,0.0486711,0.00087788,0.0807245,0.0816309,0.0120101,0.0117817,0.0486813,0.0495592,True,0.094920575,0.0495489,0.0486711,0.00087788,True,0.099625,0.0956669,0.0892513,0.101053,0.0932701,0.0898401,0.102789,0.0941003,0.0905442,0.0987821,0.0950902,0.0890347,0.338221,0.338084,1.2,4.82515e-07,0.00558367
32,train,8,1,True,True,0.0247781,0.0245094,0.000268636,0.0557708,0.0560481,0.0328471,0.0327424,0.0245198,0.0247884,True,0.055964483333333336,0.0247781,0.0245094,0.000268636,True,0.0560752,0.055889,0.0560514,0.0559249,0.0559225,0.0558909,0.0560219,0.0561691,0.0558892,0.0558925,0.0559248,0.0559224,0.373249,0.356323,1.19701,1.1509,0.0088431
33,train,9,1,True,True,0.0495041,0.048627,0.000877029,0.0806796,0.0815851,0.012028,0.0117998,0.0486373,0.0495143,True,0.09485015833333334,0.0495041,0.048627,0.000877029,True,0.0995507,0.0955953,0.0891877,0.100975,0.0932024,0.089774,0.10271,0.0940313,0.0904777,0.0987086,0.0950175,0.0889717,0.338226,0.338089,1.2,4.82516e-07,0.00609663
34,train,10,1,True,True,0.049483,0.0486064,0.000876613,0.0806578,0.0815629,0.0120366,0.0118085,0.0486166,0.0494932,True,0.09481639166666667,0.049483,0.0486064,0.000876613,True,0.0995144,0.09556,0.0891566,0.10094,0.0931693,0.0897435,0.102671,0.0939975,0.0904454,0.0986732,0.094985,0.0889408,0.338229,0.338092,1.2,4.82516e-07,0.00566775
35,train,11,1,True,True,0.049461,0.0485848,0.000876191,0.0806356,0.0815402,0.0120455,0.0118174,0.048595,0.0494712,True,0.09478169166666667,0.049461,0.0485848,0.000876191,True,0.0994776,0.0955243,0.089125,0.100902,0.0931357,0.0897114,0.102632,0.0939632,0.0904126,0.098637,0.0949499,0.0889096,0.338232,0.338094,1.2,4.82517e-07,0.00570881
36,final_eval,0,0,False,False,0.0242958,0.0245592,-0.000263394,0.0555504,0.0558222,0.032859,0.0327543,0.0243063,0.0245697,False,0.05569084166666668,0.0242958,0.0245592,-0.000263394,False,0.0557002,0.055712,0.0556696,0.0557015,0.0556991,0.0556681,0.055703,0.0557001,0.0556664,0.0556697,0.0557014,0.055699,0.386352,0.36987,1.19701,1.1505,
37,final_eval,1,0,False,False,0.026061,0.0264184,-0.000357335,0.0573723,0.057741,0.0327577,0.0326527,0.0260713,0.0264286,False,0.0581409,0.026061,0.0264184,-0.000357335,False,0.0575758,0.0578702,0.0575336,0.0640919,0.0575742,0.0575316,0.0575796,0.0575757,0.0576253,0.0575338,0.057625,0.0575741,0.346699,0.346081,1.18744,1.1413,
38,final_eval,2,0,False,False,0.0276859,0.0281185,-0.000432599,0.0590491,0.0594954,0.0322217,0.0321049,0.027696,0.0281285,False,0.06035211666666668,0.0276859,0.0281185,-0.000432599,False,0.067866,0.0592384,0.059323,0.0605251,0.0592937,0.0600367,0.059614,0.0601316,0.0592385,0.0592442,0.0604206,0.0592936,0.345392,0.345014,1.17795,1.13993,
39,final_eval,3,0,False,False,0.0242606,0.0245248,-0.000264183,0.0555141,0.0557867,0.0328651,0.0327604,0.0242711,0.0245353,False,0.0556511,0.0242606,0.0245248,-0.000264183,False,0.0556643,0.0556303,0.0556336,0.0556656,0.0556632,0.0556321,0.0556671,0.0556643,0.0556304,0.0556337,0.0556655,0.0556631,0.38933,0.37282,1.16854,1.13993,
40,final_eval,4,0,False,False,0.0242615,0.0245252,-0.000263636,0.0555148,0.0557868,0.0328672,0.0327624,0.024272,0.0245356,False,0.055653549999999996,0.0242615,0.0245252,-0.000263636,False,0.0556647,0.0556308,0.0556583,0.055666,0.0556636,0.0556326,0.0556675,0.0556647,0.0556309,0.0556341,0.0556659,0.0556635,0.389281,0.372804,1.1592,1.13993,
41,final_eval,5,0,False,False,0.0242463,0.0245104,-0.000264082,0.0554988,0.0557713,0.0328692,0.0327644,0.0242567,0.0245208,False,0.055635800000000006,0.0242463,0.0245104,-0.000264082,False,0.055649,0.055615,0.0556183,0.0556503,0.0556479,0.0556168,0.0556518,0.055649,0.0556151,0.0556184,0.0556502,0.0556478,0.390215,0.37372,1.14994,1.13993,
42,final_eval,6,1,False,False,0.0493068,0.0484336,0.000873239,0.08048,0.0813816,0.0121076,0.0118801,0.0484438,0.0493171,True,0.0945389,0.0493068,0.0484336,0.000873239,True,0.0992197,0.0952757,0.0889043,0.100638,0.0929009,0.0894867,0.102359,0.0937235,0.0901822,0.0983831,0.0947027,0.088691,0.338208,0.33807,1.14053,1.13971,
43,final_eval,7,1,False,False,0.0492838,0.0484109,0.000872872,0.080457,0.0813582,0.0121169,0.0118894,0.0484212,0.0492941,True,0.09450265000000001,0.0492838,0.0484109,0.000872872,True,0.0991822,0.0952372,0.088872,0.100597,0.0928654,0.0894517,0.102319,0.0936873,0.0901487,0.0983439,0.0946687,0.0886587,0.338211,0.338073,1.13989,1.13988,
44,final_eval,8,1,False,False,0.0246809,0.0244132,0.000267785,0.0556715,0.0559478,0.0328718,0.032767,0.0244235,0.0246913,True,0.055862475,0.0246809,0.0244132,0.000267785,True,0.0559692,0.0557893,0.0559478,0.0558251,0.0558227,0.0557911,0.055912,0.0560628,0.0557894,0.0557927,0.055825,0.0558226,0.380052,0.363236,1.13993,1.13993,
45,final_eval,9,1,False,False,0.0492406,0.0483686,0.000871996,0.0804131,0.0813134,0.0121344,0.0119071,0.0483789,0.0492509,True,0.09443448333333333,0.0492406,0.0483686,0.000871996,True,0.0991087,0.0951677,0.0888087,0.100524,0.0927998,0.08939,0.102241,0.0936207,0.090083,0.098274,0.0945992,0.088597,0.338216,0.338078,1.13979,1.13979,
46,final_eval,10,1,False,False,0.0492187,0.0483471,0.000871569,0.080391,0.0812909,0.0121433,0.011916,0.0483574,0.049229,True,0.09440002500000001,0.0492187,0.0483471,0.000871569,True,0.0990725,0.095133,0.0887781,0.100486,0.0927668,0.089358,0.102202,0.0935867,0.0900508,0.0982377,0.0945628,0.0885659,0.338219,0.33808,1.13989,1.13988,
47,final_eval,11,1,False,False,0.0491965,0.0483253,0.000871139,0.0803686,0.081268,0.0121523,0.0119251,0.0483356,0.0492068,True,0.09436495,0.0491965,0.0483253,0.000871139,True,0.0990349,0.0950965,0.0887456,0.100448,0.0927327,0.0893257,0.102163,0.0935517,0.0900172,0.0982012,0.0945284,0.0885345,0.338221,0.338083,1.13989,1.13988,
