cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,lose0,lose1,lead01,lead10,bwd_signal
10,initial_eval,10,1,False,False,0.0863266,0.0856262,0.000700404,0.118785,0.119507,0.0125173,0.0125193,0.0856323,0.0863327,True,0.12638466666666667,0.0863266,0.0856262,0.000700404,True,0.127674,0.127607,0.122891,0.130487,0.124913,0.124733,0.12835,0.127153,0.123181,0.12982,0.12534,0.124467,0.337396,0.337394,1.1398,1.13979,
11,initial_eval,11,1,False,False,0.0863111,0.0856108,0.000700334,0.118769,0.119491,0.0125025,0.0125046,0.0856169,0.0863172,True,0.12636675,0.0863111,0.0856108,0.000700334,True,0.127656,0.127588,0.122874,0.130469,0.124895,0.124716,0.128332,0.127135,0.123164,0.129801,0.125322,0.124449,0.337395,0.337393,1.1398,1.13979,
12,train,0,0,True,True,0.0666297,0.0672037,-0.000574014,0.0992085,0.0998001,0.0216309,0.021624,0.0666369,0.0672109,False,0.09950523333333333,0.0666297,0.0672037,-0.000574014,False,0.0995216,0.0994801,0.0994834,0.0995228,0.0995204,0.0994819,0.0995243,0.0995215,0.0994802,0.0994835,0.0995228,0.0995203,0.338086,0.338082,1.2,4.82308e-07,1.04498
13,train,1,0,True,True,0.0577642,0.0582493,-0.000485118,0.0900697,0.0905698,0.0225107,0.0225039,0.057772,0.0582571,False,0.09051604166666667,0.0577642,0.0582493,-0.000485118,False,0.0903359,0.0902973,0.0903003,0.0925648,0.0903347,0.0902988,0.0903384,0.0903358,0.0902973,0.0903003,0.0904542,0.0903347,0.338366,0.338364,1.2,4.8238e-07,1.04498
14,train,2,0,True,True,0.0565531,0.0570573,-0.000504163,0.0888213,0.0893411,0.0230773,0.0230538,0.0565609,0.0570651,False,0.09032174166666666,0.0565531,0.0570573,-0.000504163,False,0.0940607,0.089871,0.0900556,0.0911602,0.0892149,0.0900616,0.0903344,0.0909232,0.0890634,0.0899249,0.0900921,0.0890989,0.338541,0.338525,1.2,4.82394e-07,1.04498
15,train,3,0,True,True,0.0484092,0.0488241,-0.000414885,0.080424,0.0808518,0.023975,0.0239228,0.0484176,0.0488325,False,0.080638675,0.0484092,0.0488241,-0.000414885,False,0.080653,0.0806165,0.0806195,0.0806542,0.080652,0.0806182,0.0806555,0.080653,0.0806166,0.0806196,0.0806541,0.0806519,0.338853,0.338811,1.2,4.82532e-07,1.04498
16,train,4,0,True,True,0.0442941,0.0446853,-0.000391258,0.0761802,0.0765837,0.0252973,0.0252289,0.0443027,0.044694,False,0.07638625,0.0442941,0.0446853,-0.000391258,False,0.076397,0.0763607,0.0764059,0.0763982,0.0763959,0.0763624,0.0763995,0.0763969,0.0763608,0.0763638,0.0763981,0.0763958,0.339277,0.339212,1.2,4.8266e-07,1.04498
17,train,5,0,True,True,0.0403197,0.0406889,-0.00036924,0.0720812,0.0724621,0.0268276,0.0267484,0.0403287,0.0406979,False,0.07227243333333333,0.0403197,0.0406889,-0.00036924,False,0.0722866,0.0722505,0.0722536,0.0722878,0.0722855,0.0722522,0.0722891,0.0722865,0.0722506,0.0722537,0.0722877,0.0722854,0.339859,0.339769,1.2,4.82877e-07,1.04498
18,train,6,1,True,True,0.0628059,0.0621299,0.000675946,0.0945889,0.0952854,0.00765289,0.00749767,0.0621385,0.0628144,True,0.10697174999999999,0.0628059,0.0621299,0.000675946,True,0.109543,0.108717,0.101571,0.113174,0.104777,0.103886,0.111362,0.107558,0.102369,0.111594,0.105896,0.103214,0.336985,0.336931,1.2,4.82338e-07,0.0183325
19,train,7,1,True,True,0.0627864,0.0621105,0.000675942,0.0945687,0.0952652,0.00765839,0.00751549,0.0621191,0.062795,True,0.10694491666666667,0.0627864,0.0621105,0.000675942,True,0.109519,0.108685,0.101549,0.113143,0.104754,0.103858,0.111338,0.107527,0.102347,0.111561,0.105873,0.103185,0.336986,0.336932,1.2,4.82339e-07,0.00397762
20,train,8,1,True,True,0.0369825,0.0366316,0.000350877,0.0682772,0.0686392,0.0359256,0.0358124,0.0366407,0.0369916,True,0.06849752499999999,0.0369825,0.0366316,0.000350877,True,0.0685317,0.0684459,0.0684929,0.0684744,0.0684721,0.0684387,0.0686944,0.0685967,0.068437,0.0684402,0.0684743,0.068472,0.323301,0.323803,1.2,4.83302e-07,0.00315018
21,train,9,1,True,True,0.062746,0.0620701,0.000675957,0.0945273,0.0952238,0.00766973,0.00752676,0.0620787,0.0627546,True,0.10688933333333334,0.062746,0.0620701,0.000675957,True,0.109471,0.10862,0.101503,0.113072,0.104707,0.103797,0.11129,0.107464,0.102301,0.111494,0.105826,0.103127,0.336989,0.336934,1.2,4.82339e-07,0.00472637
22,train,10,1,True,True,0.0627267,0.0620508,0.000675942,0.0945072,0.0952037,0.00767519,0.00753217,0.0620594,0.0627353,True,0.10686283333333334,0.0627267,0.0620508,0.000675942,True,0.109447,0.108589,0.101481,0.113041,0.104685,0.103769,0.111266,0.107433,0.102279,0.111462,0.105804,0.103098,0.33699,0.336935,1.2,4.82339e-07,0.00378914
23,train,11,1,True,True,0.0627055,0.0620295,0.000675991,0.0944857,0.0951822,0.0205993,0.020514,0.0620381,0.0627141,True,0.10683366666666667,0.0627055,0.0620295,0.000675991,True,0.109423,0.108553,0.101458,0.113005,0.104661,0.103737,0.111241,0.107399,0.102256,0.111425,0.105779,0.103067,0.333448,0.333409,1.2,4.82339e-07,0.00384956
24,train,0,0,True,True,0.0364751,0.0368216,-0.000346411,0.0681158,0.0684732,0.0283999,0.0283126,0.0364845,0.0368309,False,0.06829666666666666,0.0364751,0.0368216,-0.000346411,False,0.0683093,0.0682903,0.0682766,0.0683105,0.0683082,0.0682752,0.0683119,0.0683092,0.0682736,0.0682767,0.0683104,0.0683081,0.340701,0.340579,1.2,4.83331e-07,1.04498
25,train,1,0,True,True,0.0309941,0.0313789,-0.000384735,0.062462,0.0628589,0.0311241,0.0310267,0.031004,0.0313887,False,0.06317848333333333,0.0309941,0.0313789,-0.000384735,False,0.0626791,0.0628354,0.062638,0.0685156,0.0626776,0.0626361,0.0626825,0.062679,0.0626745,0.0626381,0.0628084,0.0626775,0.3429,0.342749,1.16295,1.08589,0.029303
26,train,2,0,True,True,0.0329684,0.0334245,-0.000456163,0.0644989,0.0649695,0.0307461,0.0306427,0.0329779,0.0334341,False,0.06586676666666667,0.0329684,0.0334245,-0.000456163,False,0.0727254,0.0647648,0.0649939,0.0660703,0.0647548,0.065525,0.065367,0.0660157,0.0647023,0.0647392,0.0659881,0.0647547,0.342717,0.342561,1.19998,0.749587,1.04498
27,train,3,0,True,True,0.0243458,0.024618,-0.000272128,0.055602,0.0558828,0.0328407,0.0327355,0.0243563,0.0246284,False,0.05574315833333333,0.0243458,0.024618,-0.000272128,False,0.0557568,0.0557218,0.0557251,0.0557581,0.0557556,0.0557236,0.0557596,0.0557567,0.0557219,0.0557252,0.055758,0.0557555,0.383255,0.366189,1.197,1.15194,0.0315822
28,train,4,0,True,True,0.0243479,0.0246194,-0.000271509,0.0556039,0.0558841,0.0328429,0.0327376,0.0243584,0.0246299,False,0.055747091666666665,0.0243479,0.0246194,-0.000271509,False,0.0557584,0.0557234,0.0557546,0.0557596,0.0557572,0.0557253,0.0557612,0.0557583,0.0557236,0.0557269,0.0557595,0.0557571,0.383172,0.366126,1.18743,1.14274,0.000841167
29,train,5,0,True,True,0.0243315,0.0246035,-0.000272026,0.0555867,0.0558674,0.0328449,0.0327396,0.0243419,0.0246139,False,0.05572780833333333,0.0243315,0.0246035,-0.000272026,False,0.0557414,0.0557064,0.0557098,0.0557427,0.0557402,0.0557083,0.0557443,0.0557413,0.0557066,0.0557099,0.0557426,0.0557402,0.384183,0.367116,1.17794,1.13993,2.80177e-05
30,train,6,1,True,True,0.0495745,0.0486871,0.000887394,0.0807414,0.0816575,0.0262782,0.0260017,0.0486974,0.0495848,True,0.09495538333333332,0.0495745,0.0486871,0.000887394,True,0.0996627,0.0957026,0.0892821,0.101092,0.0933041,0.0898714,0.102829,0.0941352,0.090576,0.0988188,0.0951242,0.0890665,0.334251,0.334103,1.2,4.82514e-07,0.00730136
31,train,7,1,True,True,0.0495529,0.048666,0.000886987,0.0807192,0.081635,0.0120112,0.0117811,0.0486762,0.0495632,True,0.09492089166666667,0.0495529,0.048666,0.000886987,True,0.0996261,0.0956665,0.0892506,0.101055,0.0932706,0.0898394,0.10279,0.094101,0.0905435,0.0987818,0.0950912,0.089035,0.338222,0.338083,1.2,4.82515e-07,0.00558944
32,train,8,1,True,True,0.0247818,0.0245058,0.000275999,0.0557671,0.056052,0.0328474,0.0327421,0.0245162,0.0247922,True,0.05596460833333333,0.0247818,0.0245058,0.000275999,True,0.0560756,0.0558886,0.056051,0.0559255,0.0559229,0.0558905,0.0560225,0.0561696,0.0558887,0.0558921,0.0559254,0.0559229,0.373476,0.356081,1.19701,1.1509,0.0088469
33,train,9,1,True,True,0.0495081,0.0486219,0.000886133,0.0806744,0.0815892,0.0120291,0.0117992,0.0486322,0.0495183,True,0.09485048333333335,0.0495081,0.0486219,0.000886133,True,0.0995518,0.095595,0.089187,0.100976,0.093203,0.0897733,0.102712,0.094032,0.090477,0.0987083,0.0950184,0.088972,0.338227,0.338089,1.2,4.82516e-07,0.00611603
34,train,10,1,True,True,0.049487,0.0486013,0.000885716,0.0806526,0.081567,0.0120377,0.0118079,0.0486115,0.0494972,True,0.09481671666666668,0.049487,0.0486013,0.000885716,True,0.0995155,0.0955596,0.0891558,0.100941,0.0931698,0.0897429,0.102673,0.0939982,0.0904448,0.098673,0.0949859,0.0889411,0.33823,0.338091,1.2,4.82516e-07,0.00566886
35,train,11,1,True,True,0.049465,0.0485797,0.000885292,0.0806303,0.0815443,0.0120466,0.0118168,0.0485899,0.0494752,True,0.09478199999999999,0.049465,0.0485797,0.000885292,True,0.0994786,0.095524,0.0891243,0.100903,0.0931362,0.0897107,0.102634,0.0939639,0.0904119,0.0986367,0.0949508,0.0889099,0.338232,0.338094,1.2,4.82517e-07,0.00570728
36,final_eval,0,0,False,False,0.0242923,0.024563,-0.000270744,0.0555467,0.0558261,0.0328593,0.032754,0.0243027,0.0245735,False,0.05569095833333334,0.0242923,0.024563,-0.000270744,False,0.0557007,0.0557116,0.0556692,0.055702,0.0556995,0.0556677,0.0557035,0.0557006,0.055666,0.0556693,0.0557019,0.0556995,0.386577,0.36963,1.19701,1.1505,
37,final_eval,1,0,False,False,0.0260574,0.0264222,-0.000364797,0.0573685,0.0577449,0.032758,0.0326524,0.0260676,0.0264324,False,0.05814098333333333,0.0260574,0.0264222,-0.000364797,False,0.0575762,0.0578697,0.0575332,0.0640927,0.0575746,0.0575311,0.0575801,0.0575761,0.0576248,0.0575333,0.0576255,0.0575745,0.346709,0.346073,1.18744,1.1413,
38,final_eval,2,0,False,False,0.0276822,0.0281223,-0.000440161,0.0590452,0.0594994,0.032222,0.0321046,0.0276922,0.0281323,False,0.060352191666666666,0.0276822,0.0281223,-0.000440161,False,0.0678668,0.0592378,0.0593226,0.0605256,0.0592941,0.0600362,0.0596145,0.060132,0.0592379,0.0592437,0.0604211,0.059294,0.345398,0.345008,1.17795,1.13993,
39,final_eval,3,0,False,False,0.0242571,0.0245286,-0.000271532,0.0555104,0.0557906,0.0328654,0.03276,0.0242675,0.024539,False,0.055651233333333334,0.0242571,0.0245286,-0.000271532,False,0.0556648,0.0556299,0.0556332,0.0556661,0.0556637,0.0556317,0.0556677,0.0556648,0.05563,0.0556333,0.055666,0.0556636,0.389554,0.37258,1.16854,1.13993,
40,final_eval,4,0,False,False,0.024258,0.0245289,-0.000270985,0.0555111,0.0557907,0.0328675,0.0327621,0.0242684,0.0245394,False,0.05565367500000001,0.024258,0.0245289,-0.000270985,False,0.0556652,0.0556303,0.0556579,0.0556665,0.0556641,0.0556322,0.0556681,0.0556652,0.0556304,0.0556338,0.0556664,0.055664,0.389505,0.372564,1.1592,1.13993,
41,final_eval,5,0,False,False,0.0242427,0.0245141,-0.000271431,0.0554951,0.0557752,0.0328695,0.0327641,0.0242532,0.0245246,False,0.055635925,0.0242427,0.0245141,-0.000271431,False,0.0556495,0.0556145,0.0556179,0.0556508,0.0556484,0.0556164,0.0556524,0.0556495,0.0556147,0.055618,0.0556507,0.0556483,0.390439,0.37348,1.14994,1.13993,
42,final_eval,6,1,False,False,0.0493108,0.0484285,0.000882333,0.0804748,0.0813857,0.0121087,0.0118795,0.0484387,0.0493211,True,0.09453915,0.0493108,0.0484285,0.000882333,True,0.0992208,0.0952754,0.0889035,0.100639,0.0929015,0.089486,0.10236,0.0937243,0.0901816,0.0983828,0.0947036,0.0886913,0.338209,0.33807,1.14054,1.13971,
43,final_eval,7,1,False,False,0.0492878,0.0484058,0.000881964,0.0804517,0.0813623,0.012118,0.0118887,0.0484161,0.0492981,True,0.09450289166666666,0.0492878,0.0484058,0.000881964,True,0.0991833,0.0952369,0.0888713,0.100598,0.092866,0.089451,0.10232,0.093688,0.090148,0.0983436,0.0946696,0.088659,0.338212,0.338072,1.13989,1.13988,
44,final_eval,8,1,False,False,0.0246847,0.0244096,0.000275142,0.0556678,0.0559517,0.0328721,0.0327666,0.02442,0.0246951,True,0.055862600000000005,0.0246847,0.0244096,0.000275142,True,0.0559697,0.0557888,0.0559474,0.0558257,0.0558231,0.0557907,0.0559125,0.0560633,0.0557889,0.0557924,0.0558256,0.0558231,0.380278,0.362995,1.13993,1.13993,
45,final_eval,9,1,False,False,0.0492446,0.0483635,0.000881086,0.0804079,0.0813176,0.0264896,0.0262127,0.0483737,0.0492548,True,0.0944348,0.0492446,0.0483635,0.000881086,True,0.0991097,0.0951674,0.088808,0.100525,0.0928003,0.0893893,0.102243,0.0936215,0.0900823,0.0982737,0.0946001,0.0885973,0.334272,0.334123,1.13979,1.13979,
46,final_eval,10,1,False,False,0.0492227,0.048342,0.000880658,0.0803858,0.081295,0.0265036,0.0262268,0.0483523,0.049233,True,0.09440035000000001,0.0492227,0.048342,0.000880658,True,0.0990735,0.0951327,0.0887774,0.100487,0.0927673,0.0893573,0.102204,0.0935874,0.0900502,0.0982374,0.0945638,0.0885662,0.334274,0.334124,1.13989,1.13988,
47,final_eval,11,1,False,False,0.0492005,0.0483202,0.000880226,0.0803633,0.0812721,0.0121534,0.0119244,0.0483305,0.0492108,True,0.09436525833333333,0.0492005,0.0483202,0.000880226,True,0.0990359,0.0950962,0.0887449,0.100449,0.0927332,0.089325,0.102165,0.0935524,0.0900165,0.0982009,0.0945293,0.0885348,0.338222,0.338083,1.13989,1.13988,
