cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
10,train,1,0,True,True,0.142574,0.149347,-0.00677266,0.174223,0.18164,0.00715282,0.00700115,0.142567,0.149339,False,0.06296476250000001,0.126537,0.052486,0.032948,0.100646,0.0224336,0.0752116,0.0452502,0.0482057,0.338116,0.338102,0.885893,0.918374
11,train,5,1,True,True,0.108742,0.104307,0.00443571,0.0969328,0.0997529,0.00623478,0.00607885,0.104301,0.108736,True,0.25523025,0.266958,0.262358,0.216673,0.287752,0.241833,0.236952,0.266958,0.262358,0.337536,0.337455,0.828065,1.2
12,train,2,0,True,True,0.146242,0.152281,-0.00603861,0.179005,0.185428,0.0020806,0.001921,0.146234,0.152272,False,0.064347975,0.0739287,0.0416295,0.103903,0.0341501,0.0514105,0.0564978,0.082895,0.0703692,0.337363,0.337372,0.888551,0.915305
13,train,6,1,True,True,0.115501,0.111869,0.00363249,0.0965432,0.0998701,0.00629189,0.00605859,0.111863,0.115495,True,0.25523025,0.266958,0.262358,0.216673,0.287752,0.241833,0.236952,0.266958,0.262358,0.33756,0.337431,0.87105,0.93881
14,train,3,0,True,True,0.154462,0.159964,-0.00550205,0.189315,0.195009,0.000577154,0.000468659,0.154454,0.159957,False,0.0484758,0.0412263,0.0753352,0.0363448,0.0705266,0.0147859,0.0608203,0.0402409,0.0485264,0.33609,0.336089,0.891658,0.911997
15,train,7,1,True,True,0.122974,0.118959,0.00401425,0.110664,0.117845,0.0118421,0.0116003,0.118953,0.122967,True,0.13103315000000001,0.110395,0.158194,0.0788674,0.258362,0.10857,0.0805108,0.151575,0.101791,0.341042,0.34062,0.879125,0.92643
16,train,0,0,True,True,0.129912,0.134279,-0.00436688,0.122998,0.129988,0.0142195,0.0141482,0.129905,0.134271,False,0.11172373749999999,0.160014,0.0986627,0.119663,0.115447,0.0692506,0.0968116,0.101431,0.13251,0.343541,0.343181,0.885825,0.918074
17,train,4,1,True,True,0.110889,0.107553,0.00333527,0.0898118,0.093565,0.0457055,0.045679,0.107547,0.110882,True,0.221766,0.238235,0.219282,0.202985,0.246574,0.202823,0.20084,0.228693,0.234696,0.218986,0.219064,0.860809,0.959668
18,train,1,0,True,True,0.140609,0.145112,-0.00450373,0.172076,0.177368,0.00716854,0.00720674,0.140601,0.145104,False,0.062963425,0.126535,0.0524847,0.0329468,0.100645,0.0224322,0.0752104,0.0452489,0.0482044,0.33811,0.338084,0.889893,0.913643
19,train,5,1,True,True,0.105316,0.102566,0.00274947,0.0951805,0.100367,0.00649672,0.00599413,0.10256,0.10531,True,0.25522849999999997,0.266956,0.262356,0.216672,0.28775,0.241832,0.23695,0.266956,0.262356,0.337649,0.337355,0.808845,1.2
20,train,2,0,True,True,0.144276,0.148016,-0.00374022,0.17689,0.181052,0.00211007,0.00207094,0.144268,0.148008,False,0.06434694999999999,0.0739281,0.0416279,0.103902,0.0341489,0.0514095,0.0564969,0.082894,0.0703683,0.337359,0.337366,0.892635,0.910748
21,train,6,1,True,True,0.111596,0.109478,0.00211845,0.0947176,0.100557,0.00657239,0.00597019,0.109472,0.11159,True,0.255228375,0.266956,0.262356,0.216671,0.28775,0.241832,0.23695,0.266956,0.262356,0.337683,0.337327,0.876403,0.929606
22,train,3,0,True,True,0.15255,0.155753,-0.00320316,0.187339,0.19068,0.000664961,0.000750068,0.152542,0.155746,False,0.0484749375,0.0412257,0.0753344,0.0363442,0.0705252,0.0147851,0.060819,0.0402404,0.0485255,0.336083,0.336088,0.895355,0.908117
23,train,7,1,True,True,0.120178,0.117917,0.00226128,0.108319,0.116899,0.0120078,0.0115771,0.117911,0.120172,True,0.1310314125,0.110393,0.158192,0.0788654,0.258361,0.108568,0.0805089,0.151574,0.101789,0.341266,0.340457,0.886369,0.916852
24,train,0,0,True,True,0.128134,0.130445,-0.00231113,0.120592,0.126644,0.0142401,0.0142061,0.128127,0.130438,False,0.11172185,0.160013,0.0986605,0.119662,0.115444,0.0692484,0.0968099,0.101429,0.132508,0.343645,0.343083,0.891864,0.911118
25,train,4,1,True,True,0.107253,0.105493,0.00175988,0.0882791,0.0939589,0.0458211,0.0460439,0.105487,0.107247,True,0.221763625,0.238233,0.21928,0.202984,0.246571,0.20282,0.200837,0.22869,0.234694,0.217401,0.21339,0.866783,0.945992
26,train,1,0,True,True,0.13893,0.141339,-0.00240857,0.169975,0.173411,0.00716571,0.00742636,0.138922,0.141331,False,0.0629622,0.126534,0.0524834,0.0329456,0.100644,0.0224308,0.0752091,0.0452475,0.0482032,0.338103,0.338058,0.894666,0.908529
27,train,5,1,True,True,0.102443,0.101394,0.00104886,0.0930457,0.101313,0.00685817,0.00589238,0.101389,0.102437,True,0.25522662500000004,0.266954,0.262354,0.21667,0.287748,0.24183,0.236949,0.266954,0.262354,0.337817,0.337238,1.2,-0.0165231
28,train,2,0,True,True,0.142348,0.143987,-0.00163834,0.174814,0.176931,0.00213464,0.00222318,0.14234,0.143979,False,0.0643459375,0.0739276,0.0416263,0.103901,0.0341477,0.0514084,0.056496,0.0828931,0.0703674,0.337354,0.337356,0.897335,0.905989
29,train,6,1,True,True,0.10757,0.106919,0.000650764,0.0924577,0.101606,0.00696668,0.00586301,0.106913,0.107564,True,0.2552265,0.266954,0.262354,0.21667,0.287748,0.24183,0.236948,0.266954,0.262354,0.33787,0.337206,0.887858,0.914123
30,train,3,0,True,True,0.150677,0.151782,-0.0011056,0.185402,0.186601,0.000749523,0.00105814,0.150669,0.151776,False,0.04847404999999999,0.0412251,0.0753336,0.0363435,0.0705238,0.0147843,0.0608177,0.0402398,0.0485246,0.336076,0.336085,0.899433,0.904174
31,train,7,1,True,True,0.116546,0.115623,0.000922194,0.105611,0.116622,0.0122588,0.0115369,0.115617,0.116539,True,0.1310297,0.110391,0.158191,0.0788636,0.25836,0.108566,0.080507,0.151572,0.101787,0.341624,0.34025,0.893535,0.908782
32,train,0,0,True,True,0.126327,0.126717,-0.000390495,0.118281,0.123763,0.0142535,0.0142653,0.12632,0.12671,False,0.1117198625,0.160011,0.0986584,0.11966,0.115441,0.0692462,0.0968083,0.101427,0.132507,0.343764,0.34294,0.899674,0.903356
33,train,4,1,True,True,0.105293,0.105018,0.000274343,0.0864267,0.0946915,0.0459278,0.046472,0.105012,0.105287,True,0.22176162500000002,0.238231,0.219277,0.202984,0.246568,0.202818,0.200835,0.228688,0.234692,0.216007,0.206578,0.892226,0.909078
34,train,1,0,True,True,0.13686,0.137477,-0.000617027,0.167918,0.169789,0.00713044,0.00767195,0.136853,0.13747,False,0.0629609125,0.126532,0.0524822,0.0329444,0.100643,0.0224296,0.0752079,0.0452462,0.048202,0.338096,0.338022,0.899718,0.903632
35,train,5,1,True,True,0.101596,0.102046,-0.000449619,0.0902293,0.102727,0.00740767,0.00576589,0.10204,0.101591,False,0.255225125,0.266953,0.262353,0.216668,0.287746,0.241828,0.236947,0.266953,0.262353,0.338097,0.3371,0.859069,0.987721
36,train,2,0,True,True,0.140481,0.14022,0.000260726,0.172762,0.173072,0.002151,0.00238037,0.140473,0.140212,True,0.06434486250000002,0.073927,0.0416246,0.1039,0.0341465,0.0514073,0.056495,0.0828921,0.0703664,0.337351,0.33734,0.902527,0.901028
37,train,6,1,True,True,0.104408,0.105151,-0.000742371,0.0893452,0.103218,0.00759645,0.00572545,0.105145,0.104403,False,0.2552245,0.266952,0.262352,0.216668,0.287745,0.241828,0.236947,0.266952,0.262352,0.338201,0.337058,0.926326,0.878002
38,train,3,0,True,True,0.148816,0.148066,0.000750243,0.183478,0.182786,0.000828539,0.00141751,0.148809,0.14806,True,0.0484731375,0.0412245,0.0753328,0.0363428,0.0705224,0.0147835,0.0608163,0.0402392,0.0485236,0.33607,0.336076,0.90353,0.900087
39,train,7,1,True,True,0.114448,0.11489,-0.000441997,0.101922,0.117398,0.0127028,0.0114676,0.114884,0.114442,False,0.13102785,0.110388,0.15819,0.0788617,0.258359,0.108564,0.0805051,0.15157,0.101785,0.342328,0.339967,0.905211,0.897077
40,train,0,0,True,True,0.12455,0.123241,0.00130926,0.116001,0.121538,0.0142502,0.0143286,0.124543,0.123234,True,0.11171773749999998,0.16001,0.0986562,0.119658,0.115438,0.0692441,0.0968066,0.101424,0.132505,0.343915,0.342717,0.908271,0.894422
41,train,4,1,True,True,0.102389,0.103434,-0.00104487,0.083803,0.0960212,0.0456955,0.0470175,0.103429,0.102384,False,0.221759375,0.238229,0.219274,0.202983,0.246565,0.202816,0.200833,0.228685,0.23469,0.219957,0.197676,1.05199,0.844476
42,train,1,0,True,True,0.135,0.134093,0.000906942,0.165869,0.16659,0.00702618,0.00797121,0.134993,0.134086,True,0.06295970000000001,0.12653,0.0524809,0.0329432,0.100643,0.0224282,0.0752066,0.0452449,0.0482008,0.33809,0.337968,0.904726,0.898455
43,train,5,1,True,True,0.0986982,0.100448,-0.00174949,0.0857021,0.104886,0.00844261,0.00559905,0.100442,0.0986927,False,0.255223375,0.266951,0.262351,0.216667,0.287744,0.241827,0.236945,0.266951,0.262351,0.338717,0.336926,-0.0112266,1.2
44,train,2,0,True,True,0.138614,0.136645,0.0019687,0.170738,0.169455,0.00215577,0.00254484,0.138606,0.136638,True,0.0643438375,0.0739265,0.041623,0.103899,0.0341453,0.0514062,0.0564941,0.0828911,0.0703655,0.337347,0.337317,0.907699,0.895441
45,train,6,1,True,True,0.101128,0.103113,-0.00198541,0.0843853,0.105584,0.00876232,0.00554738,0.103107,0.101122,False,0.25522275,0.266951,0.26235,0.216666,0.287743,0.241826,0.236945,0.266951,0.26235,0.338937,0.336875,1.2,-0.00495463
46,train,3,0,True,True,0.146988,0.144607,0.00238126,0.181587,0.179241,0.000893811,0.00186752,0.146981,0.144601,True,0.048472274999999995,0.0412239,0.075332,0.0363422,0.070521,0.0147827,0.060815,0.0402387,0.0485227,0.336064,0.336061,0.907501,0.895824
47,train,7,1,True,True,0.112119,0.113294,-0.00117508,0.095402,0.11983,0.0137081,0.0113496,0.113288,0.112113,False,0.13102624999999998,0.110386,0.158189,0.0788598,0.258358,0.108562,0.0805032,0.151569,0.101783,0.344396,0.339583,0.913751,0.888676
48,train,0,0,True,True,0.12279,0.119935,0.00285524,0.113794,0.120053,0.0141899,0.0144041,0.122783,0.119928,True,0.1117159875,0.160009,0.098654,0.119656,0.115436,0.0692419,0.096805,0.101422,0.132504,0.344122,0.342391,0.918646,0.88499
49,train,4,1,True,True,0.0997199,0.101928,-0.00220833,0.0796677,0.0981458,0.0439028,0.0477319,0.101923,0.0997144,False,0.221757125,0.238226,0.219272,0.202982,0.246563,0.202813,0.20083,0.228683,0.234688,0.246585,0.185656,-0.00980825,1.2
50,train,1,0,True,True,0.133191,0.131098,0.00209294,0.163867,0.163924,0.00673733,0.00838508,0.133183,0.13109,True,0.06295848750000001,0.126529,0.0524796,0.032942,0.100642,0.0224268,0.0752054,0.0452436,0.0481995,0.338084,0.337884,0.90934,0.89366
51,train,5,1,True,True,0.0959664,0.0988938,-0.00292735,0.0805445,0.108153,0.00978699,0.00537159,0.0988883,0.0959611,False,0.255221375,0.266949,0.262349,0.216665,0.287742,0.241825,0.236943,0.266949,0.262349,0.339752,0.336703,1.2,-0.0160874
52,train,2,0,True,True,0.136865,0.133327,0.00353837,0.16876,0.166071,0.00214129,0.00272131,0.136858,0.13332,True,0.0643428375,0.073926,0.0416214,0.103898,0.0341441,0.0514052,0.0564932,0.0828902,0.0703646,0.337344,0.337287,0.913541,0.889807
53,train,6,1,True,True,0.0981875,0.101244,-0.00305618,0.0791904,0.109234,0.0101469,0.00529765,0.101238,0.098182,False,0.25522100000000003,0.266949,0.262348,0.216665,0.287741,0.241825,0.236943,0.266949,0.262348,0.340094,0.336637,-0.0111383,1.2
54,train,3,0,True,True,0.145208,0.141459,0.00374894,0.179745,0.176026,0.000913946,0.00252657,0.1452,0.141454,True,0.048471375000000004,0.0412233,0.0753312,0.0363415,0.0705196,0.0147819,0.0608137,0.0402381,0.0485217,0.336059,0.33603,0.911467,0.8919
55,train,7,1,True,True,0.111103,0.111778,-0.000674964,0.0921226,0.126392,0.0144662,0.0111138,0.111772,0.111097,False,0.1310244125,0.110384,0.158188,0.0788579,0.258357,0.10856,0.0805014,0.151567,0.10178,0.347567,0.339015,0.909162,0.892841
56,train,0,0,True,True,0.121103,0.116865,0.00423728,0.111657,0.119842,0.0136945,0.0145158,0.121096,0.116859,True,0.11171397500000001,0.160007,0.0986518,0.119655,0.115433,0.0692397,0.0968033,0.10142,0.132502,0.34461,0.341869,0.931042,0.875952
57,train,4,1,True,True,0.0973431,0.100492,-0.00314868,0.0761661,0.101916,0.0411944,0.0487976,0.100486,0.0973378,False,0.22175499999999998,0.238224,0.219269,0.202981,0.24656,0.202811,0.200828,0.228681,0.234686,0.281195,0.166955,1.2,-0.012073
58,train,1,0,True,True,0.131758,0.128992,0.00276601,0.161916,0.162316,0.00515604,0.00916054,0.13175,0.128985,True,0.0629571375,0.126527,0.0524783,0.0329408,0.100641,0.0224254,0.0752041,0.0452422,0.0481983,0.338078,0.337728,0.91258,0.890544
59,train,5,1,True,True,0.0965723,0.100858,-0.00428592,0.0756663,0.113173,0.0100245,0.00498485,0.100853,0.096567,False,0.25521925,0.266947,0.262347,0.216663,0.287739,0.241823,0.236941,0.266947,0.262347,0.341156,0.336371,1.2,-0.0129229
60,train,2,0,True,True,0.135071,0.130167,0.0049045,0.166803,0.162947,0.00208438,0.00292267,0.135064,0.130159,True,0.064341825,0.0739255,0.0416198,0.103897,0.0341429,0.0514041,0.0564923,0.0828893,0.0703637,0.337341,0.337244,0.919824,0.884429
61,train,6,1,True,True,0.0993924,0.103069,-0.00367646,0.0740556,0.114697,0.0101325,0.00494173,0.103063,0.0993869,False,0.25521900000000003,0.266947,0.262346,0.216663,0.287739,0.241823,0.236941,0.266947,0.262346,0.341755,0.336273,-0.00963596,1.2
62,train,3,0,True,True,0.143403,0.139081,0.00432199,0.17787,0.173633,0.00014766,0.00429636,0.143396,0.139077,True,0.048470475,0.0412227,0.0753304,0.0363408,0.0705182,0.0147811,0.0608124,0.0402375,0.0485207,0.336053,0.33594,0.913683,0.889828
63,train,7,1,True,True,0.112991,0.109431,0.00356016,0.0899307,0.134321,0.012885,0.0108517,0.109425,0.112985,True,0.1310225625,0.110382,0.158186,0.078856,0.258356,0.108558,0.0804995,0.151565,0.101778,0.348959,0.338072,0.865518,0.949377
64,train,0,0,True,True,0.119398,0.114362,0.00503632,0.109502,0.122673,0.0124635,0.0152929,0.119392,0.114356,True,0.1117118375,0.160006,0.0986496,0.119653,0.11543,0.0692375,0.0968016,0.101417,0.1325,0.344992,0.340825,0.94325,0.868829
65,train,4,1,True,True,0.097163,0.101176,-0.00401348,0.0718573,0.106214,0.038291,0.0512569,0.101171,0.0971576,False,0.2217525,0.238222,0.219266,0.20298,0.246557,0.202809,0.200825,0.228678,0.234683,0.311023,0.120677,1.2,-0.0115173
66,train,1,0,True,True,0.12966,0.128703,0.000957424,0.159927,0.162684,0.00367093,0.0124977,0.129653,0.128696,True,0.0629558375,0.126525,0.0524771,0.0329396,0.10064,0.0224241,0.0752029,0.0452409,0.0481971,0.338072,0.33721,0.905515,0.897447
67,train,5,1,True,True,0.0917443,0.0963343,-0.00459,0.0696241,0.11849,0.011018,0.00562461,0.096329,0.0917392,False,0.255217625,0.266945,0.262345,0.216662,0.287737,0.241822,0.23694,0.266945,0.262345,0.344029,0.336062,-0.000242938,1.2
68,train,2,0,True,True,0.133232,0.127158,0.00607413,0.164866,0.160101,0.00191459,0.00320631,0.133224,0.127151,True,0.0643407625,0.0739249,0.0416181,0.103896,0.0341417,0.051403,0.0564914,0.0828883,0.0703627,0.337339,0.337178,0.926502,0.879397
69,train,6,1,True,True,0.093434,0.0974769,-0.00404291,0.0677212,0.119906,0.0112993,0.00554174,0.0974715,0.0934288,False,0.25521712500000004,0.266945,0.262344,0.216662,0.287737,0.241821,0.236939,0.266945,0.262344,0.345467,0.335999,-0.000276694,1.2
70,train,3,0,True,True,0.141711,0.137045,0.00466588,0.176123,0.171575,0.00021709,0.00790016,0.141703,0.137042,True,0.0484696625,0.0412221,0.0753297,0.0363403,0.0705169,0.0147803,0.0608111,0.040237,0.0485199,0.336048,0.335831,0.915404,0.888262
71,train,7,1,True,True,0.111771,0.108783,0.00298827,0.0880689,0.136391,0.0122022,0.0115691,0.108777,0.111765,True,0.1310209625,0.11038,0.158185,0.0788541,0.258355,0.108556,0.0804976,0.151564,0.101776,0.350383,0.337683,0.867664,0.944851
72,final_eval,0,0,False,False,0.117818,0.111586,0.00623142,0.107418,0.122174,0.0121985,0.0155419,0.117811,0.11158,True,0.1117101125,0.160005,0.0986475,0.119651,0.115428,0.0692354,0.0968,0.101415,0.132499,0.345501,0.340416,1.15261,1.15275
73,final_eval,1,0,False,False,0.128361,0.126446,0.0019151,0.158566,0.160408,0.00353832,0.0128722,0.128354,0.12644,True,0.0629549,0.126524,0.052476,0.0329386,0.10064,0.0224229,0.0752018,0.0452398,0.0481961,0.338026,0.33709,1.1426,1.14273
74,final_eval,2,0,False,False,0.132486,0.12561,0.00687642,0.163962,0.158531,-0.000605779,0.00163237,0.132479,0.125603,True,0.06433995,0.0739245,0.0416169,0.103895,0.0341407,0.0514022,0.0564907,0.0828876,0.070362,0.338885,0.33885,1.13964,1.13971
75,final_eval,3,0,False,False,0.141264,0.136199,0.00506514,0.175663,0.170706,0.000237133,0.00805607,0.141256,0.136196,True,0.048469125,0.0412218,0.0753292,0.0363399,0.070516,0.0147798,0.0608103,0.0402367,0.0485193,0.336004,0.335785,1.13958,1.13958
76,final_eval,4,1,False,False,0.0982358,0.103416,-0.00517979,0.0673597,0.110145,0.0342814,0.052485,0.10341,0.0982303,False,0.22174925,0.238219,0.219262,0.202978,0.246553,0.202805,0.200822,0.228675,0.23468,0.338705,0.0960112,1.13993,1.13993
77,final_eval,5,1,False,False,0.0904546,0.0956623,-0.00520765,0.0652291,0.122184,0.011502,0.00540471,0.095657,0.0904496,False,0.255215125,0.266943,0.262342,0.21666,0.287735,0.241819,0.236937,0.266943,0.262342,0.348139,0.335862,1.13984,1.13985
78,final_eval,6,1,False,False,0.0952984,0.0991502,-0.00385181,0.0652289,0.122184,0.011502,0.00540474,0.0991447,0.0952931,False,0.25521499999999997,0.266943,0.262342,0.21666,0.287734,0.241819,0.236937,0.266943,0.262342,0.348139,0.335862,1.13973,1.13973
79,final_eval,7,1,False,False,0.110511,0.104706,0.00580492,0.087729,0.136829,0.0120338,0.0115394,0.1047,0.110505,True,0.1310190875,0.110377,0.158184,0.0788521,0.258354,0.108554,0.0804956,0.151562,0.101774,0.35051,0.337598,1.1397,1.13959
