cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
11,train,3,0,True,True,0.408876,0.160047,0.248829,0.408345,0.19509,0.0792648,-0.00427761,0.408854,0.16004,True,0.048183312500000006,0.0410868,0.0751273,0.0361312,0.0700303,0.0144985,0.0603071,0.0400987,0.0481866,0.00755948,0.33399,0.0635236,-1.55461e-92
12,train,4,1,True,True,0.117936,0.340851,-0.222915,0.10084,0.0923938,0.0481651,0.0455436,0.340832,0.117929,False,0.22094937499999998,0.237551,0.218115,0.203021,0.24545,0.201895,0.199824,0.227788,0.233951,0.178468,0.221484,0.00588506,0.00414799
13,train,5,1,True,True,0.380308,0.340893,0.0394153,0.106184,0.421588,0.00632477,0.148348,0.340874,0.380299,True,0.25458325,0.266404,0.261616,0.216122,0.287006,0.241275,0.236223,0.266404,0.261616,0.336905,0.00295396,-1.28846e-109,0.168813
14,train,6,1,True,True,0.454468,0.328999,0.125469,0.105941,0.497694,0.00033184,0.497645,0.328981,0.454664,True,0.25445612500000003,0.266294,0.261471,0.216013,0.28686,0.241166,0.23608,0.266294,0.261471,0.334106,0.000740251,2.2297e-133,0.498875
15,train,7,1,True,True,0.44936,0.335248,0.114113,0.154918,0.492463,0.00710393,0.492415,0.335229,0.449557,True,0.129914125,0.108719,0.1579,0.0773354,0.2586,0.107139,0.0788776,0.1507,0.100042,0.337574,0.000748632,3.38498e-133,0.492611
16,train,0,0,True,True,0.368616,0.444303,-0.0756871,0.216801,0.487274,0.0139962,0.487226,0.368596,0.444496,False,0.11026425000000001,0.159604,0.0968269,0.118421,0.113124,0.0672852,0.0956828,0.0995621,0.131608,0.338325,0.000757136,5.49066e-133,0.486414
17,train,1,0,True,True,0.378699,0.24988,0.128819,0.339932,0.287843,0.00101501,0.287817,0.378678,0.250083,True,0.061927587500000006,0.125442,0.0512776,0.0317928,0.100559,0.0210349,0.074222,0.0440024,0.04709,0.333975,0.00134445,3.27275e-124,0.309677
18,train,2,0,True,True,0.381663,0.193173,0.18849,0.351749,0.229569,0.0129862,0.22955,0.381642,0.193379,True,0.0633248875,0.0738151,0.0396907,0.102816,0.0327506,0.0502461,0.05561,0.0820881,0.0695825,0.334077,0.00173948,-6.98716e-120,0.234819
19,train,3,0,True,True,0.394334,0.161282,0.233051,0.394987,0.196773,0.0915313,0.196757,0.394312,0.16149,True,0.047448225,0.0406893,0.0745878,0.0355921,0.0688155,0.0138029,0.0590461,0.0397123,0.0473398,0.00587702,0.00208488,0.0125269,0.0668514
20,train,4,1,True,True,0.170756,0.328603,-0.157846,0.0996456,0.206808,0.0481211,0.206812,0.328585,0.171167,False,0.219384125,0.23622,0.215857,0.203227,0.243275,0.200095,0.197856,0.226031,0.232512,0.179445,0.00196515,0.00166984,0.124185
21,train,5,1,True,True,0.211037,0.322044,-0.111007,0.105435,0.24823,0.00639124,0.248229,0.322026,0.21145,False,0.253572625,0.265532,0.260462,0.215258,0.285845,0.2404,0.23509,0.265532,0.260462,0.336868,0.00158965,-1.52599e-121,0.258522
22,train,6,1,True,True,0.19171,0.309354,-0.117644,0.105204,0.228355,0.0134299,0.228358,0.309337,0.19212,False,0.25344325,0.265419,0.260315,0.215148,0.285697,0.240288,0.234945,0.26542,0.260314,0.336779,0.00175001,-8.41268e-120,0.233399
23,train,7,1,True,True,0.1467,0.332477,-0.185777,0.149126,0.181754,0.0106549,0.181739,0.332459,0.146898,False,0.12865717499999998,0.106844,0.15765,0.0756125,0.258755,0.105524,0.0770581,0.149717,0.0980968,0.338473,0.00229383,1.18619e-114,0.209412
24,final_eval,0,0,False,False,0.355167,0.133635,0.221532,0.211763,0.168325,0.0127491,0.168312,0.355147,0.133844,True,0.108797125,0.159155,0.0949537,0.117086,0.110842,0.0653661,0.094649,0.0977282,0.130597,0.338236,0.00251995,-1.33827e-102,5.02961e-49
25,final_eval,1,0,False,False,0.365523,0.133632,0.231891,0.328802,0.168323,0.00209475,0.16831,0.365503,0.133841,True,0.061097125,0.124554,0.0503576,0.030873,0.100477,0.0199638,0.0734054,0.0429599,0.0461863,0.333713,0.00251999,-2.19749e-150,6.12588e-27
26,final_eval,2,0,False,False,0.371676,0.133631,0.238045,0.342008,0.168321,-0.00524402,0.168308,0.371656,0.13384,True,0.0626933375,0.0736789,0.0385473,0.102119,0.0318749,0.0495653,0.0550858,0.0815988,0.0690767,0.333682,0.00252003,-1.42758e-36,-1.02354e-36
27,final_eval,3,0,False,False,0.384263,0.133628,0.250635,0.386862,0.168318,0.135407,0.168305,0.384242,0.133837,True,0.046969449999999996,0.0404044,0.0742166,0.035243,0.0680435,0.0133709,0.0582378,0.0394456,0.0467938,0.00332667,0.00252007,-1.0518e-53,-1.55044e-45
28,final_eval,4,1,False,False,0.159868,0.328209,-0.168341,0.0985362,0.195608,0.0481759,0.195613,0.328191,0.160279,False,0.218568,0.235514,0.214677,0.203377,0.242133,0.19915,0.196826,0.225105,0.231762,0.178538,0.00209943,-5.41627e-55,1.44349e-53
29,final_eval,5,1,False,False,0.186713,0.321774,-0.135061,0.104727,0.22318,0.00644459,0.223179,0.321756,0.187094,False,0.253168875,0.265179,0.260004,0.214913,0.285382,0.240048,0.234642,0.265179,0.260004,0.336835,0.00179728,-7.1803e-46,-4.80863e-60
30,final_eval,6,1,False,False,0.186711,0.321859,-0.135148,0.104726,0.223178,0.00644477,0.223177,0.321842,0.187093,False,0.253166875,0.265177,0.260002,0.214911,0.28538,0.240046,0.23464,0.265177,0.260002,0.336835,0.0017973,1.29734e-36,3.94556e-78
31,final_eval,7,1,False,False,0.141441,0.329606,-0.188166,0.148345,0.176341,0.0106225,0.176326,0.329588,0.141638,False,0.12848369999999998,0.106588,0.157618,0.0753776,0.258758,0.105303,0.0768123,0.149579,0.0978337,0.338422,0.00237988,2.13029e-84,-1.11717e-78
