cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1
16,train,0,0,True,True,0.113138,0.117482,-0.00434321,0.147229,0.151701,0.147229,0.151701,0.1132,0.117543,False,0.411487625,0.113138,0.117482,-0.00434321,False,0.113195,0.117538,-0.00434327,False,0.113241,0.117584,-0.00434331,False,0.113251,0.117594,-0.00434321,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335928,0.335932,1.20726,-0.00341365,0.233264,0.201034,0.0385483
17,train,1,0,True,True,0.110242,0.115508,-0.00526599,0.144246,0.149669,0.144246,0.149669,0.110303,0.115569,False,0.40603550000000005,0.110242,0.115508,-0.00526599,False,0.110298,0.115564,-0.0052661,False,0.110344,0.11561,-0.00526618,False,0.110354,0.11562,-0.00526606,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335875,0.33587,-0.00390066,1.20667,0.232401,0.206648,-0.000472132
18,train,2,0,True,True,0.109232,0.116386,-0.00715387,0.143208,0.150585,0.143208,0.150586,0.109294,0.11645,False,0.40227787500000006,0.109232,0.116386,-0.00715387,False,0.109289,0.116445,-0.00715597,False,0.109335,0.116493,-0.00715768,False,0.109345,0.116503,-0.00715794,False,0.770113,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335802,0.335804,1.20677,-0.00383167,0.232446,0.208828,-8.23113e-06
19,train,3,0,True,True,0.133621,0.136379,-0.00275833,0.168323,0.171169,0.168324,0.171171,0.133684,0.136444,False,0.50180725,0.133621,0.136379,-0.00275833,False,0.133679,0.136439,-0.00275973,False,0.133726,0.136487,-0.00276087,False,0.133737,0.136498,-0.00276106,False,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335582,0.335591,1.20685,-0.00378084,0.218411,0.168425,-1.44602e-07
20,train,4,0,True,True,0.149213,0.145077,0.0041359,0.184381,0.180114,0.184383,0.180115,0.149278,0.14514,True,0.6075125,0.149213,0.145077,0.0041359,True,0.149273,0.145135,0.00413811,True,0.149323,0.145183,0.00413992,True,0.149333,0.145193,0.00414028,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335649,0.335647,-0.00509332,1.20404,0.22931,0.178833,-2.528e-09
21,train,5,0,True,True,0.131317,0.140143,-0.00882576,0.165942,0.175042,0.165942,0.175044,0.131378,0.140207,False,0.545576875,0.131317,0.140143,-0.00882576,False,0.131373,0.140202,-0.00882897,False,0.131419,0.140251,-0.00883159,False,0.131429,0.140261,-0.00883204,False,0.770114,0.770111,0.608497,0.770114,0.409299,0.234623,0.168272,0.633585,0.335867,0.335866,1.20052,-0.00581486,0.232033,0.185229,-4.40275e-11
22,train,6,0,True,True,0.143716,0.138523,0.00519283,0.178723,0.173367,0.178725,0.173368,0.143781,0.138586,True,0.5987296249999999,0.143716,0.138523,0.00519283,True,0.143776,0.138581,0.00519512,True,0.143825,0.138628,0.00519699,True,0.143836,0.138638,0.00519735,True,0.541098,0.770114,0.770112,0.700955,0.34338,0.770114,0.123952,0.770112,0.335747,0.335747,-0.00530214,1.20329,0.218406,0.168419,-7.02327e-13
23,train,7,0,True,True,0.127737,0.134273,-0.00653594,0.162264,0.169,0.162264,0.169001,0.1278,0.134338,False,0.472500125,0.127737,0.134273,-0.00653594,False,0.127795,0.134332,-0.00653762,False,0.127842,0.134381,-0.006539,False,0.127852,0.134391,-0.00653919,False,0.699475,0.770111,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335894,0.335888,-0.00362881,1.20703,0.217314,0.167519,-1.24202e-14
24,train,8,1,True,True,0.0929967,0.087489,0.00550767,0.120807,0.12648,0.120807,0.12648,0.0875494,0.0930571,True,0.24862142500000003,0.0929967,0.087489,0.00550767,True,0.0930521,0.0875445,0.00550765,True,0.0930976,0.08759,0.00550763,True,0.0931073,0.0875999,0.00550746,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.33651,0.336515,-0.00154532,1.20748,0.20573,0.0351382,0.159525
25,train,9,1,True,True,0.0949865,0.0883179,0.00666854,0.121661,0.12853,0.121661,0.12853,0.0883783,0.0950469,True,0.21884825,0.0949865,0.0883179,0.00666854,True,0.095042,0.0883734,0.0066686,True,0.0950875,0.0884189,0.00666864,True,0.0950972,0.0884287,0.0066685,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336659,0.336619,1.1317e-05,1.20093,0.407166,0.00061391,0.354629
26,train,10,1,True,True,0.114508,0.104554,0.00995412,0.138388,0.148639,0.138388,0.148639,0.104615,0.11457,True,0.433851125,0.114508,0.104554,0.00995412,True,0.114565,0.10461,0.00995433,True,0.114611,0.104656,0.00995448,True,0.114621,0.104666,0.00995421,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335832,0.335823,-0.00358933,1.20708,0.216963,1.08547e-05,0.168144
27,train,11,1,True,True,0.11771,0.10787,0.00984005,0.141804,0.151947,0.141804,0.151948,0.107931,0.117774,True,0.41239950000000003,0.11771,0.10787,0.00984005,True,0.117769,0.107926,0.00984217,True,0.117816,0.107973,0.0098439,True,0.117827,0.107982,0.00984415,True,0.248555,0.648564,0.26177,0.516055,0.770111,0.300008,0.152067,0.402066,0.336052,0.336049,-0.00352166,1.20714,0.216354,1.91881e-07,0.166798
28,train,12,1,True,True,0.0803184,0.0765609,0.00375751,0.109543,0.113414,0.109543,0.113414,0.0766205,0.0803779,True,0.255205325,0.0803184,0.0765609,0.00375751,True,0.080373,0.0766156,0.00375745,True,0.0804179,0.0766605,0.0037574,True,0.0804277,0.0766704,0.00375723,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.336634,0.336622,1.20359,0.000102507,0.423179,3.38994e-09,0.404064
29,train,13,1,True,True,0.111807,0.104113,0.0076944,0.137934,0.145858,0.137934,0.145858,0.104174,0.111869,True,0.33974525,0.111807,0.104113,0.0076944,True,0.111864,0.104169,0.00769455,True,0.11191,0.104215,0.00769466,True,0.11192,0.104225,0.00769458,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336294,0.33629,1.20732,-0.00128726,0.208662,5.99242e-11,0.162405
30,train,14,1,True,True,0.119519,0.110402,0.00911757,0.144405,0.153793,0.144405,0.153793,0.110462,0.11958,True,0.317540325,0.119519,0.110402,0.00911757,True,0.119575,0.110457,0.00911762,True,0.11962,0.110502,0.00911764,True,0.11963,0.110512,0.00911746,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.336199,0.336204,-0.000770858,1.20664,0.213242,1.05929e-12,0.164526
31,train,15,1,True,True,0.112072,0.101797,0.0102747,0.135547,0.14613,0.135547,0.14613,0.101858,0.112133,True,0.25858512499999997,0.112072,0.101797,0.0102747,True,0.112128,0.101853,0.010275,True,0.112174,0.101899,0.0102752,True,0.112184,0.101909,0.0102751,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336301,0.336317,0.000102386,1.20351,0.232422,1.84731e-14,0.20295
32,train,0,0,True,True,0.100264,0.110807,-0.0105436,0.133968,0.144828,0.133968,0.144828,0.100325,0.110868,False,0.411487625,0.100264,0.110807,-0.0105436,False,0.10032,0.110863,-0.0105438,False,0.100366,0.11091,-0.010544,False,0.100376,0.110919,-0.0105439,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.335886,0.335866,-0.00262982,1.20776,0.217484,0.167714,0.0149463
33,train,1,0,True,True,0.0966958,0.107925,-0.0112295,0.130293,0.14186,0.130293,0.14186,0.0967566,0.107986,False,0.40603550000000005,0.0966958,0.107925,-0.0112295,False,0.0967517,0.107981,-0.0112298,False,0.0967975,0.108028,-0.0112301,False,0.0968076,0.108037,-0.0112297,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.335844,0.335822,-0.00257119,1.20777,0.342898,0.306685,0.00026111
34,train,2,0,True,True,0.0932679,0.103769,-0.0105007,0.126758,0.137575,0.126758,0.137574,0.093328,0.103829,False,0.402278,0.0932679,0.103769,-0.0105007,False,0.0933231,0.103824,-0.0105009,False,0.0933683,0.103869,-0.010501,False,0.0933784,0.103879,-0.0105007,False,0.770114,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.335769,0.335775,1.20733,-0.00335101,0.216743,0.167627,4.59021e-06
35,train,3,0,True,True,0.119213,0.121554,-0.00234055,0.15348,0.15589,0.153479,0.15589,0.119274,0.121614,False,0.50180725,0.119213,0.121554,-0.00234055,False,0.119269,0.12161,-0.0023407,False,0.119314,0.121655,-0.00234083,False,0.119324,0.121665,-0.00234077,False,0.432994,0.770115,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335541,0.335529,-0.00354758,1.20714,0.218506,0.168416,8.11499e-08
36,train,4,0,True,True,0.122942,0.120047,0.0028953,0.157314,0.15433,0.157313,0.154329,0.123002,0.120106,True,0.6075125,0.122942,0.120047,0.0028953,True,0.122997,0.120101,0.0028958,True,0.123042,0.120145,0.0028962,True,0.123051,0.120155,0.00289618,True,0.608103,0.770115,0.770115,0.645065,0.08,0.770115,0.446472,0.770115,0.335599,0.335581,-0.00304697,1.20757,0.232106,0.187866,1.41671e-09
37,train,5,0,True,True,0.10775,0.11381,-0.00606078,0.14167,0.147912,0.141669,0.147912,0.107809,0.11387,False,0.5455758749999999,0.10775,0.11381,-0.00606078,False,0.107804,0.113865,-0.00606101,False,0.107849,0.11391,-0.00606119,False,0.107859,0.11392,-0.00606102,False,0.770111,0.770109,0.608497,0.770111,0.409299,0.234623,0.168272,0.633585,0.335825,0.335818,-0.00357692,1.20709,0.217357,0.167623,2.48448e-11
38,train,6,0,True,True,0.118249,0.112021,0.0062284,0.152481,0.146066,0.15248,0.146065,0.118308,0.11208,True,0.598728625,0.118249,0.112021,0.0062284,True,0.118304,0.112075,0.0062287,True,0.118348,0.112119,0.00622891,True,0.118358,0.112129,0.00622881,True,0.541098,0.770112,0.77011,0.700955,0.34338,0.770112,0.123952,0.77011,0.335701,0.335703,1.20233,-0.00551911,0.21748,0.167638,4.39096e-13
39,train,7,0,True,True,0.104088,0.108835,-0.00474728,0.137904,0.142793,0.137904,0.142793,0.104148,0.108896,False,0.472499875,0.104088,0.108835,-0.00474728,False,0.104143,0.108891,-0.00474742,False,0.104189,0.108936,-0.00474752,False,0.104198,0.108946,-0.00474731,False,0.699475,0.770109,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.335879,0.335861,-0.00250699,1.20778,0.217753,0.167845,9.4268e-15
40,train,8,1,True,True,0.0891167,0.0835233,0.00559341,0.116721,0.122483,0.116721,0.122483,0.0835836,0.0891769,True,0.24862142500000003,0.0891167,0.0835233,0.00559341,True,0.089172,0.0835787,0.00559335,True,0.0892174,0.0836241,0.0055933,True,0.0892271,0.083634,0.0055931,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336508,0.33651,1.20772,-0.00220273,0.205367,0.0351382,0.159294
41,train,9,1,True,True,0.0897055,0.0800239,0.00968158,0.113113,0.123089,0.113113,0.123089,0.0800838,0.0897657,True,0.21884825,0.0897055,0.0800239,0.00968158,True,0.0897607,0.0800789,0.00968183,True,0.0898061,0.0801241,0.00968201,True,0.0898158,0.0801339,0.00968185,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.336838,0.336642,7.32248e-06,1.20082,0.00438643,0.000621271,0.0179496
42,train,10,1,True,True,0.101344,0.0941751,0.00716858,0.127696,0.13508,0.127696,0.13508,0.0942359,0.101405,True,0.433851125,0.101344,0.0941751,0.00716858,True,0.1014,0.0942309,0.00716869,True,0.101445,0.0942767,0.00716876,True,0.101455,0.0942869,0.00716859,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.335838,0.335813,-0.00244903,1.20779,0.320969,1.08521e-05,0.291097
43,train,11,1,True,True,0.105536,0.0926899,0.012846,0.126164,0.139396,0.126164,0.139396,0.0927502,0.105596,True,0.41239962500000005,0.105536,0.0926899,0.012846,True,0.105591,0.0927453,0.0128462,True,0.105637,0.0927907,0.0128463,True,0.105647,0.0928006,0.0128461,True,0.248555,0.648564,0.26177,0.516055,0.770112,0.300008,0.152067,0.402066,0.336101,0.336025,0.000105865,1.20279,0.232217,1.8871e-07,0.217164
44,train,12,1,True,True,0.0773256,0.073158,0.00416765,0.106035,0.11033,0.106035,0.11033,0.0732174,0.0773849,True,0.255205325,0.0773256,0.073158,0.00416765,True,0.0773801,0.0732125,0.00416757,True,0.0774248,0.0732573,0.00416751,True,0.0774346,0.0732673,0.00416732,True,0.378788,0.261629,0.298443,0.334779,0.105769,0.343042,0.0995206,0.219672,0.33672,0.336687,1.20254,0.000111892,0.42325,3.26452e-09,0.407996
45,train,13,1,True,True,0.100577,0.090624,0.00995248,0.124038,0.134291,0.124038,0.134291,0.0906847,0.100638,True,0.33974525,0.100577,0.090624,0.00995248,True,0.100633,0.0906798,0.00995276,True,0.100678,0.0907255,0.00995296,True,0.100688,0.0907354,0.00995282,True,0.123026,0.60824,0.471227,0.161069,0.263739,0.119865,0.661444,0.309352,0.336314,0.336317,-0.00218754,1.20775,0.346006,5.70249e-11,0.308918
46,train,14,1,True,True,0.10565,0.0906533,0.0149966,0.124064,0.139512,0.124063,0.139511,0.0907131,0.10571,True,0.317540325,0.10565,0.0906533,0.0149966,True,0.105705,0.0907082,0.0149969,True,0.10575,0.0907533,0.0149972,True,0.10576,0.0907631,0.0149969,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.770115,0.26136,0.336323,0.336228,2.44554e-05,1.20121,0.232108,9.14643e-11,0.216979
47,train,15,1,True,True,0.10379,0.0852296,0.0185602,0.118478,0.1376,0.118478,0.1376,0.0852898,0.103851,True,0.25858512499999997,0.10379,0.0852296,0.0185602,True,0.103846,0.0852848,0.0185608,True,0.103892,0.0853302,0.0185613,True,0.103901,0.0853401,0.0185612,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658743,0.138664,0.336584,0.33632,1.14201e-05,1.20094,0.237493,-3.99845e-11,0.229079
48,train,0,0,True,True,0.082287,0.0966843,-0.0143973,0.115447,0.130281,0.115447,0.130281,0.0823473,0.0967451,False,0.411487625,0.082287,0.0966843,-0.0143973,False,0.0823423,0.0967401,-0.0143978,False,0.0823878,0.0967859,-0.0143981,False,0.082398,0.0967959,-0.0143979,False,0.676266,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.336145,0.335873,5.16536e-05,1.20162,0.423129,0.401742,0.0166173
49,train,1,0,True,True,0.0824601,0.0870892,-0.00462905,0.115625,0.120395,0.115625,0.120395,0.0825204,0.0871495,False,0.40603550000000005,0.0824601,0.0870892,-0.00462905,False,0.0825155,0.0871446,-0.00462908,False,0.082561,0.0871901,-0.00462909,False,0.0825712,0.0872001,-0.00462889,False,0.739107,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.336086,0.336048,8.29658e-05,1.20381,0.212702,0.165168,-0.000505072
50,train,2,0,True,True,0.0787442,0.0845422,-0.00579798,0.111793,0.117767,0.111793,0.117766,0.0788038,0.0846017,False,0.402278125,0.0787442,0.0845422,-0.00579798,False,0.0787989,0.0845968,-0.00579794,False,0.0788438,0.0846417,-0.00579791,False,0.0788541,0.0846517,-0.00579764,False,0.770115,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.336059,0.335989,6.60865e-05,1.20402,0.214765,0.165623,-8.92813e-06
51,train,3,0,True,True,0.0935099,0.0983316,-0.00482176,0.127009,0.131976,0.127008,0.131976,0.0935701,0.0983921,False,0.501807,0.0935099,0.0983316,-0.00482176,False,0.0935652,0.0983871,-0.00482191,False,0.0936106,0.0984326,-0.00482202,False,0.0936207,0.0984427,-0.00482202,False,0.432994,0.770113,0.642077,0.551153,0.555078,0.08,0.410254,0.572787,0.335738,0.335654,-0.00120922,1.2073,0.422887,0.388666,-1.56225e-07
52,train,4,0,True,True,0.0921178,0.0789799,0.0131378,0.125569,0.112027,0.125569,0.112026,0.092177,0.0790378,True,0.6075119999999998,0.0921178,0.0789799,0.0131378,True,0.0921721,0.079033,0.0131391,True,0.0922168,0.0790767,0.0131401,True,0.0922266,0.0790867,0.01314,True,0.608103,0.770114,0.770114,0.645065,0.08,0.770114,0.446472,0.770114,0.335807,0.336147,1.20147,3.98691e-05,0.0565033,0.0724798,-2.6219e-09
53,train,5,0,True,True,0.0838876,0.0752059,0.00868168,0.117091,0.10814,0.11709,0.108139,0.0839469,0.0752641,True,0.54557725,0.0838876,0.0752059,0.00868168,True,0.083942,0.0752593,0.0086827,True,0.0839867,0.0753033,0.00868345,True,0.0839966,0.0753132,0.00868345,True,0.770115,0.770112,0.608497,0.770115,0.409299,0.234623,0.168272,0.633585,0.336083,0.336447,1.20102,1.4216e-05,0.00120708,0.0155706,-4.63471e-11
54,train,6,0,True,True,0.0888484,0.0763387,0.0125096,0.122201,0.109305,0.122201,0.109304,0.0889075,0.0763964,True,0.59872975,0.0888484,0.0763387,0.0125096,True,0.0889027,0.0763917,0.012511,True,0.0889473,0.0764353,0.012512,True,0.0889571,0.0764451,0.012512,True,0.541098,0.770114,0.770112,0.700955,0.34338,0.770114,0.123952,0.770113,0.33592,0.33634,1.20111,1.79158e-05,0.423032,0.394368,-8.18944e-13
55,train,7,0,True,True,0.0851233,0.065308,0.0198153,0.118368,0.0979298,0.118367,0.0979297,0.0851833,0.0653645,True,0.472500375,0.0851233,0.065308,0.0198153,True,0.0851784,0.0653598,0.0198186,True,0.0852236,0.0654026,0.019821,True,0.0852336,0.0654123,0.0198213,True,0.699475,0.770113,0.606274,0.719966,0.405065,0.148888,0.112166,0.318056,0.336121,0.337244,1.20065,2.03084e-06,0.00932008,0.0149428,-1.44764e-14
56,train,8,1,True,True,0.0751264,0.0779667,-0.00284033,0.110994,0.108062,0.110994,0.108062,0.0780268,0.0751855,False,0.24862142500000003,0.0751264,0.0779667,-0.00284033,False,0.0751807,0.0780219,-0.0028412,False,0.0752253,0.0780672,-0.00284186,False,0.075235,0.0780771,-0.0028421,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.336665,0.337201,1.20069,3.27909e-06,0.334776,0.0148595,0.300896
57,train,9,1,True,True,0.0678678,0.0672379,0.000629947,0.0999298,0.10057,0.0999298,0.10057,0.0672964,0.0679247,True,0.21884825,0.0678678,0.0672379,0.000629947,True,0.06792,0.0672916,0.00062839,True,0.0679631,0.0673359,0.000627222,True,0.0679725,0.0673456,0.000626889,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.337663,0.337981,5.9395e-06,1.20068,0.618664,0.000259217,0.589124
58,train,10,1,True,True,0.0751718,0.0735471,0.00162465,0.106439,0.108111,0.106439,0.108111,0.0736071,0.0752313,True,0.433851125,0.0751718,0.0735471,0.00162465,True,0.0752264,0.0736021,0.00162425,True,0.0752713,0.0736474,0.00162395,True,0.0752813,0.0736575,0.00162376,True,0.570861,0.286918,0.151123,0.745717,0.587416,0.423773,0.323946,0.381055,0.336471,0.336551,6.59026e-05,1.20173,0.168398,4.58217e-06,0.139182
59,train,11,1,True,True,0.0724839,0.0732728,-0.000788939,0.106155,0.105338,0.106155,0.105338,0.0733324,0.0725427,False,0.41240000000000004,0.0724839,0.0732728,-0.000788939,False,0.0725379,0.0733276,-0.000789671,False,0.0725823,0.0733725,-0.000790228,False,0.0725921,0.0733825,-0.000790447,False,0.248555,0.648564,0.26177,0.516055,0.770115,0.300008,0.152067,0.402066,0.336566,0.336854,1.20081,6.55462e-06,0.44407,8.0936e-08,0.449013
