cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,max_abs_hidden_grad_signal,max_hidden_grad_node,max_abs_hidden_apply_gate_signal,max_hidden_apply_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
14,train,3,0,True,True,0.156073,0.163256,-0.00718329,0.190988,0.198405,0.00058452,0.00038271,0.156065,0.163248,False,0.0481432,0.0411025,0.0751245,0.0361204,0.0699581,0.0144382,0.0601756,0.0401043,0.048122,0.336077,0.336068,0.889423,0.914497,5.30062e-13,1.37547e-07,0.0147766,9.4784e-06,1.14136,-0.00712469,5.86025e-05,1.48438e-07,8.98234e-05,8.98234e-05,0.000174801
15,train,7,1,True,True,0.126361,0.12027,0.0060916,0.11267,0.120836,0.0116385,0.0114185,0.120263,0.126354,True,0.13045145,0.109485,0.158216,0.0779937,0.258803,0.107708,0.0794829,0.151184,0.100739,0.340915,0.34057,0.873256,0.935668,5.0608e-05,6.63631e-05,0.046273,0.00160882,1.14136,0.0064021,0.000310504,0.0338095,1.36966e-05,0.0338095,0.000174923
16,train,0,0,True,True,0.130988,0.13747,-0.00648185,0.126475,0.135267,0.0140423,0.0139384,0.130981,0.137462,False,0.11094609999999999,0.160016,0.0976188,0.119042,0.114126,0.0680326,0.0962204,0.100356,0.132157,0.343377,0.343047,0.880897,0.924536,1.35952e-05,2.01786e-05,0.0612841,0.00191905,1.14136,-0.0064644,1.74458e-05,0.00285928,3.62677e-05,0.00285928,0.00015208
17,train,4,1,True,True,0.115356,0.109957,0.00539907,0.0906154,0.0943216,0.0456517,0.0455288,0.109951,0.115349,True,0.22079450000000003,0.237542,0.217776,0.203249,0.245236,0.201592,0.199507,0.227594,0.23386,0.220151,0.221726,0.856372,0.971313,0.00011115,0.000145133,0.0414303,0.0608837,1.19943,0.00540989,1.08135e-05,0.0128915,5.29202e-06,0.0128915,0.000180654
18,train,1,0,True,True,0.143208,0.150373,-0.00716501,0.175037,0.182963,0.00650387,0.00635155,0.1432,0.150365,False,0.062411474999999994,0.126108,0.0517442,0.0322652,0.100926,0.021473,0.074683,0.0445152,0.0475772,0.337745,0.337681,0.885413,0.918982,2.33027e-11,1.52445e-07,0.0667226,0.123665,1.19718,-0.00712444,4.05757e-05,2.00996e-07,5.98794e-05,5.98794e-05,0.000180339
19,train,5,1,True,True,0.115691,0.110731,0.00495934,0.096314,0.100966,0.00642679,0.00606939,0.110725,0.115684,True,0.25454262499999997,0.266516,0.261507,0.216097,0.286996,0.241199,0.236083,0.266392,0.261551,0.337621,0.337414,0.860975,0.959808,7.48953e-05,9.6625e-05,0.0320389,0.0585743,1.19944,0.00499425,3.49121e-05,0.0141206,5.78519e-06,0.0141206,0.000179996
20,train,2,0,True,True,0.147468,0.154495,-0.00702703,0.180453,0.18791,0.00204821,0.0018761,0.14746,0.154487,False,0.0636743625,0.0740572,0.0402025,0.103172,0.0332208,0.0505324,0.0558755,0.0824069,0.0699276,0.337311,0.337299,0.887182,0.916929,9.30894e-13,2.38522e-07,0.0495397,0.0572196,1.19848,-0.00698114,4.58856e-05,2.16844e-07,6.87192e-05,6.87192e-05,0.00017984
21,train,6,1,True,True,0.116714,0.11203,0.00468469,0.0959909,0.101358,0.00650225,0.00605533,0.112024,0.116708,True,0.25439862500000004,0.266396,0.261336,0.215992,0.286825,0.241076,0.235913,0.266272,0.261379,0.337654,0.337391,0.865731,0.949282,9.78115e-05,0.000126609,0.0341509,0.0561814,1.19752,0.00495202,0.000267333,0.0163066,6.66191e-06,0.0163066,0.000179708
22,train,3,0,True,True,0.156318,0.163406,-0.00708716,0.191253,0.198576,0.000694266,0.000577968,0.156311,0.163398,False,0.047698775000000006,0.0409349,0.0748379,0.0358053,0.0692124,0.0139854,0.0593103,0.0399185,0.0475855,0.336053,0.336039,0.889618,0.914273,6.27477e-13,3.42755e-07,0.0144533,0.0552033,1.19656,-0.00702877,5.83948e-05,2.35147e-07,9.02317e-05,9.02317e-05,0.00017958
23,train,7,1,True,True,0.126385,0.120163,0.00622199,0.112601,0.123354,0.011586,0.0111756,0.120156,0.126378,True,0.1298047875,0.108466,0.158328,0.0769808,0.259292,0.10672,0.0783159,0.15077,0.0995656,0.341002,0.340328,0.872721,0.936579,0.000163581,0.000261892,0.0524943,0.0541232,1.19201,0.00644902,0.000227029,0.0334751,1.35882e-05,0.0334751,0.000179454
24,train,0,0,True,True,0.131066,0.137481,-0.0064149,0.12742,0.137059,0.013885,0.0137861,0.131058,0.137473,False,0.1101904375,0.160065,0.0965846,0.118366,0.112869,0.0668315,0.0956822,0.0993252,0.1318,0.343317,0.342798,0.8811,0.924257,5.18342e-05,6.82759e-05,0.052767,0.0633786,1.19942,-0.00639834,1.65652e-05,0.00289316,3.61893e-05,0.00289316,0.000150707
25,train,4,1,True,True,0.1153,0.109947,0.00535231,0.0898008,0.095459,0.0454566,0.0454851,0.109941,0.115293,True,0.21990175,0.23689,0.216377,0.203583,0.244003,0.200479,0.19825,0.226548,0.233084,0.223395,0.222438,0.856472,0.971044,0.00039912,0.000521039,0.0414119,0.0671812,1.19943,0.00535994,7.63176e-06,0.0128635,5.28651e-06,0.0128635,0.000181341
26,train,1,0,True,True,0.143306,0.150525,-0.00721886,0.175255,0.183411,0.00660901,0.00652416,0.143298,0.150516,False,0.061941425,0.125753,0.0511425,0.031671,0.101161,0.0207118,0.0742015,0.0438567,0.0470339,0.337724,0.337616,0.885356,0.919061,2.98935e-10,2.75527e-07,0.0669125,0.0572059,1.19846,-0.00717734,4.1519e-05,2.87326e-07,6.0193e-05,6.0193e-05,0.000181025
27,train,5,1,True,True,0.115765,0.111004,0.00476129,0.0949848,0.102474,0.00673918,0.00601551,0.110998,0.115759,True,0.254009375,0.266133,0.260861,0.215644,0.286437,0.240724,0.235408,0.265945,0.260923,0.337763,0.337329,0.862783,0.95563,0.000316249,0.000408201,0.0324814,0.0561664,1.1975,0.00486281,0.000101517,0.0145524,5.96432e-06,0.0145524,0.000180681
28,train,2,0,True,True,0.147657,0.154626,-0.00696918,0.180746,0.188199,0.00201924,0.0018901,0.147649,0.154618,False,0.0632047125,0.0741102,0.0392417,0.10263,0.0325589,0.0499625,0.055452,0.0820702,0.0696122,0.337274,0.337242,0.887343,0.916741,1.84717e-09,1.00718e-06,0.048849,0.0551884,1.19654,-0.00692264,4.65403e-05,3.03685e-07,6.90107e-05,6.90107e-05,0.000180524
29,train,6,1,True,True,0.115113,0.110293,0.00482011,0.0945468,0.102979,0.00684412,0.0059957,0.110287,0.115107,True,0.253859125,0.266007,0.260684,0.215532,0.28626,0.240594,0.235232,0.265818,0.260746,0.337813,0.3373,0.860441,0.961023,0.000480827,0.000619267,0.0313271,0.054225,1.19558,0.00480065,-1.94626e-05,0.013397,5.50366e-06,0.013397,0.00018039
30,train,3,0,True,True,0.15657,0.16357,-0.00700029,0.191524,0.198762,0.000825619,0.000820308,0.156563,0.163563,False,0.0472401625,0.0407491,0.0745127,0.0354803,0.0684635,0.0135451,0.0584178,0.039713,0.0470398,0.336029,0.336009,0.889816,0.914062,3.71695e-09,1.62692e-06,0.0140917,0.0532648,1.19462,-0.00694213,5.81618e-05,3.18745e-07,9.06861e-05,9.06861e-05,0.000180262
31,train,7,1,True,True,0.126538,0.12006,0.00647835,0.112174,0.126469,0.0116066,0.0109056,0.120053,0.126531,True,0.1291387625,0.107423,0.158469,0.0759307,0.259749,0.10573,0.0771109,0.150326,0.0983715,0.341185,0.340056,0.871795,0.938198,5.1129e-05,8.19285e-05,0.049582,0.0523063,1.19367,0.00700412,0.000525776,0.0331552,1.34854e-05,0.0331552,0.000180134
32,final_eval,0,0,False,False,0.131161,0.137525,-0.00636339,0.128438,0.139052,0.01371,0.0136258,0.131154,0.137517,False,0.10938155,0.16005,0.0954552,0.11762,0.111556,0.0656083,0.0951774,0.0982355,0.13135,0.343215,0.342486,1.15261,1.15265,,,,,,,,,,,
33,final_eval,1,0,False,False,0.143411,0.150705,-0.00729405,0.175441,0.183834,0.00667402,0.00666691,0.143403,0.150697,False,0.06155125,0.125441,0.0506732,0.0311853,0.101288,0.0201295,0.0738021,0.0433095,0.0465814,0.337664,0.337513,1.14247,1.14245,,,,,,,,,,,
34,final_eval,2,0,False,False,0.147806,0.154704,-0.006898,0.180902,0.188306,0.00200334,0.00189116,0.147797,0.154695,False,0.0629555625,0.0741194,0.0387541,0.102337,0.0321835,0.0496804,0.0552326,0.0818944,0.0694431,0.337212,0.337174,1.1396,1.13959,,,,,,,,,,,
35,final_eval,3,0,False,False,0.156633,0.163603,-0.00697049,0.191592,0.198801,0.000860749,0.000894423,0.156626,0.163597,False,0.047124175,0.0407028,0.0744304,0.0353897,0.0682731,0.0134395,0.0581886,0.03966,0.0469093,0.335981,0.335959,1.13954,1.13952,,,,,,,,,,,
36,final_eval,4,1,False,False,0.11971,0.114762,0.00494847,0.0887694,0.0968605,0.045454,0.0456638,0.114755,0.119704,True,0.21907525000000003,0.236264,0.215087,0.203952,0.242812,0.199464,0.197103,0.225567,0.232353,0.223618,0.21962,1.13993,1.13993,,,,,,,,,,,
37,final_eval,5,1,False,False,0.115548,0.110837,0.00471162,0.0936912,0.103793,0.0137585,0.0126414,0.11083,0.115542,True,0.25364025,0.26583,0.260434,0.215334,0.286012,0.240412,0.234963,0.265639,0.260498,0.339071,0.338445,1.13977,1.13976,,,,,,,,,,,
38,final_eval,6,1,False,False,0.11696,0.112235,0.00472526,0.093691,0.103793,0.00705222,0.00596313,0.112228,0.116953,True,0.25363975000000005,0.26583,0.260433,0.215333,0.286011,0.240412,0.234963,0.265639,0.260497,0.337874,0.337213,1.13972,1.13971,,,,,,,,,,,
39,final_eval,7,1,False,False,0.12653,0.119693,0.00683676,0.111558,0.127677,0.0117265,0.0108429,0.119687,0.126523,True,0.12905545000000002,0.107297,0.158487,0.0757835,0.259786,0.105624,0.0769531,0.150275,0.098238,0.34131,0.339937,1.13964,1.13961,,,,,,,,,,,
